Date,PETRONET
2013-01-01,158.0
2013-01-02,160.5
2013-01-03,161.2
2013-01-04,163.15
2013-01-07,166.0
2013-01-08,166.6
2013-01-09,165.35
2013-01-10,166.35
2013-01-11,161.45
2013-01-14,164.9
2013-01-15,164.25
2013-01-16,161.95
2013-01-17,160.05
2013-01-18,159.95
2013-01-21,158.05
2013-01-22,157.0
2013-01-23,154.65
2013-01-24,153.75
2013-01-25,154.6
2013-01-28,155.65
2013-01-29,152.95
2013-01-30,151.5
2013-01-31,151.75
2013-02-01,150.35
2013-02-04,150.45
2013-02-05,148.5
2013-02-06,145.45
2013-02-07,147.05
2013-02-08,144.9
2013-02-11,143.25
2013-02-12,143.45
2013-02-13,147.25
2013-02-14,151.5
2013-02-15,149.9
2013-02-18,150.0
2013-02-19,151.45
2013-02-20,155.1
2013-02-21,150.05
2013-02-22,148.05
2013-02-25,147.0
2013-02-26,141.55
2013-02-27,144.3
2013-02-28,140.6
2013-03-01,141.8
2013-03-04,142.4
2013-03-05,145.5
2013-03-06,149.3
2013-03-07,146.95
2013-03-08,145.4
2013-03-11,148.2
2013-03-12,147.9
2013-03-13,145.3
2013-03-14,147.65
2013-03-15,146.9
2013-03-18,146.6
2013-03-19,147.7
2013-03-20,143.6
2013-03-21,141.65
2013-03-22,138.95
2013-03-25,136.95
2013-03-26,133.45
2013-03-28,135.5
2013-04-01,138.75
2013-04-02,143.6
2013-04-03,141.1
2013-04-04,139.4
2013-04-05,139.55
2013-04-08,139.9
2013-04-09,137.8
2013-04-10,136.5
2013-04-11,134.3
2013-04-12,134.95
2013-04-15,135.0
2013-04-16,134.95
2013-04-17,134.95
2013-04-18,133.7
2013-04-22,135.65
2013-04-23,134.9
2013-04-25,136.4
2013-04-26,136.15
2013-04-29,138.5
2013-04-30,139.55
2013-05-02,139.15
2013-05-03,139.0
2013-05-06,141.35
2013-05-07,141.5
2013-05-08,142.1
2013-05-09,143.7
2013-05-10,144.9
2013-05-11,145.4
2013-05-13,143.0
2013-05-14,143.85
2013-05-15,143.55
2013-05-16,143.55
2013-05-17,143.85
2013-05-20,143.9
2013-05-21,143.25
2013-05-22,141.85
2013-05-23,139.55
2013-05-24,139.65
2013-05-27,140.55
2013-05-28,143.05
2013-05-29,142.95
2013-05-30,143.05
2013-05-31,142.5
2013-06-03,140.7
2013-06-04,140.35
2013-06-05,141.0
2013-06-06,142.45
2013-06-07,141.8
2013-06-10,139.8
2013-06-11,136.4
2013-06-12,135.05
2013-06-13,131.7
2013-06-14,132.3
2013-06-17,130.45
2013-06-18,132.1
2013-06-19,129.6
2013-06-20,125.5
2013-06-21,123.3
2013-06-24,118.2
2013-06-25,120.55
2013-06-26,118.05
2013-06-27,119.75
2013-06-28,124.8
2013-07-01,127.3
2013-07-02,125.25
2013-07-03,121.25
2013-07-04,125.1
2013-07-05,124.25
2013-07-08,125.95
2013-07-09,127.45
2013-07-10,126.7
2013-07-11,128.85
2013-07-12,128.55
2013-07-15,132.25
2013-07-16,131.55
2013-07-17,127.2
2013-07-18,126.05
2013-07-19,124.9
2013-07-22,126.1
2013-07-23,125.35
2013-07-24,123.2
2013-07-25,123.7
2013-07-26,119.7
2013-07-29,118.95
2013-07-30,114.95
2013-07-31,115.75
2013-08-01,116.8
2013-08-02,115.95
2013-08-05,120.0
2013-08-06,117.0
2013-08-07,117.2
2013-08-08,118.0
2013-08-12,119.05
2013-08-13,123.6
2013-08-14,127.85
2013-08-16,123.8
2013-08-19,121.8
2013-08-20,128.8
2013-08-21,124.0
2013-08-22,124.0
2013-08-23,124.85
2013-08-26,126.2
2013-08-27,124.7
2013-08-28,117.6
2013-08-29,119.1
2013-08-30,121.4
2013-09-02,123.4
2013-09-03,121.0
2013-09-04,119.95
2013-09-05,117.6
2013-09-06,117.0
2013-09-10,117.15
2013-09-11,118.25
2013-09-12,118.85
2013-09-13,118.6
2013-09-16,118.55
2013-09-17,117.4
2013-09-18,117.3
2013-09-19,122.95
2013-09-20,125.15
2013-09-23,122.75
2013-09-24,122.95
2013-09-25,123.7
2013-09-26,121.5
2013-09-27,123.05
2013-09-30,118.7
2013-10-01,118.75
2013-10-03,121.0
2013-10-04,123.25
2013-10-07,125.5
2013-10-08,125.3
2013-10-09,125.85
2013-10-10,128.15
2013-10-11,126.4
2013-10-14,125.0
2013-10-15,125.45
2013-10-17,125.9
2013-10-18,128.65
2013-10-21,124.2
2013-10-22,125.45
2013-10-23,127.95
2013-10-24,129.55
2013-10-25,125.4
2013-10-28,123.35
2013-10-29,124.3
2013-10-30,122.75
2013-10-31,124.25
2013-11-01,125.65
2013-11-03,125.95
2013-11-05,127.2
2013-11-06,127.6
2013-11-07,125.7
2013-11-08,124.8
2013-11-11,124.25
2013-11-12,123.1
2013-11-13,120.1
2013-11-14,121.75
2013-11-18,122.35
2013-11-19,124.55
2013-11-20,125.05
2013-11-21,123.55
2013-11-22,123.65
2013-11-25,124.7
2013-11-26,121.9
2013-11-27,126.55
2013-11-28,127.55
2013-11-29,132.35
2013-12-02,134.3
2013-12-03,135.5
2013-12-04,134.05
2013-12-05,133.05
2013-12-06,132.95
2013-12-09,133.05
2013-12-10,133.0
2013-12-11,127.95
2013-12-12,126.65
2013-12-13,121.6
2013-12-16,120.2
2013-12-17,117.4
2013-12-18,120.6
2013-12-19,118.75
2013-12-20,120.0
2013-12-23,121.85
2013-12-24,121.6
2013-12-26,122.15
2013-12-27,121.85
2013-12-30,121.15
2013-12-31,122.05
