Date,GODREJPROP
2013-01-01,644.8
2013-01-02,660.4
2013-01-03,662.9
2013-01-04,651.2
2013-01-07,635.1
2013-01-08,633.15
2013-01-09,627.15
2013-01-10,628.6
2013-01-11,622.0
2013-01-14,624.7
2013-01-15,630.5
2013-01-16,626.4
2013-01-17,624.3
2013-01-18,613.7
2013-01-21,611.9
2013-01-22,619.85
2013-01-23,614.1
2013-01-24,607.05
2013-01-25,621.65
2013-01-28,625.2
2013-01-29,624.25
2013-01-30,630.35
2013-01-31,621.1
2013-02-01,621.35
2013-02-04,620.15
2013-02-05,611.5
2013-02-06,598.3
2013-02-07,598.05
2013-02-08,594.6
2013-02-11,596.3
2013-02-12,591.25
2013-02-13,609.4
2013-02-14,598.7
2013-02-15,595.2
2013-02-18,599.3
2013-02-19,604.15
2013-02-20,604.95
2013-02-21,597.9
2013-02-22,595.75
2013-02-25,591.1
2013-02-26,576.35
2013-02-27,560.1
2013-02-28,537.2
2013-03-01,541.65
2013-03-04,545.35
2013-03-05,561.85
2013-03-06,563.35
2013-03-07,563.05
2013-03-08,553.4
2013-03-11,552.7
2013-03-12,549.95
2013-03-13,543.3
2013-03-14,537.35
2013-03-15,535.4
2013-03-18,537.55
2013-03-19,532.45
2013-03-20,524.35
2013-03-21,517.75
2013-03-22,515.0
2013-03-25,526.0
2013-03-26,529.65
2013-03-28,527.55
2013-04-01,567.9
2013-04-02,567.5
2013-04-03,547.95
2013-04-04,538.45
2013-04-05,531.4
2013-04-08,531.2
2013-04-09,528.7
2013-04-10,535.25
2013-04-11,558.5
2013-04-12,560.3
2013-04-15,571.55
2013-04-16,584.0
2013-04-17,571.35
2013-04-18,582.8
2013-04-22,597.65
2013-04-23,599.05
2013-04-25,604.05
2013-04-26,601.15
2013-04-29,600.85
2013-04-30,619.65
2013-05-02,626.85
2013-05-03,619.15
2013-05-06,616.15
2013-05-07,625.6
2013-05-08,622.2
2013-05-09,600.1
2013-05-10,598.75
2013-05-11,594.75
2013-05-13,591.35
2013-05-14,590.2
2013-05-15,586.35
2013-05-16,593.9
2013-05-17,588.3
2013-05-20,582.6
2013-05-21,568.25
2013-05-22,564.25
2013-05-23,564.2
2013-05-24,561.45
2013-05-27,567.25
2013-05-28,575.1
2013-05-29,576.0
2013-05-30,569.95
2013-05-31,568.75
2013-06-03,562.9
2013-06-04,564.0
2013-06-05,564.4
2013-06-06,559.55
2013-06-07,555.55
2013-06-10,550.95
2013-06-11,563.75
2013-06-12,561.85
2013-06-13,550.95
2013-06-14,554.2
2013-06-17,554.95
2013-06-18,554.85
2013-06-19,549.25
2013-06-20,530.1
2013-06-21,527.75
2013-06-24,503.9
2013-06-25,532.1
2013-06-26,525.0
2013-06-27,532.9
2013-06-28,532.55
2013-07-01,535.15
2013-07-02,531.05
2013-07-03,523.8
2013-07-04,523.3
2013-07-05,528.1
2013-07-08,523.9
2013-07-09,523.15
2013-07-10,526.1
2013-07-11,524.75
2013-07-12,526.45
2013-07-15,534.9
2013-07-16,531.0
2013-07-17,539.95
2013-07-18,543.45
2013-07-19,543.65
2013-07-22,532.8
2013-07-23,532.35
2013-07-24,521.5
2013-07-25,518.7
2013-07-26,514.1
2013-07-29,506.5
2013-07-30,492.5
2013-07-31,478.6
2013-08-01,491.3
2013-08-02,475.15
2013-08-05,474.3
2013-08-06,454.85
2013-08-07,463.15
2013-08-08,447.9
2013-08-12,462.7
2013-08-13,457.75
2013-08-14,463.0
2013-08-16,480.5
2013-08-19,445.9
2013-08-20,449.6
2013-08-21,439.95
2013-08-22,430.05
2013-08-23,427.1
2013-08-26,427.0
2013-08-27,413.0
2013-08-28,399.1
2013-08-29,395.6
2013-08-30,393.45
2013-09-02,395.2
2013-09-03,394.1
2013-09-04,381.75
2013-09-05,388.35
2013-09-06,389.25
2013-09-10,391.55
2013-09-11,386.2
2013-09-12,387.35
2013-09-13,378.3
2013-09-16,385.05
2013-09-17,381.35
2013-09-18,375.0
2013-09-19,389.75
2013-09-20,391.85
2013-09-23,377.15
2013-09-24,359.1
2013-09-25,357.8
2013-09-26,349.25
2013-09-27,346.05
2013-09-30,343.05
2013-10-01,347.85
2013-10-03,361.0
2013-10-04,375.75
2013-10-07,382.5
2013-10-08,388.15
2013-10-09,387.85
2013-10-10,385.3
2013-10-11,380.1
2013-10-14,377.3
2013-10-15,374.6
2013-10-17,366.1
2013-10-18,369.1
2013-10-21,369.85
2013-10-22,367.95
2013-10-23,369.05
2013-10-24,366.4
2013-10-25,369.5
2013-10-28,362.6
2013-10-29,368.4
2013-10-30,368.5
2013-10-31,366.25
2013-11-01,368.7
2013-11-03,375.4
2013-11-05,367.7
2013-11-06,366.35
2013-11-07,364.65
2013-11-08,359.55
2013-11-11,353.95
2013-11-12,353.35
2013-11-13,353.5
2013-11-14,342.5
2013-11-18,353.1
2013-11-19,362.05
2013-11-20,361.0
2013-11-21,180.15
2013-11-22,181.3
2013-11-25,180.5
2013-11-26,176.35
2013-11-27,171.5
2013-11-28,169.9
2013-11-29,167.15
2013-12-02,169.9
2013-12-03,167.95
2013-12-04,166.4
2013-12-05,167.15
2013-12-06,167.35
2013-12-09,167.95
2013-12-10,163.85
2013-12-11,160.55
2013-12-12,163.4
2013-12-13,164.55
2013-12-16,165.05
2013-12-17,161.9
2013-12-18,162.95
2013-12-19,165.4
2013-12-20,165.95
2013-12-23,167.1
2013-12-24,167.1
2013-12-26,167.7
2013-12-27,167.6
2013-12-30,164.6
2013-12-31,165.4
