Date,SMARTLINK
2013-01-01,60.15
2013-01-02,61.75
2013-01-03,61.5
2013-01-04,60.95
2013-01-07,60.25
2013-01-08,58.4
2013-01-09,57.4
2013-01-10,57.65
2013-01-11,58.45
2013-01-14,58.05
2013-01-15,56.7
2013-01-16,56.35
2013-01-17,57.0
2013-01-18,57.35
2013-01-21,55.7
2013-01-22,55.25
2013-01-23,54.3
2013-01-24,54.2
2013-01-25,55.25
2013-01-28,54.7
2013-01-29,54.2
2013-01-30,54.55
2013-01-31,55.45
2013-02-01,56.2
2013-02-04,54.95
2013-02-05,54.6
2013-02-06,54.8
2013-02-07,54.8
2013-02-08,54.75
2013-02-11,54.95
2013-02-12,54.85
2013-02-13,54.85
2013-02-14,54.65
2013-02-15,54.75
2013-02-18,54.75
2013-02-19,54.8
2013-02-20,55.45
2013-02-21,55.7
2013-02-22,55.85
2013-02-25,55.3
2013-02-26,56.35
2013-02-27,56.35
2013-02-28,56.0
2013-03-01,56.85
2013-03-04,56.6
2013-03-05,56.05
2013-03-06,56.55
2013-03-07,56.85
2013-03-08,56.55
2013-03-11,56.35
2013-03-12,57.75
2013-03-13,60.2
2013-03-14,59.6
2013-03-15,58.45
2013-03-18,57.85
2013-03-19,56.4
2013-03-20,55.25
2013-03-21,55.55
2013-03-22,54.7
2013-03-25,54.15
2013-03-26,54.5
2013-03-28,54.5
2013-04-01,55.4
2013-04-02,55.05
2013-04-03,54.65
2013-04-04,54.7
2013-04-05,54.25
2013-04-08,54.95
2013-04-09,54.15
2013-04-10,54.35
2013-04-11,54.3
2013-04-12,54.65
2013-04-15,55.55
2013-04-16,54.15
2013-04-17,54.35
2013-04-18,55.65
2013-04-22,55.05
2013-04-23,56.05
2013-04-25,56.15
2013-04-26,54.65
2013-04-29,55.0
2013-04-30,54.95
2013-05-02,55.15
2013-05-03,55.1
2013-05-06,55.0
2013-05-07,55.15
2013-05-08,54.0
2013-05-09,54.0
2013-05-10,54.0
2013-05-11,54.25
2013-05-13,53.5
2013-05-14,53.95
2013-05-15,53.05
2013-05-16,52.0
2013-05-17,51.9
2013-05-20,51.6
2013-05-21,50.2
2013-05-22,50.3
2013-05-23,50.75
2013-05-24,50.2
2013-05-27,50.6
2013-05-28,50.25
2013-05-29,50.5
2013-05-30,50.05
2013-05-31,49.95
2013-06-03,51.15
2013-06-04,51.5
2013-06-05,50.1
2013-06-06,50.0
2013-06-07,50.05
2013-06-10,50.0
2013-06-11,46.95
2013-06-12,47.1
2013-06-13,46.65
2013-06-14,46.5
2013-06-17,46.4
2013-06-18,46.5
2013-06-19,46.85
2013-06-20,46.25
2013-06-21,46.3
2013-06-24,46.1
2013-06-25,46.9
2013-06-26,46.0
2013-06-27,46.75
2013-06-28,47.1
2013-07-01,47.65
2013-07-02,46.7
2013-07-03,46.45
2013-07-04,47.35
2013-07-05,46.0
2013-07-08,46.0
2013-07-09,46.55
2013-07-10,46.0
2013-07-11,45.45
2013-07-12,45.95
2013-07-15,45.4
2013-07-16,44.65
2013-07-17,44.25
2013-07-18,44.0
2013-07-19,43.4
2013-07-22,43.75
2013-07-23,43.7
2013-07-24,42.8
2013-07-25,43.35
2013-07-26,41.85
2013-07-29,43.9
2013-07-30,43.15
2013-07-31,43.2
2013-08-01,43.0
2013-08-02,42.1
2013-08-05,42.05
2013-08-06,41.6
2013-08-07,45.7
2013-08-08,46.55
2013-08-12,43.2
2013-08-13,44.6
2013-08-14,44.45
2013-08-16,43.0
2013-08-19,41.95
2013-08-20,42.0
2013-08-21,42.0
2013-08-22,42.0
2013-08-23,41.95
2013-08-26,42.95
2013-08-27,41.8
2013-08-28,40.65
2013-08-29,40.65
2013-08-30,41.0
2013-09-02,41.2
2013-09-03,40.5
2013-09-04,40.65
2013-09-05,40.9
2013-09-06,41.15
2013-09-10,42.0
2013-09-11,43.9
2013-09-12,43.0
2013-09-13,43.1
2013-09-16,43.7
2013-09-17,43.3
2013-09-18,43.35
2013-09-19,43.55
2013-09-20,43.0
2013-09-23,43.25
2013-09-24,43.0
2013-09-25,43.0
2013-09-26,43.0
2013-09-27,43.15
2013-09-30,43.2
2013-10-01,43.05
2013-10-03,43.85
2013-10-04,43.65
2013-10-07,43.55
2013-10-08,44.0
2013-10-09,44.05
2013-10-10,44.0
2013-10-11,44.75
2013-10-14,44.15
2013-10-15,44.6
2013-10-17,44.95
2013-10-18,44.05
2013-10-21,45.0
2013-10-22,45.95
2013-10-23,44.5
2013-10-24,44.35
2013-10-25,44.45
2013-10-28,44.35
2013-10-29,44.75
2013-10-30,44.45
2013-10-31,43.6
2013-11-01,43.25
2013-11-03,44.25
2013-11-05,43.05
2013-11-06,44.2
2013-11-07,43.35
2013-11-08,43.1
2013-11-11,42.8
2013-11-12,42.55
2013-11-13,42.8
2013-11-14,42.5
2013-11-18,42.85
2013-11-19,41.0
2013-11-20,41.45
2013-11-21,41.8
2013-11-22,40.9
2013-11-25,41.6
2013-11-26,42.3
2013-11-27,42.05
2013-11-28,41.5
2013-11-29,40.55
2013-12-02,41.0
2013-12-03,40.65
2013-12-04,42.35
2013-12-05,41.45
2013-12-06,41.6
2013-12-09,40.45
2013-12-10,40.25
2013-12-11,40.35
2013-12-12,40.4
2013-12-13,39.8
2013-12-16,39.8
2013-12-17,40.05
2013-12-18,40.1
2013-12-19,40.2
2013-12-20,40.25
2013-12-23,40.6
2013-12-24,40.15
2013-12-26,40.4
2013-12-27,40.7
2013-12-30,40.35
2013-12-31,39.85
