Date,SYNDIBANK
2013-01-01,132.6
2013-01-02,133.0
2013-01-03,133.6
2013-01-04,136.55
2013-01-07,137.65
2013-01-08,139.9
2013-01-09,137.15
2013-01-10,140.55
2013-01-11,137.75
2013-01-14,143.9
2013-01-15,144.05
2013-01-16,139.55
2013-01-17,137.95
2013-01-18,139.3
2013-01-21,141.3
2013-01-22,139.8
2013-01-23,132.3
2013-01-24,130.4
2013-01-25,135.65
2013-01-28,135.75
2013-01-29,134.55
2013-01-30,133.15
2013-01-31,134.5
2013-02-01,133.9
2013-02-04,131.8
2013-02-05,131.95
2013-02-06,131.5
2013-02-07,129.65
2013-02-08,127.35
2013-02-11,128.55
2013-02-12,130.0
2013-02-13,127.3
2013-02-14,123.95
2013-02-15,126.8
2013-02-18,128.05
2013-02-19,129.95
2013-02-20,129.65
2013-02-21,126.55
2013-02-22,127.05
2013-02-25,125.8
2013-02-26,121.15
2013-02-27,123.75
2013-02-28,116.8
2013-03-01,116.7
2013-03-04,117.5
2013-03-05,120.9
2013-03-06,121.55
2013-03-07,122.2
2013-03-08,122.7
2013-03-11,125.15
2013-03-12,122.1
2013-03-13,120.45
2013-03-14,123.55
2013-03-15,120.35
2013-03-18,121.5
2013-03-19,117.65
2013-03-20,115.5
2013-03-21,112.85
2013-03-22,114.2
2013-03-25,112.5
2013-03-26,107.55
2013-03-28,109.95
2013-04-01,114.0
2013-04-02,117.65
2013-04-03,115.8
2013-04-04,115.15
2013-04-05,111.9
2013-04-08,108.85
2013-04-09,107.8
2013-04-10,108.25
2013-04-11,107.25
2013-04-12,109.75
2013-04-15,111.5
2013-04-16,114.35
2013-04-17,113.25
2013-04-18,117.15
2013-04-22,119.4
2013-04-23,119.4
2013-04-25,119.35
2013-04-26,117.35
2013-04-29,117.85
2013-04-30,119.85
2013-05-02,129.0
2013-05-03,129.3
2013-05-06,129.35
2013-05-07,128.45
2013-05-08,129.95
2013-05-09,128.55
2013-05-10,128.55
2013-05-11,130.3
2013-05-13,124.85
2013-05-14,124.15
2013-05-15,130.4
2013-05-16,129.35
2013-05-17,130.4
2013-05-20,132.75
2013-05-21,135.2
2013-05-22,130.55
2013-05-23,126.75
2013-05-24,129.85
2013-05-27,131.65
2013-05-28,131.55
2013-05-29,129.2
2013-05-30,131.75
2013-05-31,128.15
2013-06-03,128.8
2013-06-04,128.9
2013-06-05,130.45
2013-06-06,134.8
2013-06-07,130.1
2013-06-10,128.0
2013-06-11,127.0
2013-06-12,128.15
2013-06-13,126.85
2013-06-14,122.65
2013-06-17,121.2
2013-06-18,120.9
2013-06-19,121.35
2013-06-20,116.55
2013-06-21,115.05
2013-06-24,111.35
2013-06-25,107.6
2013-06-26,106.85
2013-06-27,105.1
2013-06-28,109.15
2013-07-01,112.75
2013-07-02,110.2
2013-07-03,107.2
2013-07-04,109.75
2013-07-05,109.55
2013-07-08,109.8
2013-07-09,112.6
2013-07-10,111.9
2013-07-11,112.95
2013-07-12,115.0
2013-07-15,119.25
2013-07-16,113.35
2013-07-17,108.2
2013-07-18,111.5
2013-07-19,111.35
2013-07-22,112.6
2013-07-23,112.85
2013-07-24,107.4
2013-07-25,102.2
2013-07-26,94.0
2013-07-29,87.7
2013-07-30,86.25
2013-07-31,87.9
2013-08-01,83.25
2013-08-02,74.55
2013-08-05,78.95
2013-08-06,74.5
2013-08-07,72.75
2013-08-08,71.8
2013-08-12,69.75
2013-08-13,70.6
2013-08-14,70.2
2013-08-16,67.0
2013-08-19,63.8
2013-08-20,64.1
2013-08-21,63.35
2013-08-22,63.9
2013-08-23,64.6
2013-08-26,67.45
2013-08-27,63.3
2013-08-28,65.0
2013-08-29,64.2
2013-08-30,64.15
2013-09-02,65.65
2013-09-03,64.4
2013-09-04,65.5
2013-09-05,70.0
2013-09-06,68.9
2013-09-10,69.25
2013-09-11,74.7
2013-09-12,72.9
2013-09-13,73.9
2013-09-16,73.15
2013-09-17,72.05
2013-09-18,73.45
2013-09-19,78.25
2013-09-20,71.8
2013-09-23,69.2
2013-09-24,69.35
2013-09-25,69.5
2013-09-26,69.4
2013-09-27,68.15
2013-09-30,67.65
2013-10-01,68.95
2013-10-03,71.85
2013-10-04,70.9
2013-10-07,71.2
2013-10-08,71.3
2013-10-09,71.65
2013-10-10,71.55
2013-10-11,73.5
2013-10-14,78.1
2013-10-15,74.5
2013-10-17,73.15
2013-10-18,74.85
2013-10-21,75.85
2013-10-22,76.5
2013-10-23,76.95
2013-10-24,76.3
2013-10-25,73.6
2013-10-28,73.2
2013-10-29,75.75
2013-10-30,74.75
2013-10-31,81.35
2013-11-01,86.45
2013-11-03,89.55
2013-11-05,91.5
2013-11-06,86.1
2013-11-07,84.15
2013-11-08,84.65
2013-11-11,85.6
2013-11-12,83.4
2013-11-13,81.1
2013-11-14,83.85
2013-11-18,86.8
2013-11-19,87.55
2013-11-20,85.55
2013-11-21,84.4
2013-11-22,82.95
2013-11-25,85.35
2013-11-26,83.4
2013-11-27,84.1
2013-11-28,83.95
2013-11-29,88.8
2013-12-02,88.95
2013-12-03,88.65
2013-12-04,87.8
2013-12-05,89.5
2013-12-06,90.4
2013-12-09,92.75
2013-12-10,91.25
2013-12-11,90.85
2013-12-12,89.45
2013-12-13,87.45
2013-12-16,86.95
2013-12-17,84.7
2013-12-18,88.6
2013-12-19,86.15
2013-12-20,88.6
2013-12-23,92.05
2013-12-24,92.1
2013-12-26,93.75
2013-12-27,94.95
2013-12-30,93.45
2013-12-31,94.6
