Date,DEEPIND
2013-01-01,48.4
2013-01-02,50.7
2013-01-03,49.6
2013-01-04,49.1
2013-01-07,51.45
2013-01-08,51.3
2013-01-09,49.55
2013-01-10,48.65
2013-01-11,47.8
2013-01-14,48.4
2013-01-15,48.5
2013-01-16,47.4
2013-01-17,47.65
2013-01-18,48.2
2013-01-21,47.75
2013-01-22,50.4
2013-01-23,49.55
2013-01-24,48.15
2013-01-25,48.55
2013-01-28,49.05
2013-01-29,47.95
2013-01-30,47.0
2013-01-31,47.05
2013-02-01,46.0
2013-02-04,46.45
2013-02-05,46.25
2013-02-06,46.0
2013-02-07,45.15
2013-02-08,44.6
2013-02-11,44.55
2013-02-12,44.3
2013-02-13,44.05
2013-02-14,41.95
2013-02-15,41.65
2013-02-18,42.05
2013-02-19,42.05
2013-02-20,42.8
2013-02-21,42.55
2013-02-22,42.45
2013-02-25,43.2
2013-02-26,41.95
2013-02-27,43.85
2013-02-28,41.4
2013-03-01,44.05
2013-03-04,43.4
2013-03-05,43.25
2013-03-06,42.2
2013-03-07,42.1
2013-03-08,41.75
2013-03-11,41.25
2013-03-12,41.7
2013-03-13,40.75
2013-03-14,41.1
2013-03-15,39.4
2013-03-18,38.25
2013-03-19,36.7
2013-03-20,33.1
2013-03-21,32.55
2013-03-22,32.5
2013-03-25,33.0
2013-03-26,32.4
2013-03-28,31.35
2013-04-01,36.35
2013-04-02,38.3
2013-04-03,37.2
2013-04-04,36.1
2013-04-05,34.95
2013-04-08,35.8
2013-04-09,35.1
2013-04-10,37.45
2013-04-11,36.45
2013-04-12,34.6
2013-04-15,35.8
2013-04-16,36.45
2013-04-17,34.85
2013-04-18,38.2
2013-04-22,38.9
2013-04-23,38.2
2013-04-25,40.05
2013-04-26,40.4
2013-04-29,39.1
2013-04-30,40.85
2013-05-02,39.6
2013-05-03,40.05
2013-05-06,41.65
2013-05-07,41.1
2013-05-08,40.2
2013-05-09,39.85
2013-05-10,39.45
2013-05-11,40.05
2013-05-13,38.55
2013-05-14,38.55
2013-05-15,39.05
2013-05-16,39.45
2013-05-17,38.25
2013-05-20,37.95
2013-05-21,37.7
2013-05-22,38.65
2013-05-23,38.6
2013-05-24,38.75
2013-05-27,37.55
2013-05-28,37.35
2013-05-29,36.5
2013-05-30,35.85
2013-05-31,40.15
2013-06-03,37.9
2013-06-04,37.25
2013-06-05,37.2
2013-06-06,36.6
2013-06-07,37.05
2013-06-10,35.65
2013-06-11,35.05
2013-06-12,34.35
2013-06-13,32.95
2013-06-14,33.5
2013-06-17,33.8
2013-06-18,33.35
2013-06-19,33.85
2013-06-20,32.7
2013-06-21,32.35
2013-06-24,30.15
2013-06-25,28.4
2013-06-26,26.95
2013-06-27,30.15
2013-06-28,32.0
2013-07-01,31.55
2013-07-02,32.5
2013-07-03,31.25
2013-07-04,31.0
2013-07-05,30.5
2013-07-08,30.1
2013-07-09,30.25
2013-07-10,30.2
2013-07-11,30.65
2013-07-12,30.65
2013-07-15,31.9
2013-07-16,30.7
2013-07-17,30.55
2013-07-18,31.1
2013-07-19,31.5
2013-07-22,31.55
2013-07-23,32.45
2013-07-24,30.65
2013-07-25,30.05
2013-07-26,30.35
2013-07-29,29.15
2013-07-30,27.8
2013-07-31,26.9
2013-08-01,27.05
2013-08-02,25.45
2013-08-05,24.35
2013-08-06,23.4
2013-08-07,23.55
2013-08-08,23.35
2013-08-12,25.8
2013-08-13,26.95
2013-08-14,26.55
2013-08-16,25.05
2013-08-19,24.5
2013-08-20,24.95
2013-08-21,24.9
2013-08-22,24.4
2013-08-23,24.15
2013-08-26,24.7
2013-08-27,24.2
2013-08-28,23.35
2013-08-29,23.65
2013-08-30,23.65
2013-09-02,23.65
2013-09-03,23.1
2013-09-04,22.9
2013-09-05,23.5
2013-09-06,23.7
2013-09-10,24.0
2013-09-11,23.95
2013-09-12,23.65
2013-09-13,24.0
2013-09-16,28.4
2013-09-17,26.4
2013-09-18,26.55
2013-09-19,26.4
2013-09-20,25.45
2013-09-23,25.1
2013-09-24,26.45
2013-09-25,29.05
2013-09-26,29.0
2013-09-27,28.0
2013-09-30,29.15
2013-10-01,27.7
2013-10-03,27.65
2013-10-04,27.4
2013-10-07,27.75
2013-10-08,28.5
2013-10-09,27.95
2013-10-10,28.95
2013-10-11,29.25
2013-10-14,28.55
2013-10-15,28.0
2013-10-17,27.95
2013-10-18,27.45
2013-10-21,27.45
2013-10-22,28.05
2013-10-23,27.6
2013-10-24,27.1
2013-10-25,27.05
2013-10-28,28.5
2013-10-29,27.95
2013-10-30,27.9
2013-10-31,27.7
2013-11-01,28.1
2013-11-03,28.55
2013-11-05,29.2
2013-11-06,29.25
2013-11-07,28.6
2013-11-08,29.4
2013-11-11,32.05
2013-11-12,33.8
2013-11-13,39.95
2013-11-14,38.85
2013-11-18,38.85
2013-11-19,38.95
2013-11-20,35.95
2013-11-21,34.45
2013-11-22,33.85
2013-11-25,36.5
2013-11-26,36.55
2013-11-27,37.65
2013-11-28,36.45
2013-11-29,36.35
2013-12-02,36.95
2013-12-03,37.85
2013-12-04,40.4
2013-12-05,40.35
2013-12-06,40.1
2013-12-09,40.45
2013-12-10,40.15
2013-12-11,40.9
2013-12-12,40.15
2013-12-13,39.6
2013-12-16,39.55
2013-12-17,40.85
2013-12-18,40.1
2013-12-19,39.75
2013-12-20,39.9
2013-12-23,40.2
2013-12-24,41.8
2013-12-26,43.45
2013-12-27,43.0
2013-12-30,45.5
2013-12-31,47.4
