Date,SANWARIA
2013-01-01,36.4
2013-01-02,36.15
2013-01-03,36.55
2013-01-04,36.2
2013-01-07,36.5
2013-01-08,36.4
2013-01-09,39.65
2013-01-10,39.05
2013-01-11,38.05
2013-01-14,38.0
2013-01-15,37.9
2013-01-16,37.15
2013-01-17,36.75
2013-01-18,36.6
2013-01-21,36.7
2013-01-22,35.85
2013-01-23,35.55
2013-01-24,33.55
2013-01-25,35.95
2013-01-28,35.05
2013-01-29,34.95
2013-01-30,34.25
2013-01-31,34.1
2013-02-01,34.45
2013-02-04,34.5
2013-02-05,33.95
2013-02-06,34.8
2013-02-07,34.35
2013-02-08,35.1
2013-02-11,34.5
2013-02-12,33.8
2013-02-13,33.55
2013-02-14,31.5
2013-02-15,29.95
2013-02-18,30.2
2013-02-19,30.95
2013-02-20,30.6
2013-02-21,29.55
2013-02-22,28.95
2013-02-25,29.35
2013-02-26,29.0
2013-02-27,30.0
2013-02-28,30.55
2013-03-01,30.15
2013-03-04,28.2
2013-03-05,28.4
2013-03-06,29.85
2013-03-07,30.0
2013-03-08,31.0
2013-03-11,30.45
2013-03-12,30.05
2013-03-13,29.1
2013-03-14,28.6
2013-03-15,28.4
2013-03-18,28.55
2013-03-19,28.1
2013-03-20,29.05
2013-03-21,28.3
2013-03-22,27.6
2013-03-25,27.95
2013-03-26,27.3
2013-03-28,27.2
2013-04-01,26.8
2013-04-02,27.85
2013-04-03,30.4
2013-04-04,29.35
2013-04-05,28.5
2013-04-08,26.75
2013-04-09,26.9
2013-04-10,26.5
2013-04-11,26.8
2013-04-12,26.15
2013-04-15,26.3
2013-04-16,26.5
2013-04-17,24.95
2013-04-18,24.7
2013-04-22,24.75
2013-04-23,24.6
2013-04-25,24.95
2013-04-26,24.3
2013-04-29,24.05
2013-04-30,25.6
2013-05-02,27.35
2013-05-03,28.55
2013-05-06,29.9
2013-05-07,29.35
2013-05-08,30.9
2013-05-09,30.65
2013-05-10,32.45
2013-05-11,32.75
2013-05-13,33.4
2013-05-14,30.75
2013-05-15,31.25
2013-05-16,32.85
2013-05-17,33.8
2013-05-20,34.55
2013-05-21,34.95
2013-05-22,33.85
2013-05-23,33.7
2013-05-24,34.4
2013-05-27,35.85
2013-05-28,36.3
2013-05-29,36.4
2013-05-30,36.4
2013-05-31,35.4
2013-06-03,35.2
2013-06-04,34.6
2013-06-05,34.65
2013-06-06,34.0
2013-06-07,34.95
2013-06-10,33.85
2013-06-11,33.55
2013-06-12,34.0
2013-06-13,33.0
2013-06-14,32.65
2013-06-17,33.0
2013-06-18,34.0
2013-06-19,33.2
2013-06-20,33.0
2013-06-21,33.15
2013-06-24,32.6
2013-06-25,33.0
2013-06-26,32.25
2013-06-27,32.0
2013-06-28,32.5
2013-07-01,32.95
2013-07-02,32.55
2013-07-03,31.6
2013-07-04,30.3
2013-07-05,29.25
2013-07-08,28.45
2013-07-09,29.0
2013-07-10,28.7
2013-07-11,31.15
2013-07-12,31.9
2013-07-15,31.8
2013-07-16,31.0
2013-07-17,29.45
2013-07-18,30.1
2013-07-19,29.2
2013-07-22,29.05
2013-07-23,29.65
2013-07-24,28.4
2013-07-25,28.35
2013-07-26,27.6
2013-07-29,27.4
2013-07-30,27.2
2013-07-31,26.1
2013-08-01,25.65
2013-08-02,25.15
2013-08-05,26.05
2013-08-06,25.55
2013-08-07,24.7
2013-08-08,24.55
2013-08-12,25.95
2013-08-13,26.25
2013-08-14,25.4
2013-08-16,24.55
2013-08-19,24.9
2013-08-20,24.6
2013-08-21,24.95
2013-08-22,24.0
2013-08-23,24.0
2013-08-26,24.5
2013-08-27,23.5
2013-08-28,22.15
2013-08-29,21.9
2013-08-30,21.8
2013-09-02,21.85
2013-09-03,21.7
2013-09-04,21.7
2013-09-05,21.9
2013-09-06,21.8
2013-09-10,23.05
2013-09-11,23.1
2013-09-12,23.15
2013-09-13,22.7
2013-09-16,22.9
2013-09-17,22.85
2013-09-18,22.5
2013-09-19,22.8
2013-09-20,22.4
2013-09-23,23.15
2013-09-24,22.8
2013-09-25,22.45
2013-09-26,22.4
2013-09-27,22.55
2013-09-30,22.1
2013-10-01,23.05
2013-10-03,22.6
2013-10-04,22.65
2013-10-07,22.85
2013-10-08,22.6
2013-10-09,23.0
2013-10-10,22.55
2013-10-11,21.55
2013-10-14,21.8
2013-10-15,20.1
2013-10-17,19.1
2013-10-18,19.95
2013-10-21,18.95
2013-10-22,17.25
2013-10-23,16.3
2013-10-24,16.0
2013-10-25,16.65
2013-10-28,15.45
2013-10-29,15.5
2013-10-30,15.8
2013-10-31,16.9
2013-11-01,17.4
2013-11-03,18.25
2013-11-05,17.95
2013-11-06,17.2
2013-11-07,16.1
2013-11-08,15.55
2013-11-11,15.05
2013-11-12,14.25
2013-11-13,14.1
2013-11-14,14.4
2013-11-18,14.3
2013-11-19,14.5
2013-11-20,14.05
2013-11-21,13.65
2013-11-22,13.65
2013-11-25,14.35
2013-11-26,13.5
2013-11-27,13.25
2013-11-28,13.25
2013-11-29,13.95
2013-12-02,14.15
2013-12-03,14.0
2013-12-04,14.25
2013-12-05,14.0
2013-12-06,14.45
2013-12-09,14.4
2013-12-10,14.2
2013-12-11,13.6
2013-12-12,13.1
2013-12-13,12.7
2013-12-16,12.5
2013-12-17,12.2
2013-12-18,12.0
2013-12-19,9.6
2013-12-20,8.95
2013-12-23,9.8
2013-12-24,9.95
2013-12-26,9.8
2013-12-27,9.45
2013-12-30,8.55
2013-12-31,9.4
