Date,PROVOGE
2013-01-01,14.85
2013-01-02,14.9
2013-01-03,15.6
2013-01-04,15.5
2013-01-07,15.5
2013-01-08,16.05
2013-01-09,15.85
2013-01-10,15.5
2013-01-11,15.1
2013-01-14,15.2
2013-01-15,15.1
2013-01-16,15.0
2013-01-17,14.85
2013-01-18,14.75
2013-01-21,14.5
2013-01-22,15.05
2013-01-23,14.55
2013-01-24,13.85
2013-01-25,14.05
2013-01-28,14.05
2013-01-29,13.75
2013-01-30,13.85
2013-01-31,13.6
2013-02-01,13.75
2013-02-04,13.45
2013-02-05,13.6
2013-02-06,13.55
2013-02-07,13.2
2013-02-08,12.85
2013-02-11,12.85
2013-02-12,12.6
2013-02-13,13.25
2013-02-14,12.75
2013-02-15,12.25
2013-02-18,12.5
2013-02-19,13.0
2013-02-20,13.2
2013-02-21,12.85
2013-02-22,12.8
2013-02-25,12.3
2013-02-26,11.85
2013-02-27,11.9
2013-02-28,11.3
2013-03-01,11.2
2013-03-04,10.75
2013-03-05,10.95
2013-03-06,11.2
2013-03-07,11.25
2013-03-08,11.5
2013-03-11,11.6
2013-03-12,11.4
2013-03-13,11.25
2013-03-14,11.2
2013-03-15,11.15
2013-03-18,10.9
2013-03-19,10.45
2013-03-20,9.85
2013-03-21,9.75
2013-03-22,9.8
2013-03-25,9.3
2013-03-26,9.15
2013-03-28,9.05
2013-04-01,9.65
2013-04-02,10.05
2013-04-03,10.45
2013-04-04,9.85
2013-04-05,10.05
2013-04-08,9.75
2013-04-09,9.8
2013-04-10,9.7
2013-04-11,9.8
2013-04-12,9.5
2013-04-15,9.4
2013-04-16,9.55
2013-04-17,9.3
2013-04-18,9.55
2013-04-22,9.8
2013-04-23,9.8
2013-04-25,9.8
2013-04-26,9.95
2013-04-29,10.1
2013-04-30,9.9
2013-05-02,10.25
2013-05-03,10.6
2013-05-06,10.4
2013-05-07,10.3
2013-05-08,10.4
2013-05-09,10.2
2013-05-10,10.05
2013-05-11,10.15
2013-05-13,10.0
2013-05-14,9.75
2013-05-15,9.85
2013-05-16,9.8
2013-05-17,9.7
2013-05-20,9.8
2013-05-21,9.65
2013-05-22,9.5
2013-05-23,9.05
2013-05-24,9.0
2013-05-27,9.15
2013-05-28,9.2
2013-05-29,9.3
2013-05-30,9.1
2013-05-31,8.85
2013-06-03,8.65
2013-06-04,8.55
2013-06-05,8.4
2013-06-06,8.4
2013-06-07,8.2
2013-06-10,7.95
2013-06-11,8.4
2013-06-12,8.2
2013-06-13,8.2
2013-06-14,8.2
2013-06-17,7.8
2013-06-18,8.0
2013-06-19,7.8
2013-06-20,7.55
2013-06-21,7.4
2013-06-24,7.45
2013-06-25,7.1
2013-06-26,7.05
2013-06-27,6.85
2013-06-28,7.55
2013-07-01,8.35
2013-07-02,8.2
2013-07-03,7.9
2013-07-04,7.9
2013-07-05,7.9
2013-07-08,8.0
2013-07-09,7.9
2013-07-10,7.8
2013-07-11,7.75
2013-07-12,7.75
2013-07-15,7.75
2013-07-16,7.75
2013-07-17,7.8
2013-07-18,7.9
2013-07-19,7.6
2013-07-22,7.4
2013-07-23,7.45
2013-07-24,7.0
2013-07-25,6.9
2013-07-26,6.6
2013-07-29,6.5
2013-07-30,5.7
2013-07-31,6.1
2013-08-01,6.2
2013-08-02,6.2
2013-08-05,6.0
2013-08-06,5.75
2013-08-07,5.85
2013-08-08,6.0
2013-08-12,6.15
2013-08-13,6.3
2013-08-14,6.4
2013-08-16,6.15
2013-08-19,6.15
2013-08-20,6.2
2013-08-21,5.95
2013-08-22,6.05
2013-08-23,6.05
2013-08-26,6.1
2013-08-27,5.9
2013-08-28,5.7
2013-08-29,5.8
2013-08-30,5.75
2013-09-02,5.8
2013-09-03,5.85
2013-09-04,6.05
2013-09-05,6.1
2013-09-06,6.0
2013-09-10,6.0
2013-09-11,6.0
2013-09-12,6.2
2013-09-13,6.95
2013-09-16,7.3
2013-09-17,7.1
2013-09-18,6.75
2013-09-19,7.95
2013-09-20,8.4
2013-09-23,8.4
2013-09-24,8.55
2013-09-25,8.3
2013-09-26,8.15
2013-09-27,8.05
2013-09-30,7.9
2013-10-01,7.85
2013-10-03,7.9
2013-10-04,7.7
2013-10-07,7.55
2013-10-08,7.65
2013-10-09,7.95
2013-10-10,8.0
2013-10-11,8.0
2013-10-14,8.1
2013-10-15,7.85
2013-10-17,7.9
2013-10-18,7.8
2013-10-21,8.05
2013-10-22,8.4
2013-10-23,8.35
2013-10-24,8.1
2013-10-25,8.1
2013-10-28,7.9
2013-10-29,7.7
2013-10-30,7.5
2013-10-31,7.55
2013-11-01,7.75
2013-11-03,8.05
2013-11-05,7.9
2013-11-06,7.85
2013-11-07,8.0
2013-11-08,7.95
2013-11-11,7.85
2013-11-12,7.7
2013-11-13,7.65
2013-11-14,7.85
2013-11-18,8.15
2013-11-19,8.05
2013-11-20,8.15
2013-11-21,8.1
2013-11-22,7.95
2013-11-25,7.8
2013-11-26,7.85
2013-11-27,7.7
2013-11-28,7.75
2013-11-29,7.9
2013-12-02,7.95
2013-12-03,8.05
2013-12-04,7.95
2013-12-05,7.95
2013-12-06,8.1
2013-12-09,7.9
2013-12-10,7.7
2013-12-11,8.0
2013-12-12,8.05
2013-12-13,8.05
2013-12-16,7.95
2013-12-17,7.8
2013-12-18,7.8
2013-12-19,8.0
2013-12-20,7.9
2013-12-23,7.85
2013-12-24,7.9
2013-12-26,9.45
2013-12-27,9.2
2013-12-30,8.8
2013-12-31,8.8
