Date,WEBELSOLAR
2017-01-02,43.3
2017-01-03,43.55
2017-01-04,43.85
2017-01-05,42.9
2017-01-06,43.25
2017-01-09,43.55
2017-01-10,52.25
2017-01-11,54.35
2017-01-12,50.25
2017-01-13,49.1
2017-01-16,51.0
2017-01-17,51.95
2017-01-18,55.35
2017-01-19,56.25
2017-01-20,55.7
2017-01-23,55.6
2017-01-24,54.0
2017-01-25,53.45
2017-01-27,52.65
2017-01-30,53.0
2017-01-31,52.15
2017-02-01,51.15
2017-02-02,52.7
2017-02-03,55.75
2017-02-06,63.55
2017-02-07,62.0
2017-02-08,61.6
2017-02-09,60.9
2017-02-10,61.1
2017-02-13,61.95
2017-02-14,58.75
2017-02-15,57.5
2017-02-16,57.3
2017-02-17,56.55
2017-02-20,55.55
2017-02-21,55.1
2017-02-22,54.5
2017-02-23,53.85
2017-02-27,53.35
2017-02-28,53.8
2017-03-01,53.7
2017-03-02,52.25
2017-03-03,51.65
2017-03-06,52.7
2017-03-07,51.65
2017-03-08,50.95
2017-03-09,51.05
2017-03-10,49.45
2017-03-14,57.0
2017-03-15,55.7
2017-03-16,56.8
2017-03-17,54.0
2017-03-20,52.55
2017-03-21,52.9
2017-03-22,52.45
2017-03-23,53.25
2017-03-24,52.75
2017-03-27,52.85
2017-03-28,51.95
2017-03-29,52.1
2017-03-30,53.55
2017-03-31,53.9
2017-04-03,52.95
2017-04-05,62.45
2017-04-06,67.75
2017-04-07,70.15
2017-04-10,81.25
2017-04-11,75.35
2017-04-12,75.7
2017-05-30,125.05
2017-05-31,123.1
2017-06-01,125.65
2017-06-02,125.8
2017-06-05,128.15
2017-06-06,123.9
2017-06-07,122.2
2017-06-08,122.05
2017-06-09,124.2
2017-06-12,127.7
2017-06-13,125.85
2017-06-14,125.85
2017-06-15,124.05
2017-06-16,123.55
2017-06-19,122.4
2017-06-20,120.75
2017-06-21,120.15
2017-06-22,118.25
2017-06-23,116.0
2017-06-27,110.6
2017-06-28,109.55
2017-06-29,113.75
2017-06-30,121.6
2017-07-03,121.2
2017-07-04,124.6
2017-07-05,120.95
2017-07-06,121.65
2017-07-07,122.65
2017-07-10,120.0
2017-07-11,119.05
2017-07-12,119.1
2017-07-13,117.6
2017-07-14,115.35
2017-07-17,115.9
2017-07-18,115.9
2017-07-19,111.6
2017-07-20,114.15
2017-07-21,113.1
2017-07-24,121.25
2017-07-25,121.65
2017-07-26,121.15
2017-07-27,115.5
2017-07-28,114.85
2017-07-31,114.2
2017-08-01,113.25
2017-08-02,114.5
2017-08-03,112.05
2017-08-04,112.7
2017-08-07,114.9
2017-08-08,109.7
2017-08-09,108.8
2017-08-10,110.5
2017-08-11,109.7
2017-08-14,114.7
2017-08-16,114.85
2017-08-17,115.05
2017-08-18,115.5
2017-08-21,116.75
2017-08-22,116.0
2017-08-23,115.1
2017-08-24,114.3
2017-08-28,113.95
2017-08-29,111.45
2017-08-30,111.3
2017-08-31,112.95
2017-09-01,112.45
2017-09-04,111.85
2017-09-05,112.35
2017-09-06,112.35
2017-09-07,112.7
2017-09-08,110.75
2017-09-11,111.05
2017-09-12,109.75
2017-09-13,116.8
2017-09-14,115.05
2017-09-15,122.15
2017-09-18,125.35
2017-09-19,121.4
2017-09-20,122.15
2017-09-21,120.5
2017-09-22,117.15
2017-09-25,113.35
2017-09-26,114.2
2017-09-27,111.2
2017-09-28,113.0
2017-09-29,111.0
2017-10-03,113.45
2017-10-04,111.3
2017-10-05,111.05
2017-10-06,110.75
2017-10-09,115.0
2017-10-10,118.65
2017-10-11,115.95
2017-10-12,115.15
2017-10-13,114.6
2017-10-16,113.35
2017-10-17,113.15
2017-10-18,113.6
2017-10-19,114.85
2017-10-23,113.75
2017-10-24,113.25
2017-10-25,110.0
2017-10-26,110.25
2017-10-27,111.4
2017-10-30,113.6
2017-10-31,112.95
2017-11-01,111.25
2017-11-02,112.0
2017-11-03,112.0
2017-11-06,112.55
2017-11-07,109.55
2017-11-08,108.15
2017-11-09,108.1
2017-11-10,110.5
2017-11-13,110.8
2017-11-14,110.65
2017-11-15,107.7
2017-11-16,108.95
2017-11-17,109.6
2017-11-20,110.25
2017-11-21,108.5
2017-11-22,107.95
2017-11-23,107.9
2017-11-24,108.6
2017-11-27,114.85
2017-11-28,111.45
2017-11-29,110.6
2017-11-30,108.9
2017-12-01,107.25
2017-12-04,108.35
2017-12-05,107.3
2017-12-06,107.15
2017-12-07,107.55
2017-12-08,103.35
2017-12-11,106.0
2017-12-12,110.6
2017-12-13,108.1
2017-12-14,108.3
2017-12-15,109.05
2017-12-18,109.0
2017-12-19,112.95
2017-12-20,116.7
2017-12-21,112.35
2017-12-22,113.35
2017-12-26,114.25
2017-12-27,112.9
2017-12-28,112.4
2017-12-29,112.0
