Date,BALRAMCHIN
2017-01-02,130.25
2017-01-03,130.95
2017-01-04,128.5
2017-01-05,129.9
2017-01-06,134.6
2017-01-09,136.6
2017-01-10,139.75
2017-01-11,140.2
2017-01-12,137.05
2017-01-13,142.15
2017-01-16,142.45
2017-01-17,141.5
2017-01-18,138.25
2017-01-19,140.95
2017-01-20,139.0
2017-01-23,138.7
2017-01-24,140.3
2017-01-25,144.35
2017-01-27,144.7
2017-01-30,143.5
2017-01-31,141.7
2017-02-01,144.05
2017-02-02,153.65
2017-02-03,153.75
2017-02-06,158.2
2017-02-07,158.15
2017-02-08,155.25
2017-02-09,154.0
2017-02-10,153.6
2017-02-13,155.05
2017-02-14,154.55
2017-02-15,152.3
2017-02-16,156.7
2017-02-17,159.1
2017-02-20,158.1
2017-02-21,153.45
2017-02-22,150.55
2017-02-23,152.0
2017-02-27,153.4
2017-02-28,152.85
2017-03-01,150.2
2017-03-02,147.05
2017-03-03,153.05
2017-03-06,155.5
2017-03-07,152.6
2017-03-08,146.1
2017-03-09,154.65
2017-03-10,150.45
2017-03-14,154.35
2017-03-15,149.55
2017-03-16,149.5
2017-03-17,153.95
2017-03-20,150.55
2017-03-21,146.65
2017-03-22,141.9
2017-03-23,148.25
2017-03-24,146.25
2017-03-27,144.1
2017-03-28,146.4
2017-03-29,145.0
2017-03-30,145.6
2017-03-31,145.35
2017-04-03,149.1
2017-04-05,153.05
2017-04-06,152.95
2017-04-07,149.0
2017-04-10,153.95
2017-04-11,151.7
2017-04-12,152.4
2017-04-13,150.65
2017-04-17,153.45
2017-04-18,150.75
2017-04-19,151.95
2017-04-20,159.95
2017-04-21,165.9
2017-04-24,166.1
2017-04-25,168.3
2017-04-26,164.95
2017-04-27,166.4
2017-04-28,162.25
2017-05-02,163.05
2017-05-03,158.15
2017-05-04,158.6
2017-05-05,158.7
2017-05-08,157.6
2017-05-09,159.7
2017-05-10,165.85
2017-05-11,166.4
2017-05-12,165.05
2017-05-15,165.4
2017-05-16,164.25
2017-05-17,166.3
2017-05-18,160.7
2017-05-19,159.85
2017-05-22,160.15
2017-05-23,159.6
2017-05-24,161.35
2017-05-25,165.3
2017-05-26,167.5
2017-05-29,159.05
2017-05-30,156.3
2017-05-31,155.0
2017-06-01,155.7
2017-06-02,155.2
2017-06-05,151.8
2017-06-06,150.75
2017-06-07,149.7
2017-06-08,145.95
2017-06-09,147.95
2017-06-12,147.7
2017-06-13,148.0
2017-06-14,143.7
2017-06-15,146.95
2017-06-16,146.3
2017-06-19,146.15
2017-06-20,147.45
2017-06-21,150.2
2017-06-22,149.45
2017-06-23,146.45
2017-06-27,146.15
2017-06-28,149.15
2017-06-29,149.9
2017-06-30,151.0
2017-07-03,152.45
2017-07-04,152.35
2017-07-05,152.5
2017-07-06,152.55
2017-07-07,155.05
2017-07-10,153.15
2017-07-11,152.3
2017-07-12,152.8
2017-07-13,156.15
2017-07-14,154.7
2017-07-17,156.0
2017-07-18,154.05
2017-07-19,154.45
2017-07-20,157.3
2017-07-21,159.95
2017-07-24,158.95
2017-07-25,161.0
2017-07-26,159.85
2017-07-27,154.65
2017-07-28,155.0
2017-07-31,165.4
2017-08-01,162.45
2017-08-02,172.25
2017-08-03,175.4
2017-08-04,173.7
2017-08-07,178.95
2017-08-08,170.1
2017-08-09,166.35
2017-08-10,160.15
2017-08-11,165.15
2017-08-14,169.3
2017-08-16,167.15
2017-08-17,165.7
2017-08-18,166.95
2017-08-21,165.55
2017-08-22,164.6
2017-08-23,164.9
2017-08-24,166.0
2017-08-28,173.05
2017-08-29,168.85
2017-08-30,169.35
2017-08-31,171.75
2017-09-01,173.55
2017-09-04,173.1
2017-09-05,173.25
2017-09-06,174.8
2017-09-07,171.4
2017-09-08,172.45
2017-09-11,171.75
2017-09-12,174.45
2017-09-13,176.5
2017-09-14,174.9
2017-09-15,175.3
2017-09-18,169.85
2017-09-19,172.2
2017-09-20,172.4
2017-09-21,170.35
2017-09-22,166.8
2017-09-25,167.1
2017-09-26,166.05
2017-09-27,163.6
2017-09-28,157.5
2017-09-29,160.9
2017-10-03,158.25
2017-10-04,156.65
2017-10-05,158.6
2017-10-06,159.7
2017-10-09,156.9
2017-10-10,165.3
2017-10-11,161.2
2017-10-12,163.25
2017-10-13,161.8
2017-10-16,159.3
2017-10-17,159.5
2017-10-18,162.2
2017-10-19,160.7
2017-10-23,163.9
2017-10-24,164.15
2017-10-25,164.15
2017-10-26,158.4
2017-10-27,161.15
2017-10-30,167.55
2017-10-31,171.45
2017-11-01,174.6
2017-11-02,168.8
2017-11-03,169.75
2017-11-06,168.75
2017-11-07,161.4
2017-11-08,166.3
2017-11-09,162.65
2017-11-10,163.2
2017-11-13,159.3
2017-11-14,159.9
2017-11-15,156.1
2017-11-16,158.9
2017-11-17,162.2
2017-11-20,163.2
2017-11-21,163.15
2017-11-22,159.55
2017-11-23,165.05
2017-11-24,163.5
2017-11-27,167.3
2017-11-28,165.1
2017-11-29,164.15
2017-11-30,159.15
2017-12-01,156.8
2017-12-04,152.8
2017-12-05,157.7
2017-12-06,153.3
2017-12-07,153.5
2017-12-08,153.4
2017-12-11,154.4
2017-12-12,148.4
2017-12-13,145.8
2017-12-14,144.9
2017-12-15,144.3
2017-12-18,141.25
2017-12-19,148.0
2017-12-20,144.65
2017-12-21,141.85
2017-12-22,139.35
2017-12-26,137.65
2017-12-27,134.75
2017-12-28,130.75
2017-12-29,132.4
