Date,WABAG
2017-01-02,476.0
2017-01-03,479.7
2017-01-04,479.75
2017-01-05,479.6
2017-01-06,479.75
2017-01-09,480.8
2017-01-10,481.95
2017-01-11,490.75
2017-01-12,498.0
2017-01-13,498.2
2017-01-16,495.45
2017-01-17,490.1
2017-01-18,494.45
2017-01-19,492.45
2017-01-20,487.7
2017-01-23,489.0
2017-01-24,496.35
2017-01-25,497.85
2017-01-27,499.65
2017-01-30,496.8
2017-01-31,486.55
2017-02-01,487.2
2017-02-02,480.6
2017-02-03,489.55
2017-02-06,492.45
2017-02-07,489.65
2017-02-08,489.9
2017-02-09,488.05
2017-02-10,489.8
2017-02-13,489.85
2017-02-14,490.15
2017-02-15,486.55
2017-02-16,492.4
2017-02-17,517.25
2017-02-20,522.4
2017-02-21,524.75
2017-02-22,547.5
2017-02-23,557.25
2017-02-27,577.4
2017-02-28,574.6
2017-03-01,586.55
2017-03-02,569.5
2017-03-03,581.0
2017-03-06,581.4
2017-03-07,569.1
2017-03-08,565.8
2017-03-09,558.8
2017-03-10,559.2
2017-03-14,576.05
2017-03-15,620.1
2017-03-16,621.6
2017-03-17,602.7
2017-03-20,595.35
2017-03-21,594.05
2017-03-22,590.15
2017-03-23,623.35
2017-03-24,669.25
2017-03-27,672.65
2017-03-28,670.9
2017-03-29,693.5
2017-03-30,679.0
2017-03-31,681.35
2017-04-03,688.4
2017-04-05,697.75
2017-04-06,702.4
2017-04-07,675.9
2017-04-10,690.05
2017-04-11,678.8
2017-04-12,668.0
2017-04-13,659.1
2017-04-17,655.9
2017-04-18,664.65
2017-04-19,690.85
2017-04-20,692.55
2017-04-21,696.35
2017-04-24,690.65
2017-04-25,697.35
2017-04-26,673.75
2017-04-27,680.1
2017-04-28,672.6
2017-05-02,681.05
2017-05-03,684.25
2017-05-04,674.8
2017-05-05,674.85
2017-05-08,668.9
2017-05-09,666.6
2017-05-10,675.0
2017-05-11,667.8
2017-05-12,660.5
2017-05-15,668.4
2017-05-16,671.5
2017-05-17,679.75
2017-05-18,670.1
2017-05-19,671.95
2017-05-22,691.5
2017-05-23,680.95
2017-05-24,675.8
2017-05-25,682.5
2017-05-26,674.95
2017-05-29,654.9
2017-05-30,669.4
2017-05-31,653.5
2017-06-01,662.5
2017-06-02,672.25
2017-06-05,678.2
2017-06-06,669.5
2017-06-07,672.05
2017-06-08,671.6
2017-06-09,681.7
2017-06-12,690.2
2017-06-13,684.7
2017-06-14,684.1
2017-06-15,689.85
2017-06-16,711.15
2017-06-19,727.55
2017-06-20,724.45
2017-06-21,732.3
2017-06-22,717.15
2017-06-23,702.15
2017-06-27,690.9
2017-06-28,682.5
2017-06-29,693.0
2017-06-30,688.7
2017-07-03,695.0
2017-07-04,680.25
2017-07-05,680.05
2017-07-06,678.7
2017-07-07,670.15
2017-07-10,666.95
2017-07-11,682.65
2017-07-12,675.6
2017-07-13,684.8
2017-07-14,680.1
2017-07-17,669.05
2017-07-18,663.75
2017-07-19,668.3
2017-07-20,602.95
2017-07-21,608.9
2017-07-24,589.8
2017-07-25,582.2
2017-07-26,597.55
2017-07-27,599.9
2017-07-28,611.2
2017-07-31,610.05
2017-08-01,609.25
2017-08-02,613.25
2017-08-03,622.65
2017-08-04,623.15
2017-08-07,624.75
2017-08-08,641.3
2017-08-09,629.65
2017-08-10,613.1
2017-08-11,620.6
2017-08-14,620.95
2017-08-16,632.4
2017-08-17,628.45
2017-08-18,630.1
2017-08-21,614.25
2017-08-22,608.6
2017-08-23,603.25
2017-08-24,611.25
2017-08-28,606.15
2017-08-29,607.2
2017-08-30,606.3
2017-08-31,614.35
2017-09-01,611.7
2017-09-04,609.3
2017-09-05,621.9
2017-09-06,625.4
2017-09-07,623.3
2017-09-08,618.55
2017-09-11,616.3
2017-09-12,627.05
2017-09-13,635.1
2017-09-14,630.05
2017-09-15,636.55
2017-09-18,640.3
2017-09-19,641.45
2017-09-20,639.75
2017-09-21,633.1
2017-09-22,619.55
2017-09-25,598.6
2017-09-26,608.65
2017-09-27,599.15
2017-09-28,591.95
2017-09-29,589.8
2017-10-03,592.35
2017-10-04,589.2
2017-10-05,585.2
2017-10-06,587.2
2017-10-09,589.15
2017-10-10,578.15
2017-10-11,590.55
2017-10-12,583.3
2017-10-13,580.7
2017-10-16,586.6
2017-10-17,598.65
2017-10-18,592.85
2017-10-19,596.8
2017-10-23,599.3
2017-10-24,597.0
2017-10-25,591.5
2017-10-26,598.05
2017-10-27,590.75
2017-10-30,589.6
2017-10-31,586.8
2017-11-01,586.7
2017-11-02,589.8
2017-11-03,587.5
2017-11-06,593.2
2017-11-07,587.15
2017-11-08,585.9
2017-11-09,583.1
2017-11-10,578.05
2017-11-13,566.05
2017-11-14,555.45
2017-11-15,533.55
2017-11-16,543.35
2017-11-17,546.65
2017-11-20,549.7
2017-11-21,549.85
2017-11-22,549.2
2017-11-23,555.75
2017-11-24,574.3
2017-11-27,582.65
2017-11-28,600.15
2017-11-29,599.85
2017-11-30,603.7
2017-12-01,594.9
2017-12-04,596.45
2017-12-05,601.2
2017-12-06,598.85
2017-12-07,606.05
2017-12-08,619.35
2017-12-11,613.45
2017-12-12,610.5
2017-12-13,614.05
2017-12-14,614.25
2017-12-15,607.85
2017-12-18,602.85
2017-12-19,604.5
2017-12-20,607.15
2017-12-21,621.6
2017-12-22,617.65
2017-12-26,618.2
2017-12-27,618.55
2017-12-28,620.65
2017-12-29,610.65
