Date,MARICO
2017-01-02,253.8
2017-01-03,257.75
2017-01-04,257.75
2017-01-05,260.55
2017-01-06,260.4
2017-01-09,257.6
2017-01-10,260.75
2017-01-11,261.0
2017-01-12,259.9
2017-01-13,258.35
2017-01-16,257.8
2017-01-17,255.95
2017-01-18,259.9
2017-01-19,257.95
2017-01-20,255.5
2017-01-23,254.85
2017-01-24,257.75
2017-01-25,255.85
2017-01-27,257.9
2017-01-30,258.15
2017-01-31,257.25
2017-02-01,258.5
2017-02-02,255.1
2017-02-03,255.3
2017-02-06,256.0
2017-02-07,269.4
2017-02-08,272.7
2017-02-09,267.8
2017-02-10,269.95
2017-02-13,269.85
2017-02-14,267.95
2017-02-15,265.55
2017-02-16,268.2
2017-02-17,268.75
2017-02-20,267.1
2017-02-21,274.45
2017-02-22,273.2
2017-02-23,268.9
2017-02-27,276.75
2017-02-28,281.2
2017-03-01,278.9
2017-03-02,281.5
2017-03-03,279.25
2017-03-06,277.65
2017-03-07,278.5
2017-03-08,279.05
2017-03-09,280.4
2017-03-10,279.95
2017-03-14,281.95
2017-03-15,286.6
2017-03-16,293.15
2017-03-17,293.6
2017-03-20,292.65
2017-03-21,291.95
2017-03-22,285.25
2017-03-23,291.55
2017-03-24,290.8
2017-03-27,287.8
2017-03-28,291.3
2017-03-29,298.7
2017-03-30,296.5
2017-03-31,294.85
2017-04-03,296.55
2017-04-05,298.85
2017-04-06,299.05
2017-04-07,300.05
2017-04-10,299.9
2017-04-11,301.15
2017-04-12,303.65
2017-04-13,300.6
2017-04-17,300.95
2017-04-18,299.9
2017-04-19,301.3
2017-04-20,302.5
2017-04-21,300.0
2017-04-24,301.5
2017-04-25,312.05
2017-04-26,323.6
2017-04-27,318.0
2017-04-28,315.2
2017-05-02,319.35
2017-05-03,315.05
2017-05-04,310.8
2017-05-05,305.1
2017-05-08,303.35
2017-05-09,302.65
2017-05-10,315.3
2017-05-11,312.7
2017-05-12,313.85
2017-05-15,310.15
2017-05-16,310.85
2017-05-17,307.75
2017-05-18,305.6
2017-05-19,309.3
2017-05-22,317.3
2017-05-23,313.55
2017-05-24,311.2
2017-05-25,315.95
2017-05-26,314.6
2017-05-29,316.3
2017-05-30,314.2
2017-05-31,314.0
2017-06-01,316.5
2017-06-02,321.9
2017-06-05,323.0
2017-06-06,318.15
2017-06-07,319.2
2017-06-08,320.1
2017-06-09,316.55
2017-06-12,315.15
2017-06-13,316.3
2017-06-14,315.85
2017-06-15,315.55
2017-06-16,313.3
2017-06-19,310.05
2017-06-20,317.95
2017-06-21,316.75
2017-06-22,314.45
2017-06-23,312.45
2017-06-27,307.95
2017-06-28,311.0
2017-06-29,312.7
2017-06-30,314.35
2017-07-03,323.95
2017-07-04,323.4
2017-07-05,325.6
2017-07-06,323.95
2017-07-07,320.2
2017-07-10,323.0
2017-07-11,321.95
2017-07-12,323.8
2017-07-13,328.05
2017-07-14,327.05
2017-07-17,327.4
2017-07-18,329.1
2017-07-19,330.9
2017-07-20,325.7
2017-07-21,329.65
2017-07-24,330.0
2017-07-25,330.75
2017-07-26,326.7
2017-07-27,326.3
2017-07-28,332.4
2017-07-31,334.7
2017-08-01,326.35
2017-08-02,326.1
2017-08-03,327.8
2017-08-04,324.85
2017-08-07,334.25
2017-08-08,333.95
2017-08-09,325.7
2017-08-10,320.55
2017-08-11,319.95
2017-08-14,318.35
2017-08-16,315.95
2017-08-17,319.85
2017-08-18,319.9
2017-08-21,317.85
2017-08-22,315.1
2017-08-23,314.95
2017-08-24,316.1
2017-08-28,318.25
2017-08-29,312.65
2017-08-30,314.75
2017-08-31,315.45
2017-09-01,314.35
2017-09-04,314.65
2017-09-05,313.85
2017-09-06,319.05
2017-09-07,320.9
2017-09-08,325.25
2017-09-11,323.95
2017-09-12,330.1
2017-09-13,337.75
2017-09-14,331.75
2017-09-15,327.05
2017-09-18,331.35
2017-09-19,331.95
2017-09-20,331.3
2017-09-21,323.4
2017-09-22,321.3
2017-09-25,317.95
2017-09-26,316.6
2017-09-27,314.35
2017-09-28,311.45
2017-09-29,310.75
2017-10-03,308.1
2017-10-04,310.55
2017-10-05,313.7
2017-10-06,314.9
2017-10-09,313.75
2017-10-10,316.65
2017-10-11,314.05
2017-10-12,319.3
2017-10-13,317.0
2017-10-16,318.35
2017-10-17,321.85
2017-10-18,316.5
2017-10-19,314.45
2017-10-23,317.5
2017-10-24,313.25
2017-10-25,315.0
2017-10-26,313.45
2017-10-27,311.05
2017-10-30,312.85
2017-10-31,315.25
2017-11-01,315.95
2017-11-02,312.4
2017-11-03,312.5
2017-11-06,313.8
2017-11-07,310.35
2017-11-08,310.55
2017-11-09,312.4
2017-11-10,310.5
2017-11-13,309.0
2017-11-14,297.65
2017-11-15,290.05
2017-11-16,304.2
2017-11-17,307.4
2017-11-20,303.85
2017-11-21,305.35
2017-11-22,302.65
2017-11-23,305.4
2017-11-24,309.6
2017-11-27,311.9
2017-11-28,311.25
2017-11-29,310.9
2017-11-30,306.0
2017-12-01,310.4
2017-12-04,312.1
2017-12-05,309.75
2017-12-06,305.75
2017-12-07,309.5
2017-12-08,311.95
2017-12-11,313.05
2017-12-12,308.1
2017-12-13,307.95
2017-12-14,308.15
2017-12-15,305.95
2017-12-18,307.9
2017-12-19,313.25
2017-12-20,319.05
2017-12-21,316.95
2017-12-22,316.95
2017-12-26,318.85
2017-12-27,317.65
2017-12-28,317.45
2017-12-29,322.5
