Date,MONSANTO
2017-01-02,2245.25
2017-01-03,2248.4
2017-01-04,2252.75
2017-01-05,2270.15
2017-01-06,2260.85
2017-01-09,2262.45
2017-01-10,2262.2
2017-01-11,2259.8
2017-01-12,2256.15
2017-01-13,2252.45
2017-01-16,2253.95
2017-01-17,2252.3
2017-01-18,2246.3
2017-01-19,2254.55
2017-01-20,2250.25
2017-01-23,2252.3
2017-01-24,2251.2
2017-01-25,2291.85
2017-01-27,2296.35
2017-01-30,2326.7
2017-01-31,2285.95
2017-02-01,2294.15
2017-02-02,2321.05
2017-02-03,2338.25
2017-02-06,2317.05
2017-02-07,2309.25
2017-02-08,2295.45
2017-02-09,2313.65
2017-02-10,2310.9
2017-02-13,2310.0
2017-02-14,2294.65
2017-02-15,2290.05
2017-02-16,2301.65
2017-02-17,2320.0
2017-02-20,2319.35
2017-02-21,2495.75
2017-02-22,2491.75
2017-02-23,2486.2
2017-02-27,2457.5
2017-02-28,2471.8
2017-03-01,2479.4
2017-03-02,2472.25
2017-03-03,2504.1
2017-03-06,2484.55
2017-03-07,2471.85
2017-03-08,2470.75
2017-03-09,2504.55
2017-03-10,2497.9
2017-03-14,2507.75
2017-03-15,2536.45
2017-03-16,2519.9
2017-03-17,2529.55
2017-03-20,2522.55
2017-03-21,2521.1
2017-03-22,2516.05
2017-03-23,2510.4
2017-03-24,2511.0
2017-03-27,2514.65
2017-03-28,2514.35
2017-03-29,2509.35
2017-03-30,2530.45
2017-03-31,2544.2
2017-04-03,2524.2
2017-04-05,2503.85
2017-04-06,2488.65
2017-04-07,2477.05
2017-04-10,2498.2
2017-04-11,2498.35
2017-04-12,2494.2
2017-04-13,2501.95
2017-04-17,2544.05
2017-04-18,2503.05
2017-04-19,2517.0
2017-04-20,2524.15
2017-04-21,2548.4
2017-04-24,2575.95
2017-04-25,2584.65
2017-04-26,2581.6
2017-04-27,2561.9
2017-04-28,2567.65
2017-05-02,2556.5
2017-05-03,2549.0
2017-05-04,2574.85
2017-05-05,2564.75
2017-05-08,2591.6
2017-05-09,2592.5
2017-05-10,2662.55
2017-05-11,2667.4
2017-05-12,2671.65
2017-05-15,2720.15
2017-05-16,2778.8
2017-05-17,2885.45
2017-05-18,2802.4
2017-05-19,2792.15
2017-05-22,2783.75
2017-05-23,2800.8
2017-05-24,2687.0
2017-05-25,2757.45
2017-05-26,2759.25
2017-05-29,2760.5
2017-05-30,2765.1
2017-05-31,2862.65
2017-06-01,2854.8
2017-06-02,2847.45
2017-06-05,2795.9
2017-06-06,2788.15
2017-06-07,2759.7
2017-06-08,2799.45
2017-06-09,2775.95
2017-06-12,2789.2
2017-06-13,2746.55
2017-06-14,2743.15
2017-06-15,2864.95
2017-06-16,2944.35
2017-06-19,2866.15
