Date,BPCL
2017-01-02,640.5
2017-01-03,650.55
2017-01-04,655.45
2017-01-05,672.7
2017-01-06,664.85
2017-01-09,653.1
2017-01-10,660.3
2017-01-11,660.9
2017-01-12,659.3
2017-01-13,657.65
2017-01-16,668.1
2017-01-17,664.95
2017-01-18,655.45
2017-01-19,673.9
2017-01-20,664.75
2017-01-23,677.05
2017-01-24,682.4
2017-01-25,711.2
2017-01-27,704.75
2017-01-30,704.65
2017-01-31,681.65
2017-02-01,692.75
2017-02-02,701.9
2017-02-03,698.6
2017-02-06,705.35
2017-02-07,716.65
2017-02-08,720.5
2017-02-09,726.85
2017-02-10,715.55
2017-02-13,714.55
2017-02-14,692.05
2017-02-15,674.7
2017-02-16,669.4
2017-02-17,679.0
2017-02-20,700.25
2017-02-21,703.95
2017-02-22,714.3
2017-02-23,717.65
2017-02-27,707.7
2017-02-28,670.05
2017-03-01,659.45
2017-03-02,635.15
2017-03-03,632.8
2017-03-06,637.55
2017-03-07,645.9
2017-03-08,639.0
2017-03-09,632.0
2017-03-10,623.35
2017-03-14,636.7
2017-03-15,636.5
2017-03-16,647.75
2017-03-17,642.1
2017-03-20,643.6
2017-03-21,641.9
2017-03-22,645.0
2017-03-23,655.05
2017-03-24,649.7
2017-03-27,643.15
2017-03-28,645.95
2017-03-29,643.1
2017-03-30,640.65
2017-03-31,649.85
2017-04-03,638.4
2017-04-05,637.75
2017-04-06,646.2
2017-04-07,675.35
2017-04-10,700.3
2017-04-11,710.4
2017-04-12,717.3
2017-04-13,731.1
2017-04-17,723.75
2017-04-18,724.2
2017-04-19,722.9
2017-04-20,721.3
2017-04-21,715.8
2017-04-24,714.85
2017-04-25,739.35
2017-04-26,731.75
2017-04-27,736.0
2017-04-28,719.25
2017-05-02,739.85
2017-05-03,736.2
2017-05-04,731.5
2017-05-05,724.75
2017-05-08,715.6
2017-05-09,721.4
2017-05-10,728.25
2017-05-11,730.65
2017-05-12,733.15
2017-05-15,727.85
2017-05-16,733.3
2017-05-17,727.45
2017-05-18,714.9
2017-05-19,702.45
2017-05-22,695.6
2017-05-23,699.55
2017-05-24,711.9
2017-05-25,726.85
2017-05-26,749.65
2017-05-29,754.85
2017-05-30,738.75
2017-05-31,742.65
2017-06-01,739.0
2017-06-02,724.8
2017-06-05,728.55
2017-06-06,725.55
2017-06-07,717.3
2017-06-08,706.85
2017-06-09,703.75
2017-06-12,701.7
2017-06-13,699.0
2017-06-14,692.0
2017-06-15,670.4
2017-06-16,673.8
2017-06-19,667.15
2017-06-20,664.75
2017-06-21,654.4
2017-06-22,641.8
2017-06-23,630.75
2017-06-27,612.05
2017-06-28,616.7
2017-06-29,626.05
2017-06-30,639.4
2017-07-03,649.35
2017-07-04,657.2
2017-07-05,662.1
2017-07-06,660.05
2017-07-07,663.95
2017-07-10,664.65
2017-07-11,678.3
2017-07-12,683.7
2017-07-13,458.55
2017-07-14,460.8
2017-07-17,467.45
2017-07-18,468.6
2017-07-19,469.85
2017-07-20,467.2
2017-07-21,467.15
2017-07-24,466.2
2017-07-25,466.9
2017-07-26,471.4
2017-07-27,477.2
2017-07-28,475.6
2017-07-31,471.15
2017-08-01,485.6
2017-08-02,486.3
2017-08-03,490.0
2017-08-04,517.9
2017-08-07,527.7
2017-08-08,505.05
2017-08-09,495.95
2017-08-10,481.5
2017-08-11,484.3
2017-08-14,478.35
2017-08-16,483.95
2017-08-17,493.7
2017-08-18,503.3
2017-08-21,497.75
2017-08-22,510.35
2017-08-23,509.7
2017-08-24,508.2
2017-08-28,508.0
2017-08-29,504.1
2017-08-30,520.95
2017-08-31,529.0
2017-09-01,537.4
2017-09-04,531.15
2017-09-05,539.25
2017-09-06,534.9
2017-09-07,524.1
2017-09-08,513.35
2017-09-11,512.25
2017-09-12,533.85
2017-09-13,500.2
2017-09-14,500.5
2017-09-15,497.25
2017-09-18,497.95
2017-09-19,506.9
2017-09-20,494.3
2017-09-21,496.15
2017-09-22,492.0
2017-09-25,487.15
2017-09-26,469.25
2017-09-27,465.6
2017-09-28,462.85
2017-09-29,471.3
2017-10-03,478.85
2017-10-04,486.15
2017-10-05,480.1
2017-10-06,489.6
2017-10-09,481.25
2017-10-10,482.3
2017-10-11,489.35
2017-10-12,491.6
2017-10-13,488.7
2017-10-16,498.4
2017-10-17,512.75
2017-10-18,513.6
2017-10-19,508.15
2017-10-23,511.3
2017-10-24,509.65
2017-10-25,509.8
2017-10-26,536.45
2017-10-27,527.95
2017-10-30,536.25
2017-10-31,541.6
2017-11-01,539.8
2017-11-02,542.85
2017-11-03,533.1
2017-11-06,524.2
2017-11-07,521.4
2017-11-08,520.2
2017-11-09,522.15
2017-11-10,512.1
2017-11-13,500.6
2017-11-14,493.05
2017-11-15,504.7
2017-11-16,499.35
2017-11-17,504.0
2017-11-20,504.45
2017-11-21,511.5
2017-11-22,507.7
2017-11-23,505.15
2017-11-24,511.0
2017-11-27,508.45
2017-11-28,507.6
2017-11-29,507.8
2017-11-30,503.85
2017-12-01,496.4
2017-12-04,496.2
2017-12-05,500.9
2017-12-06,490.95
2017-12-07,499.1
2017-12-08,514.45
2017-12-11,514.2
2017-12-12,498.95
2017-12-13,506.3
2017-12-14,513.55
2017-12-15,523.05
2017-12-18,526.4
2017-12-19,533.05
2017-12-20,532.05
2017-12-21,535.1
2017-12-22,535.15
2017-12-26,538.9
2017-12-27,533.4
2017-12-28,526.2
2017-12-29,517.7
