Date,GOKEX
2017-01-02,64.65
2017-01-03,69.15
2017-01-04,68.55
2017-01-05,67.0
2017-01-06,66.95
2017-01-09,68.45
2017-01-10,69.4
2017-01-11,68.85
2017-01-12,68.05
2017-01-13,67.25
2017-01-16,66.9
2017-01-17,66.85
2017-01-18,68.85
2017-01-19,68.0
2017-01-20,65.95
2017-01-23,67.0
2017-01-24,67.2
2017-01-25,67.35
2017-01-27,67.15
2017-01-30,67.55
2017-01-31,65.35
2017-02-01,64.7
2017-02-02,65.15
2017-02-03,65.75
2017-02-06,60.75
2017-02-07,61.05
2017-02-08,60.95
2017-02-09,61.15
2017-02-10,60.8
2017-02-13,60.45
2017-02-14,60.1
2017-02-15,57.15
2017-02-16,57.25
2017-02-17,57.9
2017-02-20,58.4
2017-02-21,61.55
2017-02-22,59.7
2017-02-23,61.1
2017-02-27,60.25
2017-02-28,59.65
2017-03-01,59.85
2017-03-02,60.95
2017-03-03,60.05
2017-03-06,59.85
2017-03-07,59.45
2017-03-08,58.85
2017-03-09,58.25
2017-03-10,57.2
2017-03-14,57.35
2017-03-15,57.25
2017-03-16,57.25
2017-03-17,56.9
2017-03-20,55.65
2017-03-21,57.2
2017-03-22,56.6
2017-03-23,56.6
2017-03-24,56.15
2017-03-27,56.3
2017-03-28,56.25
2017-03-29,55.85
2017-03-30,67.0
2017-03-31,70.45
2017-04-03,79.85
2017-04-05,84.5
2017-04-06,83.15
2017-04-07,79.45
2017-04-10,83.5
2017-04-11,83.15
2017-04-12,81.1
2017-05-30,75.0
2017-05-31,76.75
2017-06-01,78.6
2017-06-02,79.15
2017-06-05,81.45
2017-06-06,80.9
2017-06-07,81.3
2017-06-08,82.0
2017-06-09,80.8
2017-06-12,79.15
2017-06-13,87.05
2017-06-14,89.4
2017-06-15,88.2
2017-06-16,87.45
2017-06-19,86.05
2017-06-20,86.1
2017-06-21,85.15
2017-06-22,86.55
2017-06-23,83.95
2017-06-27,82.55
2017-06-28,81.55
2017-06-29,82.45
2017-06-30,84.8
2017-07-03,87.75
2017-07-04,86.8
2017-07-05,87.5
2017-07-06,89.95
2017-07-07,98.9
2017-07-10,101.55
2017-07-11,96.85
2017-07-12,96.4
2017-07-13,94.95
2017-07-14,91.85
2017-07-17,91.7
2017-07-18,92.2
2017-07-19,97.1
2017-07-20,94.15
2017-07-21,92.55
2017-07-24,94.0
2017-07-25,92.75
2017-07-26,93.1
2017-07-27,91.25
2017-07-28,91.35
2017-07-31,90.35
2017-08-01,89.85
2017-08-02,87.7
2017-08-03,86.95
2017-08-04,88.35
2017-08-07,95.85
2017-08-08,92.6
2017-08-09,89.15
2017-08-10,83.2
2017-08-11,83.15
2017-08-14,86.65
2017-08-16,84.55
2017-08-17,86.8
2017-08-18,85.5
2017-08-21,83.15
2017-08-22,83.35
2017-08-23,83.6
2017-08-24,84.35
2017-08-28,87.15
2017-08-29,85.5
2017-08-30,87.05
2017-08-31,87.6
2017-09-01,88.45
2017-09-04,87.85
2017-09-05,92.5
2017-09-06,91.15
2017-09-07,88.2
2017-09-08,89.65
2017-09-11,89.45
2017-09-12,89.1
2017-09-13,86.95
2017-09-14,85.05
2017-09-15,86.5
2017-09-18,86.15
2017-09-19,97.45
2017-09-20,95.1
2017-09-21,114.1
2017-09-22,104.95
2017-09-25,103.0
2017-09-26,108.1
2017-09-27,99.8
2017-09-28,103.05
2017-09-29,107.45
2017-10-03,105.35
2017-10-04,123.45
2017-10-05,134.45
2017-10-06,130.15
2017-10-09,131.5
2017-10-10,128.7
2017-10-11,123.85
2017-10-12,128.65
2017-10-13,124.55
2017-10-16,121.1
2017-10-17,122.2
2017-10-18,128.55
2017-10-19,126.65
2017-10-23,129.05
2017-10-24,128.85
2017-10-25,127.1
2017-10-26,126.65
2017-10-27,123.4
2017-10-30,124.6
2017-10-31,120.5
2017-11-01,120.05
2017-11-02,116.25
2017-11-03,115.35
2017-11-06,114.9
2017-11-07,118.0
2017-11-08,113.85
2017-11-09,116.7
2017-11-10,114.5
2017-11-13,111.0
2017-11-14,112.3
2017-11-15,112.05
2017-11-16,113.75
2017-11-17,115.35
2017-11-20,116.1
2017-11-21,120.3
2017-11-22,122.4
2017-11-23,127.05
2017-11-24,126.05
2017-11-27,128.15
2017-11-28,124.95
2017-11-29,120.45
2017-11-30,118.6
2017-12-01,115.95
2017-12-04,114.65
2017-12-05,116.75
2017-12-06,116.9
2017-12-07,113.7
2017-12-08,113.35
2017-12-11,114.5
2017-12-12,110.2
2017-12-13,114.1
2017-12-14,112.3
2017-12-15,114.4
2017-12-18,112.1
2017-12-19,117.6
2017-12-20,129.4
2017-12-21,129.3
2017-12-22,136.95
2017-12-26,135.5
2017-12-27,131.95
2017-12-28,131.7
2017-12-29,135.4
