Date,MUNJALAU
2017-01-02,91.15
2017-01-03,93.9
2017-01-04,94.25
2017-01-05,95.2
2017-01-06,93.6
2017-01-09,92.55
2017-01-10,91.85
2017-01-11,93.45
2017-01-12,92.8
2017-01-13,92.35
2017-01-16,91.9
2017-01-17,91.1
2017-01-18,91.2
2017-01-19,92.45
2017-01-20,91.1
2017-01-23,90.2
2017-01-24,90.75
2017-01-25,90.8
2017-01-27,93.95
2017-01-30,92.55
2017-01-31,91.05
2017-02-01,91.85
2017-02-02,93.1
2017-02-03,94.3
2017-02-06,96.45
2017-02-07,94.6
2017-02-08,94.55
2017-02-09,98.4
2017-02-10,95.1
2017-02-13,94.1
2017-02-14,93.25
2017-02-15,91.4
2017-02-16,94.85
2017-02-17,97.0
2017-02-20,99.05
2017-02-21,99.1
2017-02-22,97.25
2017-02-23,95.9
2017-02-27,95.15
2017-02-28,96.3
2017-03-01,95.7
2017-03-02,93.35
2017-03-03,93.1
2017-03-06,93.75
2017-03-07,93.25
2017-03-08,93.65
2017-03-09,92.9
2017-03-10,91.95
2017-03-14,93.1
2017-03-15,99.5
2017-03-16,101.55
2017-03-17,98.95
2017-03-20,99.25
2017-03-21,98.05
2017-03-22,96.25
2017-03-23,96.8
2017-03-24,96.65
2017-03-27,95.55
2017-03-28,96.9
2017-03-29,97.4
2017-03-30,99.6
2017-03-31,100.8
2017-04-03,101.3
2017-04-05,100.9
2017-04-06,99.95
2017-04-07,98.4
2017-04-10,97.55
2017-04-11,99.65
2017-04-12,98.2
2017-04-13,98.65
2017-04-17,99.65
2017-04-18,98.85
2017-04-19,98.85
2017-04-20,100.2
2017-04-21,104.4
2017-04-24,102.35
2017-04-25,101.8
2017-04-26,100.1
2017-04-27,100.2
2017-04-28,99.55
2017-05-02,99.65
2017-05-03,100.2
2017-05-04,100.0
2017-05-05,98.4
2017-05-08,101.35
2017-05-09,100.9
2017-05-10,100.5
2017-05-11,99.3
2017-05-12,99.1
2017-05-15,99.75
2017-05-16,109.0
2017-05-17,108.75
2017-05-18,105.2
2017-05-19,106.0
2017-05-22,106.7
2017-05-23,109.55
2017-05-24,106.45
2017-05-25,108.1
2017-05-26,109.3
2017-05-29,112.3
2017-05-30,111.2
2017-05-31,111.5
2017-06-01,111.35
2017-06-02,116.05
2017-06-05,116.3
2017-06-06,113.1
2017-06-07,115.2
2017-06-08,117.6
2017-06-09,118.8
2017-06-12,123.15
2017-06-13,126.9
2017-06-14,126.55
2017-06-15,127.4
2017-06-16,133.9
2017-06-19,138.1
2017-06-20,134.65
2017-06-21,136.9
2017-06-22,132.75
2017-06-23,127.85
2017-06-27,128.35
2017-06-28,130.1
2017-06-29,137.75
2017-06-30,139.9
2017-07-03,140.45
2017-07-04,140.9
2017-07-05,138.85
2017-07-06,138.4
2017-07-07,147.15
2017-07-10,143.35
2017-07-11,71.85
2017-07-12,70.65
2017-07-13,72.2
2017-07-14,72.7
2017-07-17,71.7
2017-07-18,71.85
2017-07-19,71.4
2017-07-20,71.6
2017-07-21,71.0
2017-07-24,68.1
2017-07-25,66.1
2017-07-26,66.15
2017-07-27,64.35
2017-07-28,64.3
2017-07-31,65.25
2017-08-01,67.1
2017-08-02,68.95
2017-08-03,68.8
2017-08-04,68.25
2017-08-07,68.1
2017-08-08,67.05
2017-08-09,65.4
2017-08-10,61.4
2017-08-11,62.7
2017-08-14,63.65
2017-08-16,64.5
2017-08-17,67.95
2017-08-18,66.35
2017-08-21,65.05
2017-08-22,63.8
2017-08-23,63.4
2017-08-24,64.55
2017-08-28,64.75
2017-08-29,64.15
2017-08-30,64.3
2017-08-31,64.4
2017-09-01,67.2
2017-09-04,70.1
2017-09-05,70.3
2017-09-06,70.35
2017-09-07,72.75
2017-09-08,71.7
2017-09-11,71.9
2017-09-12,71.6
2017-09-13,70.9
2017-09-14,70.85
2017-09-15,69.8
2017-09-18,69.15
2017-09-19,69.45
2017-09-20,69.35
2017-09-21,72.8
2017-09-22,69.85
2017-09-25,67.25
2017-09-26,69.6
2017-09-27,66.5
2017-09-28,67.05
2017-09-29,67.55
2017-10-03,71.25
2017-10-04,71.45
2017-10-05,70.65
2017-10-06,71.85
2017-10-09,77.5
2017-10-10,83.2
2017-10-11,79.5
2017-10-12,80.45
2017-10-13,79.7
2017-10-16,80.9
2017-10-17,85.3
2017-10-18,87.45
2017-10-19,86.3
2017-10-23,90.6
2017-10-24,92.4
2017-10-25,89.9
2017-10-26,90.25
2017-10-27,89.0
2017-10-30,89.75
2017-10-31,90.1
2017-11-01,89.35
2017-11-02,88.2
2017-11-03,88.4
2017-11-06,88.6
2017-11-07,84.9
2017-11-08,83.75
2017-11-09,84.4
2017-11-10,83.1
2017-11-13,82.05
2017-11-14,80.85
2017-11-15,79.1
2017-11-16,81.5
2017-11-17,82.3
2017-11-20,82.6
2017-11-21,90.25
2017-11-22,88.65
2017-11-23,87.2
2017-11-24,86.75
2017-11-27,85.8
2017-11-28,87.0
2017-11-29,85.85
2017-11-30,85.75
2017-12-01,83.9
2017-12-04,83.9
2017-12-05,82.95
2017-12-06,82.15
2017-12-07,82.7
2017-12-08,82.6
2017-12-11,81.85
2017-12-12,83.05
2017-12-13,81.05
2017-12-14,79.1
2017-12-15,79.45
2017-12-18,82.15
2017-12-19,83.3
2017-12-20,86.65
2017-12-21,85.85
2017-12-22,85.8
2017-12-26,87.25
2017-12-27,85.65
2017-12-28,84.75
2017-12-29,86.3
