Date,L&TFH
2017-01-02,88.35
2017-01-03,89.0
2017-01-04,91.35
2017-01-05,93.35
2017-01-06,92.85
2017-01-09,95.7
2017-01-10,96.4
2017-01-11,96.6
2017-01-12,95.85
2017-01-13,94.75
2017-01-16,95.45
2017-01-17,96.75
2017-01-18,96.9
2017-01-19,97.05
2017-01-20,94.2
2017-01-23,94.35
2017-01-24,98.15
2017-01-25,101.0
2017-01-27,101.1
2017-01-30,100.15
2017-01-31,97.55
2017-02-01,103.0
2017-02-02,102.55
2017-02-03,104.7
2017-02-06,104.65
2017-02-07,103.75
2017-02-08,108.3
2017-02-09,107.1
2017-02-10,109.75
2017-02-13,109.9
2017-02-14,112.45
2017-02-15,110.05
2017-02-16,114.4
2017-02-17,117.45
2017-02-20,118.2
2017-02-21,117.5
2017-02-22,117.05
2017-02-23,116.35
2017-02-27,115.9
2017-02-28,116.45
2017-03-01,116.1
2017-03-02,113.15
2017-03-03,115.3
2017-03-06,115.8
2017-03-07,119.65
2017-03-08,120.2
2017-03-09,118.95
2017-03-10,117.35
2017-03-14,121.55
2017-03-15,121.05
2017-03-16,122.2
2017-03-17,121.55
2017-03-20,122.55
2017-03-21,122.85
2017-03-22,121.9
2017-03-23,121.55
2017-03-24,120.95
2017-03-27,120.25
2017-03-28,121.85
2017-03-29,122.95
2017-03-30,123.4
2017-03-31,123.65
2017-04-03,123.5
2017-04-05,123.9
2017-04-06,123.2
2017-04-07,120.8
2017-04-10,122.25
2017-04-11,125.1
2017-04-12,124.15
2017-04-13,121.55
2017-04-17,123.15
2017-04-18,123.85
2017-04-19,125.65
2017-04-20,127.2
2017-04-21,126.45
2017-04-24,128.25
2017-04-25,128.6
2017-04-26,127.45
2017-04-27,127.55
2017-04-28,127.6
2017-05-02,134.05
2017-05-03,134.15
2017-05-04,135.85
2017-05-05,133.45
2017-05-08,135.95
2017-05-09,134.3
2017-05-10,134.6
2017-05-11,133.5
2017-05-12,131.25
2017-05-15,133.45
2017-05-16,134.55
2017-05-17,132.8
2017-05-18,129.0
2017-05-19,126.8
2017-05-22,123.75
2017-05-23,126.7
2017-05-24,124.6
2017-05-25,128.7
2017-05-26,130.85
2017-05-29,127.3
2017-05-30,126.6
2017-05-31,128.45
2017-06-01,127.4
2017-06-02,128.3
2017-06-05,132.15
2017-06-06,130.4
2017-06-07,132.25
2017-06-08,131.0
2017-06-09,133.8
2017-06-12,131.2
2017-06-13,132.8
2017-06-14,137.25
2017-06-15,141.2
2017-06-16,146.85
2017-06-19,147.4
2017-06-20,147.1
2017-06-21,146.35
2017-06-22,145.25
2017-06-23,140.4
2017-06-27,136.55
2017-06-28,141.15
2017-06-29,143.25
2017-06-30,144.3
2017-07-03,144.3
2017-07-04,148.45
2017-07-05,149.1
2017-07-06,149.3
2017-07-07,148.2
2017-07-10,149.5
2017-07-11,148.1
2017-07-12,149.4
2017-07-13,151.4
2017-07-14,149.6
2017-07-17,149.05
2017-07-18,147.95
2017-07-19,150.3
2017-07-20,152.8
2017-07-21,152.9
2017-07-24,154.0
2017-07-25,155.4
2017-07-26,161.15
2017-07-27,161.2
2017-07-28,170.4
2017-07-31,175.0
2017-08-01,173.45
2017-08-02,175.35
2017-08-03,170.9
2017-08-04,174.0
2017-08-07,176.4
2017-08-08,175.4
2017-08-09,172.15
2017-08-10,165.15
2017-08-11,163.8
2017-08-14,172.2
2017-08-16,176.5
2017-08-17,175.7
2017-08-18,175.8
2017-08-21,171.9
2017-08-22,169.45
2017-08-23,173.35
2017-08-24,174.85
2017-08-28,188.05
2017-08-29,189.65
2017-08-30,197.1
2017-08-31,200.3
2017-09-01,198.65
2017-09-04,195.4
2017-09-05,204.8
2017-09-06,206.1
2017-09-07,206.45
2017-09-08,202.4
2017-09-11,203.65
2017-09-12,202.9
2017-09-13,202.3
2017-09-14,201.6
2017-09-15,207.35
2017-09-18,209.85
2017-09-19,209.0
2017-09-20,207.55
2017-09-21,211.15
2017-09-22,202.5
2017-09-25,192.7
2017-09-26,196.35
2017-09-27,188.1
2017-09-28,190.35
2017-09-29,195.1
2017-10-03,194.35
2017-10-04,194.65
2017-10-05,193.4
2017-10-06,197.45
2017-10-09,197.05
2017-10-10,202.75
2017-10-11,199.65
2017-10-12,203.1
2017-10-13,204.6
2017-10-16,203.75
2017-10-17,205.9
2017-10-18,207.45
2017-10-19,204.95
2017-10-23,209.6
2017-10-24,211.5
2017-10-25,195.2
2017-10-26,196.2
2017-10-27,198.5
2017-10-30,201.05
2017-10-31,201.15
2017-11-01,200.8
2017-11-02,198.65
2017-11-03,198.65
2017-11-06,195.4
2017-11-07,192.4
2017-11-08,190.8
2017-11-09,188.4
2017-11-10,187.35
2017-11-13,181.85
2017-11-14,184.65
2017-11-15,183.05
2017-11-16,186.55
2017-11-17,190.15
2017-11-20,187.95
2017-11-21,178.5
2017-11-22,178.3
2017-11-23,180.25
2017-11-24,177.85
2017-11-27,178.7
2017-11-28,178.85
2017-11-29,175.6
2017-11-30,172.6
2017-12-01,167.6
2017-12-04,164.55
2017-12-05,170.8
2017-12-06,167.95
2017-12-07,172.3
2017-12-08,171.7
2017-12-11,171.4
2017-12-12,166.05
2017-12-13,163.45
2017-12-14,163.6
2017-12-15,167.95
2017-12-18,170.8
2017-12-19,177.4
2017-12-20,178.65
2017-12-21,180.6
2017-12-22,178.75
2017-12-26,179.45
2017-12-27,176.75
2017-12-28,173.45
2017-12-29,174.0
