Date,ARROWGREEN
2017-01-02,499.35
2017-01-03,505.9
2017-01-04,519.4
2017-01-05,520.0
2017-01-06,503.25
2017-01-09,499.15
2017-01-10,499.9
2017-01-11,498.6
2017-01-12,490.35
2017-01-13,488.6
2017-01-16,486.3
2017-01-17,487.1
2017-01-18,489.65
2017-01-19,494.5
2017-01-20,489.35
2017-01-23,502.65
2017-01-24,517.1
2017-01-25,509.45
2017-01-27,549.0
2017-01-30,539.5
2017-01-31,519.1
2017-02-01,525.9
2017-02-02,524.05
2017-02-03,517.25
2017-02-06,516.6
2017-02-07,507.2
2017-02-08,506.55
2017-02-09,505.8
2017-02-10,499.7
2017-02-13,503.4
2017-02-14,476.5
2017-02-15,462.2
2017-02-16,485.4
2017-02-17,480.55
2017-02-20,484.4
2017-02-21,478.95
2017-02-22,478.8
2017-02-23,468.2
2017-02-27,457.4
2017-02-28,451.2
2017-03-01,461.2
2017-03-02,457.7
2017-03-03,456.25
2017-03-06,450.95
2017-03-07,448.4
2017-03-08,444.6
2017-03-09,444.55
2017-03-10,449.7
2017-03-14,434.95
2017-03-15,438.05
2017-03-16,436.85
2017-03-17,434.3
2017-03-20,426.05
2017-03-21,427.65
2017-03-22,421.4
2017-03-23,439.65
2017-03-24,443.35
2017-03-27,432.25
2017-03-28,427.7
2017-03-29,420.8
2017-03-30,419.75
2017-03-31,418.65
2017-04-03,429.95
2017-04-05,439.75
2017-04-06,441.6
2017-04-07,443.75
2017-04-10,456.05
2017-04-11,455.25
2017-04-12,441.15
2017-04-13,438.7
2017-04-17,433.85
2017-04-18,421.65
2017-04-19,434.0
2017-04-20,432.4
2017-04-21,431.9
2017-04-24,433.45
2017-04-25,433.05
2017-04-26,426.05
2017-04-27,421.6
2017-04-28,437.75
2017-05-02,451.15
2017-05-03,520.1
2017-05-04,511.55
2017-05-05,513.1
2017-05-08,512.1
2017-05-09,512.65
2017-05-10,501.7
2017-05-11,499.0
2017-05-12,492.4
2017-05-15,483.85
2017-05-16,489.5
2017-05-17,482.75
2017-05-18,469.75
2017-05-19,490.2
2017-05-22,487.1
2017-05-23,473.05
2017-05-24,455.5
2017-05-25,471.5
2017-05-26,490.45
2017-05-29,461.05
2017-05-30,476.3
2017-05-31,461.5
2017-06-01,462.95
2017-06-02,474.2
2017-06-05,463.05
2017-06-06,458.55
2017-06-07,459.7
2017-06-08,459.8
2017-06-09,460.2
2017-06-12,472.5
2017-06-13,486.95
2017-06-14,483.85
2017-06-15,499.65
2017-06-16,503.05
2017-06-19,525.85
2017-06-20,526.5
2017-06-21,527.05
2017-06-22,530.7
2017-06-23,531.2
2017-06-27,542.55
2017-06-28,555.25
2017-06-29,549.9
2017-06-30,564.8
2017-07-03,566.2
2017-07-04,556.65
2017-07-05,562.05
2017-07-06,559.5
2017-07-07,558.4
2017-07-10,556.8
2017-07-11,550.9
2017-07-12,553.95
2017-07-13,544.9
2017-07-14,550.35
2017-07-17,552.15
2017-07-18,547.4
2017-07-19,544.45
2017-07-20,545.75
2017-07-21,564.55
2017-07-24,563.05
2017-07-25,559.9
2017-07-26,559.85
2017-07-27,553.05
2017-07-28,562.8
2017-07-31,554.95
2017-08-01,550.45
2017-08-02,554.8
2017-08-03,560.95
2017-08-04,569.35
2017-08-07,570.0
2017-08-08,548.95
2017-08-09,547.6
2017-08-10,510.75
2017-08-11,538.15
2017-08-14,529.95
2017-08-16,544.15
2017-08-17,536.6
2017-08-18,557.3
2017-08-21,552.3
2017-08-22,542.2
2017-08-23,561.95
2017-08-24,571.1
2017-08-28,571.5
2017-08-29,569.85
2017-08-30,595.45
2017-08-31,597.25
2017-09-01,647.7
2017-09-04,687.6
2017-09-05,674.25
2017-09-06,674.95
2017-09-07,671.05
2017-09-08,669.3
2017-09-11,664.05
2017-09-12,666.9
2017-09-13,656.1
2017-09-14,618.45
2017-09-15,652.1
2017-09-18,646.05
2017-09-19,657.05
2017-09-20,655.75
2017-09-21,644.85
2017-09-22,629.05
2017-09-25,615.6
2017-09-26,616.3
2017-09-27,610.1
2017-09-28,610.95
2017-09-29,610.35
2017-10-03,587.4
2017-10-04,560.65
2017-10-05,542.3
2017-10-06,560.6
2017-10-09,577.55
2017-10-10,576.2
2017-10-11,564.8
2017-10-12,559.5
2017-10-13,568.65
2017-10-16,562.0
2017-10-17,557.95
2017-10-18,547.6
2017-10-19,555.5
2017-10-23,554.7
2017-10-24,549.75
2017-10-25,547.0
2017-10-26,540.85
2017-10-27,567.4
2017-10-30,556.45
2017-10-31,552.0
2017-11-01,547.8
2017-11-02,546.8
2017-11-03,541.6
2017-11-06,537.95
2017-11-07,521.3
2017-11-08,513.25
2017-11-09,510.85
2017-11-10,496.05
2017-11-13,499.0
2017-11-14,494.55
2017-11-15,483.45
2017-11-16,484.5
2017-11-17,496.95
2017-11-20,490.6
2017-11-21,488.8
2017-11-22,486.8
2017-11-23,520.35
2017-11-24,518.7
2017-11-27,512.2
2017-11-28,514.9
2017-11-29,519.75
2017-11-30,506.05
2017-12-01,495.3
2017-12-04,485.9
2017-12-05,486.85
2017-12-06,489.35
2017-12-07,488.9
2017-12-08,491.0
2017-12-11,486.95
2017-12-12,487.0
2017-12-13,474.25
2017-12-14,470.6
2017-12-15,478.65
2017-12-18,475.7
2017-12-19,472.45
2017-12-20,470.9
2017-12-21,474.85
2017-12-22,470.6
2017-12-26,466.35
2017-12-27,460.35
2017-12-28,471.0
2017-12-29,480.7
