Date,COROMANDEL
2017-01-02,302.35
2017-01-03,300.3
2017-01-04,303.3
2017-01-05,313.0
2017-01-06,313.5
2017-01-09,329.6
2017-01-10,339.05
2017-01-11,335.45
2017-01-12,327.65
2017-01-13,329.1
2017-01-16,325.15
2017-01-17,325.05
2017-01-18,330.2
2017-01-19,330.4
2017-01-20,324.4
2017-01-23,319.65
2017-01-24,327.65
2017-01-25,334.6
2017-01-27,332.35
2017-01-30,321.25
2017-01-31,313.6
2017-02-01,326.6
2017-02-02,330.05
2017-02-03,337.65
2017-02-06,333.25
2017-02-07,336.6
2017-02-08,340.8
2017-02-09,341.3
2017-02-10,349.35
2017-02-13,353.45
2017-02-14,350.45
2017-02-15,343.25
2017-02-16,344.45
2017-02-17,341.45
2017-02-20,333.35
2017-02-21,334.1
2017-02-22,334.2
2017-02-23,333.3
2017-02-27,329.75
2017-02-28,330.6
2017-03-01,331.0
2017-03-02,328.95
2017-03-03,323.45
2017-03-06,317.7
2017-03-07,324.75
2017-03-08,322.6
2017-03-09,319.05
2017-03-10,315.9
2017-03-14,317.85
2017-03-15,315.7
2017-03-16,319.95
2017-03-17,323.95
2017-03-20,324.75
2017-03-21,331.3
2017-03-22,317.9
2017-03-23,316.05
2017-03-24,316.75
2017-03-27,314.55
2017-03-28,316.95
2017-03-29,313.95
2017-03-30,311.3
2017-03-31,311.85
2017-04-03,308.9
2017-04-05,314.35
2017-04-06,311.65
2017-04-07,322.6
2017-04-10,327.15
2017-04-11,336.6
2017-04-12,344.55
2017-04-13,337.3
2017-04-17,337.0
2017-04-18,345.8
2017-04-19,348.2
2017-04-20,366.15
2017-04-21,366.5
2017-04-24,366.8
2017-04-25,367.7
2017-04-26,358.9
2017-04-27,361.75
2017-04-28,349.1
2017-05-02,359.75
2017-05-03,371.2
2017-05-04,399.15
2017-05-05,394.8
2017-05-08,400.65
2017-05-09,402.5
2017-05-10,410.55
2017-05-11,405.85
2017-05-12,399.45
2017-05-15,402.75
2017-05-16,405.0
2017-05-17,417.75
2017-05-18,417.9
2017-05-19,408.3
2017-05-22,396.4
2017-05-23,383.7
2017-05-24,380.55
2017-05-25,380.35
2017-05-26,382.7
2017-05-29,383.55
2017-05-30,390.9
2017-05-31,411.5
2017-06-01,422.35
2017-06-02,417.8
2017-06-05,416.85
2017-06-06,404.75
2017-06-07,421.15
2017-06-08,425.75
2017-06-09,429.75
2017-06-12,430.3
2017-06-13,433.3
2017-06-14,428.55
2017-06-15,430.55
2017-06-16,433.4
2017-06-19,431.0
2017-06-20,421.95
2017-06-21,431.45
2017-06-22,427.9
2017-06-23,425.05
2017-06-27,415.55
2017-06-28,410.05
2017-06-29,414.6
2017-06-30,419.6
2017-07-03,429.65
2017-07-04,427.85
2017-07-05,426.55
2017-07-06,422.55
2017-07-07,409.75
2017-07-10,415.65
2017-07-11,413.15
2017-07-12,409.5
2017-07-13,419.8
2017-07-14,420.7
2017-07-17,423.9
2017-07-18,422.2
2017-07-19,427.6
2017-07-20,430.05
2017-07-21,433.25
2017-07-24,442.0
2017-07-25,447.05
2017-07-26,443.1
2017-07-27,433.95
2017-07-28,436.8
2017-07-31,449.55
2017-08-01,446.6
2017-08-02,451.15
2017-08-03,457.4
2017-08-04,447.9
2017-08-07,445.0
2017-08-08,438.4
2017-08-09,423.55
2017-08-10,400.5
2017-08-11,406.25
2017-08-14,425.35
2017-08-16,449.05
2017-08-17,445.1
2017-08-18,442.8
2017-08-21,437.75
2017-08-22,420.4
2017-08-23,421.35
2017-08-24,427.55
2017-08-28,442.1
2017-08-29,435.8
2017-08-30,438.45
2017-08-31,442.8
2017-09-01,438.35
2017-09-04,429.15
2017-09-05,440.3
2017-09-06,439.2
2017-09-07,429.15
2017-09-08,419.9
2017-09-11,425.05
2017-09-12,432.25
2017-09-13,422.0
2017-09-14,420.5
2017-09-15,419.55
2017-09-18,419.95
2017-09-19,421.7
2017-09-20,431.15
2017-09-21,444.3
2017-09-22,437.5
2017-09-25,420.0
2017-09-26,420.7
2017-09-27,414.5
2017-09-28,423.55
2017-09-29,432.1
2017-10-03,439.05
2017-10-04,449.8
2017-10-05,458.9
2017-10-06,459.7
2017-10-09,454.6
2017-10-10,475.2
2017-10-11,472.95
2017-10-12,484.4
2017-10-13,481.2
2017-10-16,483.3
2017-10-17,481.45
2017-10-18,476.75
2017-10-19,473.1
2017-10-23,499.8
2017-10-24,519.65
2017-10-25,509.6
2017-10-26,488.0
2017-10-27,498.25
2017-10-30,518.8
2017-10-31,515.25
2017-11-01,510.65
2017-11-02,507.4
2017-11-03,512.6
2017-11-06,515.5
2017-11-07,510.8
2017-11-08,503.65
2017-11-09,501.25
2017-11-10,514.35
2017-11-13,499.75
2017-11-14,499.95
2017-11-15,498.4
2017-11-16,518.0
2017-11-17,508.55
2017-11-20,504.3
2017-11-21,510.4
2017-11-22,509.25
2017-11-23,503.95
2017-11-24,503.75
2017-11-27,501.2
2017-11-28,500.9
2017-11-29,508.55
2017-11-30,518.75
2017-12-01,510.1
2017-12-04,516.4
2017-12-05,505.7
2017-12-06,501.85
2017-12-07,516.35
2017-12-08,518.0
2017-12-11,517.65
2017-12-12,514.35
2017-12-13,503.95
2017-12-14,500.75
2017-12-15,510.5
2017-12-18,530.8
2017-12-19,523.35
2017-12-20,531.6
2017-12-21,536.5
2017-12-22,538.05
2017-12-26,553.55
2017-12-27,558.65
2017-12-28,565.1
2017-12-29,579.25
