Date,JKTYRE
2017-01-02,115.8
2017-01-03,116.55
2017-01-04,116.15
2017-01-05,116.45
2017-01-06,116.4
2017-01-09,114.85
2017-01-10,120.65
2017-01-11,124.95
2017-01-12,124.35
2017-01-13,127.55
2017-01-16,134.45
2017-01-17,132.9
2017-01-18,129.65
2017-01-19,130.35
2017-01-20,127.0
2017-01-23,125.35
2017-01-24,127.8
2017-01-25,129.4
2017-01-27,126.75
2017-01-30,125.25
2017-01-31,120.45
2017-02-01,122.55
2017-02-02,120.3
2017-02-03,121.4
2017-02-06,121.35
2017-02-07,118.35
2017-02-08,118.05
2017-02-09,119.25
2017-02-10,116.5
2017-02-13,116.85
2017-02-14,112.6
2017-02-15,116.1
2017-02-16,119.5
2017-02-17,118.85
2017-02-20,118.7
2017-02-21,118.25
2017-02-22,119.4
2017-02-23,120.6
2017-02-27,121.9
2017-02-28,124.5
2017-03-01,124.95
2017-03-02,121.0
2017-03-03,123.0
2017-03-06,124.35
2017-03-07,119.9
2017-03-08,117.2
2017-03-09,117.4
2017-03-10,116.9
2017-03-14,124.1
2017-03-15,128.3
2017-03-16,129.5
2017-03-17,129.45
2017-03-20,132.35
2017-03-21,132.6
2017-03-22,132.05
2017-03-23,135.05
2017-03-24,134.9
2017-03-27,135.5
2017-03-28,130.7
2017-03-29,130.7
2017-03-30,130.5
2017-03-31,131.95
2017-04-03,133.3
2017-04-05,132.45
2017-04-06,133.35
2017-04-07,137.4
2017-04-10,139.85
2017-04-11,144.45
2017-04-12,141.95
2017-04-13,141.35
2017-04-17,145.5
2017-04-18,138.55
2017-04-19,142.25
2017-04-20,154.3
2017-04-21,153.25
2017-04-24,160.7
2017-04-25,158.85
2017-04-26,161.95
2017-04-27,161.15
2017-04-28,165.8
2017-05-02,170.1
2017-05-03,178.6
2017-05-04,175.85
2017-05-05,176.9
2017-05-08,177.0
2017-05-09,177.65
2017-05-10,176.2
2017-05-11,171.0
2017-05-12,165.7
2017-05-15,169.05
2017-05-16,175.5
2017-05-17,179.65
2017-05-18,174.8
2017-05-19,175.65
2017-05-22,173.15
2017-05-23,168.45
2017-05-24,162.9
2017-05-25,170.3
2017-05-26,166.55
2017-05-29,163.0
2017-05-30,167.85
2017-05-31,166.3
2017-06-01,171.7
2017-06-02,176.35
2017-06-05,175.75
2017-06-06,179.5
2017-06-07,182.7
2017-06-08,184.55
2017-06-09,182.95
2017-06-12,178.8
2017-06-13,175.25
2017-06-14,174.2
2017-06-15,175.2
2017-06-16,173.0
2017-06-19,167.7
2017-06-20,171.45
2017-06-21,173.2
2017-06-22,169.75
2017-06-23,166.75
2017-06-27,158.9
2017-06-28,161.0
2017-06-29,161.25
2017-06-30,160.85
2017-07-03,168.95
2017-07-04,166.85
2017-07-05,169.95
2017-07-06,168.9
2017-07-07,169.4
2017-07-10,168.8
2017-07-11,169.6
2017-07-12,170.65
2017-07-13,168.7
2017-07-14,166.15
2017-07-17,167.45
2017-07-18,164.7
2017-07-19,163.15
2017-07-20,162.35
2017-07-21,162.7
2017-07-24,160.75
2017-07-25,167.15
2017-07-26,167.0
2017-07-27,162.95
2017-07-28,162.35
2017-07-31,161.9
2017-08-01,163.5
2017-08-02,169.1
2017-08-03,163.4
2017-08-04,160.2
2017-08-07,165.95
2017-08-08,161.2
2017-08-09,155.2
2017-08-10,149.55
2017-08-11,147.0
2017-08-14,151.7
2017-08-16,152.35
2017-08-17,153.95
2017-08-18,151.7
2017-08-21,143.1
2017-08-22,141.65
2017-08-23,143.3
2017-08-24,143.35
2017-08-28,143.85
2017-08-29,143.4
2017-08-30,144.1
2017-08-31,147.45
2017-09-01,148.75
2017-09-04,146.65
2017-09-05,149.25
2017-09-06,149.35
2017-09-07,148.55
2017-09-08,144.7
2017-09-11,147.5
2017-09-12,154.1
2017-09-13,150.65
2017-09-14,150.0
2017-09-15,147.15
2017-09-18,149.75
2017-09-19,148.05
2017-09-20,158.0
2017-09-21,155.7
2017-09-22,155.3
2017-09-25,149.9
2017-09-26,148.45
2017-09-27,143.9
2017-09-28,145.6
2017-09-29,146.7
2017-10-03,148.25
2017-10-04,147.4
2017-10-05,148.4
2017-10-06,150.7
2017-10-09,151.9
2017-10-10,152.7
2017-10-11,149.65
2017-10-12,149.9
2017-10-13,149.45
2017-10-16,149.9
2017-10-17,150.0
2017-10-18,148.8
2017-10-19,149.5
2017-10-23,146.75
2017-10-24,145.9
2017-10-25,145.65
2017-10-26,145.8
2017-10-27,145.65
2017-10-30,147.15
2017-10-31,145.65
2017-11-01,146.75
2017-11-02,145.0
2017-11-03,145.85
2017-11-06,153.0
2017-11-07,147.7
2017-11-08,146.8
2017-11-09,148.0
2017-11-10,149.75
2017-11-13,150.1
2017-11-14,147.9
2017-11-15,143.9
2017-11-16,145.2
2017-11-17,144.5
2017-11-20,144.75
2017-11-21,146.65
2017-11-22,145.9
2017-11-23,145.4
2017-11-24,144.75
2017-11-27,146.7
2017-11-28,146.35
2017-11-29,145.25
2017-11-30,143.6
2017-12-01,141.65
2017-12-04,136.6
2017-12-05,135.2
2017-12-06,136.25
2017-12-07,138.25
2017-12-08,138.55
2017-12-11,137.7
2017-12-12,136.35
2017-12-13,134.55
2017-12-14,129.1
2017-12-15,138.75
2017-12-18,139.5
2017-12-19,141.45
2017-12-20,140.25
2017-12-21,143.7
2017-12-22,145.5
2017-12-26,146.95
2017-12-27,147.5
2017-12-28,147.8
2017-12-29,147.65
