Date,ALKYLAMINE
2017-01-02,310.1
2017-01-03,308.95
2017-01-04,309.3
2017-01-05,316.2
2017-01-06,313.0
2017-01-09,306.6
2017-01-10,315.6
2017-01-11,316.6
2017-01-12,314.5
2017-01-13,315.6
2017-01-16,311.8
2017-01-17,314.55
2017-01-18,318.7
2017-01-19,318.95
2017-01-20,315.3
2017-01-23,313.9
2017-01-24,314.85
2017-01-25,317.7
2017-01-27,321.45
2017-01-30,319.3
2017-01-31,316.15
2017-02-01,348.3
2017-02-02,348.5
2017-02-03,349.5
2017-02-06,357.25
2017-02-07,362.65
2017-02-08,362.8
2017-02-09,360.35
2017-02-10,350.85
2017-02-13,355.3
2017-02-14,350.2
2017-02-15,340.7
2017-02-16,355.55
2017-02-17,363.9
2017-02-20,368.65
2017-02-21,364.1
2017-02-22,365.35
2017-02-23,369.15
2017-02-27,369.55
2017-02-28,369.25
2017-03-01,379.05
2017-03-02,373.4
2017-03-03,373.35
2017-03-06,377.1
2017-03-07,369.75
2017-03-08,365.5
2017-03-09,369.25
2017-03-10,371.3
2017-03-14,372.05
2017-03-15,372.35
2017-03-16,373.45
2017-03-17,371.6
2017-03-20,369.45
2017-03-21,373.85
2017-03-22,373.25
2017-03-23,391.3
2017-03-24,417.5
2017-03-27,451.85
2017-03-28,447.7
2017-03-29,431.55
2017-03-30,449.55
2017-03-31,452.4
2017-04-03,456.0
2017-04-05,446.25
2017-04-06,444.05
2017-04-07,432.75
2017-04-10,446.7
2017-04-11,441.35
2017-04-12,453.1
2017-04-13,509.9
2017-04-17,507.65
2017-04-18,485.95
2017-04-19,512.75
2017-04-20,506.4
2017-04-21,495.9
2017-04-24,495.05
2017-04-25,496.45
2017-04-26,490.15
2017-04-27,482.25
2017-04-28,502.05
2017-05-02,493.7
2017-05-03,483.9
2017-05-04,482.9
2017-05-05,464.45
2017-05-08,473.5
2017-05-09,459.0
2017-05-10,456.5
2017-05-11,469.0
2017-05-12,454.45
2017-05-15,448.2
2017-05-16,435.55
2017-05-17,451.3
2017-05-18,406.35
2017-05-19,397.45
2017-05-22,398.2
2017-05-23,399.55
2017-05-24,381.65
2017-05-25,392.65
2017-05-26,400.45
2017-05-29,394.9
2017-05-30,390.05
2017-05-31,384.2
2017-06-01,386.05
2017-06-02,388.4
2017-06-05,407.85
2017-06-06,405.6
2017-06-07,408.9
2017-06-08,409.95
2017-06-09,419.35
2017-06-12,404.95
2017-06-13,400.15
2017-06-14,399.65
2017-06-15,403.45
2017-06-16,404.95
2017-06-19,396.45
2017-06-20,404.9
2017-06-21,403.1
2017-06-22,402.85
2017-06-23,394.45
2017-06-27,377.55
2017-06-28,378.8
2017-06-29,378.85
2017-06-30,378.2
2017-07-03,390.8
2017-07-04,380.2
2017-07-05,379.35
2017-07-06,389.9
2017-07-07,397.4
2017-07-10,403.6
2017-07-11,426.05
2017-07-12,432.55
2017-07-13,423.25
2017-07-14,422.0
2017-07-17,428.95
2017-07-18,423.95
2017-07-19,425.6
2017-07-20,435.75
2017-07-21,435.0
2017-07-24,434.5
2017-07-25,431.55
2017-07-26,422.8
2017-07-27,413.85
2017-07-28,413.65
2017-07-31,406.25
2017-08-01,404.1
2017-08-02,401.85
2017-08-03,396.05
2017-08-04,389.7
2017-08-07,391.65
2017-08-08,391.65
2017-08-09,380.2
2017-08-10,378.2
2017-08-11,364.8
2017-08-14,376.7
2017-08-16,383.95
2017-08-17,387.75
2017-08-18,398.1
2017-08-21,386.45
2017-08-22,383.8
2017-08-23,395.25
2017-08-24,401.8
2017-08-28,402.75
2017-08-29,404.45
2017-08-30,411.15
2017-08-31,416.5
2017-09-01,423.85
2017-09-04,434.8
2017-09-05,431.85
2017-09-06,436.05
2017-09-07,449.45
2017-09-08,486.75
2017-09-11,472.8
2017-09-12,453.4
2017-09-13,459.2
2017-09-14,450.8
2017-09-15,448.25
2017-09-18,448.5
2017-09-19,453.1
2017-09-20,449.85
2017-09-21,442.5
2017-09-22,432.3
2017-09-25,413.85
2017-09-26,432.95
2017-09-27,426.8
2017-09-28,429.15
2017-09-29,432.6
2017-10-03,427.9
2017-10-04,440.65
2017-10-05,460.45
2017-10-06,486.45
2017-10-09,551.4
2017-10-10,568.35
2017-10-11,534.5
2017-10-12,573.1
2017-10-13,566.6
2017-10-16,558.65
2017-10-17,555.65
2017-10-18,560.15
2017-10-19,560.4
2017-10-23,585.2
2017-10-24,586.3
2017-10-25,574.55
2017-10-26,585.25
2017-10-27,585.5
2017-10-30,594.45
2017-10-31,617.8
2017-11-01,621.5
2017-11-02,620.6
2017-11-03,582.1
2017-11-06,575.3
2017-11-07,564.9
2017-11-08,565.85
2017-11-09,575.9
2017-11-10,571.6
2017-11-13,571.9
2017-11-14,577.55
2017-11-15,565.85
2017-11-16,569.4
2017-11-17,578.25
2017-11-20,578.85
2017-11-21,591.9
2017-11-22,591.05
2017-11-23,591.7
2017-11-24,582.95
2017-11-27,588.7
2017-11-28,602.75
2017-11-29,593.95
2017-11-30,590.15
2017-12-01,581.8
2017-12-04,589.8
2017-12-05,587.0
2017-12-06,588.05
2017-12-07,588.9
2017-12-08,585.2
2017-12-11,585.2
2017-12-12,584.75
2017-12-13,554.25
2017-12-14,584.3
2017-12-15,598.8
2017-12-18,599.25
2017-12-19,599.9
2017-12-20,604.1
2017-12-21,616.9
2017-12-22,636.4
2017-12-26,667.1
2017-12-27,655.9
2017-12-28,657.05
2017-12-29,669.5
