Date,GTNIND
2017-01-02,15.95
2017-01-03,16.8
2017-01-04,15.85
2017-01-05,14.6
2017-01-06,14.6
2017-01-09,14.5
2017-01-10,14.5
2017-01-11,15.15
2017-01-12,14.75
2017-01-13,15.7
2017-01-16,16.65
2017-01-17,16.45
2017-01-18,18.5
2017-01-19,19.7
2017-01-20,18.65
2017-01-23,18.95
2017-01-24,18.75
2017-01-25,19.3
2017-01-27,19.15
2017-01-30,18.65
2017-01-31,17.8
2017-02-01,18.45
2017-02-02,18.25
2017-02-03,17.5
2017-02-06,18.6
2017-02-07,18.0
2017-02-08,17.25
2017-02-09,17.0
2017-02-10,16.65
2017-02-13,17.7
2017-02-14,17.2
2017-02-15,16.7
2017-02-16,16.45
2017-02-17,16.6
2017-02-20,16.9
2017-02-21,16.95
2017-02-22,16.1
2017-02-23,16.45
2017-02-27,17.05
2017-02-28,16.05
2017-03-01,16.7
2017-03-02,16.75
2017-03-03,16.25
2017-03-06,16.0
2017-03-07,16.25
2017-03-08,16.2
2017-03-09,16.4
2017-03-10,16.25
2017-03-14,15.55
2017-03-15,15.55
2017-03-16,14.95
2017-03-17,15.5
2017-03-20,15.9
2017-03-21,16.05
2017-03-22,15.8
2017-03-23,16.5
2017-03-24,16.9
2017-03-27,16.55
2017-03-28,19.2
2017-03-29,20.45
2017-03-30,20.25
2017-03-31,18.0
2017-04-03,19.0
2017-04-05,22.05
2017-04-06,22.15
2017-04-07,21.4
2017-04-10,23.75
2017-04-11,24.5
2017-04-12,24.15
2017-04-13,24.9
2017-04-17,23.25
2017-04-18,22.5
2017-04-19,21.7
2017-04-20,22.6
2017-04-21,22.6
2017-04-24,21.75
2017-04-25,21.85
2017-04-26,20.85
2017-04-27,21.05
2017-04-28,20.35
2017-05-02,19.95
2017-05-03,20.45
2017-05-04,20.15
2017-05-05,19.35
2017-05-08,19.8
2017-05-09,20.35
2017-05-10,20.15
2017-05-11,19.85
2017-05-12,19.65
2017-05-15,20.55
2017-05-16,20.05
2017-05-17,20.1
2017-05-18,21.05
2017-05-19,20.15
2017-05-22,19.1
2017-05-23,18.65
2017-05-24,18.05
2017-05-25,18.05
2017-05-26,18.8
2017-05-29,18.15
2017-05-30,18.0
2017-05-31,18.3
2017-06-01,18.25
2017-06-02,17.9
2017-06-05,18.8
2017-06-06,18.35
2017-06-07,18.5
2017-06-08,18.4
2017-06-09,18.85
2017-06-12,19.1
2017-06-13,19.35
2017-06-14,17.85
2017-06-15,18.5
2017-06-16,19.15
2017-06-19,18.6
2017-06-20,18.65
2017-06-21,18.15
2017-06-22,18.05
2017-06-23,17.6
2017-06-27,17.05
2017-06-28,17.45
2017-06-29,17.5
2017-06-30,17.1
2017-07-03,17.3
2017-07-04,17.85
2017-07-05,18.3
2017-07-06,19.2
2017-07-07,19.3
2017-07-10,19.1
2017-07-11,19.95
2017-07-12,21.8
2017-07-13,22.05
2017-07-14,21.3
2017-07-17,21.15
2017-07-18,21.1
2017-07-19,21.9
2017-07-20,21.4
2017-07-21,20.4
2017-07-24,21.15
2017-07-25,20.6
2017-07-26,21.4
2017-07-27,21.15
2017-07-28,21.0
2017-07-31,20.35
2017-08-01,19.85
2017-08-02,19.3
2017-08-03,18.8
2017-08-04,19.75
2017-08-07,19.2
2017-08-08,19.6
2017-08-09,19.95
2017-08-10,17.85
2017-08-11,17.05
2017-08-14,18.8
2017-08-16,19.25
2017-08-17,18.85
2017-08-18,18.6
2017-08-21,18.3
2017-08-22,17.75
2017-08-23,17.75
2017-08-24,18.0
2017-08-28,17.1
2017-08-29,16.9
2017-08-30,17.45
2017-08-31,17.7
2017-09-01,18.2
2017-09-04,17.75
2017-09-05,17.3
2017-09-06,17.65
2017-09-07,17.55
2017-09-08,17.2
2017-09-11,17.35
2017-09-12,17.5
2017-09-13,17.5
2017-09-14,17.25
2017-09-15,17.15
2017-09-18,17.3
2017-09-19,17.0
2017-09-20,17.05
2017-09-21,16.8
2017-09-22,16.7
2017-09-25,16.5
2017-09-26,16.15
2017-09-27,16.05
2017-09-28,16.2
2017-09-29,16.75
2017-10-03,16.3
2017-10-04,19.0
2017-10-05,22.8
2017-10-06,20.65
2017-10-09,19.55
2017-10-10,19.45
2017-10-11,18.4
2017-10-12,18.1
2017-10-13,17.6
2017-10-16,17.15
2017-10-17,17.55
2017-10-18,17.3
2017-10-19,17.5
2017-10-23,17.0
2017-10-24,17.3
2017-10-25,17.35
2017-10-26,17.15
2017-10-27,17.6
2017-10-30,18.45
2017-10-31,19.35
2017-11-01,18.85
2017-11-02,18.55
2017-11-03,18.4
2017-11-06,19.3
2017-11-07,19.9
2017-11-08,19.8
2017-11-09,20.55
2017-11-10,20.3
2017-11-13,20.3
2017-11-14,19.5
2017-11-15,19.0
2017-11-16,18.5
2017-11-17,18.95
2017-11-20,19.15
2017-11-21,19.0
2017-11-22,18.15
2017-11-23,17.9
2017-11-24,18.3
2017-11-27,19.0
2017-11-28,18.7
2017-11-29,18.75
2017-11-30,18.3
2017-12-01,18.0
2017-12-04,18.5
2017-12-05,17.85
2017-12-06,18.1
2017-12-07,18.35
2017-12-08,18.1
2017-12-11,17.95
2017-12-12,18.15
2017-12-13,17.6
2017-12-14,17.3
2017-12-15,17.4
2017-12-18,17.5
2017-12-19,18.4
2017-12-20,18.0
2017-12-21,18.15
2017-12-22,18.25
2017-12-26,18.25
2017-12-27,18.8
2017-12-28,18.35
2017-12-29,18.95
