Date,HTMEDIA
2017-01-02,73.3
2017-01-03,73.85
2017-01-04,74.3
2017-01-05,76.65
2017-01-06,75.6
2017-01-09,75.25
2017-01-10,75.0
2017-01-11,73.0
2017-01-12,77.1
2017-01-13,78.75
2017-01-16,82.05
2017-01-17,83.7
2017-01-18,81.55
2017-01-19,82.2
2017-01-20,80.15
2017-01-23,79.4
2017-01-24,80.4
2017-01-25,79.9
2017-01-27,79.45
2017-01-30,80.05
2017-01-31,79.75
2017-02-01,80.5
2017-02-02,80.3
2017-02-03,82.9
2017-02-06,83.2
2017-02-07,81.95
2017-02-08,82.75
2017-02-09,83.05
2017-02-10,82.8
2017-02-13,85.3
2017-02-14,84.95
2017-02-15,82.85
2017-02-16,81.95
2017-02-17,82.35
2017-02-20,86.9
2017-02-21,85.25
2017-02-22,83.35
2017-02-23,82.7
2017-02-27,83.3
2017-02-28,85.5
2017-03-01,85.15
2017-03-02,83.35
2017-03-03,83.0
2017-03-06,84.45
2017-03-07,85.3
2017-03-08,83.6
2017-03-09,83.6
2017-03-10,83.3
2017-03-14,82.4
2017-03-15,82.7
2017-03-16,82.8
2017-03-17,83.75
2017-03-20,83.85
2017-03-21,82.55
2017-03-22,81.0
2017-03-23,81.15
2017-03-24,81.6
2017-03-27,81.05
2017-03-28,82.7
2017-03-29,81.6
2017-03-30,82.65
2017-03-31,83.3
2017-04-03,83.5
2017-04-05,85.7
2017-04-06,84.85
2017-04-07,86.0
2017-04-10,86.45
2017-04-11,86.8
2017-04-12,85.6
2017-04-13,86.05
2017-04-17,84.75
2017-04-18,84.3
2017-04-19,83.6
2017-04-20,84.0
2017-04-21,83.0
2017-04-24,83.0
2017-04-25,83.4
2017-04-26,82.35
2017-04-27,82.05
2017-04-28,82.05
2017-05-02,82.2
2017-05-03,81.85
2017-05-04,82.5
2017-05-05,82.25
2017-05-08,82.65
2017-05-09,82.85
2017-05-10,84.45
2017-05-11,83.75
2017-05-12,83.2
2017-05-15,84.4
2017-05-16,86.0
2017-05-17,89.6
2017-05-18,86.25
2017-05-19,82.3
2017-05-22,81.25
2017-05-23,80.85
2017-05-24,80.0
2017-05-25,80.95
2017-05-26,81.65
2017-05-29,81.0
2017-05-30,81.75
2017-05-31,82.75
2017-06-01,82.05
2017-06-02,81.95
2017-06-05,81.0
2017-06-06,84.05
2017-06-07,82.3
2017-06-08,82.5
2017-06-09,82.35
2017-06-12,81.45
2017-06-13,81.3
2017-06-14,81.45
2017-06-15,81.05
2017-06-16,81.1
2017-06-19,81.5
2017-06-20,81.55
2017-06-21,82.15
2017-06-22,82.5
2017-06-23,83.5
2017-06-27,82.95
2017-06-28,81.45
2017-06-29,80.8
2017-06-30,80.8
2017-07-03,81.0
2017-07-04,81.2
2017-07-05,81.5
2017-07-06,82.0
2017-07-07,81.5
2017-07-10,81.8
2017-07-11,81.8
2017-07-12,82.7
2017-07-13,83.35
2017-07-14,82.9
2017-07-17,83.25
2017-07-18,88.9
2017-07-19,87.65
2017-07-20,86.0
2017-07-21,85.1
2017-07-24,88.1
2017-07-25,88.2
2017-07-26,86.45
2017-07-27,84.45
2017-07-28,87.95
2017-07-31,92.15
2017-08-01,90.45
2017-08-02,88.45
2017-08-03,86.8
2017-08-04,86.45
2017-08-07,87.3
2017-08-08,86.65
2017-08-09,84.3
2017-08-10,82.8
2017-08-11,84.1
2017-08-14,86.65
2017-08-16,86.85
2017-08-17,86.9
2017-08-18,87.05
2017-08-21,91.5
2017-08-22,91.7
2017-08-23,91.55
2017-08-24,91.65
2017-08-28,92.9
2017-08-29,90.25
2017-08-30,90.2
2017-08-31,93.25
2017-09-01,99.45
2017-09-04,96.75
2017-09-05,97.85
2017-09-06,98.15
2017-09-07,100.25
2017-09-08,102.5
2017-09-11,100.85
2017-09-12,100.6
2017-09-13,96.8
2017-09-14,97.45
2017-09-15,97.7
2017-09-18,103.85
2017-09-19,105.55
2017-09-20,104.0
2017-09-21,101.3
2017-09-22,98.7
2017-09-25,94.15
2017-09-26,95.2
2017-09-27,92.9
2017-09-28,93.1
2017-09-29,93.7
2017-10-03,96.2
2017-10-04,97.05
2017-10-05,96.95
2017-10-06,97.65
2017-10-09,97.25
2017-10-10,97.05
2017-10-11,94.3
2017-10-12,95.25
2017-10-13,94.05
2017-10-16,95.7
2017-10-17,101.85
2017-10-18,101.5
2017-10-19,102.65
2017-10-23,103.2
2017-10-24,102.5
2017-10-25,101.8
2017-10-26,102.85
2017-10-27,102.45
2017-10-30,103.0
2017-10-31,102.45
2017-11-01,101.65
2017-11-02,102.55
2017-11-03,101.85
2017-11-06,101.55
2017-11-07,100.45
2017-11-08,98.4
2017-11-09,98.6
2017-11-10,99.6
2017-11-13,97.0
2017-11-14,98.75
2017-11-15,96.0
2017-11-16,96.95
2017-11-17,96.25
2017-11-20,98.85
2017-11-21,100.0
2017-11-22,99.9
2017-11-23,101.45
2017-11-24,100.95
2017-11-27,101.8
2017-11-28,100.45
2017-11-29,99.75
2017-11-30,99.25
2017-12-01,102.1
2017-12-04,99.85
2017-12-05,98.15
2017-12-06,98.9
2017-12-07,99.1
2017-12-08,97.75
2017-12-11,98.05
2017-12-12,97.4
2017-12-13,95.8
2017-12-14,94.4
2017-12-15,97.25
2017-12-18,96.7
2017-12-19,96.9
2017-12-20,97.1
2017-12-21,97.95
2017-12-22,97.1
2017-12-26,97.15
2017-12-27,97.0
2017-12-28,97.65
2017-12-29,102.0
