Date,IL&FSTRANS
2017-01-02,103.5
2017-01-03,111.3
2017-01-04,112.95
2017-01-05,113.55
2017-01-06,111.9
2017-01-09,113.45
2017-01-10,116.2
2017-01-11,120.5
2017-01-12,116.85
2017-01-13,117.35
2017-01-16,116.6
2017-01-17,112.75
2017-01-18,110.1
2017-01-19,108.35
2017-01-20,108.75
2017-01-23,111.0
2017-01-24,109.45
2017-01-25,109.25
2017-01-27,108.85
2017-01-30,108.65
2017-01-31,109.8
2017-02-01,111.5
2017-02-02,111.4
2017-02-03,109.85
2017-02-06,111.15
2017-02-07,107.8
2017-02-08,106.95
2017-02-09,107.3
2017-02-10,106.8
2017-02-13,105.75
2017-02-14,103.45
2017-02-15,102.4
2017-02-16,100.85
2017-02-17,103.35
2017-02-20,104.6
2017-02-21,102.6
2017-02-22,101.5
2017-02-23,98.3
2017-02-27,99.7
2017-02-28,102.15
2017-03-01,102.65
2017-03-02,100.85
2017-03-03,99.95
2017-03-06,103.7
2017-03-07,101.85
2017-03-08,101.9
2017-03-09,101.6
2017-03-10,100.35
2017-03-14,101.95
2017-03-15,103.05
2017-03-16,107.25
2017-03-17,105.7
2017-03-20,105.55
2017-03-21,103.05
2017-03-22,105.05
2017-03-23,107.2
2017-03-24,105.7
2017-03-27,105.45
2017-03-28,106.8
2017-03-29,108.0
2017-03-30,108.4
2017-03-31,109.35
2017-04-03,111.05
2017-04-05,112.45
2017-04-06,113.85
2017-04-07,110.75
2017-04-10,113.0
2017-04-11,113.55
2017-04-12,112.45
2017-04-13,113.1
2017-04-17,112.1
2017-04-18,110.4
2017-04-19,112.55
2017-04-20,115.15
2017-04-21,116.8
2017-04-24,118.35
2017-04-25,116.8
2017-04-26,114.4
2017-04-27,114.75
2017-04-28,114.65
2017-05-02,113.6
2017-05-03,113.9
2017-05-04,114.65
2017-05-05,110.65
2017-05-08,113.4
2017-05-09,114.95
2017-05-10,116.25
2017-05-11,119.4
2017-05-12,117.55
2017-05-15,117.45
2017-05-16,114.0
2017-05-17,113.2
2017-05-18,108.45
2017-05-19,107.3
2017-05-22,105.55
2017-05-23,102.0
2017-05-24,100.05
2017-05-25,102.7
2017-05-26,105.4
2017-05-29,103.5
2017-05-30,102.25
2017-05-31,102.5
2017-06-01,101.5
2017-06-02,100.4
2017-06-05,101.5
2017-06-06,100.05
2017-06-07,100.0
2017-06-08,98.15
2017-06-09,97.05
2017-06-12,97.2
2017-06-13,99.35
2017-06-14,98.1
2017-06-15,98.3
2017-06-16,96.6
2017-06-19,96.95
2017-06-20,103.55
2017-06-21,101.3
2017-06-22,100.4
2017-06-23,97.7
2017-06-27,95.25
2017-06-28,94.65
2017-06-29,96.05
2017-06-30,94.2
2017-07-03,97.85
2017-07-04,97.65
2017-07-05,98.25
2017-07-06,101.6
2017-07-07,98.8
2017-07-10,99.3
2017-07-11,97.4
2017-07-12,97.9
2017-07-13,99.0
2017-07-14,97.35
2017-07-17,96.7
2017-07-18,94.1
2017-07-19,95.2
2017-07-20,94.8
2017-07-21,95.65
2017-07-24,94.2
2017-07-25,93.1
2017-07-26,92.55
2017-07-27,91.0
2017-07-28,89.5
2017-07-31,92.0
2017-08-01,90.25
2017-08-02,90.35
2017-08-03,89.65
2017-08-04,88.7
2017-08-07,88.95
2017-08-08,86.5
2017-08-09,83.45
2017-08-10,76.1
2017-08-11,77.6
2017-08-14,78.05
2017-08-16,79.4
2017-08-17,79.55
2017-08-18,78.0
2017-08-21,78.2
2017-08-22,76.4
2017-08-23,77.15
2017-08-24,79.5
2017-08-28,83.35
2017-08-29,80.35
2017-08-30,79.55
2017-08-31,80.25
2017-09-01,81.25
2017-09-04,79.0
2017-09-05,79.35
2017-09-06,79.1
2017-09-07,79.0
2017-09-08,78.35
2017-09-11,79.7
2017-09-12,80.1
2017-09-13,80.1
2017-09-14,79.05
2017-09-15,74.85
2017-09-18,76.35
2017-09-19,77.1
2017-09-20,78.8
2017-09-21,77.2
2017-09-22,74.95
2017-09-25,72.45
2017-09-26,73.35
2017-09-27,71.95
2017-09-28,72.05
2017-09-29,72.95
2017-10-03,72.15
2017-10-04,73.0
2017-10-05,73.55
2017-10-06,77.85
2017-10-09,76.55
2017-10-10,75.15
2017-10-11,79.75
2017-10-12,80.05
2017-10-13,79.35
2017-10-16,78.05
2017-10-17,77.4
2017-10-18,77.45
2017-10-19,79.15
2017-10-23,79.85
2017-10-24,80.5
2017-10-25,84.4
2017-10-26,86.75
2017-10-27,86.7
2017-10-30,86.6
2017-10-31,89.5
2017-11-01,88.45
2017-11-02,90.6
2017-11-03,89.65
2017-11-06,87.75
2017-11-07,85.6
2017-11-08,83.1
2017-11-09,85.0
2017-11-10,83.2
2017-11-13,77.5
2017-11-14,76.75
2017-11-15,74.4
2017-11-16,74.2
2017-11-17,76.5
2017-11-20,77.0
2017-11-21,76.8
2017-11-22,76.7
2017-11-23,75.75
2017-11-24,77.7
2017-11-27,77.8
2017-11-28,76.95
2017-11-29,78.8
2017-11-30,82.3
2017-12-01,79.5
2017-12-04,78.9
2017-12-05,78.5
2017-12-06,77.55
2017-12-07,77.45
2017-12-08,77.3
2017-12-11,77.7
2017-12-12,77.8
2017-12-13,75.25
2017-12-14,73.85
2017-12-15,73.1
2017-12-18,73.8
2017-12-19,73.35
2017-12-20,74.65
2017-12-21,76.95
2017-12-22,83.25
2017-12-26,85.35
2017-12-27,82.05
2017-12-28,83.4
2017-12-29,83.7
