Date,PHOENIXLTD
2017-01-02,379.75
2017-01-03,378.0
2017-01-04,375.9
2017-01-05,374.6
2017-01-06,366.1
2017-01-09,368.75
2017-01-10,365.95
2017-01-11,360.55
2017-01-12,362.25
2017-01-13,360.0
2017-01-16,360.0
2017-01-17,357.2
2017-01-18,355.05
2017-01-19,357.4
2017-01-20,355.0
2017-01-23,360.4
2017-01-24,364.35
2017-01-25,365.75
2017-01-27,363.5
2017-01-30,353.45
2017-01-31,345.8
2017-02-01,347.65
2017-02-02,346.35
2017-02-03,348.0
2017-02-06,347.05
2017-02-07,349.95
2017-02-08,349.5
2017-02-09,351.8
2017-02-10,352.0
2017-02-13,352.0
2017-02-14,349.0
2017-02-15,345.15
2017-02-16,354.7
2017-02-17,360.0
2017-02-20,364.1
2017-02-21,365.35
2017-02-22,365.9
2017-02-23,364.3
2017-02-27,372.35
2017-02-28,378.05
2017-03-01,387.05
2017-03-02,380.8
2017-03-03,380.3
2017-03-06,376.3
2017-03-07,375.0
2017-03-08,376.3
2017-03-09,373.9
2017-03-10,371.15
2017-03-14,375.7
2017-03-15,372.4
2017-03-16,376.5
2017-03-17,392.9
2017-03-20,388.75
2017-03-21,394.1
2017-03-22,388.2
2017-03-23,380.0
2017-03-24,382.15
2017-03-27,390.15
2017-03-28,383.25
2017-03-29,379.3
2017-03-30,380.0
2017-03-31,378.45
2017-04-03,402.3
2017-04-05,409.0
2017-04-06,401.45
2017-04-07,418.6
2017-04-10,419.8
2017-04-11,411.3
2017-04-12,414.9
2017-04-13,408.25
2017-04-17,408.35
2017-04-18,400.3
2017-04-19,393.2
2017-04-20,404.85
2017-04-21,401.6
2017-04-24,402.95
2017-04-25,413.55
2017-04-26,408.15
2017-04-27,413.9
2017-04-28,413.4
2017-05-02,409.3
2017-05-03,414.35
2017-05-04,410.85
2017-05-05,404.0
2017-05-08,407.95
2017-05-09,402.7
2017-05-10,412.3
2017-05-11,412.8
2017-05-12,417.15
2017-05-15,419.0
2017-05-16,417.4
2017-05-17,418.95
2017-05-18,404.75
2017-05-19,402.35
2017-05-22,401.7
2017-05-23,400.4
2017-05-24,409.15
2017-05-25,409.1
2017-05-26,410.95
2017-05-29,408.55
2017-05-30,411.1
2017-05-31,411.75
2017-06-01,413.4
2017-06-02,430.6
2017-06-05,431.85
2017-06-06,429.3
2017-06-07,426.85
2017-06-08,427.1
2017-06-09,443.3
2017-06-12,449.35
2017-06-13,455.0
2017-06-14,450.0
2017-06-15,457.85
2017-06-16,446.75
2017-06-19,449.65
2017-06-20,444.4
2017-06-21,445.9
2017-06-22,453.2
2017-06-23,450.5
2017-06-27,455.05
2017-06-28,450.0
2017-06-29,445.5
2017-06-30,450.05
2017-07-03,459.75
2017-07-04,462.25
2017-07-05,465.2
2017-07-06,465.4
2017-07-07,465.65
2017-07-10,460.15
2017-07-11,480.75
2017-07-12,485.8
2017-07-13,541.5
2017-07-14,505.9
2017-07-17,508.6
2017-07-18,521.85
2017-07-19,530.95
2017-07-20,519.45
2017-07-21,510.55
2017-07-24,512.75
2017-07-25,512.45
2017-07-26,502.25
2017-07-27,486.65
2017-07-28,491.1
2017-07-31,487.4
2017-08-01,485.85
2017-08-02,497.5
2017-08-03,484.05
2017-08-04,481.35
2017-08-07,498.85
2017-08-08,511.6
2017-08-09,513.25
2017-08-10,504.45
2017-08-11,496.35
2017-08-14,509.3
2017-08-16,524.65
2017-08-17,528.35
2017-08-18,539.25
2017-08-21,542.7
2017-08-22,540.05
2017-08-23,547.7
2017-08-24,515.75
2017-08-28,522.9
2017-08-29,523.35
2017-08-30,522.5
2017-08-31,517.75
2017-09-01,522.9
2017-09-04,512.0
2017-09-05,506.4
2017-09-06,496.5
2017-09-07,491.2
2017-09-08,490.65
2017-09-11,498.5
2017-09-12,506.6
2017-09-13,504.25
2017-09-14,502.2
2017-09-15,499.55
2017-09-18,496.5
2017-09-19,490.05
2017-09-20,494.8
2017-09-21,493.05
2017-09-22,488.45
2017-09-25,472.2
2017-09-26,488.15
2017-09-27,499.0
2017-09-28,499.05
2017-09-29,500.85
2017-10-03,503.5
2017-10-04,510.1
2017-10-05,550.05
2017-10-06,538.15
2017-10-09,527.95
2017-10-10,523.45
2017-10-11,526.5
2017-10-12,530.1
2017-10-13,523.8
2017-10-16,555.3
2017-10-17,558.5
2017-10-18,566.75
2017-10-19,569.45
2017-10-23,561.7
2017-10-24,562.75
2017-10-25,538.35
2017-10-26,531.65
2017-10-27,524.9
2017-10-30,507.25
2017-10-31,525.6
2017-11-01,537.05
2017-11-02,538.05
2017-11-03,538.25
2017-11-06,524.8
2017-11-07,521.95
2017-11-08,516.6
2017-11-09,517.5
2017-11-10,510.9
2017-11-13,518.2
2017-11-14,508.3
2017-11-15,507.75
2017-11-16,518.0
2017-11-17,516.6
2017-11-20,513.2
2017-11-21,503.95
2017-11-22,484.9
2017-11-23,501.2
2017-11-24,513.05
2017-11-27,514.15
2017-11-28,510.0
2017-11-29,515.15
2017-11-30,516.15
2017-12-01,510.55
2017-12-04,529.05
2017-12-05,551.15
2017-12-06,551.45
2017-12-07,559.7
2017-12-08,566.15
2017-12-11,556.7
2017-12-12,559.6
2017-12-13,558.5
2017-12-14,559.65
2017-12-15,589.85
2017-12-18,583.4
2017-12-19,579.6
2017-12-20,600.8
2017-12-21,599.8
2017-12-22,602.0
2017-12-26,599.65
2017-12-27,609.0
2017-12-28,644.65
2017-12-29,626.95
