Date,OIL
2017-01-02,455.25
2017-01-03,458.45
2017-01-04,456.5
2017-01-05,467.15
2017-01-06,475.1
2017-01-09,478.25
2017-01-10,482.4
2017-01-11,485.0
2017-01-12,346.9
2017-01-13,345.6
2017-01-16,343.15
2017-01-17,341.75
2017-01-18,336.3
2017-01-19,333.45
2017-01-20,328.15
2017-01-23,336.6
2017-01-24,337.35
2017-01-25,337.7
2017-01-27,338.75
2017-01-30,336.3
2017-01-31,329.65
2017-02-01,331.15
2017-02-02,340.3
2017-02-03,344.75
2017-02-06,347.7
2017-02-07,335.2
2017-02-08,336.9
2017-02-09,344.25
2017-02-10,345.55
2017-02-13,334.7
2017-02-14,336.95
2017-02-15,336.35
2017-02-16,334.65
2017-02-17,333.4
2017-02-20,327.15
2017-02-21,328.05
2017-02-22,326.5
2017-02-23,326.9
2017-02-27,328.2
2017-02-28,327.1
2017-03-01,333.15
2017-03-02,330.95
2017-03-03,333.65
2017-03-06,338.35
2017-03-07,335.05
2017-03-08,327.05
2017-03-09,324.1
2017-03-10,334.4
2017-03-14,335.2
2017-03-15,332.6
2017-03-16,337.5
2017-03-17,334.05
2017-03-20,334.05
2017-03-21,332.5
2017-03-22,328.65
2017-03-23,333.3
2017-03-24,332.8
2017-03-27,333.2
2017-03-28,330.9
2017-03-29,331.0
2017-03-30,328.7
2017-03-31,333.8
2017-04-03,330.3
2017-04-05,332.4
2017-04-06,333.65
2017-04-07,335.0
2017-04-10,337.95
2017-04-11,337.2
2017-04-12,333.6
2017-04-13,334.8
2017-04-17,332.55
2017-04-18,332.9
2017-04-19,331.7
2017-04-20,324.45
2017-04-21,324.5
2017-04-24,323.65
2017-04-25,327.55
2017-04-26,325.55
2017-04-27,323.05
2017-04-28,327.15
2017-05-02,330.2
2017-05-03,330.05
2017-05-04,331.1
2017-05-05,322.2
2017-05-08,324.15
2017-05-09,325.6
2017-05-10,324.7
2017-05-11,317.15
2017-05-12,318.8
2017-05-15,320.35
2017-05-16,323.0
2017-05-17,320.45
2017-05-18,317.35
2017-05-19,316.35
2017-05-22,314.35
2017-05-23,310.7
2017-05-24,304.55
2017-05-25,307.1
2017-05-26,310.3
2017-05-29,306.7
2017-05-30,315.0
2017-05-31,306.8
2017-06-01,303.0
2017-06-02,300.4
2017-06-05,301.8
2017-06-06,296.5
2017-06-07,299.45
2017-06-08,292.35
2017-06-09,289.15
2017-06-12,288.9
2017-06-13,294.7
2017-06-14,294.2
2017-06-15,299.4
2017-06-16,294.4
2017-06-19,291.75
2017-06-20,295.1
2017-06-21,286.65
2017-06-22,281.5
2017-06-23,275.2
2017-06-27,268.75
2017-06-28,264.75
2017-06-29,265.25
2017-06-30,259.6
2017-07-03,260.5
2017-07-04,263.8
2017-07-05,266.75
2017-07-06,265.35
2017-07-07,263.6
2017-07-10,265.6
2017-07-11,263.75
2017-07-12,266.2
2017-07-13,265.95
2017-07-14,269.4
2017-07-17,274.4
2017-07-18,277.65
2017-07-19,283.55
2017-07-20,285.25
2017-07-21,282.4
2017-07-24,281.35
2017-07-25,280.15
2017-07-26,282.05
2017-07-27,279.0
2017-07-28,281.75
2017-07-31,287.5
2017-08-01,286.15
2017-08-02,282.05
2017-08-03,285.25
2017-08-04,284.25
2017-08-07,287.25
2017-08-08,282.35
2017-08-09,282.05
2017-08-10,281.95
2017-08-11,278.95
2017-08-14,280.05
2017-08-16,286.45
2017-08-17,282.75
2017-08-18,286.45
2017-08-21,272.7
2017-08-22,276.1
2017-08-23,278.8
2017-08-24,283.4
2017-08-28,288.1
2017-08-29,289.2
2017-08-30,292.05
2017-08-31,285.15
2017-09-01,295.2
2017-09-04,308.45
2017-09-05,308.8
2017-09-06,309.25
2017-09-07,305.7
2017-09-08,315.35
2017-09-11,331.2
2017-09-12,331.45
2017-09-13,323.5
2017-09-14,318.1
2017-09-15,323.05
2017-09-18,325.2
2017-09-19,329.95
2017-09-20,328.1
2017-09-21,328.3
2017-09-22,328.7
2017-09-25,332.5
2017-09-26,349.35
2017-09-27,350.55
2017-09-28,348.3
2017-09-29,353.65
2017-10-03,354.75
2017-10-04,350.45
2017-10-05,349.75
2017-10-06,350.05
2017-10-09,345.4
2017-10-10,352.5
2017-10-11,346.0
2017-10-12,347.2
2017-10-13,349.7
2017-10-16,347.95
2017-10-17,345.2
2017-10-18,343.4
2017-10-19,340.6
2017-10-23,339.8
2017-10-24,344.95
2017-10-25,339.6
2017-10-26,351.75
2017-10-27,351.95
2017-10-30,375.1
2017-10-31,369.05
2017-11-01,370.3
2017-11-02,360.35
2017-11-03,362.5
2017-11-06,370.85
2017-11-07,374.45
2017-11-08,363.7
2017-11-09,363.8
2017-11-10,362.1
2017-11-13,356.1
2017-11-14,351.2
2017-11-15,352.5
2017-11-16,350.8
2017-11-17,353.55
2017-11-20,352.8
2017-11-21,354.55
2017-11-22,362.15
2017-11-23,363.65
2017-11-24,368.8
2017-11-27,370.95
2017-11-28,373.2
2017-11-29,369.0
2017-11-30,361.95
2017-12-01,360.4
2017-12-04,360.95
2017-12-05,354.4
2017-12-06,347.9
2017-12-07,349.55
2017-12-08,360.8
2017-12-11,358.1
2017-12-12,354.9
2017-12-13,356.35
2017-12-14,353.75
2017-12-15,355.35
2017-12-18,351.9
2017-12-19,353.3
2017-12-20,353.6
2017-12-21,358.4
2017-12-22,358.9
2017-12-26,357.4
2017-12-27,360.9
2017-12-28,375.95
2017-12-29,371.5
