Date,BAJAJFINSV
2017-01-02,2949.65
2017-01-03,3016.65
2017-01-04,2960.85
2017-01-05,3018.45
2017-01-06,2978.55
2017-01-09,2992.65
2017-01-10,3010.15
2017-01-11,3018.5
2017-01-12,3018.6
2017-01-13,3019.6
2017-01-16,3012.6
2017-01-17,3019.7
2017-01-18,3046.65
2017-01-19,3154.75
2017-01-20,3064.0
2017-01-23,3063.45
2017-01-24,3128.8
2017-01-25,3169.7
2017-01-27,3169.4
2017-01-30,3205.45
2017-01-31,3245.85
2017-02-01,3328.4
2017-02-02,3462.1
2017-02-03,3419.95
2017-02-06,3721.95
2017-02-07,3691.25
2017-02-08,3663.0
2017-02-09,3577.0
2017-02-10,3630.95
2017-02-13,3637.25
2017-02-14,3592.9
2017-02-15,3628.35
2017-02-16,3671.2
2017-02-17,3685.5
2017-02-20,3641.75
2017-02-21,3624.1
2017-02-22,3750.2
2017-02-23,3847.2
2017-02-27,3836.6
2017-02-28,3914.15
2017-03-01,3923.85
2017-03-02,3875.5
2017-03-03,3761.75
2017-03-06,3817.7
2017-03-07,3805.1
2017-03-08,3832.05
2017-03-09,3804.85
2017-03-10,3826.05
2017-03-14,3931.25
2017-03-15,3938.65
2017-03-16,4040.05
2017-03-17,3969.1
2017-03-20,3965.8
2017-03-21,4057.45
2017-03-22,4107.85
2017-03-23,4148.5
2017-03-24,4129.35
2017-03-27,4044.8
2017-03-28,4090.75
2017-03-29,4062.65
2017-03-30,4060.6
2017-03-31,4098.4
2017-04-03,4098.25
2017-04-05,4128.8
2017-04-06,4178.35
2017-04-07,4226.2
2017-04-10,4373.0
2017-04-11,4374.85
2017-04-12,4502.95
2017-04-13,4611.9
2017-04-17,4493.45
2017-04-18,4369.4
2017-04-19,4340.05
2017-04-20,4355.4
2017-04-21,4304.05
2017-04-24,4371.75
2017-04-25,4524.35
2017-04-26,4534.2
2017-04-27,4524.75
2017-04-28,4575.65
2017-05-02,4566.15
2017-05-03,4562.9
2017-05-04,4569.6
2017-05-05,4428.4
2017-05-08,4420.95
2017-05-09,4378.45
2017-05-10,4391.45
2017-05-11,4495.8
2017-05-12,4395.55
2017-05-15,4550.95
