Date,TATAPOWER
2017-01-02,75.4
2017-01-03,75.65
2017-01-04,75.8
2017-01-05,76.85
2017-01-06,77.1
2017-01-09,76.4
2017-01-10,77.1
2017-01-11,76.85
2017-01-12,79.3
2017-01-13,79.3
2017-01-16,77.75
2017-01-17,77.85
2017-01-18,78.65
2017-01-19,79.3
2017-01-20,77.55
2017-01-23,77.55
2017-01-24,79.9
2017-01-25,80.1
2017-01-27,81.0
2017-01-30,80.55
2017-01-31,79.8
2017-02-01,80.5
2017-02-02,80.45
2017-02-03,80.65
2017-02-06,82.25
2017-02-07,81.2
2017-02-08,81.65
2017-02-09,81.6
2017-02-10,81.6
2017-02-13,83.4
2017-02-14,83.5
2017-02-15,81.7
2017-02-16,83.15
2017-02-17,84.1
2017-02-20,85.35
2017-02-21,84.25
2017-02-22,84.15
2017-02-23,83.45
2017-02-27,82.7
2017-02-28,82.6
2017-03-01,81.95
2017-03-02,81.05
2017-03-03,81.9
2017-03-06,82.45
2017-03-07,83.0
2017-03-08,82.1
2017-03-09,82.2
2017-03-10,81.95
2017-03-14,83.65
2017-03-15,85.05
2017-03-16,86.2
2017-03-17,86.35
2017-03-20,87.15
2017-03-21,87.65
2017-03-22,86.95
2017-03-23,87.1
2017-03-24,86.55
2017-03-27,87.3
2017-03-28,88.8
2017-03-29,90.0
2017-03-30,89.9
2017-03-31,90.35
2017-04-03,89.2
2017-04-05,88.2
2017-04-06,87.3
2017-04-07,87.5
2017-04-10,87.05
2017-04-11,85.45
2017-04-12,85.55
2017-04-13,84.7
2017-04-17,84.05
2017-04-18,83.55
2017-04-19,85.65
2017-04-20,84.15
2017-04-21,84.15
2017-04-24,86.0
2017-04-25,85.2
2017-04-26,85.0
2017-04-27,84.65
2017-04-28,84.3
2017-05-02,83.7
2017-05-03,82.2
2017-05-04,83.0
2017-05-05,83.4
2017-05-08,83.1
2017-05-09,83.1
2017-05-10,81.55
2017-05-11,82.6
2017-05-12,82.3
2017-05-15,83.55
2017-05-16,83.85
2017-05-17,85.35
2017-05-18,83.75
2017-05-19,84.15
2017-05-22,82.05
2017-05-23,80.5
2017-05-24,80.25
2017-05-25,80.4
2017-05-26,81.05
2017-05-29,81.15
2017-05-30,82.4
2017-05-31,81.0
2017-06-01,80.7
2017-06-02,81.05
2017-06-05,81.0
2017-06-06,79.6
2017-06-07,80.0
2017-06-08,79.05
2017-06-09,77.8
2017-06-12,78.9
2017-06-13,78.1
2017-06-14,77.55
2017-06-15,77.1
2017-06-16,77.9
2017-06-19,78.05
2017-06-20,82.1
2017-06-21,81.75
2017-06-22,82.75
2017-06-23,81.5
2017-06-27,81.1
2017-06-28,81.65
2017-06-29,81.55
2017-06-30,80.55
2017-07-03,80.4
2017-07-04,81.2
2017-07-05,81.75
2017-07-06,81.95
2017-07-07,81.7
2017-07-10,83.45
2017-07-11,83.0
2017-07-12,83.05
2017-07-13,83.25
2017-07-14,82.95
2017-07-17,83.4
2017-07-18,82.45
2017-07-19,82.95
2017-07-20,82.9
2017-07-21,83.35
2017-07-24,83.25
2017-07-25,83.0
2017-07-26,82.55
2017-07-27,82.0
2017-07-28,82.15
2017-07-31,82.0
2017-08-01,82.8
2017-08-02,82.6
2017-08-03,82.65
2017-08-04,80.25
2017-08-07,80.0
2017-08-08,78.25
2017-08-09,77.8
2017-08-10,76.7
2017-08-11,76.55
2017-08-14,79.55
2017-08-16,82.05
2017-08-17,81.65
2017-08-18,80.3
2017-08-21,80.2
2017-08-22,80.05
2017-08-23,78.75
2017-08-24,79.15
2017-08-28,78.85
2017-08-29,76.95
2017-08-30,77.65
2017-08-31,79.25
2017-09-01,80.1
2017-09-04,78.45
2017-09-05,78.35
2017-09-06,78.0
2017-09-07,77.35
2017-09-08,77.0
2017-09-11,80.6
2017-09-12,81.0
2017-09-13,84.8
2017-09-14,85.25
2017-09-15,84.3
2017-09-18,83.7
2017-09-19,84.6
2017-09-20,84.0
2017-09-21,83.1
2017-09-22,80.4
2017-09-25,81.85
2017-09-26,79.95
2017-09-27,78.15
2017-09-28,77.25
2017-09-29,77.8
2017-10-03,77.4
2017-10-04,78.0
2017-10-05,78.95
2017-10-06,80.65
2017-10-09,81.45
2017-10-10,81.55
2017-10-11,81.0
2017-10-12,81.7
2017-10-13,81.65
2017-10-16,81.95
2017-10-17,81.6
2017-10-18,81.9
2017-10-19,81.5
2017-10-23,81.75
2017-10-24,82.15
2017-10-25,82.25
2017-10-26,82.15
2017-10-27,85.1
2017-10-30,85.95
2017-10-31,84.9
2017-11-01,85.2
2017-11-02,84.8
2017-11-03,84.5
2017-11-06,85.45
2017-11-07,83.05
2017-11-08,83.3
2017-11-09,83.75
2017-11-10,82.95
2017-11-13,82.2
2017-11-14,81.8
2017-11-15,82.05
2017-11-16,84.8
2017-11-17,88.95
2017-11-20,91.7
2017-11-21,92.9
2017-11-22,93.05
2017-11-23,93.15
2017-11-24,93.65
2017-11-27,95.25
2017-11-28,95.85
2017-11-29,95.05
2017-11-30,94.7
2017-12-01,90.25
2017-12-04,89.85
2017-12-05,88.9
2017-12-06,87.4
2017-12-07,90.85
2017-12-08,91.6
2017-12-11,93.55
2017-12-12,90.55
2017-12-13,90.25
2017-12-14,90.5
2017-12-15,91.2
2017-12-18,91.1
2017-12-19,91.1
2017-12-20,90.85
2017-12-21,91.0
2017-12-22,92.75
2017-12-26,93.15
2017-12-27,92.3
2017-12-28,92.05
2017-12-29,93.5
