Date,GANDHITUBE
2017-01-02,307.45
2017-01-03,308.25
2017-01-04,304.25
2017-01-05,304.05
2017-01-06,299.95
2017-01-09,300.0
2017-01-10,305.0
2017-01-11,317.15
2017-01-12,316.1
2017-01-13,308.35
2017-01-16,311.95
2017-01-17,313.15
2017-01-18,315.9
2017-01-19,320.05
2017-01-20,316.05
2017-01-23,300.3
2017-01-24,303.45
2017-01-25,322.35
2017-01-27,326.7
2017-01-30,330.15
2017-01-31,326.3
2017-02-01,329.7
2017-02-02,319.9
2017-02-03,317.85
2017-02-06,319.1
2017-02-07,321.3
2017-02-08,316.55
2017-02-09,316.35
2017-02-10,319.95
2017-02-13,320.95
2017-02-14,322.1
2017-02-15,323.3
2017-02-16,334.4
2017-02-17,333.05
2017-02-20,331.45
2017-02-21,328.0
2017-02-22,328.0
2017-02-23,335.3
2017-02-27,336.4
2017-02-28,333.15
2017-03-01,338.0
2017-03-02,338.3
2017-03-03,333.95
2017-03-06,332.45
2017-03-07,334.65
2017-03-08,333.0
2017-03-09,328.95
2017-03-10,330.9
2017-03-14,331.5
2017-03-15,327.65
2017-03-16,342.4
2017-03-17,341.05
2017-03-20,341.25
2017-03-21,338.95
2017-03-22,333.6
2017-03-23,329.65
2017-03-24,329.65
2017-03-27,331.25
2017-03-28,331.15
2017-03-29,333.0
2017-03-30,331.3
2017-03-31,334.7
2017-04-03,335.5
2017-04-05,334.15
2017-04-06,345.3
2017-04-07,346.2
2017-04-10,349.35
2017-04-11,349.05
2017-04-12,344.2
2017-04-13,343.05
2017-04-17,338.9
2017-04-18,329.6
2017-04-19,329.75
2017-04-20,329.15
2017-04-21,328.35
2017-04-24,334.35
2017-04-25,330.1
2017-04-26,331.9
2017-04-27,331.3
2017-04-28,336.0
2017-05-02,339.9
2017-05-03,344.9
2017-05-04,338.1
2017-05-05,337.6
2017-05-08,334.55
2017-05-09,333.05
2017-05-10,334.45
2017-05-11,340.1
2017-05-12,346.95
2017-05-15,349.05
2017-05-16,351.6
2017-05-17,344.75
2017-05-18,338.25
2017-05-19,334.45
2017-05-22,328.1
2017-05-23,326.35
2017-05-24,333.2
2017-05-25,337.0
2017-05-26,337.0
2017-05-29,333.0
2017-05-30,327.0
2017-05-31,328.45
2017-06-01,333.2
2017-06-02,330.85
2017-06-05,333.0
2017-06-06,327.5
2017-06-07,330.0
2017-06-08,326.95
2017-06-09,330.1
2017-06-12,337.85
2017-06-13,344.6
2017-06-14,343.4
2017-06-15,341.2
2017-06-16,337.05
2017-06-19,335.35
2017-06-20,334.3
2017-06-21,331.45
2017-06-22,330.85
2017-06-23,334.55
2017-06-27,329.7
2017-06-28,327.75
2017-06-29,325.7
2017-06-30,336.0
2017-07-03,334.2
2017-07-04,334.1
2017-07-05,338.65
2017-07-06,341.05
2017-07-07,340.7
2017-07-10,342.75
2017-07-11,340.05
2017-07-12,341.85
2017-07-13,342.95
2017-07-14,333.15
2017-07-17,332.75
2017-07-18,327.95
2017-07-19,332.75
2017-07-20,330.95
2017-07-21,328.6
2017-07-24,324.8
2017-07-25,323.1
2017-07-26,323.05
2017-07-27,323.0
2017-07-28,318.85
2017-07-31,318.3
2017-08-01,317.0
2017-08-02,313.0
2017-08-03,308.8
2017-08-04,314.65
2017-08-07,323.1
2017-08-08,331.25
2017-08-09,335.1
2017-08-10,312.5
2017-08-11,288.5
2017-08-14,291.55
2017-08-16,302.7
2017-08-17,301.6
2017-08-18,299.95
2017-08-21,299.85
2017-08-22,299.3
2017-08-23,299.85
2017-08-24,299.4
2017-08-28,302.45
2017-08-29,302.1
2017-08-30,304.4
2017-08-31,302.85
2017-09-01,320.05
2017-09-04,315.65
2017-09-05,336.4
2017-09-06,336.8
2017-09-07,333.8
2017-09-08,329.5
2017-09-11,331.15
2017-09-12,327.0
2017-09-13,324.7
2017-09-14,327.35
2017-09-15,323.5
2017-09-18,323.3
2017-09-19,327.5
2017-09-20,323.1
2017-09-21,323.5
2017-09-22,317.2
2017-09-25,308.95
2017-09-26,313.25
2017-09-27,306.85
2017-09-28,302.0
2017-09-29,310.2
2017-10-03,309.4
2017-10-04,312.3
2017-10-05,312.1
2017-10-06,317.95
2017-10-09,312.4
2017-10-10,313.95
2017-10-11,314.2
2017-10-12,316.6
2017-10-13,332.3
2017-10-16,333.8
2017-10-17,329.05
2017-10-18,324.8
2017-10-19,325.8
2017-10-23,330.3
2017-10-24,324.0
2017-10-25,321.4
2017-10-26,325.85
2017-10-27,330.25
2017-10-30,332.5
2017-10-31,334.05
2017-11-01,334.25
2017-11-02,332.1
2017-11-03,334.25
2017-11-06,339.55
2017-11-07,337.8
2017-11-08,329.3
2017-11-09,313.35
2017-11-10,314.5
2017-11-13,302.05
2017-11-14,299.55
2017-11-15,305.8
2017-11-16,307.35
2017-11-17,308.0
2017-11-20,311.45
2017-11-21,313.9
2017-11-22,312.0
2017-11-23,310.85
2017-11-24,312.9
2017-11-27,314.55
2017-11-28,316.75
2017-11-29,314.7
2017-11-30,312.8
2017-12-01,313.3
2017-12-04,312.5
2017-12-05,310.1
2017-12-06,303.7
2017-12-07,305.2
2017-12-08,308.0
2017-12-11,363.5
2017-12-12,349.8
2017-12-13,347.9
2017-12-14,342.8
2017-12-15,346.2
2017-12-18,350.1
2017-12-19,403.25
2017-12-20,405.65
2017-12-21,406.8
2017-12-22,410.25
2017-12-26,426.05
2017-12-27,423.8
2017-12-28,428.55
2017-12-29,427.25
