Date,DALMIABHA
2017-01-02,1453.75
2017-01-03,1566.45
2017-01-04,1580.85
2017-01-05,1572.45
2017-01-06,1538.2
2017-01-09,1543.8
2017-01-10,1554.1
2017-01-11,1672.85
2017-01-12,1704.45
2017-01-13,1741.1
2017-01-16,1759.05
2017-01-17,1752.8
2017-01-18,1819.85
2017-01-19,1797.8
2017-01-20,1779.7
2017-01-23,1791.5
2017-01-24,1835.45
2017-01-25,1850.95
2017-01-27,1876.35
2017-01-30,1852.4
2017-01-31,1839.0
2017-02-01,1901.5
2017-02-02,1932.95
2017-02-03,1926.0
2017-02-06,1952.45
2017-02-07,1913.35
2017-02-08,1953.6
2017-02-09,1948.6
2017-02-10,1951.0
2017-02-13,1960.5
2017-02-14,1933.35
2017-02-15,1913.9
2017-02-16,1902.1
2017-02-17,1900.15
2017-02-20,1909.0
2017-02-21,1904.9
2017-02-22,1894.5
2017-02-23,1893.35
2017-02-27,1888.3
2017-02-28,1905.95
2017-03-01,1885.65
2017-03-02,1877.85
2017-03-03,1867.9
2017-03-06,1890.8
2017-03-07,1906.1
2017-03-08,1890.35
2017-03-09,1896.45
2017-03-10,1897.0
2017-03-14,1909.35
2017-03-15,1899.45
2017-03-16,1909.7
2017-03-17,1915.05
2017-03-20,1912.65
2017-03-21,1902.45
2017-03-22,1887.15
2017-03-23,1892.85
2017-03-24,1909.15
2017-03-27,1928.25
2017-03-28,1944.55
2017-03-29,1952.85
2017-03-30,1956.55
2017-03-31,1965.7
2017-04-03,1970.65
2017-04-05,2064.95
2017-04-06,2113.5
2017-04-07,2162.45
2017-04-10,2120.85
2017-04-11,2164.9
2017-04-12,2193.0
2017-04-13,2113.4
2017-04-17,2090.45
2017-04-18,2072.7
2017-04-19,2068.3
2017-04-20,2099.7
2017-04-21,2057.95
2017-04-24,2111.1
2017-04-25,2087.85
2017-04-26,2114.6
2017-04-27,2101.45
2017-04-28,2172.25
2017-05-02,2191.0
2017-05-03,2185.7
2017-05-04,2239.0
2017-05-05,2261.75
2017-05-08,2341.95
2017-05-09,2406.5
2017-05-10,2367.9
2017-05-11,2522.4
2017-05-12,2525.75
2017-05-15,2529.85
2017-05-16,2576.25
2017-05-17,2541.45
2017-05-18,2444.95
2017-05-19,2426.3
2017-05-22,2373.8
2017-05-23,2365.95
2017-05-24,2333.05
2017-05-25,2375.05
2017-05-26,2461.3
2017-05-29,2392.85
2017-05-30,2419.25
2017-05-31,2431.35
2017-06-01,2421.3
2017-06-02,2427.6
2017-06-05,2415.05
2017-06-06,2379.4
2017-06-07,2379.85
2017-06-08,2417.45
2017-06-09,2463.15
2017-06-12,2479.45
2017-06-13,2465.55
2017-06-14,2468.55
2017-06-15,2483.6
2017-06-16,2467.1
2017-06-19,2548.7
2017-06-20,2549.85
2017-06-21,2534.0
2017-06-22,2507.25
2017-06-23,2473.95
2017-06-27,2378.7
2017-06-28,2429.5
2017-06-29,2415.7
2017-06-30,2469.7
2017-07-03,2525.85
2017-07-04,2596.6
2017-07-05,2608.5
2017-07-06,2590.1
2017-07-07,2568.65
2017-07-10,2618.95
2017-07-11,2647.0
2017-07-12,2663.25
2017-07-13,2708.8
2017-07-14,2742.95
2017-07-17,2750.65
2017-07-18,2738.55
2017-07-19,2726.2
2017-07-20,2650.9
2017-07-21,2645.0
2017-07-24,2622.45
2017-07-25,2587.75
2017-07-26,2604.0
2017-07-27,2626.7
2017-07-28,2649.55
2017-07-31,2659.35
2017-08-01,2590.45
2017-08-02,2624.7
2017-08-03,2615.55
2017-08-04,2569.55
2017-08-07,2652.1
2017-08-08,2636.85
2017-08-09,2556.1
2017-08-10,2474.75
2017-08-11,2493.35
2017-08-14,2554.65
2017-08-16,2610.15
2017-08-17,2618.6
2017-08-18,2606.65
2017-08-21,2583.0
2017-08-22,2556.05
2017-08-23,2592.8
2017-08-24,2619.25
2017-08-28,2675.6
2017-08-29,2679.9
2017-08-30,2690.85
2017-08-31,2713.15
2017-09-01,2692.1
2017-09-04,2709.85
2017-09-05,2755.4
2017-09-06,2731.5
2017-09-07,2732.45
2017-09-08,2713.25
2017-09-11,2756.95
2017-09-12,2796.7
2017-09-13,2777.35
2017-09-14,2792.75
2017-09-15,2826.85
2017-09-18,2825.0
2017-09-19,2798.8
2017-09-20,2762.95
2017-09-21,2775.95
2017-09-22,2670.95
2017-09-25,2635.7
2017-09-26,2620.7
2017-09-27,2585.25
2017-09-28,2546.2
2017-09-29,2568.85
2017-10-03,2715.0
2017-10-04,2695.65
2017-10-05,2755.85
2017-10-06,2755.05
2017-10-09,2735.4
2017-10-10,2752.8
2017-10-11,2722.15
2017-10-12,2724.5
2017-10-13,2728.8
2017-10-16,2741.8
2017-10-17,2703.9
2017-10-18,2696.55
2017-10-19,2690.7
2017-10-23,2733.55
2017-10-24,2774.5
2017-10-25,2761.45
2017-10-26,2828.55
2017-10-27,2895.05
2017-10-30,2959.2
2017-10-31,2992.15
2017-11-01,2976.75
2017-11-02,3073.3
2017-11-03,3060.95
2017-11-06,3022.3
2017-11-07,3021.05
2017-11-08,2976.7
2017-11-09,2926.7
2017-11-10,2907.8
2017-11-13,2976.7
2017-11-14,2982.4
2017-11-15,2980.6
2017-11-16,3010.2
2017-11-17,3074.55
2017-11-20,3028.35
