Date,MANGLMCEM
2017-01-02,273.35
2017-01-03,287.0
2017-01-04,287.65
2017-01-05,277.25
2017-01-06,273.9
2017-01-09,269.75
2017-01-10,278.85
2017-01-11,283.85
2017-01-12,279.65
2017-01-13,278.15
2017-01-16,279.0
2017-01-17,275.4
2017-01-18,275.8
2017-01-19,278.8
2017-01-20,270.5
2017-01-23,275.15
2017-01-24,273.55
2017-01-25,272.85
2017-01-27,273.6
2017-01-30,269.7
2017-01-31,264.9
2017-02-01,275.65
2017-02-02,281.9
2017-02-03,275.8
2017-02-06,285.85
2017-02-07,286.1
2017-02-08,283.95
2017-02-09,276.95
2017-02-10,285.55
2017-02-13,296.35
2017-02-14,294.0
2017-02-15,288.7
2017-02-16,288.45
2017-02-17,283.2
2017-02-20,292.8
2017-02-21,297.1
2017-02-22,292.15
2017-02-23,300.5
2017-02-27,301.8
2017-02-28,304.2
2017-03-01,314.8
2017-03-02,309.45
2017-03-03,314.1
2017-03-06,312.1
2017-03-07,304.4
2017-03-08,311.6
2017-03-09,315.25
2017-03-10,308.7
2017-03-14,311.75
2017-03-15,308.75
2017-03-16,314.65
2017-03-17,306.9
2017-03-20,304.8
2017-03-21,303.1
2017-03-22,303.5
2017-03-23,305.55
2017-03-24,299.9
2017-03-27,300.85
2017-03-28,306.25
2017-03-29,311.4
2017-03-30,321.35
2017-03-31,324.75
2017-04-03,348.95
2017-04-05,352.6
2017-04-06,354.6
2017-04-07,348.8
2017-04-10,346.3
2017-04-11,350.0
2017-04-12,351.35
2017-04-13,347.25
2017-04-17,346.1
2017-04-18,353.35
2017-04-19,358.15
2017-04-20,387.95
2017-04-21,374.6
2017-04-24,375.05
2017-04-25,375.25
2017-04-26,367.4
2017-04-27,369.3
2017-04-28,365.6
2017-05-02,368.65
2017-05-03,364.2
2017-05-04,365.45
2017-05-05,360.5
2017-05-08,362.45
2017-05-09,361.2
2017-05-10,362.45
2017-05-11,357.15
2017-05-12,352.45
2017-05-15,342.2
2017-05-16,352.6
2017-05-17,356.35
2017-05-18,349.8
2017-05-19,347.2
2017-05-22,341.8
2017-05-23,340.1
2017-05-24,330.55
2017-05-25,342.8
2017-05-26,343.15
2017-05-29,354.25
2017-05-30,347.35
2017-05-31,346.4
2017-06-01,346.05
2017-06-02,348.1
2017-06-05,369.9
2017-06-06,364.65
2017-06-07,365.55
2017-06-08,372.65
2017-06-09,373.05
2017-06-12,369.25
2017-06-13,370.9
2017-06-14,371.6
2017-06-15,378.55
2017-06-16,375.45
2017-06-19,373.2
2017-06-20,371.55
2017-06-21,377.3
2017-06-22,373.15
2017-06-23,367.0
2017-06-27,355.75
2017-06-28,356.5
2017-06-29,361.2
2017-06-30,360.4
2017-07-03,368.5
2017-07-04,370.75
2017-07-05,369.65
2017-07-06,368.4
2017-07-07,362.65
2017-07-10,367.95
2017-07-11,354.1
2017-07-12,357.4
2017-07-13,375.2
2017-07-14,381.05
2017-07-17,375.9
2017-07-18,380.85
2017-07-19,387.3
2017-07-20,392.0
2017-07-21,388.3
2017-07-24,386.15
2017-07-25,378.75
2017-07-26,376.9
2017-07-27,379.9
2017-07-28,370.7
2017-07-31,377.15
2017-08-01,376.45
2017-08-02,379.05
2017-08-03,371.35
2017-08-04,369.1
2017-08-07,377.7
2017-08-08,375.55
2017-08-09,358.2
2017-08-10,336.85
2017-08-11,350.8
2017-08-14,356.1
2017-08-16,360.85
2017-08-17,360.25
2017-08-18,359.95
2017-08-21,364.95
2017-08-22,366.75
2017-08-23,366.5
2017-08-24,371.7
2017-08-28,371.45
2017-08-29,372.05
2017-08-30,372.55
2017-08-31,370.0
2017-09-01,372.25
2017-09-04,377.2
2017-09-05,379.35
2017-09-06,380.0
2017-09-07,375.05
2017-09-08,379.4
2017-09-11,377.6
2017-09-12,379.9
2017-09-13,377.65
2017-09-14,372.75
2017-09-15,370.25
2017-09-18,370.3
2017-09-19,369.85
2017-09-20,363.45
2017-09-21,361.25
2017-09-22,353.25
2017-09-25,350.3
2017-09-26,346.4
2017-09-27,330.95
2017-09-28,330.25
2017-09-29,339.35
2017-10-03,334.95
2017-10-04,362.8
2017-10-05,373.4
2017-10-06,370.05
2017-10-09,369.35
2017-10-10,363.55
2017-10-11,361.4
2017-10-12,370.95
2017-10-13,370.0
2017-10-16,364.95
2017-10-17,359.1
2017-10-18,361.05
2017-10-19,362.95
2017-10-23,360.8
2017-10-24,369.75
2017-10-25,368.0
2017-10-26,364.3
2017-10-27,379.15
2017-10-30,378.0
2017-10-31,378.75
2017-11-01,393.75
2017-11-02,395.85
2017-11-03,387.4
2017-11-06,385.15
2017-11-07,372.15
2017-11-08,371.75
2017-11-09,372.65
2017-11-10,363.75
2017-11-13,360.4
2017-11-14,356.5
2017-11-15,355.75
2017-11-16,355.2
2017-11-17,361.05
2017-11-20,355.45
2017-11-21,356.5
2017-11-22,353.05
2017-11-23,350.65
2017-11-24,350.35
2017-11-27,352.6
2017-11-28,350.25
2017-11-29,347.2
2017-11-30,346.25
2017-12-01,345.8
2017-12-04,348.05
2017-12-05,346.3
2017-12-06,345.6
2017-12-07,344.7
2017-12-08,344.6
2017-12-11,341.35
2017-12-12,336.35
2017-12-13,348.65
2017-12-14,354.95
2017-12-15,357.1
2017-12-18,348.9
2017-12-19,347.7
2017-12-20,354.1
2017-12-21,350.95
2017-12-22,358.85
2017-12-26,352.2
2017-12-27,354.0
2017-12-28,351.65
2017-12-29,353.05
