Date,PRESTIGE
2017-01-02,169.0
2017-01-03,169.65
2017-01-04,171.2
2017-01-05,173.2
2017-01-06,172.3
2017-01-09,181.0
2017-01-10,178.05
2017-01-11,175.7
2017-01-12,174.45
2017-01-13,172.55
2017-01-16,171.25
2017-01-17,169.45
2017-01-18,165.55
2017-01-19,165.8
2017-01-20,163.0
2017-01-23,162.8
2017-01-24,166.1
2017-01-25,164.85
2017-01-27,160.05
2017-01-30,159.9
2017-01-31,165.55
2017-02-01,174.25
2017-02-02,171.45
2017-02-03,167.5
2017-02-06,172.9
2017-02-07,171.35
2017-02-08,176.45
2017-02-09,184.4
2017-02-10,181.9
2017-02-13,176.05
2017-02-14,170.3
2017-02-15,168.85
2017-02-16,176.0
2017-02-17,172.2
2017-02-20,172.7
2017-02-21,176.2
2017-02-22,170.65
2017-02-23,171.85
2017-02-27,169.8
2017-02-28,170.3
2017-03-01,171.9
2017-03-02,173.9
2017-03-03,171.65
2017-03-06,172.9
2017-03-07,172.85
2017-03-08,167.8
2017-03-09,167.0
2017-03-10,165.4
2017-03-14,168.4
2017-03-15,174.45
2017-03-16,179.9
2017-03-17,183.7
2017-03-20,185.1
2017-03-21,198.15
2017-03-22,203.9
2017-03-23,199.4
2017-03-24,201.2
2017-03-27,204.2
2017-03-28,205.3
2017-03-29,203.25
2017-03-30,213.75
2017-03-31,217.45
2017-04-03,217.0
2017-04-05,224.45
2017-04-06,229.3
2017-04-07,219.4
2017-04-10,207.95
2017-04-11,217.95
2017-04-12,223.75
2017-04-13,231.5
2017-04-17,234.5
2017-04-18,245.65
2017-04-19,244.15
2017-04-20,242.9
2017-04-21,254.05
2017-04-24,259.25
2017-04-25,265.95
2017-04-26,254.3
2017-04-27,246.3
2017-04-28,235.85
2017-05-02,240.15
2017-05-03,247.25
2017-05-04,250.05
2017-05-05,244.75
2017-05-08,254.25
2017-05-09,249.75
2017-05-10,242.55
2017-05-11,246.25
2017-05-12,242.6
2017-05-15,235.8
2017-05-16,239.8
2017-05-17,238.2
2017-05-18,231.9
2017-05-19,236.6
2017-05-22,235.5
2017-05-23,227.95
2017-05-24,231.3
2017-05-25,236.25
2017-05-26,235.35
2017-05-29,227.75
2017-05-30,223.95
2017-05-31,241.45
2017-06-01,249.5
2017-06-02,247.1
2017-06-05,252.3
2017-06-06,246.9
2017-06-07,246.85
2017-06-08,250.75
2017-06-09,253.25
2017-06-12,251.95
2017-06-13,254.5
2017-06-14,264.9
2017-06-15,267.85
2017-06-16,265.45
2017-06-19,266.95
2017-06-20,263.6
2017-06-21,261.15
2017-06-22,258.0
2017-06-23,246.05
2017-06-27,242.45
2017-06-28,239.55
2017-06-29,240.85
2017-06-30,253.05
2017-07-03,256.3
2017-07-04,247.85
2017-07-05,250.8
2017-07-06,266.9
2017-07-07,282.3
2017-07-10,278.5
2017-07-11,281.0
2017-07-12,282.95
2017-07-13,274.95
2017-07-14,266.05
2017-07-17,256.6
2017-07-18,250.15
2017-07-19,251.85
2017-07-20,250.15
2017-07-21,248.3
2017-07-24,251.0
2017-07-25,249.15
2017-07-26,256.55
2017-07-27,260.75
2017-07-28,255.85
2017-07-31,268.7
2017-08-01,271.1
2017-08-02,270.9
2017-08-03,273.1
2017-08-04,272.9
2017-08-07,264.85
2017-08-08,263.9
2017-08-09,263.25
2017-08-10,251.35
2017-08-11,254.4
2017-08-14,259.95
2017-08-16,266.6
2017-08-17,262.3
2017-08-18,263.6
2017-08-21,259.7
2017-08-22,258.9
2017-08-23,258.45
2017-08-24,259.0
2017-08-28,263.25
2017-08-29,263.15
2017-08-30,268.6
2017-08-31,273.9
2017-09-01,270.75
2017-09-04,263.55
2017-09-05,263.5
2017-09-06,258.9
2017-09-07,261.55
2017-09-08,257.65
2017-09-11,256.95
2017-09-12,254.75
2017-09-13,257.15
2017-09-14,256.9
2017-09-15,260.6
2017-09-18,266.75
2017-09-19,280.6
2017-09-20,271.55
2017-09-21,270.0
2017-09-22,264.5
2017-09-25,251.2
2017-09-26,267.2
2017-09-27,266.0
2017-09-28,269.3
2017-09-29,273.25
2017-10-03,273.65
2017-10-04,275.0
2017-10-05,279.35
2017-10-06,288.85
2017-10-09,300.0
2017-10-10,299.7
2017-10-11,290.15
2017-10-12,287.55
2017-10-13,286.1
2017-10-16,287.05
2017-10-17,286.3
2017-10-18,282.1
2017-10-19,284.95
2017-10-23,279.1
2017-10-24,289.9
2017-10-25,287.05
2017-10-26,307.4
2017-10-27,300.2
2017-10-30,296.1
2017-10-31,304.05
2017-11-01,299.4
2017-11-02,297.85
2017-11-03,297.35
2017-11-06,299.2
2017-11-07,286.2
2017-11-08,275.5
2017-11-09,279.75
2017-11-10,286.95
2017-11-13,290.9
2017-11-14,294.7
2017-11-15,282.5
2017-11-16,294.3
2017-11-17,306.85
2017-11-20,309.4
2017-11-21,306.2
2017-11-22,320.65
2017-11-23,312.6
2017-11-24,316.4
2017-11-27,308.95
2017-11-28,313.15
2017-11-29,326.4
2017-11-30,330.6
2017-12-01,334.7
2017-12-04,315.9
2017-12-05,311.65
2017-12-06,303.65
2017-12-07,304.5
2017-12-08,308.55
2017-12-11,305.7
2017-12-12,297.25
2017-12-13,293.6
2017-12-14,290.25
2017-12-15,292.5
2017-12-18,294.5
2017-12-19,298.75
2017-12-20,301.9
2017-12-21,300.75
2017-12-22,301.55
2017-12-26,300.7
2017-12-27,320.4
2017-12-28,321.25
2017-12-29,318.15
