Date,NTPC
2017-01-02,164.8
2017-01-03,165.45
2017-01-04,164.85
2017-01-05,165.0
2017-01-06,164.0
2017-01-09,163.05
2017-01-10,162.3
2017-01-11,164.5
2017-01-12,173.7
2017-01-13,171.0
2017-01-16,170.65
2017-01-17,175.7
2017-01-18,172.75
2017-01-19,174.15
2017-01-20,170.45
2017-01-23,169.6
2017-01-24,172.35
2017-01-25,171.35
2017-01-27,177.5
2017-01-30,175.7
2017-01-31,172.35
2017-02-01,170.9
2017-02-02,172.55
2017-02-03,171.95
2017-02-06,173.6
2017-02-07,173.0
2017-02-08,171.9
2017-02-09,168.2
2017-02-10,170.35
2017-02-13,172.5
2017-02-14,170.85
2017-02-15,169.05
2017-02-16,170.3
2017-02-17,169.75
2017-02-20,171.8
2017-02-21,172.5
2017-02-22,166.7
2017-02-23,165.5
2017-02-27,165.4
2017-02-28,162.95
2017-03-01,159.95
2017-03-02,155.95
2017-03-03,156.1
2017-03-06,158.4
2017-03-07,157.4
2017-03-08,157.1
2017-03-09,158.3
2017-03-10,157.1
2017-03-14,159.6
2017-03-15,158.65
2017-03-16,161.25
2017-03-17,159.95
2017-03-20,161.4
2017-03-21,162.15
2017-03-22,160.75
2017-03-23,164.4
2017-03-24,164.6
2017-03-27,163.35
2017-03-28,164.9
2017-03-29,163.95
2017-03-30,163.1
2017-03-31,166.0
2017-04-03,164.65
2017-04-05,166.5
2017-04-06,167.7
2017-04-07,168.25
2017-04-10,166.75
2017-04-11,167.0
2017-04-12,164.95
2017-04-13,164.65
2017-04-17,159.3
2017-04-18,161.7
2017-04-19,164.9
2017-04-20,163.7
2017-04-21,167.2
2017-04-24,166.55
2017-04-25,165.45
2017-04-26,165.6
2017-04-27,164.1
2017-04-28,164.5
2017-05-02,162.1
2017-05-03,162.1
2017-05-04,162.65
2017-05-05,159.7
2017-05-08,160.6
2017-05-09,161.25
2017-05-10,162.2
2017-05-11,160.25
2017-05-12,158.85
2017-05-15,159.75
2017-05-16,159.95
2017-05-17,158.9
2017-05-18,157.8
2017-05-19,159.1
2017-05-22,158.2
2017-05-23,156.95
2017-05-24,156.45
2017-05-25,156.35
2017-05-26,156.0
2017-05-29,156.5
2017-05-30,161.25
2017-05-31,160.2
2017-06-01,160.65
2017-06-02,162.6
2017-06-05,162.6
2017-06-06,158.1
2017-06-07,157.85
2017-06-08,157.85
2017-06-09,157.8
2017-06-12,157.95
2017-06-13,160.0
2017-06-14,159.95
2017-06-15,159.05
2017-06-16,160.6
2017-06-19,160.95
2017-06-20,158.95
2017-06-21,159.8
2017-06-22,158.95
2017-06-23,157.85
2017-06-27,157.9
2017-06-28,159.65
2017-06-29,158.65
2017-06-30,158.95
2017-07-03,156.75
2017-07-04,158.05
2017-07-05,159.0
2017-07-06,158.05
2017-07-07,159.05
2017-07-10,160.05
2017-07-11,163.3
2017-07-12,164.05
2017-07-13,163.9
2017-07-14,167.3
2017-07-17,168.55
2017-07-18,167.55
2017-07-19,167.8
2017-07-20,165.45
2017-07-21,164.8
2017-07-24,164.05
2017-07-25,163.9
2017-07-26,166.35
2017-07-27,165.4
2017-07-28,163.9
2017-07-31,164.2
2017-08-01,165.2
2017-08-02,171.85
2017-08-03,172.55
2017-08-04,177.35
2017-08-07,174.45
2017-08-08,171.15
2017-08-09,173.65
2017-08-10,172.65
2017-08-11,168.85
2017-08-14,171.75
2017-08-16,170.1
2017-08-17,176.8
2017-08-18,173.4
2017-08-21,172.0
2017-08-22,167.7
2017-08-23,170.25
2017-08-24,169.0
2017-08-28,173.3
2017-08-29,168.4
2017-08-30,167.95
2017-08-31,168.75
2017-09-01,168.25
2017-09-04,168.25
2017-09-05,169.5
2017-09-06,169.95
2017-09-07,170.1
2017-09-08,167.75
2017-09-11,170.55
2017-09-12,170.35
2017-09-13,168.95
2017-09-14,168.65
2017-09-15,167.35
2017-09-18,168.0
2017-09-19,169.0
2017-09-20,167.8
2017-09-21,168.2
2017-09-22,166.0
2017-09-25,166.25
2017-09-26,166.95
2017-09-27,165.0
2017-09-28,166.05
2017-09-29,167.45
2017-10-03,168.4
2017-10-04,168.05
2017-10-05,171.1
2017-10-06,176.05
2017-10-09,174.9
2017-10-10,175.5
2017-10-11,174.85
2017-10-12,176.7
2017-10-13,175.85
2017-10-16,175.45
2017-10-17,175.9
2017-10-18,178.05
2017-10-19,175.05
2017-10-23,176.95
2017-10-24,181.65
2017-10-25,183.35
2017-10-26,184.65
2017-10-27,181.95
2017-10-30,182.6
2017-10-31,181.25
2017-11-01,180.75
2017-11-02,180.25
2017-11-03,181.95
2017-11-06,179.25
2017-11-07,178.4
2017-11-08,176.35
2017-11-09,178.05
2017-11-10,176.55
2017-11-13,176.95
2017-11-14,177.05
2017-11-15,174.2
2017-11-16,176.45
2017-11-17,177.55
2017-11-20,180.45
2017-11-21,182.95
2017-11-22,181.85
2017-11-23,180.4
2017-11-24,180.3
2017-11-27,186.35
2017-11-28,182.8
2017-11-29,182.0
2017-11-30,181.15
2017-12-01,181.3
2017-12-04,180.2
2017-12-05,177.1
2017-12-06,175.65
2017-12-07,180.3
2017-12-08,180.4
2017-12-11,178.35
2017-12-12,175.9
2017-12-13,176.05
2017-12-14,177.3
2017-12-15,177.45
2017-12-18,177.75
2017-12-19,180.05
2017-12-20,178.45
2017-12-21,180.1
2017-12-22,179.75
2017-12-26,178.45
2017-12-27,177.5
2017-12-28,176.15
2017-12-29,177.0
