Date,JKIL
2017-01-02,211.4
2017-01-03,217.4
2017-01-04,216.5
2017-01-05,217.25
2017-01-06,228.55
2017-01-09,226.55
2017-01-10,228.85
2017-01-11,226.65
2017-01-12,226.2
2017-01-13,239.8
2017-01-16,242.9
2017-01-17,243.4
2017-01-18,237.65
2017-01-19,234.75
2017-01-20,232.4
2017-01-23,233.6
2017-01-24,229.25
2017-01-25,230.65
2017-01-27,230.75
2017-01-30,228.7
2017-01-31,222.95
2017-02-01,230.3
2017-02-02,230.95
2017-02-03,228.4
2017-02-06,232.55
2017-02-07,230.9
2017-02-08,231.65
2017-02-09,227.4
2017-02-10,230.1
2017-02-13,237.15
2017-02-14,233.1
2017-02-15,226.8
2017-02-16,223.05
2017-02-17,222.85
2017-02-20,219.25
2017-02-21,217.45
2017-02-22,227.8
2017-02-23,223.3
2017-02-27,224.15
2017-02-28,223.2
2017-03-01,224.95
2017-03-02,222.7
2017-03-03,228.5
2017-03-06,230.1
2017-03-07,230.4
2017-03-08,242.75
2017-03-09,249.2
2017-03-10,243.05
2017-03-14,250.45
2017-03-15,253.1
2017-03-16,255.35
2017-03-17,253.7
2017-03-20,248.15
2017-03-21,250.45
2017-03-22,262.05
2017-03-23,270.6
2017-03-24,270.9
2017-03-27,269.65
2017-03-28,274.95
2017-03-29,269.3
2017-03-30,277.1
2017-03-31,258.5
2017-04-03,258.65
2017-04-05,256.45
2017-04-06,250.5
2017-04-07,246.75
2017-04-10,247.2
2017-04-11,256.0
2017-04-12,252.75
2017-04-13,255.95
2017-04-17,256.7
2017-04-18,257.05
2017-04-19,262.6
2017-04-20,266.0
2017-04-21,269.05
2017-04-24,269.45
2017-04-25,270.7
2017-04-26,273.8
2017-04-27,286.65
2017-04-28,284.85
2017-05-02,290.55
2017-05-03,289.65
2017-05-04,287.75
2017-05-05,283.85
2017-05-08,292.5
2017-05-09,298.85
2017-05-10,304.6
2017-05-11,305.35
2017-05-12,301.7
2017-05-15,303.3
2017-05-16,314.6
2017-05-17,313.05
2017-05-18,312.75
2017-05-19,307.65
2017-05-22,304.55
2017-05-23,286.45
2017-05-24,282.95
2017-05-25,288.75
2017-05-26,305.55
2017-05-29,294.95
2017-05-30,298.55
2017-05-31,301.35
2017-06-01,296.3
2017-06-02,292.2
2017-06-05,294.4
2017-06-06,297.05
2017-06-07,299.9
2017-06-08,304.95
2017-06-09,303.0
2017-06-12,294.6
2017-06-13,293.0
2017-06-14,289.65
2017-06-15,293.0
2017-06-16,296.55
2017-06-19,296.05
2017-06-20,292.9
2017-06-21,287.35
2017-06-22,290.85
2017-06-23,286.95
2017-06-27,284.2
2017-06-28,289.55
2017-06-29,295.2
2017-06-30,297.95
2017-07-03,294.85
2017-07-04,298.35
2017-07-05,295.3
2017-07-06,303.4
2017-07-07,302.25
2017-07-10,304.7
2017-07-11,307.9
2017-07-12,307.55
2017-07-13,308.6
2017-07-14,302.0
2017-07-17,294.95
2017-07-18,294.8
2017-07-19,293.4
2017-07-20,296.15
2017-07-21,290.6
2017-07-24,295.75
2017-07-25,294.95
2017-07-26,296.7
2017-07-27,295.4
2017-07-28,296.35
2017-07-31,290.25
2017-08-01,295.0
2017-08-02,291.8
2017-08-03,289.95
2017-08-04,285.1
2017-08-07,284.15
2017-08-11,227.35
2017-08-14,187.25
2017-08-16,205.95
2017-08-17,211.45
2017-08-18,208.55
2017-08-21,196.05
2017-08-22,189.8
2017-08-23,188.65
2017-08-24,196.1
2017-08-28,198.5
2017-08-29,193.95
2017-08-30,195.0
2017-08-31,195.15
2017-09-01,193.3
2017-09-04,192.15
2017-09-05,192.0
2017-09-06,199.4
2017-09-07,206.2
2017-09-08,209.6
2017-09-11,209.05
2017-09-12,209.65
2017-09-13,211.9
2017-09-14,213.75
2017-09-15,213.5
2017-09-18,234.85
2017-09-19,231.6
2017-09-20,226.7
2017-09-21,223.95
2017-09-22,218.95
2017-09-25,212.2
2017-09-26,209.65
2017-09-27,202.7
2017-09-28,208.1
2017-09-29,204.35
2017-10-03,203.85
2017-10-04,212.95
2017-10-05,211.05
2017-10-06,217.2
2017-10-09,229.45
2017-10-10,227.45
2017-10-11,220.15
2017-10-12,228.15
2017-10-13,221.0
2017-10-16,224.9
2017-10-17,225.55
2017-10-18,232.4
2017-10-19,229.7
2017-10-23,238.15
2017-10-24,241.8
2017-10-25,257.6
2017-10-26,270.75
2017-10-27,260.3
2017-10-30,272.6
2017-10-31,264.85
2017-11-01,266.9
2017-11-02,250.6
2017-11-03,253.5
2017-11-06,261.25
2017-11-07,255.0
2017-11-08,248.9
2017-11-09,249.5
2017-11-10,251.3
2017-11-13,250.2
2017-11-14,248.45
2017-11-15,247.25
2017-11-16,255.9
2017-11-17,263.7
2017-11-20,278.05
2017-11-21,289.85
2017-11-22,292.0
2017-11-23,299.9
2017-11-24,298.4
2017-11-27,301.3
2017-11-28,296.6
2017-11-29,290.65
2017-11-30,290.9
2017-12-01,285.45
2017-12-04,290.8
2017-12-05,291.55
2017-12-06,291.9
2017-12-07,295.3
2017-12-08,325.4
2017-12-11,311.2
2017-12-12,301.4
2017-12-13,295.5
2017-12-14,297.05
2017-12-15,307.65
2017-12-18,313.5
2017-12-19,316.3
2017-12-20,320.1
2017-12-21,318.45
2017-12-22,320.05
2017-12-26,319.35
2017-12-27,308.2
2017-12-28,301.75
2017-12-29,300.05
