Date,INOXWIND
2017-01-02,186.8
2017-01-03,186.6
2017-01-04,183.3
2017-01-05,185.0
2017-01-06,183.3
2017-01-09,182.75
2017-01-10,182.4
2017-01-11,183.45
2017-01-12,182.8
2017-01-13,183.45
2017-01-16,181.75
2017-01-17,187.25
2017-01-18,184.25
2017-01-19,195.8
2017-01-20,189.05
2017-01-23,191.7
2017-01-24,190.05
2017-01-25,185.95
2017-01-27,188.65
2017-01-30,186.4
2017-01-31,183.35
2017-02-01,183.4
2017-02-02,185.1
2017-02-03,183.8
2017-02-06,185.65
2017-02-07,183.8
2017-02-08,183.25
2017-02-09,180.75
2017-02-10,181.5
2017-02-13,181.8
2017-02-14,177.95
2017-02-15,172.05
2017-02-16,173.0
2017-02-17,171.8
2017-02-20,171.95
2017-02-21,178.25
2017-02-22,179.8
2017-02-23,178.55
2017-02-27,174.75
2017-02-28,172.05
2017-03-01,169.4
2017-03-02,166.3
2017-03-03,167.85
2017-03-06,169.3
2017-03-07,168.55
2017-03-08,169.1
2017-03-09,178.9
2017-03-10,179.2
2017-03-14,178.5
2017-03-15,179.25
2017-03-16,181.4
2017-03-17,182.2
2017-03-20,179.8
2017-03-21,176.75
2017-03-22,174.8
2017-03-23,173.35
2017-03-24,173.35
2017-03-27,169.6
2017-03-28,169.45
2017-03-29,170.5
2017-03-30,171.8
2017-03-31,170.45
2017-04-03,174.35
2017-04-05,183.25
2017-04-06,181.95
2017-04-07,185.3
2017-04-10,188.25
2017-04-11,189.35
2017-04-12,192.7
2017-04-13,186.95
2017-04-17,188.6
2017-04-18,185.3
2017-04-19,201.1
2017-04-20,204.2
2017-04-21,204.45
2017-04-24,198.4
2017-04-25,197.65
2017-04-26,194.6
2017-04-27,197.0
2017-04-28,196.35
2017-05-02,203.0
2017-05-03,200.2
2017-05-04,199.7
2017-05-05,197.95
2017-05-08,203.3
2017-05-09,201.25
2017-05-10,198.95
2017-05-11,198.85
2017-05-12,201.6
2017-05-15,166.65
2017-05-16,162.65
2017-05-17,157.6
2017-05-18,157.15
2017-05-19,157.9
2017-05-22,151.4
2017-05-23,141.85
2017-05-24,133.15
2017-05-25,135.65
2017-05-26,140.85
2017-05-29,138.75
2017-05-30,134.75
2017-05-31,136.3
2017-06-01,140.3
2017-06-02,143.9
2017-06-05,142.35
2017-06-06,139.5
2017-06-07,140.4
2017-06-08,139.7
2017-06-09,137.8
2017-06-12,138.65
2017-06-13,137.75
2017-06-14,136.25
2017-06-15,143.85
2017-06-16,144.7
2017-06-19,143.55
2017-06-20,145.7
2017-06-21,144.6
2017-06-22,141.25
2017-06-23,140.15
2017-06-27,138.0
2017-06-28,142.5
2017-06-29,143.1
2017-06-30,142.25
2017-07-03,142.5
2017-07-04,144.1
2017-07-05,145.95
2017-07-06,145.7
2017-07-07,144.45
2017-07-10,146.05
2017-07-11,146.8
2017-07-12,146.65
2017-07-13,165.45
2017-07-14,157.8
2017-07-17,150.1
2017-07-18,147.7
2017-07-19,144.95
2017-07-20,138.5
2017-07-21,137.05
2017-07-24,133.3
2017-07-25,129.0
2017-07-26,133.55
2017-07-27,132.85
2017-07-28,139.1
2017-07-31,137.55
2017-08-01,135.0
2017-08-02,134.85
2017-08-03,135.5
2017-08-04,136.85
2017-08-07,139.45
2017-08-08,135.2
2017-08-09,132.8
2017-08-10,118.1
2017-08-11,110.1
2017-08-14,110.85
2017-08-16,110.85
2017-08-17,107.3
2017-08-18,128.6
2017-08-21,123.1
2017-08-22,120.7
2017-08-23,125.1
2017-08-24,123.05
2017-08-28,130.85
2017-08-29,133.1
2017-08-30,133.3
2017-08-31,129.45
2017-09-01,129.85
2017-09-04,127.8
2017-09-05,128.9
2017-09-06,127.35
2017-09-07,127.5
2017-09-08,127.2
2017-09-11,127.3
2017-09-12,129.9
2017-09-13,128.05
2017-09-14,127.15
2017-09-15,120.9
2017-09-18,118.75
2017-09-19,120.05
2017-09-20,119.35
2017-09-21,119.0
2017-09-22,116.45
2017-09-25,112.75
2017-09-26,112.85
2017-09-27,109.65
2017-09-28,110.4
2017-09-29,107.3
2017-10-03,114.15
2017-10-04,111.4
2017-10-05,112.6
2017-10-06,114.65
2017-10-09,117.6
2017-10-10,114.95
2017-10-11,113.85
2017-10-12,113.65
2017-10-13,112.85
2017-10-16,114.8
2017-10-17,113.6
2017-10-18,113.65
2017-10-19,114.9
2017-10-23,113.15
2017-10-24,110.95
2017-10-25,111.75
2017-10-26,111.6
2017-10-27,127.1
2017-10-30,132.65
2017-10-31,147.65
2017-11-01,144.45
2017-11-02,138.2
2017-11-03,127.5
2017-11-06,134.15
2017-11-07,128.75
2017-11-08,129.45
2017-11-09,133.3
2017-11-10,132.75
2017-11-13,133.0
2017-11-14,135.1
2017-11-15,136.5
2017-11-16,136.5
2017-11-17,136.65
2017-11-20,132.65
2017-11-21,131.95
2017-11-22,131.2
2017-11-23,138.45
2017-11-24,136.5
2017-11-27,145.4
2017-11-28,148.85
2017-11-29,148.5
2017-11-30,144.1
2017-12-01,135.95
2017-12-04,151.25
2017-12-05,151.25
2017-12-06,147.25
2017-12-07,151.2
2017-12-08,148.65
2017-12-11,146.65
2017-12-12,145.2
2017-12-13,146.8
2017-12-14,142.75
2017-12-15,148.5
2017-12-18,149.05
2017-12-19,149.2
2017-12-20,148.95
2017-12-21,148.65
2017-12-22,146.75
2017-12-26,145.5
2017-12-27,145.35
2017-12-28,144.8
2017-12-29,144.3
