Date,FLFL
2017-01-02,133.8
2017-01-03,131.05
2017-01-04,133.5
2017-01-05,141.75
2017-01-06,141.05
2017-01-09,139.6
2017-01-10,137.2
2017-01-11,136.55
2017-01-12,141.8
2017-01-13,147.9
2017-01-16,148.55
2017-01-17,158.9
2017-01-18,159.85
2017-01-19,163.45
2017-01-20,165.3
2017-01-23,164.4
2017-01-24,165.1
2017-01-25,170.15
2017-01-27,173.55
2017-01-30,174.85
2017-01-31,168.65
2017-02-01,174.0
2017-02-02,173.75
2017-02-03,176.2
2017-02-06,176.6
2017-02-07,187.3
2017-02-08,198.7
2017-02-09,197.3
2017-02-10,195.3
2017-02-13,194.85
2017-02-14,194.15
2017-02-15,185.25
2017-02-16,184.05
2017-02-17,188.2
2017-02-20,186.9
2017-02-21,189.5
2017-02-22,186.25
2017-02-23,182.55
2017-02-27,180.05
2017-02-28,190.15
2017-03-01,195.5
2017-03-02,191.75
2017-03-03,192.1
2017-03-06,187.7
2017-03-07,204.2
2017-03-08,207.8
2017-03-09,201.55
2017-03-10,196.75
2017-03-14,206.85
2017-03-15,214.15
2017-03-16,218.15
2017-03-17,219.15
2017-03-20,221.45
2017-03-21,232.1
2017-03-22,230.0
2017-03-23,234.95
2017-03-24,236.15
2017-03-27,231.05
2017-03-28,235.4
2017-03-29,240.6
2017-03-30,243.35
2017-03-31,278.05
2017-04-03,272.4
2017-04-05,294.05
2017-04-06,280.55
2017-04-07,279.8
2017-04-10,282.25
2017-04-11,279.4
2017-04-12,270.3
2017-04-13,279.95
2017-04-17,289.05
2017-04-18,287.05
2017-04-19,279.6
2017-04-20,287.2
2017-04-21,281.3
2017-04-24,287.55
2017-04-25,282.5
2017-04-26,277.9
2017-04-27,279.05
2017-04-28,288.55
2017-05-02,286.2
2017-05-03,287.75
2017-05-04,295.4
2017-05-05,292.3
2017-05-08,295.3
2017-05-09,297.5
2017-05-10,293.25
2017-05-11,290.3
2017-05-12,283.2
2017-05-15,286.5
2017-05-16,301.6
2017-05-17,318.1
2017-05-18,298.45
2017-05-19,289.05
2017-05-22,284.15
2017-05-23,290.55
2017-05-24,282.3
2017-05-25,285.5
2017-05-26,294.15
2017-05-29,294.45
2017-05-30,288.7
2017-05-31,322.25
2017-06-01,358.7
2017-06-02,345.75
2017-06-05,366.85
2017-06-06,349.5
2017-06-07,344.3
2017-06-08,336.55
2017-06-09,336.6
2017-06-12,332.8
2017-06-13,331.7
2017-06-14,331.4
2017-06-15,323.65
2017-06-16,314.45
2017-06-19,314.0
2017-06-20,318.05
2017-06-21,316.6
2017-06-22,310.2
2017-06-23,305.0
2017-06-27,299.9
2017-06-28,304.2
2017-06-29,306.3
2017-06-30,320.2
2017-07-03,317.75
2017-07-04,319.5
2017-07-05,315.0
2017-07-06,309.75
2017-07-07,302.9
2017-07-10,303.85
2017-07-11,305.75
2017-07-12,306.05
2017-07-13,318.75
2017-07-14,317.85
2017-07-17,309.6
2017-07-18,311.55
2017-07-19,316.7
2017-07-20,317.55
2017-07-21,320.75
2017-07-24,319.85
2017-07-25,310.55
2017-07-26,320.0
2017-07-27,318.65
2017-07-28,319.4
2017-07-31,313.1
2017-08-01,313.8
2017-08-02,319.45
2017-08-03,314.85
2017-08-04,314.05
2017-08-07,320.75
2017-08-08,315.5
2017-08-09,317.3
2017-08-10,314.2
2017-08-11,311.9
2017-08-14,315.3
2017-08-16,321.45
2017-08-17,345.4
2017-08-18,358.95
2017-08-21,357.35
2017-08-22,358.95
2017-08-23,371.8
2017-08-24,367.05
2017-08-28,360.95
2017-08-29,359.5
2017-08-30,360.15
2017-08-31,360.25
2017-09-01,362.8
2017-09-04,367.45
2017-09-05,372.15
2017-09-06,369.05
2017-09-07,387.55
2017-09-08,367.2
2017-09-11,396.6
2017-09-12,395.7
2017-09-13,371.8
2017-09-14,373.75
2017-09-15,376.25
2017-09-18,378.35
2017-09-19,361.6
2017-09-20,368.15
2017-09-21,360.6
2017-09-22,352.1
2017-09-25,337.55
2017-09-26,329.45
2017-09-27,320.15
2017-09-28,341.55
2017-09-29,336.75
2017-10-03,337.95
2017-10-04,349.95
2017-10-05,342.9
2017-10-06,348.45
2017-10-09,343.2
2017-10-10,351.95
2017-10-11,339.8
2017-10-12,344.3
2017-10-13,344.9
2017-10-16,334.55
2017-10-17,345.1
2017-10-18,360.6
2017-10-19,361.3
2017-10-23,361.85
2017-10-24,354.4
2017-10-25,349.8
2017-10-26,357.5
2017-10-27,354.85
2017-10-30,360.0
2017-10-31,352.2
2017-11-01,352.5
2017-11-02,363.25
2017-11-03,359.05
2017-11-06,352.25
2017-11-07,354.75
2017-11-08,349.35
2017-11-09,345.55
2017-11-10,343.65
2017-11-13,347.1
2017-11-14,337.7
2017-11-15,339.3
2017-11-16,340.95
2017-11-17,342.75
2017-11-20,344.8
2017-11-21,349.4
2017-11-22,371.3
2017-11-23,372.6
2017-11-24,387.95
2017-11-27,375.6
2017-11-28,381.55
2017-11-29,371.45
2017-11-30,367.55
2017-12-01,354.45
2017-12-04,346.7
2017-12-05,341.55
2017-12-06,337.3
2017-12-07,349.1
2017-12-08,350.95
2017-12-11,343.8
2017-12-12,341.1
2017-12-13,342.4
2017-12-14,341.8
2017-12-15,345.75
2017-12-18,342.3
2017-12-19,350.0
2017-12-20,343.05
2017-12-21,347.85
2017-12-22,345.9
2017-12-26,347.75
2017-12-27,352.8
2017-12-28,347.8
2017-12-29,345.7
