Date,PGHH
2017-01-02,6994.7
2017-01-03,6935.7
2017-01-04,6908.0
2017-01-05,6942.15
2017-01-06,6861.45
2017-01-09,6809.6
2017-01-10,6798.05
2017-01-11,6781.2
2017-01-12,6788.6
2017-01-13,6734.7
2017-01-16,6786.6
2017-01-17,6749.15
2017-01-18,6769.1
2017-01-19,6974.3
2017-01-20,6999.45
2017-01-23,6813.65
2017-01-24,6939.3
2017-01-25,6999.0
2017-01-27,6978.55
2017-01-30,6953.4
2017-01-31,6954.1
2017-02-01,6995.8
2017-02-02,6981.5
2017-02-03,7000.4
2017-02-06,7005.35
2017-02-07,6945.15
2017-02-08,7004.65
2017-02-09,7014.65
2017-02-10,6961.9
2017-02-13,7005.2
2017-02-14,7018.75
2017-02-15,7016.85
2017-02-16,7013.85
2017-02-17,6985.2
2017-02-20,6987.35
2017-02-21,7001.0
2017-02-22,7037.2
2017-02-23,7051.0
2017-02-27,7073.65
2017-02-28,7092.2
2017-03-01,7056.05
2017-03-02,7073.55
2017-03-03,7024.1
2017-03-06,6965.2
2017-03-07,6948.75
2017-03-08,6909.2
2017-03-09,6835.8
2017-03-10,6742.7
2017-03-14,6800.05
2017-03-15,6841.6
2017-03-16,6907.3
2017-03-17,6802.15
2017-03-20,6783.65
2017-03-21,6835.1
2017-03-22,6830.1
2017-03-23,6962.9
2017-03-24,6924.0
2017-03-27,6891.55
2017-03-28,7051.15
2017-03-29,7260.25
2017-03-30,7462.4
2017-03-31,7592.15
2017-04-03,7386.8
2017-04-05,7414.55
2017-04-06,7377.4
2017-04-07,7354.7
2017-04-10,7385.25
2017-04-11,7343.3
2017-04-12,7338.8
2017-04-13,7389.2
2017-04-17,7402.65
2017-04-18,7329.0
2017-04-19,7299.35
2017-04-20,7378.85
2017-04-21,7318.2
2017-04-24,7332.9
2017-04-25,7336.4
2017-04-26,7437.05
2017-04-27,7341.2
2017-04-28,7368.8
2017-05-02,7379.25
2017-05-03,7360.15
2017-05-04,7399.4
2017-05-05,7403.15
2017-05-08,7822.85
2017-05-09,7971.1
2017-05-10,7913.4
2017-05-11,7750.7
2017-05-12,7940.2
2017-05-15,8091.2
2017-05-16,8047.6
2017-05-17,7669.4
2017-05-18,7643.6
2017-05-19,7602.8
2017-05-22,7499.8
2017-05-23,7468.9
2017-05-24,7378.4
2017-05-25,7472.15
2017-05-26,7550.2
2017-05-29,7494.2
2017-05-30,7477.4
2017-05-31,7451.25
2017-06-01,7559.5
2017-06-02,7716.3
2017-06-05,7736.4
2017-06-06,7801.95
2017-06-07,7901.05
2017-06-08,7914.5
2017-06-09,8040.6
2017-06-12,8058.45
2017-06-13,8021.35
2017-06-14,8014.9
2017-06-15,7923.75
2017-06-16,7891.35
2017-06-19,7934.6
2017-06-20,7949.9
2017-06-21,8001.65
2017-06-22,8000.5
2017-06-23,8051.35
2017-06-27,8016.75
2017-06-28,8002.6
2017-06-29,8010.4
2017-06-30,8023.15
2017-07-03,8028.8
2017-07-04,8011.6
2017-07-05,8048.7
2017-07-06,8038.8
