Date,INFRABEES
2017-01-02,279.57
2017-01-03,276.07
2017-01-04,280.71
2017-01-05,286.03
2017-01-06,283.95
2017-01-09,283.57
2017-01-10,282.41
2017-01-11,286.0
2017-01-12,291.45
2017-01-13,293.0
2017-01-16,293.88
2017-01-17,291.07
2017-01-18,292.32
2017-01-19,294.55
2017-01-20,289.56
2017-01-23,288.24
2017-01-24,289.68
2017-01-25,293.05
2017-01-27,296.03
2017-01-30,301.03
2017-01-31,299.05
2017-02-01,301.74
2017-02-02,303.05
2017-02-03,304.69
2017-02-06,306.91
2017-02-07,307.09
2017-02-08,303.54
2017-02-09,305.99
2017-02-10,309.66
2017-02-13,306.39
2017-02-14,308.69
2017-02-15,306.3
2017-02-16,305.75
2017-02-17,306.41
2017-02-20,310.12
2017-02-21,309.0
2017-02-22,304.1
2017-02-23,304.53
2017-02-27,302.78
2017-02-28,306.1
2017-03-01,306.49
2017-03-02,301.66
2017-03-03,299.96
2017-03-06,304.76
2017-03-07,306.99
2017-03-08,301.18
2017-03-09,301.98
2017-03-10,304.5
2017-03-14,309.0
2017-03-15,308.47
2017-03-16,315.0
2017-03-17,309.08
2017-03-20,312.0
2017-03-21,309.87
2017-03-22,308.76
2017-03-23,311.0
2017-03-24,310.58
2017-03-27,308.5
2017-03-28,310.3
2017-03-29,312.49
2017-03-30,311.92
2017-03-31,312.58
2017-04-03,318.18
2017-04-05,321.29
2017-04-06,323.85
2017-04-07,322.33
2017-04-10,322.38
2017-04-11,323.47
2017-04-12,323.63
2017-04-13,321.84
2017-04-17,319.23
2017-04-18,319.59
2017-04-19,323.05
2017-04-20,323.0
2017-04-21,324.0
2017-04-24,328.03
2017-04-25,330.8
2017-04-26,329.95
2017-04-27,332.8
2017-04-28,331.91
2017-05-02,329.21
2017-05-03,328.55
2017-05-04,327.26
2017-05-05,328.21
2017-05-08,328.92
2017-05-09,332.23
2017-05-10,334.2
2017-05-11,333.0
2017-05-12,332.01
2017-05-15,333.5
2017-05-16,332.68
2017-05-17,334.0
2017-05-18,330.2
2017-05-19,329.4
2017-05-22,330.0
2017-05-23,327.25
2017-05-24,319.3
2017-05-25,326.07
2017-05-26,331.16
2017-05-29,326.07
2017-05-30,324.51
2017-05-31,327.0
2017-06-01,330.11
2017-06-02,328.36
2017-06-05,330.94
2017-06-06,327.0
2017-06-07,328.0
2017-06-08,328.08
2017-06-09,328.05
2017-06-12,325.17
2017-06-13,325.41
2017-06-14,328.59
2017-06-15,326.95
2017-06-16,324.79
2017-06-19,328.5
2017-06-20,326.59
2017-06-21,328.8
2017-06-22,325.58
2017-06-23,324.07
2017-06-27,323.5
2017-06-28,323.0
2017-06-29,325.56
2017-06-30,323.3
2017-07-03,328.52
2017-07-04,325.06
2017-07-05,325.08
2017-07-06,327.0
2017-07-07,329.49
2017-07-10,333.67
2017-07-11,332.11
2017-07-12,334.04
2017-07-13,336.54
2017-07-14,337.56
2017-07-17,339.12
2017-07-18,339.0
2017-07-19,342.09
2017-07-20,342.95
2017-07-21,340.93
2017-07-24,340.5
2017-07-25,343.9
2017-07-26,342.8
2017-07-27,341.4
2017-07-28,338.95
2017-07-31,343.76
2017-08-01,342.75
2017-08-02,343.5
2017-08-03,344.47
2017-08-04,344.99
2017-08-07,344.84
2017-08-08,343.05
2017-08-09,344.65
2017-08-10,330.26
2017-08-11,331.9
2017-08-14,334.0
2017-08-16,336.5
2017-08-17,337.8
2017-08-18,338.75
2017-08-21,334.06
2017-08-22,332.98
2017-08-23,334.34
2017-08-24,335.95
2017-08-28,340.63
2017-08-29,336.04
2017-08-30,338.98
2017-08-31,338.76
2017-09-01,339.56
2017-09-04,336.72
2017-09-05,334.12
2017-09-06,334.47
2017-09-07,332.61
2017-09-08,335.92
2017-09-11,343.46
2017-09-12,345.36
2017-09-13,346.03
2017-09-14,344.44
2017-09-15,344.97
2017-09-18,349.04
2017-09-19,345.57
2017-09-20,350.0
2017-09-21,347.6
2017-09-22,337.03
2017-09-25,332.88
2017-09-26,332.87
2017-09-27,325.46
2017-09-28,326.03
2017-09-29,331.9
2017-10-03,331.96
2017-10-04,333.03
2017-10-05,328.75
2017-10-06,331.14
2017-10-09,332.0
2017-10-10,332.21
2017-10-11,335.06
2017-10-12,334.5
2017-10-13,340.07
2017-10-16,343.55
2017-10-17,348.7
2017-10-18,348.48
2017-10-19,346.42
2017-10-23,350.65
2017-10-24,352.91
2017-10-25,361.23
2017-10-26,367.2
2017-10-27,362.92
2017-10-30,362.54
2017-10-31,363.0
2017-11-01,369.0
2017-11-02,365.93
2017-11-03,370.0
2017-11-06,370.95
2017-11-07,362.98
2017-11-08,359.05
2017-11-09,361.35
2017-11-10,363.59
2017-11-13,360.0
2017-11-14,356.6
2017-11-15,352.66
2017-11-16,356.29
2017-11-17,353.54
2017-11-20,359.85
2017-11-21,358.84
2017-11-22,360.3
2017-11-23,355.76
2017-11-24,360.68
2017-11-27,360.83
2017-11-28,356.88
2017-11-29,358.0
2017-11-30,359.85
2017-12-01,360.12
2017-12-04,351.79
2017-12-05,353.39
2017-12-06,350.0
2017-12-07,357.99
2017-12-08,358.55
2017-12-11,359.0
2017-12-12,357.41
2017-12-13,350.36
2017-12-14,351.73
2017-12-15,354.0
2017-12-18,355.51
2017-12-19,359.48
2017-12-20,363.54
2017-12-21,367.24
2017-12-22,369.2
2017-12-26,371.26
2017-12-27,366.5
2017-12-28,364.72
2017-12-29,370.72
