Date,HDFCMFGETF
2017-01-02,2601.5
2017-01-03,2599.05
2017-01-04,2619.5
2017-01-05,2622.65
2017-01-06,2635.0
2017-01-09,2640.4
2017-01-10,2653.05
2017-01-11,2673.2
2017-01-12,2691.1
2017-01-13,2679.85
2017-01-16,2721.85
2017-01-17,2720.55
2017-01-18,2720.0
2017-01-19,2708.1
2017-01-20,2716.5
2017-01-23,2724.3
2017-01-24,2720.15
2017-01-25,2695.6
2017-01-27,2665.8
2017-01-30,2675.0
2017-01-31,2702.5
2017-02-01,2702.7
2017-02-02,2706.55
2017-02-03,2710.0
2017-02-06,2717.1
2017-02-07,2735.95
2017-02-08,2734.75
2017-02-09,2737.15
2017-02-10,2701.95
2017-02-13,2713.55
2017-02-14,2711.5
2017-02-15,2702.15
2017-02-16,2731.7
2017-02-17,2738.65
2017-02-20,2726.25
2017-02-21,2713.35
2017-02-22,2727.75
2017-02-23,2717.8
2017-02-27,2754.6
2017-02-28,2751.75
2017-03-01,2738.0
2017-03-02,2732.8
2017-03-03,2709.5
2017-03-06,2708.2
2017-03-07,2692.95
2017-03-08,2671.2
2017-03-09,2689.45
2017-03-10,2684.65
2017-03-14,2648.9
2017-03-15,2613.35
2017-03-16,2641.55
2017-03-17,2642.4
2017-03-20,2655.2
2017-03-21,2654.05
2017-03-22,2680.15
2017-03-23,2681.05
2017-03-24,2674.65
2017-03-27,2684.05
2017-03-28,2680.0
2017-03-29,2663.25
2017-03-30,2669.8
2017-03-31,2653.55
2017-04-03,2654.7
2017-04-05,2682.3
2017-04-06,2682.65
2017-04-07,2689.5
2017-04-10,2681.0
2017-04-11,2669.85
2017-04-12,2708.2
2017-04-13,2721.65
2017-04-17,2741.9
2017-04-18,2729.0
2017-04-19,2724.0
2017-04-20,2719.95
2017-04-21,2721.95
2017-04-24,2716.2
2017-04-25,2697.55
2017-04-26,2680.95
2017-04-27,2678.8
2017-04-28,2697.2
2017-05-02,2680.0
2017-05-03,2666.6
2017-05-04,2656.45
2017-05-05,2636.7
2017-05-08,2621.3
2017-05-09,2620.45
2017-05-10,2620.7
2017-05-11,2604.85
2017-05-12,2616.0
2017-05-15,2635.75
2017-05-16,2641.95
2017-05-17,2634.8
2017-05-18,2680.0
2017-05-19,2667.15
2017-05-22,2668.35
2017-05-23,2679.85
2017-05-24,2661.25
2017-05-25,2660.15
2017-05-26,2674.0
2017-05-29,2675.75
2017-05-30,2679.6
2017-05-31,2670.2
2017-06-01,2676.7
2017-06-02,2666.1
2017-06-05,2692.2
2017-06-06,2713.9
2017-06-07,2716.6
2017-06-08,2709.9
2017-06-09,2680.9
2017-06-12,2684.6
2017-06-13,2672.25
2017-06-14,2668.35
2017-06-15,2670.65
2017-06-16,2656.9
2017-06-19,2646.95
2017-06-20,2646.8
2017-06-21,2654.5
2017-06-22,2660.0
2017-06-23,2663.65
2017-06-27,2663.15
2017-06-28,2645.55
2017-06-29,2640.05
2017-06-30,2628.75
2017-07-03,2614.55
2017-07-04,2597.15
2017-07-05,2596.4
2017-07-06,2594.7
2017-07-07,2593.3
2017-07-10,2561.35
2017-07-11,2568.55
2017-07-12,2571.75
2017-07-13,2584.55
2017-07-14,2593.0
2017-07-17,2610.35
2017-07-18,2604.75
2017-07-19,2603.3
2017-07-20,2602.1
2017-07-21,2613.0
2017-07-24,2634.8
2017-07-25,2636.0
2017-07-26,2606.25
2017-07-27,2616.45
2017-07-28,2616.05
2017-07-31,2622.05
2017-08-01,2619.6
2017-08-02,2618.25
2017-08-03,2610.1
2017-08-04,2634.6
2017-08-07,2609.2
2017-08-08,2621.0
2017-08-09,2644.4
2017-08-10,2666.1
2017-08-11,2676.8
2017-08-14,2670.0
2017-08-16,2675.1
2017-08-17,2684.1
2017-08-18,2686.1
2017-08-21,2660.65
2017-08-22,2653.9
2017-08-23,2661.0
2017-08-24,2656.55
2017-08-28,2685.3
2017-08-29,2734.35
2017-08-30,2723.7
