Date,RAYMOND
2017-01-02,515.35
2017-01-03,526.1
2017-01-04,507.7
2017-01-05,520.4
2017-01-06,511.35
2017-01-09,509.1
2017-01-10,508.15
2017-01-11,511.45
2017-01-12,509.05
2017-01-13,510.85
2017-01-16,511.8
2017-01-17,516.25
2017-01-18,511.75
2017-01-19,532.75
2017-01-20,515.8
2017-01-23,517.85
2017-01-24,521.75
2017-01-25,514.9
2017-01-27,504.8
2017-01-30,502.9
2017-01-31,494.95
2017-02-01,498.95
2017-02-02,507.25
2017-02-03,503.75
2017-02-06,505.6
2017-02-07,502.1
2017-02-08,506.8
2017-02-09,506.45
2017-02-10,507.5
2017-02-13,505.45
2017-02-14,502.0
2017-02-15,502.85
2017-02-16,500.45
2017-02-17,501.55
2017-02-20,504.15
2017-02-21,572.3
2017-02-22,575.8
2017-02-23,558.35
2017-02-27,601.6
2017-02-28,628.7
2017-03-01,638.05
2017-03-02,606.05
2017-03-03,609.45
2017-03-06,624.9
2017-03-07,648.0
2017-03-08,648.75
2017-03-09,640.65
2017-03-10,636.0
2017-03-14,635.2
2017-03-15,633.05
2017-03-16,631.65
2017-03-17,640.2
2017-03-20,648.05
2017-03-21,666.45
2017-03-22,656.0
2017-03-23,654.8
2017-03-24,651.85
2017-03-27,641.8
2017-03-28,641.55
2017-03-29,632.05
2017-03-30,638.8
2017-03-31,633.65
2017-04-03,640.6
2017-04-05,639.9
2017-04-06,645.15
2017-04-07,644.7
2017-04-10,646.7
2017-04-11,658.05
2017-04-12,652.55
2017-04-13,636.4
2017-04-17,646.45
2017-04-18,729.6
2017-04-19,733.65
2017-04-20,735.25
2017-04-21,758.85
2017-04-24,754.4
2017-04-25,761.95
2017-04-26,757.5
2017-04-27,763.7
2017-04-28,743.7
2017-05-02,726.1
2017-05-03,783.5
2017-05-04,771.75
2017-05-05,757.15
2017-05-08,786.2
2017-05-09,783.1
2017-05-10,769.25
2017-05-11,762.6
2017-05-12,763.45
2017-05-15,772.8
2017-05-16,785.0
2017-05-17,783.65
2017-05-18,746.95
2017-05-19,723.1
2017-05-22,715.95
2017-05-23,699.55
2017-05-24,662.25
2017-05-25,678.3
2017-05-26,721.15
2017-05-29,695.5
2017-05-30,695.45
2017-05-31,694.2
2017-06-01,693.9
2017-06-02,702.65
2017-06-05,751.25
2017-06-06,728.45
2017-06-07,729.05
2017-06-08,733.5
2017-06-09,732.1
2017-06-12,717.7
2017-06-13,730.85
2017-06-14,721.6
2017-06-15,729.9
2017-06-16,739.95
2017-06-19,731.7
2017-06-20,735.35
2017-06-21,743.4
2017-06-22,731.0
2017-06-23,712.3
2017-06-27,699.8
2017-06-28,714.3
2017-06-29,721.8
2017-06-30,724.7
2017-07-03,768.05
2017-07-04,765.25
2017-07-05,815.65
2017-07-06,819.65
2017-07-07,808.2
2017-07-10,815.55
2017-07-11,788.85
2017-07-12,802.65
2017-07-13,806.8
2017-07-14,792.25
2017-07-17,800.2
2017-07-18,794.3
2017-07-19,795.5
2017-07-20,807.55
2017-07-21,800.8
2017-07-24,808.85
2017-07-25,806.9
2017-07-26,803.8
2017-07-27,786.95
2017-07-28,786.25
2017-07-31,791.75
2017-08-01,789.3
2017-08-02,776.7
2017-08-03,763.6
2017-08-04,769.15
2017-08-07,776.95
2017-08-08,775.8
2017-08-09,781.15
2017-08-10,723.3
2017-08-11,718.15
2017-08-14,731.45
2017-08-16,738.55
2017-08-17,746.0
2017-08-18,774.35
2017-08-21,744.9
2017-08-22,731.35
2017-08-23,737.0
2017-08-24,733.75
2017-08-28,765.15
2017-08-29,756.2
2017-08-30,763.05
2017-08-31,777.15
2017-09-01,811.6
2017-09-04,859.2
2017-09-05,854.7
2017-09-06,857.4
2017-09-07,893.05
2017-09-08,884.9
2017-09-11,901.3
2017-09-12,907.65
2017-09-13,885.9
2017-09-14,894.4
2017-09-15,880.3
2017-09-18,885.75
2017-09-19,882.75
2017-09-20,870.05
2017-09-21,861.85
2017-09-22,825.35
2017-09-25,798.05
2017-09-26,814.35
2017-09-27,786.2
2017-09-28,810.7
2017-09-29,812.15
2017-10-03,805.8
2017-10-04,814.15
2017-10-05,836.7
2017-10-06,849.05
2017-10-09,851.35
2017-10-10,868.7
2017-10-11,840.75
2017-10-12,844.45
2017-10-13,848.25
2017-10-16,855.6
2017-10-17,861.15
2017-10-18,885.5
2017-10-19,892.55
2017-10-23,907.75
2017-10-24,902.15
2017-10-25,887.05
2017-10-26,873.65
2017-10-27,900.2
2017-10-30,899.25
2017-10-31,892.3
2017-11-01,963.8
2017-11-02,953.3
2017-11-03,973.55
2017-11-06,964.8
2017-11-07,969.15
2017-11-08,957.7
2017-11-09,960.45
2017-11-10,947.65
2017-11-13,928.15
2017-11-14,924.4
2017-11-15,918.0
2017-11-16,940.9
2017-11-17,950.8
2017-11-20,982.65
2017-11-21,969.7
2017-11-22,977.05
2017-11-23,972.8
2017-11-24,978.55
2017-11-27,993.65
2017-11-28,982.7
2017-11-29,979.35
2017-11-30,965.2
2017-12-01,942.75
2017-12-04,942.5
2017-12-05,942.45
2017-12-06,936.5
2017-12-07,938.15
2017-12-08,954.7
2017-12-11,958.55
2017-12-12,978.0
2017-12-13,972.4
2017-12-14,973.1
2017-12-15,976.8
2017-12-18,1020.3
2017-12-19,1027.5
2017-12-20,1022.65
2017-12-21,1035.25
2017-12-22,1030.7
2017-12-26,1053.05
2017-12-27,1036.65
2017-12-28,1047.3
2017-12-29,1057.45
