Date,VGUARD
2017-01-02,163.25
2017-01-03,163.75
2017-01-04,164.55
2017-01-05,164.9
2017-01-06,164.65
2017-01-09,162.85
2017-01-10,165.1
2017-01-11,169.5
2017-01-12,166.05
2017-01-13,163.45
2017-01-16,162.65
2017-01-17,162.65
2017-01-18,169.8
2017-01-19,177.75
2017-01-20,178.0
2017-01-23,181.75
2017-01-24,185.2
2017-01-25,193.25
2017-01-27,196.05
2017-01-30,193.05
2017-01-31,205.1
2017-02-01,205.0
2017-02-02,208.0
2017-02-03,208.35
2017-02-06,213.65
2017-02-07,217.6
2017-02-08,214.4
2017-02-09,215.75
2017-02-10,213.65
2017-02-13,211.55
2017-02-14,208.95
2017-02-15,207.05
2017-02-16,214.3
2017-02-17,213.0
2017-02-20,213.75
2017-02-21,213.85
2017-02-22,212.7
2017-02-23,212.65
2017-02-27,215.2
2017-02-28,226.8
2017-03-01,230.8
2017-03-02,228.0
2017-03-03,235.15
2017-03-06,245.8
2017-03-07,248.95
2017-03-08,247.15
2017-03-09,248.3
2017-03-10,245.5
2017-03-14,249.95
2017-03-15,178.5
2017-03-16,178.0
2017-03-17,174.7
2017-03-20,172.85
2017-03-21,172.9
2017-03-22,169.65
2017-03-23,170.15
2017-03-24,169.0
2017-03-27,168.75
2017-03-28,170.4
2017-03-29,171.8
2017-03-30,174.85
2017-03-31,173.4
2017-04-03,174.75
2017-04-05,176.75
2017-04-06,175.4
2017-04-07,182.1
2017-04-10,184.25
2017-04-11,184.85
2017-04-12,184.0
2017-04-13,181.9
2017-04-17,177.5
2017-04-18,183.05
2017-04-19,181.1
2017-04-20,186.0
2017-04-21,184.65
2017-04-24,187.9
2017-04-25,189.5
2017-04-26,187.35
2017-04-27,189.3
2017-04-28,190.4
2017-05-02,190.4
2017-05-03,188.6
2017-05-04,203.0
2017-05-05,204.75
2017-05-08,207.9
2017-05-09,211.1
2017-05-10,211.75
2017-05-11,209.15
2017-05-12,206.9
2017-05-15,209.95
2017-05-16,216.9
2017-05-17,215.85
2017-05-18,214.05
2017-05-19,203.9
2017-05-22,194.4
2017-05-23,189.9
2017-05-24,180.3
2017-05-25,181.95
2017-05-26,183.85
2017-05-29,179.7
2017-05-30,176.9
2017-05-31,181.85
2017-06-01,183.4
2017-06-02,181.6
2017-06-05,188.75
2017-06-06,189.85
2017-06-07,189.3
2017-06-08,189.4
2017-06-09,186.85
2017-06-12,181.7
2017-06-13,181.6
2017-06-14,178.95
2017-06-15,179.95
2017-06-16,180.75
2017-06-19,186.85
2017-06-20,186.9
2017-06-21,183.85
2017-06-22,181.45
2017-06-23,179.9
2017-06-27,175.7
2017-06-28,174.75
2017-06-29,173.0
2017-06-30,172.55
2017-07-03,174.45
2017-07-04,177.0
2017-07-05,176.85
2017-07-06,180.05
2017-07-07,179.05
2017-07-10,181.85
2017-07-11,179.75
2017-07-12,183.5
2017-07-13,183.15
2017-07-14,181.3
2017-07-17,182.0
2017-07-18,180.1
2017-07-19,181.7
2017-07-20,181.6
2017-07-21,181.1
2017-07-24,181.1
2017-07-25,181.15
2017-07-26,189.3
2017-07-27,193.55
2017-07-28,192.95
2017-07-31,178.15
2017-08-01,180.8
2017-08-02,181.45
2017-08-03,180.9
2017-08-04,181.65
2017-08-07,185.15
2017-08-08,181.35
2017-08-09,179.35
2017-08-10,173.45
2017-08-11,173.4
2017-08-14,181.25
2017-08-16,178.6
2017-08-17,179.6
2017-08-18,179.8
2017-08-21,177.55
2017-08-22,180.55
2017-08-23,183.0
2017-08-24,182.25
2017-08-28,187.15
2017-08-29,182.95
2017-08-30,183.9
2017-08-31,186.15
2017-09-01,185.5
2017-09-04,183.95
2017-09-05,190.8
2017-09-06,190.8
2017-09-07,200.7
2017-09-08,200.35
2017-09-11,199.1
2017-09-12,197.3
2017-09-13,194.0
2017-09-14,194.8
2017-09-15,196.75
2017-09-18,198.15
2017-09-19,201.85
2017-09-20,200.1
2017-09-21,199.65
2017-09-22,188.55
2017-09-25,183.15
2017-09-26,185.45
2017-09-27,178.7
2017-09-28,180.2
2017-09-29,182.3
2017-10-03,185.9
2017-10-04,189.4
2017-10-05,188.15
2017-10-06,190.75
2017-10-09,190.1
2017-10-10,191.9
2017-10-11,188.8
2017-10-12,191.8
2017-10-13,191.3
2017-10-16,189.85
2017-10-17,188.25
2017-10-18,191.0
2017-10-19,190.2
2017-10-23,194.5
2017-10-24,197.7
2017-10-25,210.1
2017-10-26,207.65
2017-10-27,214.8
2017-10-30,214.8
2017-10-31,214.75
2017-11-01,228.85
2017-11-02,224.9
2017-11-03,224.4
2017-11-06,224.35
2017-11-07,219.85
2017-11-08,218.65
2017-11-09,232.5
2017-11-10,225.0
2017-11-13,222.05
2017-11-14,229.2
2017-11-15,223.7
2017-11-16,222.8
2017-11-17,223.5
2017-11-20,226.3
2017-11-21,231.95
2017-11-22,231.4
2017-11-23,231.55
2017-11-24,238.4
2017-11-27,237.85
2017-11-28,233.45
2017-11-29,234.85
2017-11-30,229.45
2017-12-01,225.95
2017-12-04,223.75
2017-12-05,232.3
2017-12-06,232.75
2017-12-07,233.2
2017-12-08,237.25
2017-12-11,235.0
2017-12-12,233.0
2017-12-13,230.25
2017-12-14,230.6
2017-12-15,230.4
2017-12-18,229.9
2017-12-19,232.9
2017-12-20,230.9
2017-12-21,232.3
2017-12-22,238.15
2017-12-26,240.9
2017-12-27,236.8
2017-12-28,236.75
2017-12-29,243.8
