Date,IDBI
2017-01-02,69.0
2017-01-03,69.85
2017-01-04,69.95
2017-01-05,71.25
2017-01-06,71.1
2017-01-09,74.15
2017-01-10,73.45
2017-01-11,74.15
2017-01-12,74.45
2017-01-13,73.65
2017-01-16,74.4
2017-01-17,74.0
2017-01-18,74.1
2017-01-19,76.55
2017-01-20,74.3
2017-01-23,76.1
2017-01-24,76.35
2017-01-25,80.0
2017-01-27,79.05
2017-01-30,78.75
2017-01-31,77.25
2017-02-01,80.15
2017-02-02,82.75
2017-02-03,85.15
2017-02-06,83.55
2017-02-07,81.75
2017-02-08,82.75
2017-02-09,82.6
2017-02-10,82.0
2017-02-13,81.55
2017-02-14,84.2
2017-02-15,81.0
2017-02-16,80.9
2017-02-17,81.15
2017-02-20,82.35
2017-02-21,82.9
2017-02-22,81.7
2017-02-23,81.65
2017-02-27,78.9
2017-02-28,79.55
2017-03-01,79.85
2017-03-02,77.15
2017-03-03,77.1
2017-03-06,77.55
2017-03-07,77.6
2017-03-08,75.95
2017-03-09,75.6
2017-03-10,75.8
2017-03-14,76.15
2017-03-15,76.05
2017-03-16,76.9
2017-03-17,75.95
2017-03-20,77.8
2017-03-21,77.35
2017-03-22,75.6
2017-03-23,75.2
2017-03-24,75.7
2017-03-27,74.9
2017-03-28,75.75
2017-03-29,75.9
2017-03-30,74.5
2017-03-31,75.1
2017-04-03,75.9
2017-04-05,77.1
2017-04-06,76.5
2017-04-07,75.25
2017-04-10,75.1
2017-04-11,76.0
2017-04-12,75.1
2017-04-13,73.85
2017-04-17,72.8
2017-04-18,72.7
2017-04-19,71.85
2017-04-20,72.3
2017-04-21,72.2
2017-04-24,73.85
2017-04-25,74.1
2017-04-26,74.5
2017-04-27,74.8
2017-04-28,78.1
2017-05-02,77.45
2017-05-03,79.4
2017-05-04,81.35
2017-05-05,78.35
2017-05-08,79.15
2017-05-09,82.0
2017-05-10,78.0
2017-05-11,77.85
2017-05-12,75.5
2017-05-15,75.05
2017-05-16,76.65
2017-05-17,75.95
2017-05-18,69.95
2017-05-19,68.75
2017-05-22,66.2
2017-05-23,64.9
2017-05-24,61.0
2017-05-25,61.7
2017-05-26,62.65
2017-05-29,60.15
2017-05-30,60.75
2017-05-31,60.0
2017-06-01,60.75
2017-06-02,60.95
2017-06-05,60.75
2017-06-06,59.85
2017-06-07,60.2
2017-06-08,59.4
2017-06-09,59.9
2017-06-12,58.3
2017-06-13,57.4
2017-06-14,60.05
2017-06-15,59.45
2017-06-16,58.95
2017-06-19,57.1
2017-06-20,55.9
2017-06-21,56.9
2017-06-22,56.95
2017-06-23,56.25
2017-06-27,55.15
2017-06-28,54.05
2017-06-29,53.4
2017-06-30,53.5
2017-07-03,53.95
2017-07-04,53.5
2017-07-05,55.5
2017-07-06,57.4
2017-07-07,56.35
2017-07-10,58.1
2017-07-11,56.35
2017-07-12,57.0
2017-07-13,56.95
2017-07-14,57.15
2017-07-17,58.05
2017-07-18,57.85
2017-07-19,58.0
2017-07-20,58.45
2017-07-21,59.15
2017-07-24,60.7
2017-07-25,61.75
2017-07-26,62.2
2017-07-27,59.45
2017-07-28,59.25
2017-07-31,59.45
2017-08-01,59.65
2017-08-02,59.25
2017-08-03,56.65
2017-08-04,57.0
2017-08-07,57.15
2017-08-08,55.75
2017-08-09,55.95
2017-08-10,53.8
2017-08-11,52.65
2017-08-14,52.3
2017-08-16,53.25
2017-08-17,53.8
2017-08-18,54.3
2017-08-21,54.1
2017-08-22,53.7
2017-08-23,54.65
2017-08-24,55.0
2017-08-28,56.0
2017-08-29,55.45
2017-08-30,55.3
2017-08-31,55.1
2017-09-01,55.35
2017-09-04,55.0
2017-09-05,55.55
2017-09-06,54.85
2017-09-07,55.45
2017-09-08,56.2
2017-09-11,56.2
2017-09-12,56.55
2017-09-13,55.75
2017-09-14,56.65
2017-09-15,56.6
2017-09-18,57.2
2017-09-19,56.65
2017-09-20,56.9
2017-09-21,56.05
2017-09-22,54.0
2017-09-25,53.15
2017-09-26,53.5
2017-09-27,52.2
2017-09-28,52.55
2017-09-29,52.35
2017-10-03,52.25
2017-10-04,52.25
2017-10-05,52.05
2017-10-06,53.4
2017-10-09,53.0
2017-10-10,53.25
2017-10-11,51.85
2017-10-12,52.3
2017-10-13,53.05
2017-10-16,52.8
2017-10-17,52.85
2017-10-18,52.4
2017-10-19,51.8
2017-10-23,51.8
2017-10-24,54.3
2017-10-25,65.15
2017-10-26,67.95
2017-10-27,62.35
2017-10-30,65.3
2017-10-31,62.65
2017-11-01,63.8
2017-11-02,65.85
2017-11-03,64.9
2017-11-06,64.7
2017-11-07,62.9
2017-11-08,61.75
2017-11-09,62.15
2017-11-10,63.8
2017-11-13,60.85
2017-11-14,60.2
2017-11-15,58.7
2017-11-16,59.4
2017-11-17,59.6
2017-11-20,61.2
2017-11-21,60.7
2017-11-22,61.75
2017-11-23,61.95
2017-11-24,62.05
2017-11-27,62.1
2017-11-28,62.85
2017-11-29,61.6
2017-11-30,60.55
2017-12-01,59.7
2017-12-04,59.5
2017-12-05,58.8
2017-12-06,59.0
2017-12-07,59.35
2017-12-08,59.45
2017-12-11,60.7
2017-12-12,59.95
2017-12-13,58.85
2017-12-14,58.0
2017-12-15,58.3
2017-12-18,58.8
2017-12-19,58.65
2017-12-20,58.9
2017-12-21,60.9
2017-12-22,59.6
2017-12-26,60.45
2017-12-27,60.05
2017-12-28,60.35
2017-12-29,59.85
