Date,HEIDELBERG
2017-01-02,111.45
2017-01-03,112.0
2017-01-04,112.35
2017-01-05,111.45
2017-01-06,109.6
2017-01-09,111.25
2017-01-10,113.3
2017-01-11,115.55
2017-01-12,114.45
2017-01-13,114.25
2017-01-16,114.25
2017-01-17,114.2
2017-01-18,114.75
2017-01-19,113.5
2017-01-20,111.8
2017-01-23,114.05
2017-01-24,121.85
2017-01-25,122.85
2017-01-27,121.7
2017-01-30,120.25
2017-01-31,117.4
2017-02-01,124.0
2017-02-02,132.05
2017-02-03,131.55
2017-02-06,131.75
2017-02-07,129.7
2017-02-08,132.3
2017-02-09,125.75
2017-02-10,122.8
2017-02-13,121.05
2017-02-14,116.95
2017-02-15,109.85
2017-02-16,110.65
2017-02-17,110.3
2017-02-20,112.9
2017-02-21,120.25
2017-02-22,117.2
2017-02-23,115.5
2017-02-27,113.25
2017-02-28,114.45
2017-03-01,115.4
2017-03-02,115.15
2017-03-03,113.95
2017-03-06,114.7
2017-03-07,112.65
2017-03-08,111.4
2017-03-09,110.85
2017-03-10,111.55
2017-03-14,116.2
2017-03-15,119.05
2017-03-16,116.85
2017-03-17,117.35
2017-03-20,117.1
2017-03-21,116.2
2017-03-22,117.75
2017-03-23,116.25
2017-03-24,118.25
2017-03-27,120.0
2017-03-28,122.25
2017-03-29,123.25
2017-03-30,120.2
2017-03-31,124.5
2017-04-03,126.55
2017-04-05,127.25
2017-04-06,126.8
2017-04-07,126.9
2017-04-10,126.1
2017-04-11,127.95
2017-04-12,128.55
2017-04-13,127.05
2017-04-17,130.55
2017-04-18,127.95
2017-04-19,131.15
2017-04-20,133.4
2017-04-21,133.65
2017-04-24,135.55
2017-04-25,134.45
2017-04-26,134.85
2017-04-27,133.3
2017-04-28,137.6
2017-05-02,134.7
2017-05-03,132.3
2017-05-04,133.2
2017-05-05,132.1
2017-05-08,129.45
2017-05-09,132.2
2017-05-10,133.9
2017-05-11,139.65
2017-05-12,133.45
2017-05-15,131.1
2017-05-16,133.3
2017-05-17,132.85
2017-05-18,128.25
2017-05-19,128.05
2017-05-22,125.75
2017-05-23,126.4
2017-05-24,120.65
2017-05-25,123.9
2017-05-26,130.15
2017-05-29,130.0
2017-05-30,130.85
2017-05-31,131.1
2017-06-01,131.5
2017-06-02,132.15
2017-06-05,131.2
2017-06-06,128.9
2017-06-07,132.35
2017-06-08,131.3
2017-06-09,131.9
2017-06-12,129.55
2017-06-13,128.9
2017-06-14,132.25
2017-06-15,131.5
2017-06-16,132.1
2017-06-19,133.4
2017-06-20,131.25
2017-06-21,130.85
2017-06-22,131.3
2017-06-23,128.45
2017-06-27,124.25
2017-06-28,125.1
2017-06-29,126.55
2017-06-30,125.1
2017-07-03,127.1
2017-07-04,132.7
2017-07-05,130.9
2017-07-06,133.35
2017-07-07,132.1
2017-07-10,133.75
2017-07-11,133.55
2017-07-12,136.9
2017-07-13,140.65
2017-07-14,139.2
2017-07-17,138.3
2017-07-18,138.25
2017-07-19,139.0
2017-07-20,137.1
2017-07-21,135.75
2017-07-24,136.1
2017-07-25,135.05
2017-07-26,135.35
2017-07-27,136.8
2017-07-28,130.1
2017-07-31,128.65
2017-08-01,128.1
2017-08-02,128.3
2017-08-03,127.0
2017-08-04,123.7
2017-08-07,125.1
2017-08-08,124.8
2017-08-09,117.6
2017-08-10,113.7
2017-08-11,115.7
2017-08-14,118.1
2017-08-16,119.0
2017-08-17,121.75
2017-08-18,121.0
2017-08-21,122.6
2017-08-22,123.0
2017-08-23,121.6
2017-08-24,121.65
2017-08-28,121.95
2017-08-29,124.2
2017-08-30,123.9
2017-08-31,123.4
2017-09-01,124.45
2017-09-04,124.15
2017-09-05,124.3
2017-09-06,124.6
2017-09-07,123.8
2017-09-08,123.8
2017-09-11,125.5
2017-09-12,128.65
2017-09-13,125.1
2017-09-14,124.55
2017-09-15,129.45
2017-09-18,127.95
2017-09-19,125.9
2017-09-20,125.5
2017-09-21,128.1
2017-09-22,127.35
2017-09-25,122.35
2017-09-26,122.6
2017-09-27,119.75
2017-09-28,117.85
2017-09-29,118.95
2017-10-03,118.9
2017-10-04,120.95
2017-10-05,120.6
2017-10-06,120.8
2017-10-09,118.35
2017-10-10,118.45
2017-10-11,118.4
2017-10-12,118.5
2017-10-13,119.25
2017-10-16,118.8
2017-10-17,120.0
2017-10-18,119.75
2017-10-19,120.2
2017-10-23,120.75
2017-10-24,121.15
2017-10-25,123.6
2017-10-26,130.5
2017-10-27,156.6
2017-10-30,150.15
2017-10-31,148.6
2017-11-01,153.4
2017-11-02,154.55
2017-11-03,151.35
2017-11-06,150.6
2017-11-07,145.3
2017-11-08,147.1
2017-11-09,151.1
2017-11-10,149.4
2017-11-13,155.25
2017-11-14,153.45
2017-11-15,152.2
2017-11-16,165.25
2017-11-17,167.5
2017-11-20,161.85
2017-11-21,158.9
2017-11-22,165.3
2017-11-23,160.35
2017-11-24,163.0
2017-11-27,159.9
2017-11-28,159.05
2017-11-29,156.45
2017-11-30,155.8
2017-12-01,155.0
2017-12-04,154.1
2017-12-05,154.7
2017-12-06,153.6
2017-12-07,152.35
2017-12-08,154.7
2017-12-11,154.05
2017-12-12,152.2
2017-12-13,156.05
2017-12-14,152.15
2017-12-15,152.9
2017-12-18,152.05
2017-12-19,153.2
2017-12-20,156.0
2017-12-21,159.1
2017-12-22,157.85
2017-12-26,154.8
2017-12-27,153.1
2017-12-28,153.6
2017-12-29,153.1
