Date,KRBL
2017-01-02,300.35
2017-01-03,311.05
2017-01-04,313.15
2017-01-05,311.25
2017-01-06,312.05
2017-01-09,311.45
2017-01-10,311.45
2017-01-11,317.3
2017-01-12,321.9
2017-01-13,330.6
2017-01-16,338.75
2017-01-17,331.65
2017-01-18,333.65
2017-01-19,329.85
2017-01-20,344.85
2017-01-23,351.35
2017-01-24,350.5
2017-01-25,361.15
2017-01-27,374.5
2017-01-30,384.3
2017-01-31,376.25
2017-02-01,379.85
2017-02-02,374.75
2017-02-03,375.85
2017-02-06,385.7
2017-02-07,387.85
2017-02-08,386.55
2017-02-09,379.15
2017-02-10,377.25
2017-02-13,380.2
2017-02-14,387.65
2017-02-15,373.35
2017-02-16,375.35
2017-02-17,370.5
2017-02-20,369.75
2017-02-21,368.55
2017-02-22,370.0
2017-02-23,374.45
2017-02-27,371.2
2017-02-28,384.7
2017-03-01,378.9
2017-03-02,374.1
2017-03-03,370.65
2017-03-06,378.2
2017-03-07,379.75
2017-03-08,381.9
2017-03-09,378.35
2017-03-10,379.15
2017-03-14,390.95
2017-03-15,388.75
2017-03-16,390.05
2017-03-17,400.75
2017-03-20,404.3
2017-03-21,407.6
2017-03-22,405.65
2017-03-23,411.7
2017-03-24,402.45
2017-03-27,393.95
2017-03-28,398.15
2017-03-29,404.0
2017-03-30,421.85
2017-03-31,413.3
2017-04-03,420.25
2017-04-05,414.05
2017-04-06,408.9
2017-04-07,409.0
2017-04-10,408.8
2017-04-11,411.05
2017-04-12,409.35
2017-04-13,408.55
2017-04-17,410.8
2017-04-18,415.2
2017-04-19,419.65
2017-04-20,425.05
2017-04-21,433.25
2017-04-24,435.05
2017-04-25,434.9
2017-04-26,428.0
2017-04-27,434.65
2017-04-28,440.2
2017-05-02,423.75
2017-05-03,435.85
2017-05-04,428.2
2017-05-05,417.65
2017-05-08,415.2
2017-05-09,418.75
2017-05-10,420.3
2017-05-11,415.7
2017-05-12,409.5
2017-05-15,418.35
2017-05-16,411.3
2017-05-17,442.15
2017-05-18,426.45
2017-05-19,431.15
2017-05-22,428.95
2017-05-23,411.35
2017-05-24,399.9
2017-05-25,403.65
2017-05-26,419.6
2017-05-29,404.55
2017-05-30,394.45
2017-05-31,398.55
2017-06-01,411.8
2017-06-02,405.6
2017-06-05,401.75
2017-06-06,392.85
2017-06-07,386.3
2017-06-08,393.0
2017-06-09,414.75
2017-06-12,394.55
2017-06-13,400.0
2017-06-14,397.6
2017-06-15,396.5
2017-06-16,398.0
2017-06-19,399.35
2017-06-20,396.65
2017-06-21,393.55
2017-06-22,392.3
2017-06-23,388.05
2017-06-27,381.5
2017-06-28,376.95
2017-06-29,377.55
2017-06-30,379.2
2017-07-03,386.35
2017-07-04,391.3
2017-07-05,390.25
2017-07-06,392.9
2017-07-07,389.45
2017-07-10,389.5
2017-07-11,390.05
2017-07-12,385.85
2017-07-13,387.1
2017-07-14,387.0
2017-07-17,398.65
2017-07-18,437.65
2017-07-19,466.4
2017-07-20,468.0
2017-07-21,443.3
2017-07-24,452.5
2017-07-25,461.3
2017-07-26,463.5
2017-07-27,457.45
2017-07-28,466.2
2017-07-31,459.3
2017-08-01,470.4
2017-08-02,454.6
2017-08-03,448.45
2017-08-04,455.6
2017-08-07,468.75
2017-08-08,469.55
2017-08-09,457.65
2017-08-10,445.35
2017-08-11,450.15
2017-08-14,447.65
2017-08-16,473.15
2017-08-17,474.75
2017-08-18,467.95
2017-08-21,457.7
2017-08-22,452.8
2017-08-23,453.15
2017-08-24,456.6
2017-08-28,470.9
2017-08-29,459.15
2017-08-30,470.2
2017-08-31,470.9
2017-09-01,468.3
2017-09-04,473.9
2017-09-05,476.95
2017-09-06,475.5
2017-09-07,477.45
2017-09-08,473.25
2017-09-11,473.55
2017-09-12,483.35
2017-09-13,485.25
2017-09-14,493.95
2017-09-15,491.05
2017-09-18,500.0
2017-09-19,501.7
2017-09-20,497.9
2017-09-21,484.7
2017-09-22,473.65
2017-09-25,470.95
2017-09-26,473.85
2017-09-27,476.2
2017-09-28,475.25
2017-09-29,490.0
2017-10-03,503.4
2017-10-04,521.85
2017-10-05,526.65
2017-10-06,528.95
2017-10-09,561.75
2017-10-10,582.25
2017-10-11,596.45
2017-10-12,617.0
2017-10-13,606.75
2017-10-16,596.2
2017-10-17,595.9
2017-10-18,569.6
2017-10-19,585.25
2017-10-23,578.95
2017-10-24,614.25
2017-10-25,623.8
2017-10-26,631.5
2017-10-27,636.85
2017-10-30,636.5
2017-10-31,645.15
2017-11-01,650.1
2017-11-02,664.1
2017-11-03,657.8
2017-11-06,661.4
2017-11-07,660.5
2017-11-08,644.5
2017-11-09,650.0
2017-11-10,645.85
2017-11-13,646.95
2017-11-14,634.95
2017-11-15,629.45
2017-11-16,632.0
2017-11-17,626.95
2017-11-20,627.7
2017-11-21,626.7
2017-11-22,639.05
2017-11-23,636.2
2017-11-24,627.4
2017-11-27,627.25
2017-11-28,626.2
2017-11-29,616.05
2017-11-30,605.6
2017-12-01,616.85
2017-12-04,615.75
2017-12-05,619.35
2017-12-06,618.3
2017-12-07,605.8
2017-12-08,612.95
2017-12-11,612.8
2017-12-12,616.9
2017-12-13,616.85
2017-12-14,618.7
2017-12-15,613.55
2017-12-18,613.35
2017-12-19,616.9
2017-12-20,611.9
2017-12-21,610.55
2017-12-22,608.35
2017-12-26,610.2
2017-12-27,605.1
2017-12-28,603.4
2017-12-29,600.25
