Date,RAMANEWS
2017-01-02,35.3
2017-01-03,35.15
2017-01-04,37.35
2017-01-05,38.7
2017-01-06,37.8
2017-01-09,37.9
2017-01-10,37.95
2017-01-11,39.95
2017-01-12,38.4
2017-01-13,38.25
2017-01-16,38.5
2017-01-17,37.85
2017-01-18,38.45
2017-01-19,38.3
2017-01-20,37.45
2017-01-23,37.6
2017-01-24,37.2
2017-01-25,36.75
2017-01-27,36.05
2017-01-30,32.3
2017-01-31,33.0
2017-02-01,32.95
2017-02-02,33.5
2017-02-03,33.75
2017-02-06,34.7
2017-02-07,34.6
2017-02-08,34.35
2017-02-09,36.0
2017-02-10,36.05
2017-02-13,35.6
2017-02-14,35.3
2017-02-15,33.85
2017-02-16,33.8
2017-02-17,33.7
2017-02-20,33.85
2017-02-21,33.6
2017-02-22,32.55
2017-02-23,31.9
2017-02-27,32.05
2017-02-28,32.2
2017-03-01,32.95
2017-03-02,33.55
2017-03-03,33.65
2017-03-06,32.45
2017-03-07,32.3
2017-03-08,31.7
2017-03-09,31.1
2017-03-10,31.3
2017-03-14,31.4
2017-03-15,31.9
2017-03-16,32.0
2017-03-17,31.9
2017-03-20,32.0
2017-03-21,32.05
2017-03-22,31.3
2017-03-23,32.35
2017-03-24,32.8
2017-03-27,32.6
2017-03-28,32.35
2017-03-29,31.75
2017-03-30,33.3
2017-03-31,32.85
2017-04-03,32.85
2017-04-05,32.6
2017-04-06,33.0
2017-04-07,31.55
2017-04-10,32.25
2017-04-11,32.25
2017-04-12,31.6
2017-04-13,31.3
2017-04-17,30.8
2017-04-18,30.0
2017-04-19,29.95
2017-04-20,30.0
2017-04-21,30.65
2017-04-24,29.95
2017-04-25,28.7
2017-04-26,28.95
2017-04-27,29.0
2017-04-28,29.0
2017-05-02,29.2
2017-05-03,28.95
2017-05-04,29.15
2017-05-05,28.9
2017-05-08,29.15
2017-05-09,29.4
2017-05-10,30.7
2017-05-11,31.2
2017-05-12,31.15
2017-05-15,29.95
2017-05-16,29.75
2017-05-17,29.6
2017-05-18,29.15
2017-05-19,28.9
2017-05-22,28.65
2017-05-23,28.05
2017-05-24,27.35
2017-05-25,28.4
2017-05-26,28.75
2017-05-29,28.95
2017-05-30,27.6
2017-05-31,27.85
2017-06-01,27.25
2017-06-02,27.45
2017-06-05,27.6
2017-06-06,27.3
2017-06-07,27.1
2017-06-08,26.3
2017-06-09,26.95
2017-06-12,26.95
2017-06-13,27.95
2017-06-14,27.1
2017-06-15,26.9
2017-06-16,26.75
2017-06-19,26.85
2017-06-20,26.7
2017-06-21,26.55
2017-06-22,26.5
2017-06-23,25.95
2017-06-27,25.0
2017-06-28,24.45
2017-06-29,24.55
2017-06-30,24.1
2017-07-03,24.35
2017-07-04,24.65
2017-07-05,25.15
2017-07-06,25.15
2017-07-07,25.25
2017-07-10,25.1
2017-07-11,24.6
2017-07-12,24.6
2017-07-13,24.55
2017-07-14,24.95
2017-07-17,25.6
2017-07-18,24.85
2017-07-19,24.4
2017-07-20,24.9
2017-07-21,24.75
2017-07-24,24.8
2017-07-25,24.8
2017-07-26,24.55
2017-07-27,23.7
2017-07-28,23.2
2017-07-31,23.0
2017-08-01,23.4
2017-08-02,23.05
2017-08-03,22.4
2017-08-04,22.05
2017-08-07,21.95
2017-08-08,21.0
2017-08-09,20.5
2017-08-10,19.6
2017-08-11,19.9
2017-08-14,23.65
2017-08-16,27.15
2017-08-17,27.9
2017-08-18,27.55
2017-08-21,26.65
2017-08-22,24.25
2017-08-23,23.85
2017-08-24,23.85
2017-08-28,23.55
2017-08-29,23.45
2017-08-30,23.2
2017-08-31,22.85
2017-09-01,23.55
2017-09-04,24.45
2017-09-05,24.5
2017-09-06,23.95
2017-09-07,23.8
2017-09-08,24.0
2017-09-11,23.7
2017-09-12,23.7
2017-09-13,23.65
2017-09-14,23.8
2017-09-15,24.6
2017-09-18,24.4
2017-09-19,26.85
2017-09-20,26.55
2017-09-21,25.6
2017-09-22,24.1
2017-09-25,23.7
2017-09-26,24.3
2017-09-27,24.2
2017-09-28,24.2
2017-09-29,23.6
2017-10-03,23.25
2017-10-04,27.8
2017-10-05,25.45
2017-10-06,26.05
2017-10-09,25.65
2017-10-10,25.55
2017-10-11,25.1
2017-10-12,24.85
2017-10-13,25.65
2017-10-16,24.55
2017-10-17,26.0
2017-10-18,26.3
2017-10-19,25.6
2017-10-23,24.95
2017-10-24,25.25
2017-10-25,25.35
2017-10-26,25.05
2017-10-27,25.1
2017-10-30,25.4
2017-10-31,25.2
2017-11-01,25.1
2017-11-02,25.65
2017-11-03,25.75
2017-11-06,25.65
2017-11-07,24.85
2017-11-08,25.8
2017-11-09,25.4
2017-11-10,25.65
2017-11-13,27.15
2017-11-14,26.3
2017-11-15,24.95
2017-11-16,24.95
2017-11-17,25.0
2017-11-20,25.0
2017-11-21,24.95
2017-11-22,26.2
2017-11-23,26.95
2017-11-24,27.05
2017-11-27,26.55
2017-11-28,26.55
2017-11-29,26.15
2017-11-30,25.95
2017-12-01,25.85
2017-12-04,25.3
2017-12-05,25.15
2017-12-06,26.15
2017-12-07,26.95
2017-12-08,28.0
2017-12-11,29.2
2017-12-12,27.9
2017-12-13,27.05
2017-12-14,27.6
2017-12-15,27.65
2017-12-18,27.5
2017-12-19,27.85
2017-12-20,28.0
2017-12-21,28.75
2017-12-22,28.65
2017-12-26,29.15
2017-12-27,28.8
2017-12-28,28.8
2017-12-29,29.15
