Date,RTNPOWER
2017-01-02,7.15
2017-01-03,7.05
2017-01-04,7.2
2017-01-05,7.25
2017-01-06,7.25
2017-01-09,7.1
2017-01-10,6.95
2017-01-11,7.15
2017-01-12,7.1
2017-01-13,7.1
2017-01-16,7.0
2017-01-17,6.95
2017-01-18,7.0
2017-01-19,6.9
2017-01-20,7.0
2017-01-23,7.1
2017-01-24,7.1
2017-01-25,7.0
2017-01-27,6.95
2017-01-30,7.2
2017-01-31,7.2
2017-02-01,7.15
2017-02-02,7.05
2017-02-03,7.45
2017-02-06,7.75
2017-02-07,7.8
2017-02-08,8.0
2017-02-09,7.6
2017-02-10,7.3
2017-02-13,7.1
2017-02-14,7.05
2017-02-15,7.0
2017-02-16,7.1
2017-02-17,7.05
2017-02-20,7.05
2017-02-21,7.05
2017-02-22,7.1
2017-02-23,7.15
2017-02-27,7.15
2017-02-28,7.15
2017-03-01,7.2
2017-03-02,7.15
2017-03-03,7.15
2017-03-06,7.15
2017-03-07,7.25
2017-03-08,7.1
2017-03-09,7.15
2017-03-10,7.05
2017-03-14,7.05
2017-03-15,7.1
2017-03-16,7.2
2017-03-17,7.65
2017-03-20,8.0
2017-03-21,7.9
2017-03-22,7.6
2017-03-23,7.7
2017-03-24,7.6
2017-03-27,7.5
2017-03-28,7.4
2017-03-29,7.55
2017-03-30,7.6
2017-03-31,8.15
2017-04-03,8.4
2017-04-05,8.75
2017-04-06,8.6
2017-04-07,8.3
2017-04-10,8.3
2017-04-11,8.2
2017-04-12,7.95
2017-04-13,7.8
2017-04-17,9.15
2017-04-18,8.6
2017-04-19,8.95
2017-04-20,8.9
2017-04-21,9.15
2017-04-24,9.25
2017-04-25,9.05
2017-04-26,8.7
2017-04-27,8.75
2017-04-28,8.7
2017-05-02,8.55
2017-05-03,8.35
2017-05-04,8.6
2017-05-05,8.35
2017-05-08,8.35
2017-05-09,8.65
2017-05-10,8.6
2017-05-11,8.35
2017-05-12,8.35
2017-05-15,8.3
2017-05-16,8.45
2017-05-17,8.7
2017-05-18,8.45
2017-05-19,8.5
2017-05-22,8.3
2017-05-23,7.75
2017-05-24,7.35
2017-05-25,7.7
2017-05-26,7.85
2017-05-29,7.55
2017-05-30,7.25
2017-05-31,7.2
2017-06-01,7.1
2017-06-02,7.2
2017-06-05,7.1
2017-06-06,6.9
2017-06-07,6.8
2017-06-08,7.1
2017-06-09,7.0
2017-06-12,7.0
2017-06-13,7.0
2017-06-14,6.9
2017-06-15,6.85
2017-06-16,6.8
2017-06-19,6.75
2017-06-20,6.8
2017-06-21,6.75
2017-06-22,6.7
2017-06-23,6.7
2017-06-27,6.65
2017-06-28,6.7
2017-06-29,6.75
2017-06-30,6.7
2017-07-03,7.2
2017-07-04,6.9
2017-07-05,6.85
2017-07-06,6.8
2017-07-07,6.85
2017-07-10,6.8
2017-07-11,6.75
2017-07-12,6.7
2017-07-13,6.9
2017-07-14,6.7
2017-07-17,6.65
2017-07-18,6.65
2017-07-19,6.7
2017-07-20,6.65
2017-07-21,6.75
2017-07-24,6.75
2017-07-25,6.85
2017-07-26,7.1
2017-07-27,6.75
2017-07-28,6.7
2017-07-31,6.65
2017-08-01,6.55
2017-08-02,6.5
2017-08-03,6.25
2017-08-04,6.25
2017-08-07,6.5
2017-08-08,6.25
2017-08-09,6.15
2017-08-10,5.95
2017-08-11,5.9
2017-08-14,6.0
2017-08-16,5.95
2017-08-17,5.9
2017-08-18,5.9
2017-08-21,5.8
2017-08-22,5.7
2017-08-23,5.7
2017-08-24,5.65
2017-08-28,5.85
2017-08-29,5.85
2017-08-30,5.9
2017-08-31,5.95
2017-09-01,5.9
2017-09-04,5.85
2017-09-05,5.85
2017-09-06,5.8
2017-09-07,5.8
2017-09-08,5.75
2017-09-11,5.85
2017-09-12,5.85
2017-09-13,6.25
2017-09-14,6.2
2017-09-15,6.0
2017-09-18,6.6
2017-09-19,6.2
2017-09-20,6.15
2017-09-21,5.85
2017-09-22,5.7
2017-09-25,5.8
2017-09-26,5.75
2017-09-27,5.45
2017-09-28,5.6
2017-09-29,5.55
2017-10-03,5.6
2017-10-04,5.65
2017-10-05,5.65
2017-10-06,5.55
2017-10-09,5.5
2017-10-10,5.6
2017-10-11,5.5
2017-10-12,5.45
2017-10-13,5.5
2017-10-16,5.5
2017-10-17,5.5
2017-10-18,5.45
2017-10-19,5.5
2017-10-23,5.45
2017-10-24,5.5
2017-10-25,5.65
2017-10-26,5.6
2017-10-27,5.85
2017-10-30,5.9
2017-10-31,5.7
2017-11-01,5.6
2017-11-02,5.6
2017-11-03,5.55
2017-11-06,5.65
2017-11-07,5.35
2017-11-08,5.6
2017-11-09,6.7
2017-11-10,7.3
2017-11-13,6.75
2017-11-14,6.5
2017-11-15,6.2
2017-11-16,7.2
2017-11-17,7.6
2017-11-20,8.8
2017-11-21,8.6
2017-11-22,9.0
2017-11-23,8.8
2017-11-24,8.55
2017-11-27,8.55
2017-11-28,8.1
2017-11-29,7.75
2017-11-30,8.5
2017-12-01,8.3
2017-12-04,8.1
2017-12-05,8.0
2017-12-06,8.1
2017-12-07,8.8
2017-12-08,8.9
2017-12-11,8.7
2017-12-12,8.6
2017-12-13,8.45
2017-12-14,8.35
2017-12-15,8.3
2017-12-18,8.2
2017-12-19,8.35
2017-12-20,8.15
2017-12-21,8.45
2017-12-22,8.65
2017-12-26,8.55
2017-12-27,8.45
2017-12-28,8.05
2017-12-29,7.85
