Date,SKFINDIA
2017-01-02,1285.35
2017-01-03,1291.35
2017-01-04,1285.05
2017-01-05,1284.0
2017-01-06,1275.0
2017-01-09,1286.2
2017-01-10,1289.8
2017-01-11,1296.1
2017-01-12,1292.1
2017-01-13,1284.15
2017-01-16,1283.65
2017-01-17,1281.55
2017-01-18,1276.8
2017-01-19,1276.75
2017-01-20,1295.65
2017-01-23,1297.45
2017-01-24,1288.75
2017-01-25,1297.6
2017-01-27,1294.95
2017-01-30,1282.4
2017-01-31,1283.55
2017-02-01,1290.05
2017-02-02,1288.95
2017-02-03,1306.9
2017-02-06,1329.0
2017-02-07,1339.85
2017-02-08,1360.5
2017-02-09,1411.95
2017-02-10,1422.8
2017-02-13,1412.2
2017-02-14,1428.25
2017-02-15,1422.0
2017-02-16,1435.05
2017-02-17,1465.55
2017-02-20,1484.3
2017-02-21,1484.15
2017-02-22,1475.05
2017-02-23,1482.75
2017-02-27,1487.45
2017-02-28,1478.25
2017-03-01,1495.55
2017-03-02,1493.8
2017-03-03,1491.2
2017-03-06,1479.55
2017-03-07,1461.65
2017-03-08,1495.15
2017-03-09,1483.1
2017-03-10,1485.1
2017-03-14,1463.35
2017-03-15,1464.85
2017-03-16,1476.0
2017-03-17,1490.75
2017-03-20,1489.75
2017-03-21,1500.95
2017-03-22,1488.7
2017-03-23,1495.15
2017-03-24,1483.55
2017-03-27,1489.45
2017-03-28,1495.2
2017-03-29,1518.4
2017-03-30,1557.85
2017-03-31,1599.8
2017-04-03,1592.25
2017-04-05,1577.35
2017-04-06,1556.9
2017-04-07,1561.0
2017-04-10,1561.8
2017-04-11,1539.75
2017-04-12,1550.55
2017-04-13,1532.9
2017-04-17,1540.25
2017-04-18,1567.55
2017-04-19,1544.55
2017-04-20,1529.3
2017-04-21,1523.85
2017-04-24,1561.65
2017-04-25,1602.55
2017-04-26,1685.65
2017-04-27,1721.2
2017-04-28,1706.45
2017-05-02,1675.55
2017-05-03,1700.85
2017-05-04,1670.35
2017-05-05,1633.5
2017-05-08,1625.75
2017-05-09,1610.35
2017-05-10,1599.7
2017-05-11,1598.35
2017-05-12,1645.05
2017-05-15,1620.35
2017-05-16,1615.2
2017-05-17,1609.6
2017-05-18,1598.65
2017-05-19,1562.9
2017-05-22,1575.65
2017-05-23,1573.05
2017-05-24,1551.2
2017-05-25,1581.15
2017-05-26,1592.25
2017-05-29,1570.9
2017-05-30,1565.1
2017-05-31,1595.95
2017-06-01,1576.2
2017-06-02,1560.9
2017-06-05,1607.0
2017-06-06,1606.6
2017-06-07,1616.4
2017-06-08,1623.95
2017-06-09,1621.65
2017-06-12,1627.4
2017-06-13,1623.6
2017-06-14,1605.45
2017-06-15,1607.1
2017-06-16,1603.7
2017-06-19,1601.85
2017-06-20,1591.5
2017-06-21,1585.15
2017-06-22,1603.85
2017-06-23,1587.3
2017-06-27,1549.4
2017-06-28,1541.2
2017-06-29,1546.8
2017-06-30,1565.8
2017-07-03,1581.4
2017-07-04,1565.2
2017-07-05,1613.4
2017-07-06,1603.1
2017-07-07,1588.85
2017-07-10,1601.45
2017-07-11,1597.25
2017-07-12,1590.15
2017-07-13,1580.5
2017-07-14,1580.45
2017-07-17,1571.45
2017-07-18,1556.3
2017-07-19,1561.25
2017-07-20,1564.85
2017-07-21,1557.65
2017-07-24,1541.9
2017-07-25,1539.25
2017-07-26,1546.3
2017-07-27,1538.25
2017-07-28,1548.85
2017-07-31,1555.9
2017-08-01,1549.75
2017-08-02,1590.35
2017-08-03,1579.45
2017-08-04,1551.55
2017-08-07,1559.75
2017-08-08,1552.45
2017-08-09,1541.15
2017-08-10,1523.95
2017-08-11,1523.25
2017-08-14,1529.15
2017-08-16,1558.25
2017-08-17,1552.25
2017-08-18,1538.5
2017-08-21,1546.25
2017-08-22,1556.15
2017-08-23,1539.85
2017-08-24,1529.45
2017-08-28,1513.85
2017-08-29,1499.35
2017-08-30,1511.0
2017-08-31,1508.05
2017-09-01,1526.25
2017-09-04,1526.05
2017-09-05,1525.15
2017-09-06,1558.2
2017-09-07,1581.15
2017-09-08,1585.0
2017-09-11,1569.8
2017-09-12,1561.85
2017-09-13,1562.95
2017-09-14,1542.15
2017-09-15,1547.05
2017-09-18,1562.4
2017-09-19,1542.25
2017-09-20,1595.7
2017-09-21,1601.7
2017-09-22,1576.2
2017-09-25,1547.4
2017-09-26,1557.6
2017-09-27,1521.25
2017-09-28,1528.05
2017-09-29,1518.3
2017-10-03,1543.2
2017-10-04,1536.25
2017-10-05,1543.3
2017-10-06,1543.5
2017-10-09,1555.45
2017-10-10,1552.05
2017-10-11,1535.55
2017-10-12,1540.05
2017-10-13,1542.2
2017-10-16,1546.45
2017-10-17,1554.2
2017-10-18,1543.75
2017-10-19,1538.3
2017-10-23,1547.45
2017-10-24,1540.75
2017-10-25,1538.8
2017-10-26,1608.9
2017-10-27,1613.6
2017-10-30,1633.8
2017-10-31,1643.95
2017-11-01,1644.9
2017-11-02,1655.35
2017-11-03,1658.5
2017-11-06,1720.55
2017-11-07,1697.45
2017-11-08,1694.4
2017-11-09,1684.7
2017-11-10,1699.45
2017-11-13,1693.3
2017-11-14,1695.55
2017-11-15,1691.55
2017-11-16,1672.15
2017-11-17,1699.85
2017-11-20,1726.1
2017-11-21,1727.4
2017-11-22,1704.75
2017-11-23,1701.05
2017-11-24,1708.65
2017-11-27,1700.85
2017-11-28,1699.6
2017-11-29,1675.45
2017-11-30,1671.8
2017-12-01,1690.5
2017-12-04,1689.4
2017-12-05,1674.75
2017-12-06,1660.9
2017-12-07,1665.5
2017-12-08,1677.35
2017-12-11,1663.15
2017-12-12,1664.5
2017-12-13,1656.85
2017-12-14,1646.2
2017-12-15,1676.2
2017-12-18,1680.95
2017-12-19,1689.95
2017-12-20,1704.75
2017-12-21,1737.2
2017-12-22,1746.2
2017-12-26,1843.9
2017-12-27,1831.75
2017-12-28,1899.8
2017-12-29,1930.8
