Date,DTIL
2017-01-02,297.8
2017-01-03,297.0
2017-01-04,300.15
2017-01-05,302.95
2017-01-06,304.15
2017-01-09,306.4
2017-01-10,308.05
2017-01-11,308.0
2017-01-12,305.6
2017-01-13,312.3
2017-01-16,317.2
2017-01-17,316.4
2017-01-18,315.95
2017-01-19,310.05
2017-01-20,313.8
2017-01-23,312.35
2017-01-24,314.8
2017-01-25,307.75
2017-01-27,301.15
2017-01-30,306.4
2017-01-31,300.0
2017-02-01,296.25
2017-02-02,299.95
2017-02-03,306.1
2017-02-06,305.85
2017-02-07,302.3
2017-02-08,296.85
2017-02-09,294.35
2017-02-10,292.3
2017-02-13,292.65
2017-02-14,289.9
2017-02-15,286.3
2017-02-16,291.2
2017-02-17,291.9
2017-02-20,295.5
2017-02-21,294.85
2017-02-22,313.35
2017-02-23,308.35
2017-02-27,308.5
2017-02-28,308.05
2017-03-01,319.75
2017-03-02,311.95
2017-03-03,317.45
2017-03-06,317.35
2017-03-07,317.45
2017-03-08,312.75
2017-03-09,307.7
2017-03-10,310.6
2017-03-14,312.4
2017-03-15,315.1
2017-03-16,313.15
2017-03-17,309.6
2017-03-20,307.85
2017-03-21,301.0
2017-03-22,301.2
2017-03-23,304.4
2017-03-24,299.9
2017-03-27,298.0
2017-03-28,299.45
2017-03-29,295.25
2017-03-30,298.95
2017-03-31,300.7
2017-04-03,307.0
2017-04-05,305.25
2017-04-06,323.75
2017-04-07,329.65
2017-04-10,342.05
2017-04-11,342.3
2017-04-12,334.45
2017-04-13,331.15
2017-04-17,330.7
2017-04-18,336.9
2017-04-19,328.7
2017-04-20,329.55
2017-04-21,325.25
2017-04-24,324.8
2017-04-25,321.95
2017-04-26,321.8
2017-04-27,324.2
2017-04-28,329.5
2017-05-02,329.75
2017-05-03,321.15
2017-05-04,324.3
2017-05-05,314.4
2017-05-08,313.2
2017-05-09,310.05
2017-05-10,309.15
2017-05-11,308.15
2017-05-12,306.4
2017-05-15,310.8
2017-05-16,309.55
2017-05-17,307.85
2017-05-18,306.3
2017-05-19,303.35
2017-05-22,303.2
2017-05-23,291.65
2017-05-24,286.05
2017-05-25,292.65
2017-05-26,292.25
2017-05-29,288.55
2017-05-30,294.3
2017-05-31,291.5
2017-06-01,291.3
2017-06-02,293.0
2017-06-05,293.4
2017-06-06,295.15
2017-06-07,298.5
2017-06-08,300.1
2017-06-09,303.65
2017-06-12,303.25
2017-06-13,303.85
2017-06-14,317.4
2017-06-15,313.7
2017-06-16,308.8
2017-06-19,308.95
2017-06-20,309.7
2017-06-21,304.05
2017-06-22,306.55
2017-06-23,298.7
2017-06-27,296.5
2017-06-28,301.8
2017-06-29,301.8
2017-06-30,301.8
2017-07-03,305.05
2017-07-04,305.0
2017-07-05,304.8
2017-07-06,303.85
2017-07-07,305.85
2017-07-10,309.25
2017-07-11,304.45
2017-07-12,301.7
2017-07-13,303.3
2017-07-14,302.75
2017-07-17,303.8
2017-07-18,303.4
2017-07-19,304.35
2017-07-20,302.55
2017-07-21,303.1
2017-07-24,302.85
2017-07-25,300.3
2017-07-26,298.6
2017-07-27,299.15
2017-07-28,291.65
2017-07-31,290.15
2017-08-01,297.2
2017-08-02,298.85
2017-08-03,294.3
2017-08-04,293.5
2017-08-07,291.25
2017-08-08,290.35
2017-08-09,287.0
2017-08-10,279.1
2017-08-11,277.6
2017-08-14,285.0
2017-08-16,289.2
2017-08-17,282.9
2017-08-18,289.65
2017-08-21,289.15
2017-08-22,283.35
2017-08-23,284.8
2017-08-24,286.75
2017-08-28,288.45
2017-08-29,287.0
2017-08-30,288.0
2017-08-31,279.3
2017-09-01,278.1
2017-09-04,276.15
2017-09-05,276.1
2017-09-06,276.15
2017-09-07,279.7
2017-09-08,273.95
2017-09-11,272.65
2017-09-12,273.15
2017-09-13,270.3
2017-09-14,272.05
2017-09-15,270.85
2017-09-18,273.0
2017-09-19,272.5
2017-09-20,274.85
2017-09-21,269.45
2017-09-22,265.95
2017-09-25,265.6
2017-09-26,263.2
2017-09-27,261.95
2017-09-28,265.15
2017-09-29,264.35
2017-10-03,263.45
2017-10-04,269.05
2017-10-05,272.15
2017-10-06,268.95
2017-10-09,272.2
2017-10-10,274.1
2017-10-11,271.1
2017-10-12,284.75
2017-10-13,279.0
2017-10-16,276.35
2017-10-17,276.0
2017-10-18,276.1
2017-10-19,276.55
2017-10-23,277.4
2017-10-24,272.75
2017-10-25,271.2
2017-10-26,271.8
2017-10-27,272.65
2017-10-30,271.0
2017-10-31,268.85
2017-11-01,276.45
2017-11-02,275.55
2017-11-03,274.4
2017-11-06,274.65
2017-11-07,272.3
2017-11-08,271.8
2017-11-09,270.75
2017-11-10,270.5
2017-11-13,272.1
2017-11-14,270.9
2017-11-15,270.8
2017-11-16,275.1
2017-11-17,275.4
2017-11-20,275.55
2017-11-21,287.55
2017-11-22,302.7
2017-11-23,308.2
2017-11-24,309.0
2017-11-27,329.65
2017-11-28,340.25
2017-11-29,331.15
2017-11-30,350.75
2017-12-01,350.1
2017-12-04,346.5
2017-12-05,329.05
2017-12-06,337.3
