Date,TV18BRDCST
2017-01-02,36.85
2017-01-03,37.25
2017-01-04,37.45
2017-01-05,38.0
2017-01-06,38.0
2017-01-09,37.9
2017-01-10,37.6
2017-01-11,39.15
2017-01-12,38.85
2017-01-13,38.7
2017-01-16,37.8
2017-01-17,36.7
2017-01-18,36.55
2017-01-19,36.95
2017-01-20,36.05
2017-01-23,36.3
2017-01-24,36.55
2017-01-25,36.65
2017-01-27,36.75
2017-01-30,36.8
2017-01-31,36.25
2017-02-01,37.25
2017-02-02,36.75
2017-02-03,39.25
2017-02-06,39.55
2017-02-07,39.4
2017-02-08,39.4
2017-02-09,40.35
2017-02-10,41.45
2017-02-13,41.15
2017-02-14,40.8
2017-02-15,39.1
2017-02-16,39.0
2017-02-17,39.05
2017-02-20,38.85
2017-02-21,40.05
2017-02-22,40.05
2017-02-23,39.85
2017-02-27,41.6
2017-02-28,42.0
2017-03-01,41.8
2017-03-02,40.5
2017-03-03,41.05
2017-03-06,41.15
2017-03-07,41.45
2017-03-08,40.95
2017-03-09,41.05
2017-03-10,40.8
2017-03-14,41.0
2017-03-15,42.75
2017-03-16,43.25
2017-03-17,43.0
2017-03-20,43.3
2017-03-21,43.8
2017-03-22,43.1
2017-03-23,43.5
2017-03-24,43.25
2017-03-27,42.0
2017-03-28,41.35
2017-03-29,41.9
2017-03-30,42.05
2017-03-31,42.0
2017-04-03,44.0
2017-04-05,45.05
2017-04-06,44.75
2017-04-07,43.05
2017-04-10,43.4
2017-04-11,44.4
2017-04-12,43.85
2017-04-13,43.65
2017-04-17,43.3
2017-04-18,42.85
2017-04-19,41.5
2017-04-20,40.65
2017-04-21,42.0
2017-04-24,42.15
2017-04-25,41.9
2017-04-26,40.95
2017-04-27,40.45
2017-04-28,41.8
2017-05-02,41.6
2017-05-03,41.3
2017-05-04,40.8
2017-05-05,39.85
2017-05-08,40.1
2017-05-09,39.95
2017-05-10,41.45
2017-05-11,42.25
2017-05-12,41.4
2017-05-15,41.85
2017-05-16,41.8
2017-05-17,41.1
2017-05-18,40.25
2017-05-19,39.4
2017-05-22,38.2
2017-05-23,36.0
2017-05-24,33.35
2017-05-25,35.6
2017-05-26,36.45
2017-05-29,34.6
2017-05-30,35.25
2017-05-31,35.5
2017-06-01,35.1
2017-06-02,35.85
2017-06-05,36.1
2017-06-06,35.4
2017-06-07,35.95
2017-06-08,36.2
2017-06-09,36.3
2017-06-12,36.95
2017-06-13,37.8
2017-06-14,37.35
2017-06-15,37.8
2017-06-16,37.7
2017-06-19,37.45
2017-06-20,37.35
2017-06-21,37.45
2017-06-22,37.3
2017-06-23,36.3
2017-06-27,36.05
2017-06-28,35.45
2017-06-29,35.7
2017-06-30,36.15
2017-07-03,37.3
2017-07-04,37.05
2017-07-05,37.7
2017-07-06,37.5
2017-07-07,37.4
2017-07-10,37.9
2017-07-11,37.35
2017-07-12,37.9
2017-07-13,40.9
2017-07-14,41.6
2017-07-17,41.4
2017-07-18,38.8
2017-07-19,39.15
2017-07-20,39.6
2017-07-21,40.5
2017-07-24,40.25
2017-07-25,39.8
2017-07-26,40.8
2017-07-27,40.45
2017-07-28,39.85
2017-07-31,40.05
2017-08-01,39.65
2017-08-02,38.85
2017-08-03,38.65
2017-08-04,38.2
2017-08-07,38.65
2017-08-08,37.8
2017-08-09,36.45
2017-08-10,35.35
2017-08-11,35.25
2017-08-14,36.35
2017-08-16,36.75
2017-08-17,36.45
2017-08-18,36.4
2017-08-21,35.9
2017-08-22,35.5
2017-08-23,36.4
2017-08-24,36.65
2017-08-28,36.85
2017-08-29,36.15
2017-08-30,37.2
2017-08-31,38.15
2017-09-01,38.25
2017-09-04,41.4
2017-09-05,41.1
2017-09-06,42.1
2017-09-07,41.7
2017-09-08,41.65
2017-09-11,41.6
2017-09-12,41.75
2017-09-13,42.95
2017-09-14,43.0
2017-09-15,42.35
2017-09-18,43.75
2017-09-19,43.9
2017-09-20,43.35
2017-09-21,42.35
2017-09-22,40.15
2017-09-25,39.05
2017-09-26,39.15
2017-09-27,38.5
2017-09-28,38.65
2017-09-29,38.85
2017-10-03,38.55
2017-10-04,38.85
2017-10-05,40.5
2017-10-06,40.55
2017-10-09,41.05
2017-10-10,40.5
2017-10-11,40.2
2017-10-12,41.05
2017-10-13,40.55
2017-10-16,40.5
2017-10-17,40.35
2017-10-18,40.2
2017-10-19,39.7
2017-10-23,39.85
2017-10-24,40.15
2017-10-25,40.3
2017-10-26,43.1
2017-10-27,43.4
2017-10-30,43.45
2017-10-31,43.6
2017-11-01,44.8
2017-11-02,44.2
2017-11-03,46.1
2017-11-06,46.2
2017-11-07,44.3
2017-11-08,43.35
2017-11-09,43.4
2017-11-10,45.15
2017-11-13,44.3
2017-11-14,44.15
2017-11-15,43.1
2017-11-16,43.8
2017-11-17,45.7
2017-11-20,46.8
2017-11-21,46.1
2017-11-22,46.4
2017-11-23,46.1
2017-11-24,50.55
2017-11-27,55.25
2017-11-28,54.35
2017-11-29,54.7
2017-11-30,56.15
2017-12-01,54.55
2017-12-04,52.8
2017-12-05,54.65
2017-12-06,52.95
2017-12-07,56.5
2017-12-08,57.35
2017-12-11,56.75
2017-12-12,54.7
2017-12-13,53.7
2017-12-14,53.75
2017-12-15,53.75
2017-12-18,54.0
2017-12-19,56.25
2017-12-20,59.0
2017-12-21,60.7
2017-12-22,61.0
2017-12-26,61.9
2017-12-27,60.65
2017-12-28,60.25
2017-12-29,61.4
