Date,SANOFI
2017-01-02,4295.6
2017-01-03,4264.75
2017-01-04,4273.05
2017-01-05,4200.55
2017-01-06,4210.3
2017-01-09,4218.8
2017-01-10,4208.75
2017-01-11,4179.1
2017-01-12,4208.1
2017-01-13,4222.15
2017-01-16,4135.75
2017-01-17,4157.2
2017-01-18,4113.85
2017-01-19,4156.4
2017-01-20,4140.3
2017-01-23,4220.55
2017-01-24,4184.55
2017-01-25,4202.85
2017-01-27,4185.75
2017-01-30,4145.1
2017-01-31,4111.9
2017-02-01,4060.5
2017-02-02,4080.0
2017-02-03,4080.7
2017-02-06,4086.45
2017-02-07,4097.75
2017-02-08,4149.55
2017-02-09,4143.15
2017-02-10,4170.75
2017-02-13,4156.7
2017-02-14,4149.65
2017-02-15,4099.4
2017-02-16,4099.55
2017-02-17,4099.35
2017-02-20,4166.2
2017-02-21,4179.45
2017-02-22,4173.75
2017-02-23,4135.6
2017-02-27,4161.1
2017-02-28,4121.9
2017-03-01,4273.9
2017-03-02,4261.3
2017-03-03,4301.7
2017-03-06,4303.65
2017-03-07,4299.7
2017-03-08,4274.85
2017-03-09,4300.65
2017-03-10,4242.5
2017-03-14,4291.4
2017-03-15,4463.1
2017-03-16,4448.9
2017-03-17,4488.95
2017-03-20,4522.55
2017-03-21,4578.95
2017-03-22,4637.65
2017-03-23,4623.1
2017-03-24,4626.55
2017-03-27,4694.9
2017-03-28,4810.95
2017-03-29,4758.9
2017-03-30,4752.65
2017-03-31,4702.95
2017-04-03,4786.4
2017-04-05,4738.4
2017-04-06,4683.95
2017-04-07,4644.3
2017-04-10,4588.4
2017-04-11,4613.6
2017-04-12,4545.1
2017-04-13,4638.15
2017-04-17,4654.15
2017-04-18,4547.6
2017-04-19,4525.85
2017-04-20,4525.6
2017-04-21,4466.0
2017-04-24,4402.0
2017-04-25,4248.8
2017-04-26,4120.15
2017-04-27,4096.85
2017-04-28,4192.55
2017-05-02,4207.45
2017-05-03,4220.1
2017-05-04,4232.95
2017-05-05,4177.1
2017-05-08,4146.6
2017-05-09,4156.6
2017-05-10,4230.95
2017-05-11,4202.7
2017-05-12,4185.3
2017-05-15,4204.2
2017-05-16,4221.65
2017-05-17,4166.7
2017-05-18,4149.05
2017-05-19,4086.55
2017-05-22,4115.95
2017-05-23,4092.6
2017-05-24,4037.95
2017-05-25,4074.3
2017-05-26,4015.4
2017-05-29,4026.15
2017-05-30,4026.4
2017-05-31,4084.7
2017-06-01,4107.85
2017-06-02,4061.65
2017-06-05,4051.95
2017-06-06,4083.45
2017-06-07,4093.95
2017-06-08,4045.45
2017-06-09,4049.5
2017-06-12,4039.9
2017-06-13,4101.85
2017-06-14,4067.85
2017-06-15,4059.7
2017-06-16,4081.3
2017-06-19,4144.15
2017-06-20,4244.2
2017-06-21,4324.65
2017-06-22,4283.25
2017-06-23,4151.75
2017-06-27,4132.9
2017-06-28,4148.65
2017-06-29,4143.7
2017-06-30,4152.8
2017-07-03,4180.55
2017-07-04,4212.1
2017-07-05,4198.65
2017-07-06,4140.1
2017-07-07,4206.35
2017-07-10,4237.35
2017-07-11,4219.15
2017-07-12,4181.35
2017-07-13,4187.8
2017-07-14,4218.5
2017-07-17,4169.3
2017-07-18,4212.8
2017-07-19,4208.9
2017-07-20,4170.25
2017-07-21,4193.2
2017-07-24,4280.65
2017-07-25,4254.2
2017-07-26,4282.9
2017-07-27,4279.0
2017-07-28,4265.0
2017-07-31,4304.5
2017-08-01,4288.8
2017-08-02,4337.85
2017-08-03,4219.5
2017-08-04,4285.15
2017-08-07,4348.7
2017-08-08,4217.85
2017-08-09,4171.75
2017-08-10,4171.35
2017-08-11,4103.05
2017-08-14,4125.6
2017-08-16,4104.35
2017-08-17,4097.65
2017-08-18,4028.25
2017-08-21,3979.5
2017-08-22,3957.25
2017-08-23,3990.3
2017-08-24,4002.1
2017-08-28,4030.4
2017-08-29,3962.75
2017-08-30,3969.9
2017-08-31,4049.4
2017-09-01,4062.3
2017-09-04,4024.95
2017-09-05,3990.6
2017-09-06,3970.1
2017-09-07,3977.1
2017-09-08,3983.2
2017-09-11,4008.9
2017-09-12,4073.75
2017-09-13,4059.45
2017-09-14,4043.05
2017-09-15,4090.5
2017-09-18,4041.95
2017-09-19,4039.3
2017-09-20,4059.15
2017-09-21,4078.55
2017-09-22,4021.7
2017-09-25,4000.7
2017-09-26,4053.55
2017-09-27,4051.85
2017-09-28,4055.45
2017-09-29,4175.75
2017-10-03,4112.6
2017-10-04,4081.75
2017-10-05,4056.05
2017-10-06,4075.55
2017-10-09,4076.7
2017-10-10,4043.95
2017-10-11,4155.8
2017-10-12,4252.7
2017-10-13,4212.35
2017-10-16,4215.65
2017-10-17,4213.3
2017-10-18,4209.25
2017-10-19,4203.95
2017-10-23,4215.5
2017-10-24,4209.75
2017-10-25,4196.95
2017-10-26,4180.1
2017-10-27,4161.0
2017-10-30,4206.25
2017-10-31,4179.55
2017-11-01,4472.65
2017-11-02,4663.85
2017-11-03,4623.35
2017-11-06,4576.75
2017-11-07,4453.0
2017-11-08,4451.75
2017-11-09,4419.1
2017-11-10,4447.6
2017-11-13,4457.55
2017-11-14,4423.5
2017-11-15,4355.35
2017-11-16,4466.1
2017-11-17,4501.1
2017-11-20,4430.0
2017-11-21,4470.2
2017-11-22,4446.8
2017-11-23,4443.6
2017-11-24,4453.95
2017-11-27,4417.75
2017-11-28,4403.9
2017-11-29,4416.15
2017-11-30,4408.85
2017-12-01,4366.75
2017-12-04,4376.45
2017-12-05,4396.4
2017-12-06,4344.5
2017-12-07,4324.85
2017-12-08,4485.0
2017-12-11,4646.7
2017-12-12,4665.15
2017-12-13,4683.8
2017-12-14,4614.35
2017-12-15,4624.1
2017-12-18,4593.3
2017-12-19,4692.15
2017-12-20,4650.85
2017-12-21,4726.5
2017-12-22,4726.45
2017-12-26,4656.95
2017-12-27,4728.35
2017-12-28,4737.85
2017-12-29,4740.1
