Date,MSPL
2017-01-02,11.75
2017-01-03,11.9
2017-01-04,12.0
2017-01-05,13.1
2017-01-06,12.95
2017-01-09,12.75
2017-01-10,13.1
2017-01-11,15.7
2017-01-12,14.3
2017-01-13,14.5
2017-01-16,14.8
2017-01-17,14.1
2017-01-18,14.05
2017-03-07,13.3
2017-03-08,13.25
2017-03-09,13.2
2017-03-10,13.0
2017-03-14,13.1
2017-03-15,13.2
2017-03-16,13.05
2017-03-17,13.0
2017-03-20,12.75
2017-03-21,12.55
2017-03-22,12.15
2017-03-23,12.7
2017-03-24,12.6
2017-03-27,13.2
2017-03-28,13.05
2017-03-29,13.05
2017-03-30,12.9
2017-03-31,12.9
2017-04-03,13.45
2017-04-05,13.7
2017-04-06,13.75
2017-04-07,13.8
2017-04-10,14.15
2017-04-11,13.8
2017-04-12,14.55
2017-04-13,14.1
2017-04-17,14.4
2017-04-18,14.55
2017-04-19,14.35
2017-04-20,14.15
2017-04-21,14.7
2017-04-24,14.2
2017-04-25,13.8
2017-04-26,14.4
2017-04-27,13.85
2017-04-28,13.6
2017-05-02,13.2
2017-05-03,13.3
2017-05-04,13.55
2017-05-05,13.9
2017-05-08,13.7
2017-05-09,13.7
2017-05-10,13.9
2017-05-11,13.6
2017-05-12,13.55
2017-05-15,13.4
2017-05-16,13.25
2017-05-17,14.55
2017-05-18,16.0
2017-05-19,16.4
2017-05-22,15.85
2017-05-23,14.55
2017-05-24,13.2
2017-05-25,14.4
2017-05-26,15.05
2017-05-29,16.55
2017-05-30,15.6
2017-05-31,15.0
2017-06-01,14.95
2017-06-02,15.4
2017-06-05,15.9
2017-06-06,15.3
2017-06-07,15.3
2017-06-08,15.35
2017-06-09,15.15
2017-06-12,15.5
2017-06-13,15.3
2017-06-14,15.25
2017-06-15,15.7
2017-06-16,15.5
2017-06-19,15.3
2017-06-20,15.15
2017-06-21,15.55
2017-06-22,14.55
2017-06-23,14.3
2017-06-27,13.8
2017-06-28,14.85
2017-06-29,14.9
2017-06-30,15.0
2017-07-03,14.8
2017-07-04,14.85
2017-07-05,14.5
2017-07-06,14.7
2017-07-07,14.6
2017-07-10,14.5
2017-07-11,15.0
2017-07-12,15.3
2017-07-13,14.55
2017-07-14,14.25
2017-07-17,14.55
2017-07-18,14.65
2017-07-19,16.4
2017-07-20,15.9
2017-07-21,15.6
2017-07-24,16.05
2017-07-25,16.15
2017-07-26,16.15
2017-07-27,15.2
2017-07-28,15.2
2017-07-31,15.3
2017-08-01,16.25
2017-08-02,18.75
2017-08-03,21.05
2017-08-04,21.5
2017-08-07,20.45
2017-08-08,18.45
2017-08-09,17.25
2017-08-10,16.5
2017-08-11,15.7
2017-08-14,16.45
2017-08-16,15.9
2017-08-17,15.8
2017-08-18,15.8
2017-08-21,15.6
2017-08-22,15.5
2017-08-23,15.25
2017-08-24,16.0
2017-08-28,15.85
2017-08-29,15.7
2017-08-30,15.75
2017-08-31,15.7
2017-09-01,15.7
2017-09-04,15.05
2017-09-05,15.1
2017-09-06,15.35
2017-09-07,15.25
2017-09-08,15.3
2017-09-11,15.25
2017-09-12,15.35
2017-09-13,15.9
2017-09-14,16.25
2017-09-15,15.5
2017-09-18,15.8
2017-09-19,15.5
2017-09-20,15.7
2017-09-21,15.55
2017-09-22,14.95
2017-09-25,14.95
2017-09-26,14.75
2017-09-27,14.25
2017-09-28,14.8
2017-09-29,14.65
2017-10-03,14.55
2017-10-04,14.4
2017-10-05,14.65
2017-10-06,14.75
2017-10-09,14.7
2017-10-10,14.5
2017-10-11,14.25
2017-10-12,14.45
2017-10-13,14.4
2017-10-16,14.75
2017-10-17,14.4
2017-10-18,14.8
2017-10-19,14.55
2017-10-23,16.0
2017-10-24,16.95
2017-10-25,16.2
2017-10-26,16.4
2017-10-27,16.35
2017-10-30,17.4
2017-10-31,17.5
2017-11-01,17.35
2017-11-02,16.6
2017-11-03,16.45
2017-11-06,16.35
2017-11-07,15.95
2017-11-08,15.4
2017-11-09,15.25
2017-11-10,15.1
2017-11-13,15.3
2017-11-14,16.8
2017-11-15,15.7
2017-11-16,15.8
2017-11-17,15.9
2017-11-20,16.55
2017-11-21,16.05
2017-11-22,16.25
2017-11-23,16.05
2017-11-24,16.25
2017-11-27,16.2
2017-11-28,17.15
2017-11-29,16.9
2017-11-30,18.55
2017-12-01,20.4
2017-12-04,21.4
2017-12-05,22.45
2017-12-06,21.35
