Date,KOKUYOCMLN
2017-01-02,81.5
2017-01-03,81.95
2017-01-04,81.8
2017-01-05,83.25
2017-01-06,84.25
2017-01-09,83.05
2017-01-10,82.2
2017-01-11,84.3
2017-01-12,82.9
2017-01-13,84.2
2017-01-16,86.45
2017-01-17,84.45
2017-01-18,84.3
2017-01-19,83.7
2017-01-20,82.65
2017-01-23,83.15
2017-01-24,83.35
2017-01-25,83.45
2017-01-27,83.9
2017-01-30,83.85
2017-01-31,82.5
2017-02-01,83.25
2017-02-02,83.2
2017-02-03,83.6
2017-02-06,83.25
2017-02-07,82.75
2017-02-08,82.3
2017-02-09,82.7
2017-02-10,83.05
2017-02-13,83.65
2017-02-14,80.95
2017-02-15,81.55
2017-02-16,81.1
2017-02-17,81.25
2017-02-20,81.8
2017-02-21,81.5
2017-02-22,81.7
2017-02-23,82.6
2017-02-27,84.45
2017-02-28,84.3
2017-03-01,84.05
2017-03-02,82.0
2017-03-03,81.8
2017-03-06,81.8
2017-03-07,82.05
2017-03-08,81.7
2017-03-09,81.55
2017-03-10,82.05
2017-03-14,82.2
2017-03-15,81.65
2017-03-16,82.45
2017-03-17,81.9
2017-03-20,81.35
2017-03-21,81.25
2017-03-22,83.85
2017-03-23,91.3
2017-03-24,92.2
2017-03-27,88.75
2017-03-28,89.95
2017-03-29,88.35
2017-03-30,88.8
2017-03-31,89.5
2017-04-03,91.55
2017-04-05,93.1
2017-04-06,91.95
2017-04-07,91.85
2017-04-10,92.7
2017-04-11,93.3
2017-04-12,91.9
2017-04-13,92.35
2017-04-17,88.9
2017-04-18,85.45
2017-04-19,88.3
2017-04-20,89.9
2017-04-21,89.8
2017-04-24,89.8
2017-04-25,90.9
2017-04-26,88.45
2017-04-27,92.55
2017-04-28,98.15
2017-05-02,104.15
2017-05-03,104.7
2017-05-04,104.1
2017-05-05,99.8
2017-05-08,104.1
2017-05-09,102.4
2017-05-10,100.0
2017-05-11,98.5
2017-05-12,98.15
2017-05-15,101.3
2017-05-16,100.15
2017-05-17,100.85
2017-05-18,98.95
2017-05-19,95.85
2017-05-22,95.5
2017-05-23,97.45
2017-05-24,92.55
2017-05-25,94.4
2017-05-26,92.6
2017-05-29,93.25
2017-05-30,96.35
2017-05-31,94.2
2017-06-01,96.4
2017-06-02,100.6
2017-06-05,100.6
2017-06-06,100.1
2017-06-07,99.3
2017-06-08,98.9
2017-06-09,98.25
2017-06-12,100.15
2017-06-13,100.3
2017-06-14,99.55
2017-06-15,102.1
2017-06-16,103.2
2017-06-19,102.4
2017-06-20,100.1
2017-06-21,103.35
2017-06-22,106.95
2017-06-23,106.0
2017-06-27,102.6
2017-06-28,103.55
2017-06-29,105.6
2017-06-30,104.65
2017-07-03,104.55
2017-07-04,103.8
2017-07-05,104.3
2017-07-06,108.25
2017-07-07,112.8
2017-07-10,117.35
2017-07-11,112.25
2017-07-12,117.1
2017-07-13,114.75
2017-07-14,113.7
2017-07-17,110.45
2017-07-18,109.5
2017-07-19,110.8
2017-07-20,108.0
2017-07-21,107.9
2017-07-24,106.75
2017-07-25,105.95
2017-07-26,104.3
2017-07-27,105.45
2017-07-28,105.15
2017-07-31,108.4
2017-08-01,108.85
2017-08-02,110.35
2017-08-03,105.05
2017-08-04,95.35
2017-08-07,94.8
2017-08-08,92.95
2017-08-09,91.4
2017-08-10,87.95
2017-08-11,90.1
2017-08-14,91.7
2017-08-16,92.9
2017-08-17,92.8
2017-08-18,90.05
2017-08-21,92.2
2017-08-22,92.5
2017-08-23,92.9
2017-08-24,92.65
2017-08-28,93.1
2017-08-29,92.7
2017-08-30,92.15
2017-08-31,91.75
2017-09-01,93.3
2017-09-04,93.7
2017-09-05,92.9
2017-09-06,94.25
2017-09-07,96.05
2017-09-08,93.85
2017-09-11,94.7
2017-09-12,94.95
2017-09-13,93.1
2017-09-14,93.0
2017-09-15,96.95
2017-09-18,96.2
2017-09-19,94.5
2017-09-20,94.5
2017-09-21,93.3
2017-09-22,92.55
2017-09-25,89.75
2017-09-26,89.75
2017-09-27,87.7
2017-09-28,89.25
2017-09-29,92.35
2017-10-03,89.65
2017-10-04,91.6
2017-10-05,90.5
2017-10-06,90.3
2017-10-09,93.1
2017-10-10,94.6
2017-10-11,93.85
2017-10-12,95.5
2017-10-13,96.1
2017-10-16,97.55
2017-10-17,97.6
2017-10-18,96.8
2017-10-19,96.55
2017-10-23,98.95
2017-10-24,96.85
2017-10-25,95.6
2017-10-26,95.2
2017-10-27,97.45
2017-10-30,105.0
2017-10-31,105.0
2017-11-01,103.75
2017-11-02,102.75
2017-11-03,105.55
2017-11-06,107.8
2017-11-07,101.3
2017-11-08,100.2
2017-11-09,102.3
2017-11-10,99.65
2017-11-13,99.75
2017-11-14,101.6
2017-11-15,98.5
2017-11-16,101.0
2017-11-17,102.5
2017-11-20,106.45
2017-11-21,104.6
2017-11-22,103.45
2017-11-23,109.1
2017-11-24,113.35
2017-11-27,116.95
2017-11-28,126.1
2017-11-29,125.6
2017-11-30,126.15
2017-12-01,125.95
2017-12-04,128.1
2017-12-05,125.1
2017-12-06,121.0
2017-12-07,126.35
2017-12-08,124.15
2017-12-11,120.45
2017-12-12,144.5
2017-12-13,138.1
2017-12-14,146.7
2017-12-15,143.0
2017-12-18,139.05
2017-12-19,142.6
2017-12-20,141.3
2017-12-21,142.0
2017-12-22,140.95
2017-12-26,139.4
2017-12-27,133.8
2017-12-28,132.25
2017-12-29,132.6
