Date,IPCALAB
2017-01-02,529.55
2017-01-03,530.25
2017-01-04,549.3
2017-01-05,548.45
2017-01-06,544.65
2017-01-09,539.15
2017-01-10,534.7
2017-01-11,556.65
2017-01-12,547.4
2017-01-13,549.1
2017-01-16,541.35
2017-01-17,546.1
2017-01-18,549.8
2017-01-19,559.75
2017-01-20,558.75
2017-01-23,551.65
2017-01-24,550.95
2017-01-25,539.8
2017-01-27,536.4
2017-01-30,535.05
2017-01-31,534.8
2017-02-01,533.4
2017-02-02,533.5
2017-02-03,529.75
2017-02-06,526.0
2017-02-07,525.8
2017-02-08,523.1
2017-02-09,527.95
2017-02-10,519.3
2017-02-13,523.2
2017-02-14,522.3
2017-02-15,520.4
2017-02-16,523.25
2017-02-17,529.3
2017-02-20,549.6
2017-02-21,553.7
2017-02-22,540.9
2017-02-23,540.75
2017-02-27,563.5
2017-02-28,553.7
2017-03-01,554.05
2017-03-02,543.25
2017-03-03,550.5
2017-03-06,552.5
2017-03-07,549.2
2017-03-08,550.6
2017-03-09,549.5
2017-03-10,544.7
2017-03-14,563.95
2017-03-15,552.25
2017-03-16,549.85
2017-03-17,547.9
2017-03-20,544.85
2017-03-21,552.35
2017-03-22,555.0
2017-03-23,572.3
2017-03-24,587.6
2017-03-27,579.35
2017-03-28,586.0
2017-03-29,601.3
2017-03-30,608.7
2017-03-31,623.85
2017-04-03,631.8
2017-04-05,646.45
2017-04-06,638.2
2017-04-07,637.3
2017-04-10,636.9
2017-04-11,634.35
2017-04-12,615.45
2017-04-13,602.3
2017-04-17,612.05
2017-04-18,610.55
2017-04-19,608.65
2017-04-20,594.4
2017-04-21,597.9
2017-04-24,593.8
2017-04-25,599.75
2017-04-26,608.4
2017-04-27,603.55
2017-04-28,598.05
2017-05-02,589.75
2017-05-03,564.1
2017-05-04,548.0
2017-05-05,536.85
2017-05-08,541.05
2017-05-09,546.3
2017-05-10,549.6
2017-05-11,560.2
2017-05-12,552.25
2017-05-15,557.25
2017-05-16,552.9
2017-05-17,541.95
2017-05-18,525.1
2017-05-19,529.95
2017-05-22,519.75
2017-05-23,509.95
2017-05-24,488.7
2017-05-25,489.2
2017-05-26,501.9
2017-05-29,490.3
2017-05-30,487.05
2017-05-31,490.7
2017-06-01,511.35
2017-06-02,502.4
2017-06-05,512.7
2017-06-06,508.25
2017-06-07,505.4
2017-06-08,503.45
2017-06-09,501.65
2017-06-12,498.05
2017-06-13,501.55
2017-06-14,510.0
2017-06-15,515.15
2017-06-16,473.3
2017-06-19,472.7
2017-06-20,473.7
2017-06-21,470.15
2017-06-22,468.2
2017-06-23,473.55
2017-06-27,477.15
2017-06-28,480.1
2017-06-29,480.0
2017-06-30,492.45
2017-07-03,492.85
2017-07-04,483.05
2017-07-05,480.0
2017-07-06,473.65
2017-07-07,467.6
2017-07-10,473.25
2017-07-11,471.65
2017-07-12,476.2
2017-07-13,481.05
2017-07-14,480.4
2017-07-17,486.25
2017-07-18,479.95
2017-07-19,481.2
2017-07-20,478.35
2017-07-21,480.05
2017-07-24,479.75
2017-07-25,480.1
2017-07-26,493.85
2017-07-27,482.4
2017-07-28,481.5
2017-07-31,478.6
2017-08-01,481.4
2017-08-02,478.6
2017-08-03,467.95
2017-08-04,461.9
2017-08-07,464.0
2017-08-08,454.05
2017-08-09,436.95
2017-08-10,419.85
2017-08-11,409.45
2017-08-14,417.6
2017-08-16,416.95
2017-08-17,415.95
2017-08-18,416.65
2017-08-21,409.7
2017-08-22,408.8
2017-08-23,412.2
2017-08-24,414.8
2017-08-28,417.35
2017-08-29,415.25
2017-08-30,416.25
2017-08-31,417.4
2017-09-01,419.35
2017-09-04,416.45
2017-09-05,420.35
2017-09-06,420.05
2017-09-07,420.85
2017-09-08,420.15
2017-09-11,471.2
2017-09-12,494.65
2017-09-13,479.1
2017-09-14,476.9
2017-09-15,521.9
2017-09-18,505.65
2017-09-19,488.35
2017-09-20,493.15
2017-09-21,573.2
2017-09-22,518.9
2017-09-25,495.85
2017-09-26,511.4
2017-09-27,496.6
2017-09-28,500.45
2017-09-29,487.65
2017-10-03,493.1
2017-10-04,539.65
2017-10-05,527.75
2017-10-06,520.95
2017-10-09,524.35
2017-10-10,517.5
2017-10-11,509.15
2017-10-12,499.25
2017-10-13,499.7
2017-10-16,499.3
2017-10-17,495.55
2017-10-18,492.95
2017-10-19,495.7
2017-10-23,487.9
2017-10-24,489.35
2017-10-25,500.2
2017-10-26,505.1
2017-10-27,527.05
2017-10-30,533.25
2017-10-31,533.3
2017-11-01,526.6
2017-11-02,527.65
2017-11-03,527.15
2017-11-06,526.4
2017-11-07,549.15
2017-11-08,549.1
2017-11-09,546.8
2017-11-10,583.65
2017-11-13,544.05
2017-11-14,534.75
2017-11-15,525.7
2017-11-16,527.7
2017-11-17,528.5
2017-11-20,542.1
2017-11-21,542.5
2017-11-22,537.3
2017-11-23,539.5
2017-11-24,531.65
2017-11-27,532.95
2017-11-28,543.3
2017-11-29,536.1
2017-11-30,541.05
2017-12-01,530.55
2017-12-04,515.6
2017-12-05,530.5
2017-12-06,532.5
2017-12-07,537.75
2017-12-08,543.25
2017-12-11,533.55
2017-12-12,550.7
2017-12-13,551.4
2017-12-14,551.45
2017-12-15,565.1
2017-12-18,564.8
2017-12-19,569.65
2017-12-20,574.1
2017-12-21,598.35
2017-12-22,600.2
2017-12-26,597.0
2017-12-27,607.4
2017-12-28,607.05
2017-12-29,598.3
