Date,IPAPPM
2017-01-02,296.05
2017-01-03,304.1
2017-01-04,304.6
2017-01-05,305.8
2017-01-06,307.7
2017-01-09,308.95
2017-01-10,311.0
2017-01-11,316.95
2017-01-12,318.9
2017-01-13,313.35
2017-01-16,316.5
2017-01-17,320.15
2017-01-18,336.25
2017-01-19,337.55
2017-01-20,323.85
2017-01-23,318.25
2017-01-24,315.75
2017-01-25,320.1
2017-01-27,324.65
2017-01-30,316.8
2017-01-31,314.1
2017-02-01,317.2
2017-02-02,317.15
2017-02-03,314.0
2017-02-06,329.8
2017-02-07,320.9
2017-02-08,329.6
2017-02-09,326.05
2017-02-10,322.2
2017-02-13,324.0
2017-02-14,321.0
2017-02-15,326.5
2017-02-16,329.05
2017-02-17,326.25
2017-02-20,326.05
2017-02-21,326.6
2017-02-22,325.7
2017-02-23,325.55
2017-02-27,324.6
2017-02-28,333.8
2017-03-01,329.7
2017-03-02,319.4
2017-03-03,317.5
2017-03-06,319.6
2017-03-07,317.5
2017-03-08,312.3
2017-03-09,313.1
2017-03-10,318.6
2017-03-14,310.4
2017-03-15,312.7
2017-03-16,313.05
2017-03-17,311.9
2017-03-20,312.9
2017-03-21,310.35
2017-03-22,307.8
2017-03-23,308.35
2017-03-24,310.55
2017-03-27,318.75
2017-03-28,318.85
2017-03-29,323.25
2017-03-30,320.15
2017-03-31,323.05
2017-04-03,335.5
2017-04-05,336.6
2017-04-06,333.0
2017-04-07,347.05
2017-04-10,356.9
2017-04-11,351.3
2017-04-12,359.4
2017-04-13,359.75
2017-04-17,353.1
2017-04-18,345.6
2017-04-19,352.3
2017-04-20,358.3
2017-04-21,358.85
2017-04-24,357.7
2017-04-25,367.3
2017-04-26,361.15
2017-04-27,361.95
2017-04-28,361.65
2017-05-02,352.25
2017-05-03,342.7
2017-05-04,339.6
2017-05-05,334.65
2017-05-08,333.75
2017-05-09,332.25
2017-05-10,348.1
2017-05-11,347.2
2017-05-12,342.8
2017-05-15,344.0
2017-05-16,343.7
2017-05-17,334.6
2017-05-18,324.6
2017-05-19,320.45
2017-05-22,317.45
2017-05-23,312.15
2017-05-24,303.15
2017-05-25,307.5
2017-05-26,309.8
2017-05-29,302.05
2017-05-30,303.5
2017-05-31,305.05
2017-06-01,306.9
2017-06-02,300.6
2017-06-05,299.6
2017-06-06,297.15
2017-06-07,298.45
2017-06-08,296.4
2017-06-09,303.55
2017-06-12,303.7
2017-06-13,302.6
2017-06-14,301.35
2017-06-15,297.25
2017-06-16,302.4
2017-06-19,299.7
2017-06-20,298.7
2017-06-21,300.25
2017-06-22,301.5
2017-06-23,296.75
2017-06-27,292.4
2017-06-28,293.1
2017-06-29,291.35
2017-06-30,291.35
2017-07-03,299.8
2017-07-04,305.55
2017-07-05,305.55
2017-07-06,301.55
2017-07-07,300.2
2017-07-10,299.65
2017-07-11,301.95
2017-07-12,301.0
2017-07-13,306.0
2017-07-14,315.75
2017-07-17,317.1
2017-07-18,308.05
2017-07-19,312.75
2017-07-20,312.0
2017-07-21,312.5
2017-07-24,317.0
2017-07-25,328.75
2017-07-26,314.1
2017-07-27,309.6
2017-07-28,316.9
2017-07-31,320.25
2017-08-01,317.2
2017-08-02,315.45
2017-08-03,310.65
2017-08-04,310.6
2017-08-07,307.4
2017-08-08,299.15
2017-08-09,297.9
2017-08-10,284.55
2017-08-11,285.4
2017-08-14,292.45
2017-08-16,300.7
2017-08-17,295.8
2017-08-18,294.25
2017-08-21,297.2
2017-08-22,293.95
2017-08-23,293.85
2017-08-24,295.25
2017-08-28,293.1
2017-08-29,290.4
2017-08-30,296.3
2017-08-31,300.4
2017-09-01,305.65
2017-09-04,299.75
2017-09-05,299.05
2017-09-06,297.7
2017-09-07,291.15
2017-09-08,293.6
2017-09-11,295.9
2017-09-12,298.6
2017-09-13,297.3
2017-09-14,300.15
2017-09-15,300.3
2017-09-18,299.45
2017-09-19,297.25
2017-09-20,297.8
2017-09-21,296.25
2017-09-22,292.8
2017-09-25,288.4
2017-09-26,285.75
2017-09-27,282.95
2017-09-28,285.65
2017-09-29,287.95
2017-10-03,292.85
2017-10-04,289.45
2017-10-05,289.25
2017-10-06,291.1
2017-10-09,296.9
2017-10-10,301.25
2017-10-11,297.55
2017-10-12,296.5
2017-10-13,293.15
2017-10-16,294.95
2017-10-17,296.25
2017-10-18,302.2
2017-10-19,301.6
2017-10-23,304.2
2017-10-24,298.75
2017-10-25,287.85
2017-10-26,288.05
2017-10-27,287.0
2017-10-30,287.8
2017-10-31,287.65
2017-11-01,286.85
2017-11-02,288.6
2017-11-03,292.9
2017-11-06,292.05
2017-11-07,285.65
2017-11-08,284.35
2017-11-09,284.1
2017-11-10,281.1
2017-11-13,282.05
2017-11-14,278.95
2017-11-15,280.25
2017-11-16,279.9
2017-11-17,282.25
2017-11-20,288.1
2017-11-21,288.9
2017-11-22,283.9
2017-11-23,285.25
2017-11-24,286.45
2017-11-27,290.15
2017-11-28,289.5
2017-11-29,291.85
2017-11-30,292.0
2017-12-01,293.5
2017-12-04,288.45
2017-12-05,287.6
2017-12-06,290.15
2017-12-07,292.85
2017-12-08,308.35
2017-12-11,322.55
2017-12-12,312.45
2017-12-13,308.15
2017-12-14,308.7
2017-12-15,309.65
2017-12-18,309.35
2017-12-19,314.65
2017-12-20,317.15
2017-12-21,320.95
2017-12-22,323.9
2017-12-26,322.05
2017-12-27,317.7
2017-12-28,319.5
2017-12-29,320.25
