Date,ANANTRAJ
2017-01-02,41.2
2017-01-03,44.55
2017-01-04,45.6
2017-01-05,45.7
2017-01-06,44.0
2017-01-09,43.65
2017-01-10,44.1
2017-01-11,43.9
2017-01-12,43.25
2017-01-13,42.9
2017-01-16,43.5
2017-01-17,44.75
2017-01-18,44.35
2017-01-19,43.65
2017-01-20,42.7
2017-01-23,43.0
2017-01-24,42.6
2017-01-25,43.65
2017-01-27,43.15
2017-01-30,42.8
2017-01-31,43.05
2017-02-01,46.2
2017-02-02,46.0
2017-02-03,48.65
2017-02-06,49.85
2017-02-07,48.45
2017-02-08,48.15
2017-02-09,48.8
2017-02-10,48.1
2017-02-13,47.4
2017-02-14,45.8
2017-02-15,43.75
2017-02-16,44.8
2017-02-17,44.75
2017-02-20,45.5
2017-02-21,46.85
2017-02-22,46.1
2017-02-23,45.6
2017-02-27,45.0
2017-02-28,45.8
2017-03-01,48.45
2017-03-02,49.3
2017-03-03,49.15
2017-03-06,48.95
2017-03-07,48.4
2017-03-08,49.3
2017-03-09,48.45
2017-03-10,47.55
2017-03-14,48.4
2017-03-15,49.5
2017-03-16,50.5
2017-03-17,49.25
2017-03-20,48.2
2017-03-21,48.15
2017-03-22,47.75
2017-03-23,48.1
2017-03-24,47.05
2017-03-27,45.85
2017-03-28,46.6
2017-03-29,46.35
2017-03-30,47.7
2017-03-31,47.75
2017-04-03,49.65
2017-04-05,51.55
2017-04-06,51.85
2017-04-07,50.1
2017-04-10,51.65
2017-04-11,52.35
2017-04-12,52.7
2017-04-13,53.1
2017-04-17,57.9
2017-04-18,56.25
2017-04-19,59.0
2017-04-20,60.35
2017-04-21,63.5
2017-04-24,63.5
2017-04-25,61.8
2017-04-26,59.65
2017-04-27,60.5
2017-04-28,61.5
2017-05-02,63.25
2017-05-03,63.65
2017-05-04,63.4
2017-05-05,60.8
2017-05-08,66.8
2017-05-09,68.8
2017-05-10,67.65
2017-05-11,65.45
2017-05-12,66.25
2017-05-15,67.35
2017-05-16,69.8
2017-05-17,69.65
2017-05-18,66.25
2017-05-19,66.1
2017-05-22,64.4
2017-05-23,61.15
2017-05-24,59.95
2017-05-25,62.45
2017-05-26,65.55
2017-05-29,63.1
2017-05-30,62.95
2017-05-31,62.55
2017-06-01,61.05
2017-06-02,62.5
2017-06-05,66.1
2017-06-06,64.2
2017-06-07,64.15
2017-06-08,62.9
2017-06-09,64.55
2017-06-12,62.5
2017-06-13,61.6
2017-06-14,61.85
2017-06-15,64.05
2017-06-16,64.3
2017-06-19,62.55
2017-06-20,62.1
2017-06-21,62.4
2017-06-22,61.05
2017-06-23,59.3
2017-06-27,57.6
2017-06-28,57.85
2017-06-29,58.95
2017-06-30,57.6
2017-07-03,59.55
2017-07-04,60.1
2017-07-05,61.15
2017-07-06,61.7
2017-07-07,62.0
2017-07-10,61.9
2017-07-11,62.2
2017-07-12,66.3
2017-07-13,64.0
2017-07-14,67.15
2017-07-17,69.25
2017-07-18,68.2
2017-07-19,70.05
2017-07-20,69.05
2017-07-21,67.05
2017-07-24,66.75
2017-07-25,66.1
2017-07-26,66.1
2017-07-27,63.2
2017-07-28,63.8
2017-07-31,63.45
2017-08-01,62.75
2017-08-02,62.4
2017-08-03,59.5
2017-08-04,59.95
2017-08-07,60.8
2017-08-08,57.1
2017-08-09,55.5
2017-08-10,52.65
2017-08-11,51.5
2017-08-14,53.65
2017-08-16,54.6
2017-08-17,55.75
2017-08-18,54.9
2017-08-21,55.75
2017-08-22,54.8
2017-08-23,55.9
2017-08-24,55.85
2017-08-28,56.5
2017-08-29,54.55
2017-08-30,55.45
2017-08-31,56.0
2017-09-01,57.75
2017-09-04,55.9
2017-09-05,60.1
2017-09-06,61.05
2017-09-07,61.95
2017-09-08,60.35
2017-09-11,62.25
2017-09-12,62.7
2017-09-13,61.05
2017-09-14,61.65
2017-09-15,61.1
2017-09-18,60.6
2017-09-19,61.05
2017-09-20,60.85
2017-09-21,59.85
2017-09-22,56.95
2017-09-25,54.15
2017-09-26,54.95
2017-09-27,52.6
2017-09-28,53.8
2017-09-29,55.0
2017-10-03,54.25
2017-10-04,53.35
2017-10-05,54.45
2017-10-06,54.75
2017-10-09,56.7
2017-10-10,55.6
2017-10-11,53.95
2017-10-12,53.6
2017-10-13,53.3
2017-10-16,53.35
2017-10-17,53.65
2017-10-18,52.9
2017-10-19,52.5
2017-10-23,55.25
2017-10-24,58.4
2017-10-25,57.65
2017-10-26,60.2
2017-10-27,58.65
2017-10-30,61.5
2017-10-31,60.25
2017-11-01,63.0
2017-11-02,62.7
2017-11-03,61.4
2017-11-06,61.0
2017-11-07,58.75
2017-11-08,57.0
2017-11-09,58.25
2017-11-10,57.65
2017-11-13,56.2
2017-11-14,56.25
2017-11-15,52.85
2017-11-16,54.5
2017-11-17,56.0
2017-11-20,58.95
2017-11-21,57.8
2017-11-22,57.45
2017-11-23,58.25
2017-11-24,61.0
2017-11-27,61.4
2017-11-28,60.9
2017-11-29,62.55
2017-11-30,61.6
2017-12-01,62.1
2017-12-04,60.35
2017-12-05,59.45
2017-12-06,58.35
2017-12-07,60.65
2017-12-08,60.5
2017-12-11,60.3
2017-12-12,60.8
2017-12-13,58.85
2017-12-14,58.05
2017-12-15,58.3
2017-12-18,58.2
2017-12-19,60.6
2017-12-20,63.7
2017-12-21,67.75
2017-12-22,69.05
2017-12-26,73.3
2017-12-27,71.05
2017-12-28,71.7
2017-12-29,71.7
