Date,TBZ
2017-01-02,59.1
2017-01-03,61.5
2017-01-04,61.8
2017-01-05,63.15
2017-01-06,61.5
2017-01-09,61.8
2017-01-10,61.4
2017-01-11,63.3
2017-01-12,62.45
2017-01-13,63.5
2017-01-16,64.5
2017-01-17,64.35
2017-01-18,63.9
2017-01-19,64.3
2017-01-20,62.7
2017-01-23,67.8
2017-01-24,69.65
2017-01-25,67.7
2017-01-27,67.75
2017-01-30,69.05
2017-01-31,68.35
2017-02-01,66.75
2017-02-02,67.25
2017-02-03,68.15
2017-02-06,69.7
2017-02-07,71.15
2017-02-08,71.8
2017-02-09,73.3
2017-02-10,72.9
2017-02-13,71.95
2017-02-14,70.7
2017-02-15,67.65
2017-02-16,67.75
2017-02-17,69.55
2017-02-20,69.55
2017-02-21,69.05
2017-02-22,68.65
2017-02-23,69.0
2017-02-27,68.1
2017-02-28,67.5
2017-03-01,68.35
2017-03-02,66.9
2017-03-03,66.65
2017-03-06,64.35
2017-03-07,64.95
2017-03-08,64.5
2017-03-09,64.45
2017-03-10,63.0
2017-03-14,63.3
2017-03-15,63.5
2017-03-16,67.55
2017-03-17,68.4
2017-03-20,72.3
2017-03-21,74.75
2017-03-22,73.8
2017-03-23,73.9
2017-03-24,74.8
2017-03-27,73.85
2017-03-28,78.1
2017-03-29,78.3
2017-03-30,77.9
2017-03-31,77.5
2017-04-03,78.85
2017-04-05,85.15
2017-04-06,84.15
2017-04-07,82.85
2017-04-10,83.85
2017-04-11,83.45
2017-04-12,81.2
2017-04-13,80.7
2017-04-17,88.15
2017-04-18,83.3
2017-04-19,84.65
2017-04-20,84.35
2017-04-21,84.5
2017-04-24,89.5
2017-04-25,98.2
2017-04-26,95.95
2017-04-27,95.2
2017-04-28,94.45
2017-05-02,90.55
2017-05-03,92.9
2017-05-04,94.15
2017-05-05,93.0
2017-05-08,93.5
2017-05-09,94.95
2017-05-10,94.7
2017-05-11,96.0
2017-05-12,93.4
2017-05-15,92.25
2017-05-16,96.6
2017-05-17,96.45
2017-05-18,93.0
2017-05-19,92.25
2017-05-22,86.75
2017-05-23,87.15
2017-05-24,84.25
2017-05-25,85.65
2017-05-26,91.05
2017-05-29,93.0
2017-05-30,91.95
2017-05-31,93.7
2017-06-01,93.1
2017-06-02,93.45
2017-06-05,97.7
2017-06-06,91.55
2017-06-07,90.35
2017-06-08,89.6
2017-06-09,89.35
2017-06-12,90.85
2017-06-13,88.1
2017-06-14,88.45
2017-06-15,90.25
2017-06-16,89.05
2017-06-19,90.1
2017-06-20,90.7
2017-06-21,91.65
2017-06-22,89.3
2017-06-23,87.25
2017-06-27,85.7
2017-06-28,85.1
2017-06-29,86.0
2017-06-30,84.45
2017-07-03,86.55
2017-07-04,86.1
2017-07-05,91.45
2017-07-06,95.45
2017-07-07,94.85
2017-07-10,94.75
2017-07-11,91.7
2017-07-12,92.3
2017-07-13,94.95
2017-07-14,93.85
2017-07-17,93.4
2017-07-18,92.3
2017-07-19,96.4
2017-07-20,102.75
2017-07-21,100.6
2017-07-24,102.1
2017-07-25,100.85
2017-07-26,106.05
2017-07-27,103.55
2017-07-28,107.9
2017-07-31,109.95
2017-08-01,112.45
2017-08-02,110.9
2017-08-03,106.45
2017-08-04,112.3
2017-08-07,108.55
2017-08-08,104.8
2017-08-09,100.3
2017-08-10,95.85
2017-08-11,94.95
2017-08-14,99.05
2017-08-16,102.5
2017-08-17,105.0
2017-08-18,103.2
2017-08-21,102.9
2017-08-22,101.0
2017-08-23,101.95
2017-08-24,102.05
2017-08-28,107.8
2017-08-29,104.1
2017-08-30,107.25
2017-08-31,113.05
2017-09-01,118.55
2017-09-04,112.7
2017-09-05,117.4
2017-09-06,120.2
2017-09-07,132.25
2017-09-08,125.95
2017-09-11,121.45
2017-09-12,121.85
2017-09-13,119.9
2017-09-14,124.0
2017-09-15,124.15
2017-09-18,127.95
2017-09-19,126.8
2017-09-20,128.7
2017-09-21,126.85
2017-09-22,120.7
2017-09-25,114.3
2017-09-26,116.45
2017-09-27,110.6
2017-09-28,111.9
2017-09-29,114.5
2017-10-03,116.05
2017-10-04,117.5
2017-10-05,119.7
2017-10-06,120.95
2017-10-09,127.65
2017-10-10,129.15
2017-10-11,123.8
2017-10-12,127.55
2017-10-13,130.5
2017-10-16,131.65
2017-10-17,130.1
2017-10-18,127.4
2017-10-19,125.85
2017-10-23,125.35
2017-10-24,125.8
2017-10-25,120.15
2017-10-26,119.8
2017-10-27,121.6
2017-10-30,124.0
2017-10-31,122.2
2017-11-01,121.25
2017-11-02,121.1
2017-11-03,122.05
2017-11-06,127.55
2017-11-07,122.3
2017-11-08,121.75
2017-11-09,122.2
2017-11-10,120.85
2017-11-13,119.55
2017-11-14,118.65
2017-11-15,116.2
2017-11-16,117.35
2017-11-17,122.25
2017-11-20,126.8
2017-11-21,130.05
2017-11-22,130.7
2017-11-23,138.8
2017-11-24,143.8
2017-11-27,143.95
2017-11-28,141.05
2017-11-29,137.85
2017-11-30,123.45
2017-12-01,125.5
2017-12-04,124.8
2017-12-05,121.6
2017-12-06,119.25
2017-12-07,120.85
2017-12-08,125.35
2017-12-11,121.85
2017-12-12,120.8
2017-12-13,120.3
2017-12-14,117.15
2017-12-15,118.0
2017-12-18,117.3
2017-12-19,119.05
2017-12-20,118.65
2017-12-21,118.5
2017-12-22,118.5
2017-12-26,118.35
2017-12-27,117.6
2017-12-28,118.55
2017-12-29,118.05
