Date,KICL
2017-01-02,1184.3
2017-01-03,1203.65
2017-01-04,1174.7
2017-01-05,1225.85
2017-01-06,1191.65
2017-01-09,1190.9
2017-01-10,1199.05
2017-01-11,1203.95
2017-01-12,1203.85
2017-01-13,1209.45
2017-01-16,1194.15
2017-01-17,1200.2
2017-01-18,1179.9
2017-01-19,1176.9
2017-01-20,1189.0
2017-01-23,1200.0
2017-01-24,1223.75
2017-01-25,1250.85
2017-01-27,1323.6
2017-01-30,1413.15
2017-01-31,1408.2
2017-02-01,1415.6
2017-02-02,1487.75
2017-02-03,1513.95
2017-02-06,1547.05
2017-02-07,1496.55
2017-02-08,1453.85
2017-02-09,1457.1
2017-02-10,1458.05
2017-02-13,1495.5
2017-02-14,1490.3
2017-02-15,1459.85
2017-02-16,1520.25
2017-02-17,1512.0
2017-02-20,1496.25
2017-02-21,1507.65
2017-02-22,1510.8
2017-02-23,1503.7
2017-02-27,1532.9
2017-02-28,1540.5
2017-03-01,1534.2
2017-03-02,1533.15
2017-03-03,1537.75
2017-03-06,1590.2
2017-03-07,1611.25
2017-03-08,1637.0
2017-03-09,1629.15
2017-03-10,1647.0
2017-03-14,1620.4
2017-03-15,1610.65
2017-03-16,1616.2
2017-03-17,1636.7
2017-03-20,1673.0
2017-03-21,1655.2
2017-03-22,1632.5
2017-03-23,1650.45
2017-03-24,1646.85
2017-03-27,1646.55
2017-03-28,1650.95
2017-03-29,1637.45
2017-03-30,1630.5
2017-03-31,1627.55
2017-04-03,1649.1
2017-04-05,1652.95
2017-04-06,1721.9
2017-04-07,1707.2
2017-04-10,1732.7
2017-04-11,1740.9
2017-04-12,1697.2
2017-04-13,1694.65
2017-04-17,1703.15
2017-04-18,1694.8
2017-04-19,1685.1
2017-04-20,1702.9
2017-04-21,1700.0
2017-04-24,1734.45
2017-04-25,1830.1
2017-04-26,1799.55
2017-04-27,1800.15
2017-04-28,1769.25
2017-05-02,1790.9
2017-05-03,1797.2
2017-05-04,1771.6
2017-05-05,1755.05
2017-05-08,1782.05
2017-05-09,1774.6
2017-05-10,1794.2
2017-05-11,1777.2
2017-05-12,1759.2
2017-05-15,1799.8
2017-05-16,1809.8
2017-05-17,1830.35
2017-05-18,1799.9
2017-05-19,1799.4
2017-05-22,1800.0
2017-05-23,1799.1
2017-05-24,1803.35
2017-05-25,1827.35
2017-05-26,1830.8
2017-05-29,1835.1
2017-05-30,1820.0
2017-05-31,1822.15
2017-06-01,1989.2
2017-06-02,2055.5
2017-06-05,2022.9
2017-06-06,1980.0
2017-06-07,1958.65
2017-06-08,1964.65
2017-06-09,2014.75
2017-06-12,2077.25
2017-06-13,2004.3
2017-06-14,2001.6
2017-06-15,1968.25
2017-06-16,1962.75
2017-06-19,1952.3
2017-06-20,1948.35
2017-06-21,1917.9
2017-06-22,1880.15
2017-06-23,1830.25
2017-06-27,1845.3
2017-06-28,1865.0
2017-06-29,1890.4
2017-06-30,1875.85
2017-07-03,1899.0
2017-07-04,1861.4
2017-07-05,1880.15
2017-07-06,1899.0
2017-07-07,1887.6
2017-07-10,1845.0
2017-07-11,1833.35
2017-07-12,1814.45
2017-07-13,1902.8
2017-07-14,1854.25
2017-07-17,1872.8
2017-07-18,1866.7
2017-07-19,1855.15
2017-07-20,1815.3
2017-07-21,1830.15
2017-07-24,1814.9
2017-07-25,1845.5
2017-07-26,1814.95
2017-07-27,1815.0
2017-07-28,1821.65
2017-07-31,1820.0
2017-08-01,1812.35
2017-08-02,1801.1
2017-08-03,1794.9
2017-08-04,1785.3
2017-08-07,1799.85
2017-08-08,1820.25
2017-08-09,1820.35
2017-08-10,1722.7
2017-08-11,1760.55
2017-08-14,1760.3
2017-08-16,1798.8
2017-08-17,1789.0
2017-08-18,1759.25
2017-08-21,1731.3
2017-08-22,1733.25
2017-08-23,1761.05
2017-08-24,1724.85
2017-08-28,1745.3
2017-08-29,1762.35
2017-08-30,1775.0
2017-08-31,1761.55
2017-09-01,1775.95
2017-09-04,1747.35
2017-09-05,1783.6
2017-09-06,1756.85
2017-09-07,1800.05
2017-09-08,1891.2
2017-09-11,1884.5
2017-09-12,1915.2
2017-09-13,1911.95
2017-09-14,1907.45
2017-09-15,1949.75
2017-09-18,1991.05
2017-09-19,2029.65
2017-09-20,2001.65
2017-09-21,1972.65
2017-09-22,1903.35
2017-09-25,1897.4
2017-09-26,1924.4
2017-09-27,1892.05
2017-09-28,1891.55
2017-09-29,1876.15
2017-10-03,1890.1
2017-10-04,1900.0
2017-10-05,1933.0
2017-10-06,1942.8
2017-10-09,1965.6
2017-10-10,1941.4
2017-10-11,1902.45
2017-10-12,1879.25
2017-10-13,1883.55
2017-10-16,1870.4
2017-10-17,1866.35
2017-10-18,1922.45
2017-10-19,1897.9
2017-10-23,1935.05
2017-10-24,1964.95
2017-10-25,1907.0
2017-10-26,1910.05
2017-10-27,1910.0
2017-10-30,1950.8
2017-10-31,2089.55
2017-11-01,2090.5
2017-11-02,2072.7
2017-11-03,2182.5
2017-11-06,2321.8
