Date,HBLPOWER
2017-01-02,37.85
2017-01-03,38.15
2017-01-04,38.65
2017-01-05,39.05
2017-01-06,38.2
2017-01-09,40.95
2017-01-10,41.3
2017-01-11,42.4
2017-01-12,41.35
2017-01-13,40.75
2017-01-16,39.8
2017-01-17,39.75
2017-01-18,40.0
2017-01-19,40.4
2017-01-20,40.55
2017-01-23,42.85
2017-01-24,41.6
2017-01-25,41.9
2017-01-27,40.8
2017-01-30,40.8
2017-01-31,39.9
2017-02-01,40.05
2017-02-02,40.35
2017-02-03,40.0
2017-02-06,40.9
2017-02-07,39.95
2017-02-08,40.25
2017-02-09,39.75
2017-02-10,39.8
2017-02-13,41.5
2017-02-14,40.4
2017-02-15,39.2
2017-02-16,39.35
2017-02-17,43.5
2017-02-20,44.4
2017-02-21,43.15
2017-02-22,43.6
2017-02-23,43.5
2017-02-27,42.65
2017-02-28,41.95
2017-03-01,43.7
2017-03-02,42.45
2017-03-03,42.1
2017-03-06,42.75
2017-03-07,42.7
2017-03-08,42.5
2017-03-09,41.85
2017-03-10,42.5
2017-03-14,43.55
2017-03-15,43.3
2017-03-16,44.0
2017-03-17,43.3
2017-03-20,42.8
2017-03-21,41.85
2017-03-22,41.95
2017-03-23,41.75
2017-03-24,43.0
2017-03-27,42.15
2017-03-28,42.55
2017-03-29,42.2
2017-03-30,42.7
2017-03-31,42.8
2017-04-03,44.3
2017-04-05,45.65
2017-04-06,45.95
2017-04-07,46.3
2017-04-10,47.1
2017-04-11,49.95
2017-04-12,48.8
2017-04-13,48.0
2017-04-17,47.8
2017-04-18,46.3
2017-04-19,46.65
2017-04-20,46.85
2017-04-21,46.8
2017-04-24,46.55
2017-04-25,46.5
2017-04-26,45.5
2017-04-27,47.35
2017-04-28,49.95
2017-05-02,48.9
2017-05-03,49.05
2017-05-04,48.05
2017-05-05,46.25
2017-05-08,46.9
2017-05-09,46.8
2017-05-10,46.45
2017-05-11,46.35
2017-05-12,45.45
2017-05-15,46.75
2017-05-16,47.4
2017-05-17,46.35
2017-05-18,44.7
2017-05-19,43.5
2017-05-22,43.05
2017-05-23,42.05
2017-05-24,40.2
2017-05-25,42.95
2017-05-26,45.7
2017-05-29,44.2
2017-05-30,43.25
2017-05-31,42.6
2017-06-01,44.6
2017-06-02,43.9
2017-06-05,43.6
2017-06-06,42.75
2017-06-07,42.35
2017-06-08,43.0
2017-06-09,42.5
2017-06-12,41.95
2017-06-13,41.6
2017-06-14,41.2
2017-06-15,41.3
2017-06-16,42.9
2017-06-19,42.5
2017-06-20,42.25
2017-06-21,42.35
2017-06-22,41.5
2017-06-23,41.35
2017-06-27,40.35
2017-06-28,39.7
2017-06-29,39.85
2017-06-30,41.85
2017-07-03,41.65
2017-07-04,41.25
2017-07-05,41.55
2017-07-06,44.0
2017-07-07,45.25
2017-07-10,45.65
2017-07-11,44.3
2017-07-12,44.5
2017-07-13,44.55
2017-07-14,47.85
2017-07-17,47.8
2017-07-18,46.9
2017-07-19,47.75
2017-07-20,47.9
2017-07-21,50.9
2017-07-24,50.6
2017-07-25,50.5
2017-07-26,50.2
2017-07-27,48.65
2017-07-28,49.0
2017-07-31,47.75
2017-08-01,47.55
2017-08-02,48.05
2017-08-03,47.25
2017-08-04,47.15
2017-08-07,47.45
2017-08-08,46.05
2017-08-09,44.8
2017-08-10,44.0
2017-08-11,43.7
2017-08-14,44.9
2017-08-16,45.95
2017-08-17,45.45
2017-08-18,44.6
2017-08-21,45.0
2017-08-22,43.85
2017-08-23,44.5
2017-08-24,44.05
2017-08-28,45.15
2017-08-29,46.7
2017-08-30,49.35
2017-08-31,50.45
2017-09-01,49.75
2017-09-04,49.3
2017-09-05,48.65
2017-09-06,50.35
2017-09-07,53.85
2017-09-08,55.35
2017-09-11,57.6
2017-09-12,60.9
2017-09-13,58.5
2017-09-14,58.35
2017-09-15,60.25
2017-09-18,60.3
2017-09-19,64.0
2017-09-20,65.7
2017-09-21,63.6
2017-09-22,59.1
2017-09-25,56.65
2017-09-26,57.8
2017-09-27,54.7
2017-09-28,54.85
2017-09-29,54.5
2017-10-03,55.5
2017-10-04,56.95
2017-10-05,57.85
2017-10-06,61.15
2017-10-09,61.15
2017-10-10,59.35
2017-10-11,57.3
2017-10-12,58.05
2017-10-13,56.65
2017-10-16,56.95
2017-10-17,57.3
2017-10-18,57.35
2017-10-19,57.9
2017-10-23,57.45
2017-10-24,57.05
2017-10-25,54.7
2017-10-26,55.5
2017-10-27,55.85
2017-10-30,66.55
2017-10-31,64.2
2017-11-01,63.9
2017-11-02,61.45
2017-11-03,63.5
2017-11-06,64.9
2017-11-07,62.7
2017-11-08,61.0
2017-11-09,61.6
2017-11-10,61.55
2017-11-13,61.65
2017-11-14,60.7
2017-11-15,57.95
2017-11-16,58.15
2017-11-17,58.7
2017-11-20,59.45
2017-11-21,59.6
2017-11-22,59.3
2017-11-23,60.15
2017-11-24,61.45
2017-11-27,64.05
2017-11-28,64.4
2017-11-29,64.35
2017-11-30,64.25
2017-12-01,62.65
2017-12-04,63.4
2017-12-05,61.8
2017-12-06,61.45
2017-12-07,63.85
2017-12-08,64.05
2017-12-11,69.4
2017-12-12,69.9
2017-12-13,66.4
2017-12-14,66.8
2017-12-15,67.35
2017-12-18,67.4
2017-12-19,70.35
2017-12-20,72.65
2017-12-21,72.9
2017-12-22,70.8
2017-12-26,74.4
2017-12-27,71.75
2017-12-28,71.2
2017-12-29,71.95
