Date,GENUSPOWER
2017-01-02,38.85
2017-01-03,39.3
2017-01-04,41.6
2017-01-05,41.35
2017-01-06,40.6
2017-01-09,40.25
2017-01-10,40.7
2017-01-11,40.8
2017-01-12,42.15
2017-01-13,41.4
2017-01-16,42.3
2017-01-17,42.1
2017-01-18,42.0
2017-01-19,41.7
2017-01-20,42.55
2017-01-23,41.9
2017-01-24,41.65
2017-01-25,41.5
2017-01-27,43.0
2017-01-30,42.35
2017-01-31,42.05
2017-02-01,41.9
2017-02-02,41.7
2017-02-03,42.3
2017-02-06,44.1
2017-02-07,43.75
2017-02-08,43.75
2017-02-09,43.5
2017-02-10,43.7
2017-02-13,43.85
2017-02-14,43.0
2017-02-15,41.1
2017-02-16,42.05
2017-02-17,41.7
2017-02-20,40.75
2017-02-21,40.4
2017-02-22,40.45
2017-02-23,40.1
2017-02-27,40.1
2017-02-28,39.75
2017-03-01,39.75
2017-03-02,40.0
2017-03-03,39.55
2017-03-06,38.6
2017-03-07,38.8
2017-03-08,37.9
2017-03-09,38.0
2017-03-10,37.85
2017-03-14,38.75
2017-03-15,38.55
2017-03-16,38.45
2017-03-17,38.3
2017-03-20,37.85
2017-03-21,37.65
2017-03-22,37.35
2017-03-23,37.15
2017-03-24,36.95
2017-03-27,37.05
2017-03-28,37.5
2017-03-29,38.5
2017-03-30,40.9
2017-03-31,40.5
2017-04-03,41.7
2017-04-05,41.9
2017-04-06,44.45
2017-04-07,42.55
2017-04-10,42.55
2017-04-11,42.05
2017-04-12,42.0
2017-04-13,41.25
2017-04-17,40.2
2017-04-18,39.4
2017-04-19,39.2
2017-04-20,39.75
2017-04-21,40.35
2017-04-24,40.0
2017-04-25,39.9
2017-04-26,40.2
2017-04-27,39.5
2017-04-28,39.5
2017-05-02,39.45
2017-05-03,38.95
2017-05-04,41.65
2017-05-05,41.95
2017-05-08,42.5
2017-05-09,43.3
2017-05-10,42.6
2017-05-11,42.45
2017-05-12,42.35
2017-05-15,42.75
2017-05-16,47.25
2017-05-17,45.85
2017-05-18,44.15
2017-05-19,43.95
2017-05-22,43.15
2017-05-23,41.45
2017-05-24,39.8
2017-05-25,39.8
2017-05-26,41.45
2017-05-29,41.85
2017-05-30,41.5
2017-05-31,40.55
2017-06-01,41.35
2017-06-02,40.9
2017-06-05,42.1
2017-06-06,43.2
2017-06-07,43.5
2017-06-08,45.95
2017-06-09,46.85
2017-06-12,47.0
2017-06-13,47.45
2017-06-14,47.45
2017-06-15,47.6
2017-06-16,47.5
2017-06-19,47.75
2017-06-20,49.2
2017-06-21,48.05
2017-06-22,47.85
2017-06-23,48.05
2017-06-27,47.35
2017-06-28,47.0
2017-06-29,48.0
2017-06-30,48.0
2017-07-03,48.05
2017-07-04,48.0
2017-07-05,48.25
2017-07-06,50.7
2017-07-07,50.0
2017-07-10,50.9
2017-07-11,50.4
2017-07-12,51.5
2017-07-13,50.95
2017-07-14,50.5
2017-07-17,50.15
2017-07-18,49.1
2017-07-19,49.15
2017-07-20,52.4
2017-07-21,54.9
2017-07-24,53.95
2017-07-25,52.15
2017-07-26,51.45
2017-07-27,49.35
2017-07-28,50.05
2017-07-31,50.55
2017-08-01,48.75
2017-08-02,49.1
2017-08-03,50.45
2017-08-04,48.65
2017-08-07,48.25
2017-08-08,48.0
2017-08-09,47.5
2017-08-10,46.0
2017-08-11,46.15
2017-08-14,48.1
2017-08-16,50.75
2017-08-17,52.1
2017-08-18,50.9
2017-08-21,48.65
2017-08-22,51.6
2017-08-23,51.95
2017-08-24,51.7
2017-08-28,53.1
2017-08-29,56.05
2017-08-30,54.5
2017-08-31,49.65
2017-09-01,50.95
2017-09-04,49.6
2017-09-05,49.7
2017-09-06,50.45
2017-09-07,49.6
2017-09-08,49.1
2017-09-11,49.6
2017-09-12,50.3
2017-09-13,49.35
2017-09-14,49.2
2017-09-15,48.85
2017-09-18,51.3
2017-09-19,52.05
2017-09-20,53.75
2017-09-21,55.25
2017-09-22,52.35
2017-09-25,52.25
2017-09-26,52.55
2017-09-27,52.65
2017-09-28,53.45
2017-09-29,56.75
2017-10-03,56.5
2017-10-04,55.5
2017-10-05,56.05
2017-10-06,56.45
2017-10-09,64.35
2017-10-10,60.85
2017-10-11,59.3
2017-10-12,60.7
2017-10-13,59.65
2017-10-16,60.35
2017-10-17,61.45
2017-10-18,60.85
2017-10-19,61.2
2017-10-23,61.8
2017-10-24,60.65
2017-10-25,61.85
2017-10-26,62.55
2017-10-27,62.6
2017-10-30,62.3
2017-10-31,61.8
2017-11-01,62.6
2017-11-02,66.25
2017-11-03,64.5
2017-11-06,66.35
2017-11-07,63.15
2017-11-08,60.8
2017-11-09,62.1
2017-11-10,61.15
2017-11-13,55.35
2017-11-14,58.55
2017-11-15,57.15
2017-11-16,59.1
2017-11-17,58.35
2017-11-20,58.5
2017-11-21,59.25
2017-11-22,59.95
2017-11-23,61.55
2017-11-24,61.65
2017-11-27,61.45
2017-11-28,65.75
2017-11-29,63.8
2017-11-30,64.7
2017-12-01,62.5
2017-12-04,66.2
2017-12-05,67.65
2017-12-06,67.9
2017-12-07,69.35
2017-12-08,70.25
2017-12-11,71.05
2017-12-12,71.65
2017-12-13,71.95
2017-12-14,72.0
2017-12-15,72.15
2017-12-18,71.8
2017-12-19,74.7
2017-12-20,75.85
2017-12-21,76.25
2017-12-22,76.6
2017-12-26,74.7
2017-12-27,71.95
2017-12-28,71.65
2017-12-29,74.85
