Date,PONNIERODE
2017-01-02,218.4
2017-01-03,221.7
2017-01-04,214.15
2017-01-05,217.25
2017-01-06,221.15
2017-01-09,232.9
2017-01-10,254.1
2017-01-11,245.9
2017-01-12,238.4
2017-01-13,241.55
2017-01-16,243.3
2017-01-17,239.35
2017-01-18,234.15
2017-01-19,229.2
2017-01-20,217.75
2017-01-23,221.65
2017-01-24,234.6
2017-01-25,233.8
2017-01-27,233.7
2017-01-30,232.8
2017-01-31,229.15
2017-02-01,238.9
2017-02-02,245.55
2017-02-03,238.55
2017-02-06,234.0
2017-02-07,229.4
2017-02-08,224.8
2017-02-09,224.15
2017-02-10,221.9
2017-02-13,219.25
2017-02-14,218.15
2017-02-15,208.85
2017-02-16,209.4
2017-02-17,213.1
2017-02-20,216.2
2017-02-21,213.0
2017-02-22,208.75
2017-02-23,206.6
2017-02-27,205.5
2017-02-28,207.3
2017-03-01,204.1
2017-03-02,202.5
2017-03-03,213.55
2017-03-06,215.7
2017-03-07,212.75
2017-03-08,208.35
2017-03-09,208.95
2017-03-10,206.3
2017-03-14,209.1
2017-03-15,210.9
2017-03-16,209.35
2017-03-17,212.25
2017-03-20,210.45
2017-03-21,214.9
2017-03-22,213.9
2017-03-23,215.85
2017-03-24,213.6
2017-03-27,208.75
2017-03-28,207.4
2017-03-29,206.05
2017-03-30,207.95
2017-03-31,208.2
2017-04-03,210.0
2017-04-05,211.6
2017-04-06,218.0
2017-04-07,211.2
2017-04-10,215.8
2017-04-11,215.5
2017-04-12,218.45
2017-04-13,214.35
2017-04-17,210.0
2017-04-18,207.4
2017-04-19,208.55
2017-04-20,210.65
2017-04-21,211.3
2017-04-24,212.95
2017-04-25,210.55
2017-04-26,209.45
2017-04-27,206.4
2017-04-28,205.8
2017-05-02,205.25
2017-05-03,201.9
2017-05-04,202.7
2017-05-05,200.0
2017-05-08,199.4
2017-05-09,201.05
2017-05-10,199.5
2017-05-11,200.95
2017-05-12,198.95
2017-05-15,200.3
2017-05-16,204.85
2017-05-17,203.2
2017-05-18,202.65
2017-05-19,193.65
2017-05-22,196.75
2017-05-23,195.0
2017-05-24,199.6
2017-05-25,204.15
2017-05-26,205.6
2017-05-29,200.2
2017-05-30,202.55
2017-05-31,185.3
2017-06-01,190.8
2017-06-02,190.05
2017-06-05,196.2
2017-06-06,190.95
2017-06-07,191.55
2017-06-08,194.55
2017-06-09,189.45
2017-06-12,186.8
2017-06-13,187.15
2017-06-14,189.55
2017-06-15,188.35
2017-06-16,186.25
2017-06-19,182.9
2017-06-20,182.8
2017-06-21,188.2
2017-06-22,191.0
2017-06-23,186.9
2017-06-27,181.1
2017-06-28,183.1
2017-06-29,180.45
2017-06-30,181.15
2017-07-03,178.55
2017-07-04,178.0
2017-07-05,181.4
2017-07-06,190.7
2017-07-07,198.45
2017-07-10,199.0
2017-07-11,196.45
2017-07-12,191.2
2017-07-13,190.4
2017-07-14,194.85
2017-07-17,192.25
2017-07-18,188.25
2017-07-19,188.2
2017-07-20,195.95
2017-07-21,197.6
2017-07-24,196.05
2017-07-25,194.05
2017-07-26,194.0
2017-07-27,187.5
2017-07-28,186.55
2017-07-31,191.1
2017-08-01,188.2
2017-08-02,190.0
2017-08-03,180.3
2017-08-04,176.9
2017-08-07,183.3
2017-08-08,179.3
2017-08-09,178.0
2017-08-10,178.0
2017-08-11,173.6
2017-08-14,177.65
2017-08-16,173.9
2017-08-17,172.25
2017-08-18,168.35
2017-08-21,169.35
2017-08-22,171.2
2017-08-23,170.3
2017-08-24,170.15
2017-08-28,168.85
2017-08-29,173.5
2017-08-30,173.8
2017-08-31,176.9
2017-09-01,183.15
2017-09-04,178.0
2017-09-05,188.75
2017-09-06,184.2
2017-09-07,180.35
2017-09-08,178.5
2017-09-11,173.95
2017-09-12,174.05
2017-09-13,175.4
2017-09-14,175.05
2017-09-15,172.15
2017-09-18,173.75
2017-09-19,175.3
2017-09-20,175.0
2017-09-21,172.65
2017-09-22,169.0
2017-09-25,165.05
2017-09-26,163.5
2017-09-27,162.8
2017-09-28,164.9
2017-09-29,173.6
2017-10-03,162.45
2017-10-04,164.95
2017-10-05,164.45
2017-10-06,164.1
2017-10-09,163.5
2017-10-10,173.45
2017-10-11,174.65
2017-10-12,173.45
2017-10-13,171.35
2017-10-16,168.55
2017-10-17,166.85
2017-10-18,169.9
2017-10-19,174.8
2017-10-23,175.4
2017-10-24,177.25
2017-10-25,179.1
2017-10-26,171.65
2017-10-27,184.25
2017-10-30,183.65
2017-10-31,184.6
2017-11-01,186.55
2017-11-02,184.15
2017-11-03,184.5
2017-11-06,184.8
2017-11-07,182.05
2017-11-08,178.25
2017-11-09,175.25
2017-11-10,171.35
2017-11-13,170.1
2017-11-14,163.9
2017-11-15,157.25
2017-11-16,165.9
2017-11-17,167.0
2017-11-20,168.3
2017-11-21,167.15
2017-11-22,168.35
2017-11-23,170.35
2017-11-24,170.85
2017-11-27,172.4
2017-11-28,174.7
2017-11-29,173.3
2017-11-30,170.85
2017-12-01,172.2
2017-12-04,169.4
2017-12-05,168.5
2017-12-06,168.15
2017-12-07,167.1
2017-12-08,170.95
2017-12-11,181.7
2017-12-12,179.5
2017-12-13,177.0
2017-12-14,172.6
2017-12-15,172.25
2017-12-18,171.15
2017-12-19,175.0
2017-12-20,173.3
2017-12-21,174.25
2017-12-22,179.0
2017-12-26,179.4
2017-12-27,178.7
2017-12-28,181.0
2017-12-29,164.75
