Date,SHRIRAMEPC
2017-01-02,30.35
2017-01-03,30.65
2017-01-04,30.7
2017-01-05,30.2
2017-01-06,29.5
2017-01-09,29.05
2017-01-10,29.25
2017-01-11,29.1
2017-01-12,28.9
2017-01-13,28.8
2017-01-16,28.95
2017-01-17,29.25
2017-01-18,29.0
2017-01-19,29.15
2017-01-20,28.65
2017-01-23,28.7
2017-01-24,28.3
2017-01-25,28.1
2017-01-27,28.95
2017-01-30,28.7
2017-01-31,28.0
2017-02-01,28.25
2017-02-02,28.05
2017-02-03,27.7
2017-02-06,28.35
2017-02-07,28.7
2017-02-08,30.4
2017-02-09,29.55
2017-02-10,29.05
2017-02-13,28.9
2017-02-14,28.5
2017-02-15,27.9
2017-02-16,28.25
2017-02-17,28.0
2017-02-20,28.2
2017-02-21,28.25
2017-02-22,27.85
2017-02-23,28.0
2017-02-27,27.8
2017-02-28,27.8
2017-03-01,28.05
2017-03-02,27.4
2017-03-03,27.2
2017-03-06,27.2
2017-03-07,27.1
2017-03-08,26.25
2017-03-09,26.35
2017-03-10,26.8
2017-03-14,27.0
2017-03-15,26.8
2017-03-16,27.1
2017-03-17,27.15
2017-03-20,26.7
2017-03-21,26.75
2017-03-22,26.4
2017-03-23,27.0
2017-03-24,28.85
2017-03-27,28.45
2017-03-28,28.5
2017-03-29,27.75
2017-03-30,27.55
2017-03-31,27.75
2017-04-03,27.9
2017-04-05,28.0
2017-04-06,27.95
2017-04-07,27.6
2017-04-10,27.75
2017-04-11,27.9
2017-04-12,27.45
2017-04-13,27.3
2017-04-17,27.2
2017-04-18,27.2
2017-04-19,27.95
2017-04-20,28.1
2017-04-21,27.8
2017-04-24,27.9
2017-04-25,27.75
2017-04-26,27.25
2017-04-27,27.25
2017-04-28,27.3
2017-05-02,26.95
2017-05-03,27.05
2017-05-04,26.8
2017-05-05,26.55
2017-05-08,26.7
2017-05-09,26.45
2017-05-10,26.7
2017-05-11,28.4
2017-05-12,27.7
2017-05-15,27.75
2017-05-16,27.6
2017-05-17,27.1
2017-05-18,27.15
2017-05-19,26.9
2017-05-22,26.5
2017-05-23,25.7
2017-05-24,25.0
2017-05-25,24.85
2017-05-26,25.55
2017-05-29,25.35
2017-05-30,25.25
2017-05-31,25.6
2017-06-01,25.1
2017-06-02,25.6
2017-06-05,25.6
2017-06-06,25.15
2017-06-07,25.05
2017-06-08,25.1
2017-06-09,25.0
2017-06-12,24.8
2017-06-13,24.65
2017-06-14,24.55
2017-06-15,24.55
2017-06-16,24.55
2017-06-19,24.3
2017-06-20,24.0
2017-06-21,23.8
2017-06-22,23.9
2017-06-23,26.65
2017-06-27,25.0
2017-06-28,24.55
2017-06-29,24.65
2017-06-30,24.4
2017-07-03,24.8
2017-07-04,24.65
2017-07-05,24.3
2017-07-06,25.75
2017-07-07,25.05
2017-07-10,25.6
2017-07-11,24.6
2017-07-12,24.55
2017-07-13,24.35
2017-07-14,24.2
2017-07-17,24.05
2017-07-18,23.9
2017-07-19,24.1
2017-07-20,24.2
2017-07-21,24.35
2017-07-24,24.15
2017-07-25,23.9
2017-07-26,23.9
2017-07-27,23.7
2017-07-28,23.7
2017-07-31,23.6
2017-08-01,23.6
2017-08-02,23.5
2017-08-03,23.5
2017-08-04,23.05
2017-08-07,22.55
2017-08-08,22.25
2017-08-09,21.75
2017-08-10,21.4
2017-08-11,20.6
2017-08-14,21.35
2017-08-16,21.9
2017-08-17,21.7
2017-08-18,21.35
2017-08-21,21.15
2017-08-22,20.85
2017-08-23,21.05
2017-08-24,20.7
2017-08-28,20.6
2017-08-29,22.25
2017-08-30,21.1
2017-08-31,21.1
2017-09-01,21.15
2017-09-04,20.85
2017-09-05,21.0
2017-09-06,20.9
2017-09-07,21.5
2017-09-08,21.7
2017-09-11,21.65
2017-09-12,21.9
2017-09-13,21.45
2017-09-14,21.7
2017-09-15,21.2
2017-09-18,21.5
2017-09-19,21.4
2017-09-20,21.15
2017-09-21,21.1
2017-09-22,20.8
2017-09-25,20.4
2017-09-26,20.4
2017-09-27,19.95
2017-09-28,20.15
2017-09-29,20.8
2017-10-03,20.7
2017-10-04,20.25
2017-10-05,20.0
2017-10-06,19.9
2017-10-09,19.95
2017-10-10,19.95
2017-10-11,19.7
2017-10-12,19.7
2017-10-13,19.45
2017-10-16,18.3
2017-10-17,17.7
2017-10-18,18.15
2017-10-19,18.15
2017-10-23,18.05
2017-10-24,18.1
2017-10-25,17.8
2017-10-26,18.25
2017-10-27,18.55
2017-10-30,19.95
2017-10-31,19.9
2017-11-01,19.4
2017-11-02,20.7
2017-11-03,21.05
2017-11-06,20.8
2017-11-07,20.25
2017-11-08,19.4
2017-11-09,19.6
2017-11-10,19.3
2017-11-13,20.55
2017-11-14,20.1
2017-11-15,19.55
2017-11-16,19.45
2017-11-17,19.85
2017-11-20,20.0
2017-11-21,20.0
2017-11-22,19.6
2017-11-23,19.3
2017-11-24,20.05
2017-11-27,20.35
2017-11-28,21.05
2017-11-29,21.1
2017-11-30,20.85
2017-12-01,20.4
2017-12-04,20.7
2017-12-05,20.7
2017-12-06,20.3
2017-12-07,20.3
2017-12-08,24.35
2017-12-11,26.55
2017-12-12,26.8
2017-12-13,26.1
2017-12-14,25.2
2017-12-15,24.2
2017-12-18,24.3
2017-12-19,24.45
2017-12-20,26.85
2017-12-21,27.15
2017-12-22,29.55
2017-12-26,33.0
2017-12-27,31.85
2017-12-28,31.8
2017-12-29,31.95
