Date,RPGLIFE
2017-01-02,489.35
2017-01-03,487.55
2017-01-04,493.55
2017-01-05,522.2
2017-01-06,517.95
2017-01-09,521.25
2017-01-10,518.25
2017-01-11,513.85
2017-01-12,492.9
2017-01-13,492.9
2017-01-16,491.1
2017-01-17,485.5
2017-01-18,487.35
2017-01-19,484.6
2017-01-20,478.15
2017-01-23,484.65
2017-01-24,481.15
2017-01-25,479.85
2017-01-27,469.95
2017-01-30,468.55
2017-01-31,461.55
2017-02-01,476.5
2017-02-02,446.45
2017-02-03,454.65
2017-02-06,453.8
2017-02-07,442.95
2017-02-08,437.3
2017-02-09,436.7
2017-02-10,436.7
2017-02-13,434.0
2017-02-14,428.35
2017-02-15,441.4
2017-02-16,443.45
2017-02-17,445.15
2017-02-20,451.4
2017-02-21,451.05
2017-02-22,452.5
2017-02-23,446.9
2017-02-27,444.05
2017-02-28,444.3
2017-03-01,445.2
2017-03-02,442.6
2017-03-03,442.35
2017-03-06,446.75
2017-03-07,450.55
2017-03-08,446.9
2017-03-09,446.4
2017-03-10,443.2
2017-03-14,438.3
2017-03-15,434.7
2017-03-16,449.6
2017-03-17,439.4
2017-03-20,440.1
2017-03-21,441.6
2017-03-22,434.5
2017-03-23,432.65
2017-03-24,425.5
2017-03-27,468.9
2017-03-28,468.7
2017-03-29,449.1
2017-03-30,454.7
2017-03-31,448.45
2017-04-03,454.75
2017-04-05,453.05
2017-04-06,451.55
2017-04-07,455.8
2017-04-10,455.75
2017-04-11,459.4
2017-04-12,461.1
2017-04-13,458.2
2017-04-17,455.05
2017-04-18,444.35
2017-04-19,442.15
2017-04-20,437.5
2017-04-21,442.8
2017-04-24,441.6
2017-04-25,440.45
2017-04-26,437.65
2017-04-27,436.65
2017-04-28,440.15
2017-05-02,423.6
2017-05-03,416.9
2017-05-04,398.05
2017-05-05,387.2
2017-05-08,381.1
2017-05-09,376.1
2017-05-10,384.7
2017-05-11,399.45
2017-05-12,393.95
2017-05-15,395.3
2017-05-16,387.2
2017-05-17,389.6
2017-05-18,390.3
2017-05-19,385.7
2017-05-22,378.7
2017-05-23,369.1
2017-05-24,361.1
2017-05-25,364.25
2017-05-26,369.7
2017-05-29,376.05
2017-05-30,375.95
2017-05-31,386.1
2017-06-01,403.15
2017-06-02,407.75
2017-06-05,402.6
2017-06-06,399.15
2017-06-07,418.05
2017-06-08,414.05
2017-06-09,420.0
2017-06-12,404.8
2017-06-13,397.95
2017-06-14,387.55
2017-06-15,384.4
2017-06-16,384.05
2017-06-19,381.8
2017-06-20,394.35
2017-06-21,385.45
2017-06-22,379.75
2017-06-23,370.25
2017-06-27,373.25
2017-06-28,375.4
2017-06-29,374.75
2017-06-30,374.95
2017-07-03,375.4
2017-07-04,384.3
2017-07-05,392.45
2017-07-06,394.0
2017-07-07,382.3
2017-07-10,379.95
2017-07-11,381.65
2017-07-12,387.5
2017-07-13,386.65
2017-07-14,384.1
2017-07-17,381.2
2017-07-18,382.25
2017-07-19,386.0
2017-07-20,384.45
2017-07-21,385.1
2017-07-24,377.1
2017-07-25,372.6
2017-07-26,366.2
2017-07-27,360.25
2017-07-28,356.05
2017-07-31,344.85
2017-08-01,348.75
2017-08-02,350.05
2017-08-03,346.5
2017-08-04,333.05
2017-08-07,325.7
2017-08-08,317.65
2017-08-09,315.35
2017-08-10,308.9
2017-08-11,307.25
2017-08-14,309.1
2017-08-16,317.0
2017-08-17,322.6
2017-08-18,316.7
2017-08-21,319.8
2017-08-22,313.9
2017-08-23,318.5
2017-08-24,327.5
2017-08-28,328.0
2017-08-29,327.9
2017-08-30,331.35
2017-08-31,333.5
2017-09-01,344.35
2017-09-04,343.35
2017-09-05,338.3
2017-09-06,342.45
2017-09-07,337.1
2017-09-08,340.1
2017-09-11,408.1
2017-09-12,418.8
2017-09-13,419.6
2017-09-14,416.05
2017-09-15,405.45
2017-09-18,404.05
2017-09-19,404.4
2017-09-20,404.5
2017-09-21,402.25
2017-09-22,390.05
2017-09-25,376.85
2017-09-26,380.25
2017-09-27,361.3
2017-09-28,360.65
2017-09-29,362.95
2017-10-03,364.0
2017-10-04,397.8
2017-10-05,390.7
2017-10-06,388.2
2017-10-09,391.15
2017-10-10,407.2
2017-10-11,392.45
2017-10-12,394.3
2017-10-13,393.65
2017-10-16,389.05
2017-10-17,396.8
2017-10-18,397.75
2017-10-19,398.45
2017-10-23,392.8
2017-10-24,394.05
2017-10-25,391.1
2017-10-26,394.1
2017-10-27,395.95
2017-10-30,396.3
2017-10-31,396.45
2017-11-01,401.65
2017-11-02,403.35
2017-11-03,399.0
2017-11-06,397.7
2017-11-07,390.6
2017-11-08,391.95
2017-11-09,388.05
2017-11-10,391.85
2017-11-13,392.0
2017-11-14,388.55
2017-11-15,382.5
2017-11-16,384.45
2017-11-17,383.15
2017-11-20,401.0
2017-11-21,398.85
2017-11-22,433.3
2017-11-23,424.75
2017-11-24,460.0
2017-11-27,455.55
2017-11-28,448.8
2017-11-29,452.5
2017-11-30,452.35
2017-12-01,452.95
2017-12-04,455.15
2017-12-05,444.7
2017-12-06,450.05
2017-12-07,467.35
2017-12-08,469.15
2017-12-11,478.65
2017-12-12,468.85
2017-12-13,493.0
2017-12-14,484.55
2017-12-15,483.45
2017-12-18,479.25
2017-12-19,492.7
2017-12-20,487.25
2017-12-21,484.35
2017-12-22,492.25
2017-12-26,490.8
2017-12-27,488.1
2017-12-28,488.85
2017-12-29,481.45
