Date,CLNINDIA
2017-01-02,704.25
2017-01-03,711.55
2017-01-04,708.9
2017-01-05,709.05
2017-01-06,702.0
2017-01-09,702.9
2017-01-10,704.55
2017-01-11,715.55
2017-01-12,706.7
2017-01-13,704.1
2017-01-16,702.25
2017-01-17,705.3
2017-01-18,729.5
2017-01-19,721.8
2017-01-20,724.35
2017-01-23,723.6
2017-01-24,721.6
2017-01-25,725.95
2017-01-27,733.6
2017-01-30,725.4
2017-01-31,714.8
2017-02-01,719.05
2017-02-02,719.1
2017-02-03,729.75
2017-02-06,739.15
2017-02-07,734.9
2017-02-08,725.6
2017-02-09,739.35
2017-02-10,743.7
2017-02-13,708.9
2017-02-14,704.2
2017-02-15,713.65
2017-02-16,706.5
2017-02-17,712.2
2017-02-20,703.75
2017-02-21,698.45
2017-02-22,688.85
2017-02-23,686.2
2017-02-27,681.35
2017-02-28,681.85
2017-03-01,669.2
2017-03-02,655.15
2017-03-03,660.85
2017-03-06,668.8
2017-03-07,661.8
2017-03-08,664.05
2017-03-09,650.65
2017-03-10,640.1
2017-03-14,642.75
2017-03-15,643.85
2017-03-16,667.45
2017-03-17,671.2
2017-03-20,686.8
2017-03-21,675.2
2017-03-22,663.55
2017-03-23,660.9
2017-03-24,661.15
2017-03-27,677.65
2017-03-28,693.4
2017-03-29,707.9
2017-03-30,716.95
2017-03-31,718.35
2017-04-03,716.2
2017-04-05,707.55
2017-04-06,710.05
2017-04-07,707.75
2017-04-10,701.3
2017-04-11,700.55
2017-04-12,683.0
2017-04-13,686.3
2017-04-17,683.25
2017-04-18,686.1
2017-04-19,683.5
2017-04-20,680.8
2017-04-21,678.1
2017-04-24,683.65
2017-04-25,681.15
2017-04-26,675.55
2017-04-27,676.65
2017-04-28,678.55
2017-05-02,674.95
2017-05-03,669.05
2017-05-04,662.25
2017-05-05,656.45
2017-05-08,656.65
2017-05-09,657.7
2017-05-10,659.65
2017-05-11,655.25
2017-05-12,648.1
2017-05-15,635.65
2017-05-16,624.35
2017-05-17,623.3
2017-05-18,600.05
2017-05-19,602.8
2017-05-22,616.1
2017-05-23,611.5
2017-05-24,620.75
2017-05-25,622.6
2017-05-26,623.4
2017-05-29,637.55
2017-05-30,625.65
2017-05-31,622.8
2017-06-01,622.05
2017-06-02,624.95
2017-06-05,626.55
2017-06-06,625.25
2017-06-07,628.3
2017-06-08,631.7
2017-06-09,620.65
2017-06-12,618.85
2017-06-13,620.05
2017-06-14,621.95
2017-06-15,626.6
2017-06-16,622.85
2017-06-19,627.0
2017-06-20,637.0
2017-06-21,628.0
2017-06-22,622.2
2017-06-23,623.55
2017-06-27,624.7
2017-06-28,621.95
2017-06-29,628.4
2017-06-30,632.9
2017-07-03,639.5
2017-07-04,644.85
2017-07-05,645.55
2017-07-06,647.0
2017-07-07,650.55
2017-07-10,655.75
2017-07-11,650.2
2017-07-12,661.1
2017-07-13,671.95
2017-07-14,667.35
2017-07-17,669.05
2017-07-18,663.85
2017-07-19,671.2
2017-07-20,666.15
2017-07-21,665.0
2017-07-24,673.05
2017-07-25,672.95
2017-07-26,681.05
2017-07-27,679.0
2017-07-28,679.6
2017-07-31,676.35
2017-08-01,674.8
2017-08-02,674.85
2017-08-03,635.15
2017-08-04,622.6
2017-08-07,631.05
2017-08-08,623.45
2017-08-09,612.55
2017-08-10,586.85
2017-08-11,574.1
2017-08-14,589.95
2017-08-16,591.9
2017-08-17,587.85
2017-08-18,584.9
2017-08-21,588.55
2017-08-22,586.8
2017-08-23,588.15
2017-08-24,585.8
2017-08-28,575.2
2017-08-29,567.15
2017-08-30,571.9
2017-08-31,578.35
2017-09-01,571.75
2017-09-04,568.2
2017-09-05,597.15
2017-09-06,607.35
2017-09-07,597.85
2017-09-08,589.9
2017-09-11,581.7
2017-09-12,585.05
2017-09-13,582.75
2017-09-14,586.95
2017-09-15,592.35
2017-09-18,595.1
2017-09-19,588.4
2017-09-20,587.0
2017-09-21,580.2
2017-09-22,571.8
2017-09-25,568.95
2017-09-26,575.0
2017-09-27,573.4
2017-09-28,584.15
2017-09-29,574.3
2017-10-03,574.4
2017-10-04,580.05
2017-10-05,574.45
2017-10-06,590.2
2017-10-09,616.45
2017-10-10,610.35
2017-10-11,609.65
2017-10-12,604.55
2017-10-13,610.75
2017-10-16,614.9
2017-10-17,618.8
2017-10-18,616.95
2017-10-19,612.0
2017-10-23,606.5
2017-10-24,617.65
2017-10-25,619.8
2017-10-26,623.35
2017-10-27,615.15
2017-10-30,629.55
2017-10-31,623.55
2017-11-01,623.35
2017-11-02,617.45
2017-11-03,611.1
2017-11-06,603.6
2017-11-07,591.3
2017-11-08,586.9
2017-11-09,595.85
2017-11-10,590.6
2017-11-13,592.4
2017-11-14,581.15
2017-11-15,573.2
2017-11-16,573.6
2017-11-17,583.5
2017-11-20,579.0
2017-11-21,589.2
2017-11-22,589.4
2017-11-23,586.5
2017-11-24,588.35
2017-11-27,589.2
2017-11-28,589.9
2017-11-29,585.95
2017-11-30,580.2
2017-12-01,576.15
2017-12-04,574.4
2017-12-05,568.45
2017-12-06,559.45
2017-12-07,555.8
2017-12-08,558.8
2017-12-11,560.65
2017-12-12,565.05
2017-12-13,563.1
2017-12-14,556.1
2017-12-15,559.1
2017-12-18,554.65
2017-12-19,566.3
2017-12-20,570.25
2017-12-21,569.85
2017-12-22,569.55
2017-12-26,566.85
2017-12-27,569.15
2017-12-28,573.05
2017-12-29,573.75
