Date,EIHOTEL
2017-01-02,97.2
2017-01-03,96.95
2017-01-04,95.85
2017-01-05,96.2
2017-01-06,96.6
2017-01-09,97.1
2017-01-10,98.75
2017-01-11,97.45
2017-01-12,97.15
2017-01-13,96.25
2017-01-16,96.35
2017-01-17,96.45
2017-01-18,98.9
2017-01-19,99.5
2017-01-20,98.7
2017-01-23,99.5
2017-01-24,99.3
2017-01-25,99.05
2017-01-27,99.8
2017-01-30,100.3
2017-01-31,99.45
2017-02-01,100.8
2017-02-02,100.25
2017-02-03,103.45
2017-02-06,105.0
2017-02-07,104.45
2017-02-08,104.55
2017-02-09,104.55
2017-02-10,105.15
2017-02-13,105.25
2017-02-14,105.0
2017-02-15,102.9
2017-02-16,102.25
2017-02-17,102.7
2017-02-20,101.65
2017-02-21,101.8
2017-02-22,102.25
2017-02-23,103.05
2017-02-27,103.0
2017-02-28,102.45
2017-03-01,106.05
2017-03-02,107.05
2017-03-03,109.9
2017-03-06,105.1
2017-03-07,106.65
2017-03-08,106.2
2017-03-09,106.7
2017-03-10,105.25
2017-03-14,111.05
2017-03-15,108.95
2017-03-16,108.5
2017-03-17,107.8
2017-03-20,106.15
2017-03-21,106.0
2017-03-22,104.3
2017-03-23,108.4
2017-03-24,111.2
2017-03-27,110.55
2017-03-28,113.6
2017-03-29,116.7
2017-03-30,120.55
2017-03-31,120.45
2017-04-03,119.0
2017-04-05,120.5
2017-04-06,119.0
2017-04-07,121.65
2017-04-10,122.1
2017-04-11,124.85
2017-04-12,124.45
2017-04-13,124.15
2017-04-17,124.45
2017-04-18,129.0
2017-04-19,132.45
2017-04-20,132.6
2017-04-21,132.1
2017-04-24,129.0
2017-04-25,130.7
2017-04-26,133.0
2017-04-27,132.45
2017-04-28,132.0
2017-05-02,131.55
2017-05-03,134.75
2017-05-04,132.55
2017-05-05,133.75
2017-05-08,132.05
2017-05-09,135.95
2017-05-10,136.55
2017-05-11,134.9
2017-05-12,132.6
2017-05-15,135.85
2017-05-16,139.7
2017-05-17,143.95
2017-05-18,141.2
2017-05-19,144.3
2017-05-22,144.0
2017-05-23,140.4
2017-05-24,140.25
2017-05-25,142.7
2017-05-26,142.55
2017-05-29,137.4
2017-05-30,137.9
2017-05-31,136.15
2017-06-01,135.1
2017-06-02,134.35
2017-06-05,131.5
2017-06-06,130.65
2017-06-07,132.15
2017-06-08,133.55
2017-06-09,132.7
2017-06-12,130.7
2017-06-13,132.35
2017-06-14,134.9
2017-06-15,132.0
2017-06-16,129.45
2017-06-19,129.85
2017-06-20,132.2
2017-06-21,137.7
2017-06-22,136.15
2017-06-23,137.35
2017-06-27,136.95
2017-06-28,136.85
2017-06-29,137.85
2017-06-30,136.25
2017-07-03,135.1
2017-07-04,133.95
2017-07-05,137.05
2017-07-06,135.6
2017-07-07,139.3
2017-07-10,138.15
2017-07-11,139.0
2017-07-12,138.1
2017-07-13,140.95
2017-07-14,140.55
2017-07-17,138.8
2017-07-18,134.05
2017-07-19,139.7
2017-07-20,140.05
2017-07-21,139.45
2017-07-24,137.85
2017-07-25,138.0
2017-07-26,135.3
2017-07-27,138.75
2017-07-28,137.15
2017-07-31,138.75
2017-08-01,131.85
2017-08-02,134.4
2017-08-03,132.9
2017-08-04,132.3
2017-08-07,131.05
2017-08-08,132.95
2017-08-09,131.3
2017-08-10,131.25
2017-08-11,131.35
2017-08-14,130.3
2017-08-16,130.8
2017-08-17,131.6
2017-08-18,135.2
2017-08-21,138.15
2017-08-22,133.5
2017-08-23,132.15
2017-08-24,131.35
2017-08-28,133.15
2017-08-29,133.65
2017-08-30,134.0
2017-08-31,134.5
2017-09-01,136.05
2017-09-04,136.05
2017-09-05,136.05
2017-09-06,135.0
2017-09-07,135.0
2017-09-08,136.45
2017-09-11,137.0
2017-09-12,142.95
2017-09-13,143.75
2017-09-14,143.15
2017-09-15,147.45
2017-09-18,143.85
2017-09-19,144.95
2017-09-20,141.95
2017-09-21,141.55
2017-09-22,142.15
2017-09-25,139.55
2017-09-26,136.4
2017-09-27,137.95
2017-09-28,134.75
2017-09-29,135.1
2017-10-03,135.4
2017-10-04,133.25
2017-10-05,135.1
2017-10-06,135.55
2017-10-09,135.85
2017-10-10,134.5
2017-10-11,134.25
2017-10-12,135.05
2017-10-13,136.05
2017-10-16,136.05
2017-10-17,138.0
2017-10-18,137.25
2017-10-19,136.6
2017-10-23,138.0
2017-10-24,141.15
2017-10-25,147.85
2017-10-26,144.2
2017-10-27,149.35
2017-10-30,155.2
2017-10-31,154.0
2017-11-01,150.15
2017-11-02,152.0
2017-11-03,152.0
2017-11-06,151.0
2017-11-07,151.0
2017-11-08,150.85
2017-11-09,150.05
2017-11-10,151.25
2017-11-13,150.0
2017-11-14,150.25
2017-11-15,152.4
2017-11-16,155.1
2017-11-17,155.0
2017-11-20,155.85
2017-11-21,155.5
2017-11-22,153.2
2017-11-23,152.3
2017-11-24,153.95
2017-11-27,154.75
2017-11-28,151.65
2017-11-29,150.65
2017-11-30,150.1
2017-12-01,146.65
2017-12-04,146.25
2017-12-05,145.5
2017-12-06,145.4
2017-12-07,144.35
2017-12-08,143.9
2017-12-11,144.45
2017-12-12,144.9
2017-12-13,144.9
2017-12-14,145.9
2017-12-15,148.05
2017-12-18,145.1
2017-12-19,145.1
2017-12-20,145.35
2017-12-21,147.6
2017-12-22,147.55
2017-12-26,148.0
2017-12-27,145.25
2017-12-28,146.7
2017-12-29,145.1
