Date,ARVIND
2017-01-02,352.15
2017-01-03,360.25
2017-01-04,358.75
2017-01-05,365.7
2017-01-06,360.9
2017-01-09,359.45
2017-01-10,362.0
2017-01-11,362.4
2017-01-12,359.65
2017-01-13,369.5
2017-01-16,374.45
2017-01-17,372.05
2017-01-18,369.25
2017-01-19,370.2
2017-01-20,363.4
2017-01-23,360.1
2017-01-24,366.15
2017-01-25,372.6
2017-01-27,370.25
2017-01-30,379.3
2017-01-31,368.2
2017-02-01,376.45
2017-02-02,377.25
2017-02-03,378.1
2017-02-06,378.4
2017-02-07,369.55
2017-02-08,378.35
2017-02-09,379.95
2017-02-10,384.6
2017-02-13,379.4
2017-02-14,378.1
2017-02-15,368.3
2017-02-16,376.45
2017-02-17,376.6
2017-02-20,379.85
2017-02-21,382.75
2017-02-22,376.7
2017-02-23,371.3
2017-02-27,376.15
2017-02-28,380.1
2017-03-01,379.9
2017-03-02,381.0
2017-03-03,387.2
2017-03-06,397.7
2017-03-07,395.35
2017-03-08,390.95
2017-03-09,393.0
2017-03-10,391.45
2017-03-14,393.5
2017-03-15,401.95
2017-03-16,408.4
2017-03-17,404.55
2017-03-20,407.6
2017-03-21,400.3
2017-03-22,386.75
2017-03-23,389.55
2017-03-24,390.45
2017-03-27,389.95
2017-03-28,390.55
2017-03-29,394.75
2017-03-30,390.85
2017-03-31,394.95
2017-04-03,409.15
2017-04-05,408.1
2017-04-06,404.45
2017-04-07,395.75
2017-04-10,398.2
2017-04-11,400.75
2017-04-12,395.0
2017-04-13,392.95
2017-04-17,398.3
2017-04-18,387.9
2017-04-19,385.5
2017-04-20,398.85
2017-04-21,399.85
2017-04-24,403.45
2017-04-25,409.0
2017-04-26,405.8
2017-04-27,402.15
2017-04-28,399.3
2017-05-02,409.7
2017-05-03,419.8
2017-05-04,418.8
2017-05-05,409.1
2017-05-08,415.75
2017-05-09,419.6
2017-05-10,420.9
2017-05-11,407.95
2017-05-12,395.85
2017-05-15,394.45
2017-05-16,399.3
2017-05-17,400.35
2017-05-18,388.95
2017-05-19,377.25
2017-05-22,380.2
2017-05-23,376.7
2017-05-24,367.35
2017-05-25,371.15
2017-05-26,379.0
2017-05-29,377.6
2017-05-30,376.8
2017-05-31,377.9
2017-06-01,380.45
2017-06-02,379.05
2017-06-05,392.2
2017-06-06,384.65
2017-06-07,379.5
2017-06-08,377.1
2017-06-09,379.75
2017-06-12,372.2
2017-06-13,376.9
2017-06-14,375.95
2017-06-15,378.75
2017-06-16,380.0
2017-06-19,380.55
2017-06-20,381.4
2017-06-21,382.45
2017-06-22,376.05
2017-06-23,369.5
2017-06-27,360.2
2017-06-28,356.1
2017-06-29,359.35
2017-06-30,359.85
2017-07-03,369.6
2017-07-04,367.45
2017-07-05,368.4
2017-07-06,374.45
2017-07-07,369.8
2017-07-10,371.85
2017-07-11,371.75
2017-07-12,376.05
2017-07-13,374.9
2017-07-14,379.1
2017-07-17,382.0
2017-07-18,378.7
2017-07-19,379.05
2017-07-20,379.65
2017-07-21,370.1
2017-07-24,369.9
2017-07-25,367.5
2017-07-26,369.85
2017-07-27,364.4
2017-07-28,361.15
2017-07-31,365.9
2017-08-01,365.55
2017-08-02,367.4
2017-08-03,363.5
2017-08-04,364.7
2017-08-07,389.1
2017-08-08,381.1
2017-08-09,377.35
2017-08-10,368.5
2017-08-11,365.5
2017-08-14,370.95
2017-08-16,376.3
2017-08-17,370.6
2017-08-18,370.0
2017-08-21,365.2
2017-08-22,361.0
2017-08-23,363.7
2017-08-24,363.5
2017-08-28,366.45
2017-08-29,359.25
2017-08-30,366.1
2017-08-31,370.7
2017-09-01,372.95
2017-09-04,387.95
2017-09-05,390.15
2017-09-06,385.85
2017-09-07,397.55
2017-09-08,406.85
2017-09-11,408.1
2017-09-12,413.45
2017-09-13,411.7
2017-09-14,409.3
2017-09-15,413.45
2017-09-18,412.55
2017-09-19,410.7
2017-09-20,404.9
2017-09-21,394.7
2017-09-22,379.05
2017-09-25,365.95
2017-09-26,370.05
2017-09-27,363.6
2017-09-28,368.3
2017-09-29,370.3
2017-10-03,366.8
2017-10-04,365.0
2017-10-05,382.1
2017-10-06,386.85
2017-10-09,381.75
2017-10-10,391.75
2017-10-11,384.75
2017-10-12,393.8
2017-10-13,389.4
2017-10-16,393.4
2017-10-17,389.8
2017-10-18,400.1
2017-10-19,394.0
2017-10-23,393.1
2017-10-24,403.8
2017-10-25,402.0
2017-10-26,396.3
2017-10-27,399.75
2017-10-30,403.5
2017-10-31,401.05
2017-11-01,402.9
2017-11-02,407.0
2017-11-03,440.8
2017-11-06,439.15
2017-11-07,455.05
2017-11-08,414.1
2017-11-09,435.7
2017-11-10,424.5
2017-11-13,414.5
2017-11-14,420.4
2017-11-15,411.7
2017-11-16,423.4
2017-11-17,422.3
2017-11-20,424.4
2017-11-21,428.3
2017-11-22,432.7
2017-11-23,435.7
2017-11-24,434.15
2017-11-27,438.9
2017-11-28,446.25
2017-11-29,445.1
2017-11-30,436.8
2017-12-01,435.75
2017-12-04,426.35
2017-12-05,424.2
2017-12-06,429.5
2017-12-07,429.25
2017-12-08,430.7
2017-12-11,445.25
2017-12-12,432.55
2017-12-13,425.55
2017-12-14,421.7
2017-12-15,432.25
2017-12-18,437.2
2017-12-19,441.45
2017-12-20,454.55
2017-12-21,456.5
2017-12-22,453.75
2017-12-26,453.3
2017-12-27,444.4
2017-12-28,447.6
2017-12-29,450.8
